step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,1,391,26.1,19.9,0.0,18.0,19.9,7,117,30.43,1.94
6000,1,409,25.9,20.0,0.0,18.0,20.0,2,112,28.80,1.69
7000,1,501,28.6,17.2,0.0,18.0,17.1,32,112,28.84,2.07
8000,1,575,33.9,11.1,0.1,18.3,11.0,66,110,26.82,2.53
9000,1,630,34.1,11.2,0.0,17.9,11.1,73,97,23.39,3.99
10000,1,648,37.7,8.4,0.0,17.1,8.4,65,124,30.02,2.86
11000,1,699,38.6,8.1,0.0,17.0,8.1,62,112,26.91,2.36
12000,1,664,39.4,7.2,0.0,17.0,6.8,71,114,27.55,2.10
13000,1,447,44.6,0.1,0.0,17.2,0.1,71,120,28.66,0.00
14000,1,498,43.7,0.1,0.0,17.3,0.1,80,128,30.37,0.01
15000,1,535,43.6,0.2,0.0,17.1,0.2,75,154,35.87,0.02
16000,1,539,45.5,0.1,0.0,17.5,0.1,70,157,36.86,0.00
17000,1,438,44.9,0.0,0.0,17.4,0.0,51,167,39.16,0.04
17000,3,157,24.7,21.7,0.0,17.5,21.5,9,97,22.21,5.10
18000,3,639,40.7,6.3,0.0,16.8,6.0,67,119,27.88,2.32
18000,1,187,43.2,0.0,0.0,17.1,0.0,33,175,40.13,0.00
19000,3,636,46.7,0.2,0.0,17.0,0.2,63,158,37.01,0.07
19000,1,112,45.7,0.3,0.0,17.7,0.3,17,184,43.36,0.11
20000,3,584,46.7,0.2,0.0,17.0,0.2,66,187,44.41,0.02
20000,1,128,45.1,0.7,0.1,17.4,0.7,25,183,42.18,0.13
20000,5,45,0.0,0.0,0.6,3.0,0.0,4,552,4.36,0.00
21000,3,672,44.5,2.2,0.0,17.1,2.1,69,173,40.78,0.90
21000,1,117,45.7,0.1,0.0,17.6,0.1,13,206,47.76,0.00
21000,5,60,0.0,0.0,0.0,1.4,0.0,4,523,3.80,0.00
22000,3,720,44.2,2.6,0.0,17.1,2.4,92,198,46.73,0.90
22000,5,97,0.0,0.0,0.0,1.7,0.0,10,622,4.24,0.00
22000,1,88,43.8,0.0,0.1,17.2,0.0,18,160,38.57,0.00
23000,3,638,44.2,0.2,0.0,19.3,0.1,91,205,49.37,0.04
23000,1,128,38.8,0.3,0.6,16.5,0.2,34,153,34.88,0.00
23000,5,58,0.1,0.0,0.0,2.7,0.0,11,486,4.39,0.00
24000,3,624,45.8,0.3,0.0,17.7,0.2,87,191,45.24,0.02
24000,1,70,45.6,0.0,0.0,17.2,0.0,13,236,54.29,0.00
24000,5,40,0.2,0.0,0.1,1.5,0.0,7,683,4.29,0.00
25000,3,702,45.2,0.4,0.0,18.1,0.3,108,189,45.40,0.00
25000,1,41,45.6,0.0,0.0,15.9,0.0,9,245,55.96,0.00
25000,5,17,0.1,0.0,0.0,1.2,0.0,3,975,5.97,0.00
26000,3,697,44.5,0.6,0.0,18.6,0.4,116,191,45.71,0.19
26000,1,106,31.7,2.0,0.7,17.0,1.9,35,130,26.28,1.09
26000,5,13,0.2,0.0,0.0,4.4,0.0,4,1241,6.50,0.00
27000,3,753,42.6,2.0,0.0,19.0,1.9,137,166,39.89,0.96
27000,9,94,24.9,23.4,0.0,15.7,22.7,5,95,19.47,10.07
27000,1,44,2.0,0.2,0.1,11.1,0.0,16,77,6.95,0.00
