step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,1,438,25.6,18.8,0.0,19.6,17.6,21,101,26.68,2.85
5000,2,48,39.3,0.0,0.5,24.2,0.0,8,142,36.53,0.00
5000,3,32,37.8,1.0,0.0,17.8,0.1,8,107,25.63,0.00
6000,1,335,25.6,18.5,0.0,19.9,17.5,16,114,29.19,3.15
6000,2,108,39.6,0.1,1.5,22.4,0.1,25,129,32.85,0.00
6000,3,8,38.0,0.0,0.8,19.2,0.0,2,106,24.44,0.00
7000,1,392,25.8,18.8,0.0,19.5,17.7,18,105,26.94,2.83
7000,7,78,39.8,0.6,0.1,23.5,0.6,13,137,35.93,0.04
7000,2,32,42.0,0.0,0.5,20.9,0.0,11,153,38.74,0.00
8000,1,346,26.2,18.5,0.0,19.3,17.5,17,131,32.69,2.68
8000,7,117,37.8,1.5,0.4,24.3,1.1,23,129,33.72,0.38
8000,2,55,39.0,0.5,0.3,24.2,0.5,14,175,43.76,0.00
9000,1,293,25.7,18.6,0.0,19.6,17.7,10,124,31.19,2.66
9000,7,98,38.6,0.9,0.2,24.1,0.9,19,148,37.52,0.23
9000,2,75,40.0,0.5,0.2,23.1,0.5,22,187,45.36,0.09
10000,1,319,26.8,17.9,0.0,19.3,17.0,22,128,31.98,3.00
10000,2,85,39.5,0.7,1.0,22.6,0.2,30,195,48.16,0.00
10000,7,64,38.0,2.0,0.1,23.8,2.0,15,200,50.90,0.11
11000,1,502,32.4,10.0,0.0,21.3,9.5,98,96,23.44,3.57
11000,2,83,37.5,0.3,0.0,26.2,0.2,21,146,33.96,0.00
11000,7,63,37.9,1.9,0.0,24.2,1.9,12,288,68.92,0.40
12000,1,570,35.6,5.9,0.1,22.2,5.6,157,96,24.02,1.95
12000,2,48,37.5,0.1,0.2,24.9,0.1,18,236,52.96,0.00
12000,7,19,41.1,1.0,0.0,21.9,1.0,7,247,57.46,0.34
13000,1,556,34.9,4.4,0.2,23.7,4.1,150,108,25.98,2.09
13000,7,9,37.3,2.6,0.0,24.1,2.6,3,247,54.13,1.27
13000,2,6,38.0,0.0,0.0,26.0,0.0,4,310,69.12,0.00
14000,1,372,27.7,20.1,0.0,16.2,18.8,33,54,8.96,13.78
15000,1,199,27.0,19.7,0.0,17.2,19.2,20,87,18.54,11.19
16000,1,105,26.0,20.3,0.0,17.7,19.7,5,74,15.16,9.73
17000,1,173,30.6,16.2,0.1,17.0,15.9,33,54,8.68,12.04
17000,8,18,44.2,0.6,0.0,18.4,0.6,6,81,19.65,0.00
18000,11,644,39.8,0.1,1.1,22.8,0.1,222,183,42.73,0.03
18000,1,72,27.1,18.3,0.0,18.6,18.2,6,106,19.71,9.67
19000,11,595,38.7,0.3,1.7,23.0,0.3,200,196,45.68,0.16
19000,1,84,26.8,17.1,0.0,20.0,17.1,8,89,16.13,10.97
20000,11,518,36.5,3.6,1.8,20.8,3.4,164,144,33.16,2.56
20000,1,227,28.4,17.1,0.0,18.5,16.1,34,47,7.27,11.74
21000,11,597,34.5,7.7,0.6,20.5,6.8,142,109,24.69,5.10
21000,17,49,38.7,0.0,3.6,19.4,0.0,22,189,41.36,0.00
21000,1,7,26.9,25.0,0.0,12.1,13.9,6,41,3.47,25.47
22000,11,490,25.9,22.0,0.0,15.7,21.7,36,37,4.30,14.80
22000,19,201,34.1,2.4,2.9,22.7,2.1,77,100,23.74,1.61
23000,19,143,38.8,0.0,0.7,24.3,0.0,45,100,25.05,0.00
23000,11,54,29.1,18.8,0.0,14.8,17.6,11,104,17.20,13.41
24000,11,196,26.1,22.3,0.0,15.5,22.0,20,59,8.99,12.86
24000,19,153,37.0,0.1,0.5,26.2,0.1,54,117,29.29,0.00
25000,11,112,26.4,22.1,0.0,15.4,22.1,9,48,4.77,19.16
25000,19,81,35.3,0.0,0.8,27.8,0.0,33,108,26.88,0.00
26000,24,290,28.7,17.5,0.0,17.7,17.4,16,206,37.09,15.24
26000,25,219,0.9,0.8,1.0,13.5,0.1,105,38,3.31,0.38
26000,26,196,42.3,0.0,1.1,20.4,0.0,60,191,44.55,0.00
26000,19,99,27.3,11.3,0.2,25.2,10.3,26,50,5.21,7.59
26000,11,23,31.7,16.3,0.0,15.9,16.3,5,168,28.44,11.64
27000,26,383,40.2,0.0,0.8,22.6,0.0,109,175,42.12,0.00
27000,24,222,29.5,16.9,0.0,17.5,16.8,26,209,39.35,11.96
27000,25,137,0.8,0.3,1.9,5.9,0.1,50,42,2.60,0.18
27000,11,47,44.3,1.4,0.0,18.3,1.4,19,161,36.36,1.22
27000,19,33,32.7,14.5,0.0,16.9,14.5,8,50,5.25,6.14
28000,26,416,39.8,0.1,0.4,23.3,0.1,132,107,26.66,0.11
28000,24,214,29.2,17.3,0.0,17.5,17.3,20,165,30.56,14.53
28000,19,45,29.1,18.3,0.0,16.6,16.7,5,165,18.63,16.58
29000,26,244,41.2,0.3,0.7,21.7,0.3,81,228,52.36,0.33
29000,24,171,28.6,17.6,0.0,17.8,17.5,11,276,51.60,15.78
29000,19,88,30.1,14.0,0.1,19.8,14.0,7,103,13.14,6.78
30000,24,166,34.5,14.7,0.0,14.7,14.5,51,149,28.04,12.38
30000,26,120,41.1,0.1,0.1,22.6,0.1,35,209,48.96,0.03
30000,19,28,23.0,21.1,0.1,19.7,19.2,4,45,5.68,10.82
31000,19,224,24.6,22.5,0.0,16.9,21.1,8,46,5.74,11.24
31000,26,148,43.8,0.0,0.3,19.9,0.0,32,225,51.98,0.00
31000,24,145,32.9,10.5,0.0,20.0,10.5,31,170,34.86,8.64
32000,26,145,44.0,0.0,0.0,19.8,0.0,31,330,74.08,0.00
32000,24,127,28.4,17.9,0.0,17.7,17.6,9,192,36.07,14.11
32000,19,84,22.8,24.2,0.0,17.0,21.8,2,83,8.53,14.55
33000,47,238,40.1,0.3,0.8,21.3,0.1,66,130,29.97,0.01
33000,24,197,28.7,17.6,0.0,17.6,17.4,17,197,37.15,15.34
33000,26,169,41.3,0.0,0.2,22.3,0.0,45,300,68.28,0.03
33000,48,108,41.1,0.0,0.4,22.5,0.0,38,149,35.62,0.00
33000,19,81,33.3,13.0,0.5,17.2,11.9,12,100,17.94,5.61
34000,24,250,30.5,17.0,0.0,16.5,17.0,25,165,30.04,14.56
34000,47,211,32.3,0.2,0.4,24.0,0.0,89,108,24.10,0.03
34000,26,143,41.4,0.3,0.8,21.4,0.3,46,240,54.44,0.96
34000,19,99,41.5,3.4,0.4,18.7,3.4,23,86,17.24,3.21
34000,48,72,38.1,0.1,0.3,25.5,0.1,30,130,30.00,0.00
35000,24,180,28.5,17.5,0.0,18.0,17.5,5,230,43.25,14.21
35000,48,164,38.7,0.0,0.2,24.9,0.0,44,160,38.19,0.00
35000,26,148,38.6,0.0,0.2,24.9,0.0,49,193,45.65,0.00
35000,47,113,33.2,0.0,3.1,24.5,0.0,39,104,25.60,0.00
35000,19,29,42.9,1.3,0.1,19.4,1.3,15,182,38.24,1.57
36000,24,194,28.2,17.9,0.0,17.8,17.9,5,251,47.00,15.85
36000,48,164,38.6,0.0,0.0,25.4,0.0,41,166,39.81,0.00
36000,26,150,37.5,0.1,0.2,25.9,0.1,38,228,54.23,0.00
36000,47,50,38.9,0.0,3.8,20.9,0.0,16,135,32.11,0.00
36000,19,17,39.2,0.5,0.0,24.4,0.5,4,167,36.07,0.00
37000,24,166,28.8,17.7,0.0,17.5,17.7,8,240,44.37,16.41
37000,48,145,37.3,0.0,0.4,26.3,0.0,41,138,33.05,0.00
37000,26,124,38.3,0.0,0.2,25.3,0.0,46,191,45.61,0.00
37000,47,50,38.0,0.0,2.5,23.3,0.0,20,108,25.70,0.00
37000,19,13,39.1,0.0,1.1,23.8,0.0,5,152,30.70,0.00
