step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,2,112,40.9,2.9,0.1,18.1,2.6,43
6000,2,201,40.6,3.4,0.0,19.2,2.9,59
7000,2,171,41.1,3.6,0.1,17.8,3.1,44
8000,2,184,39.7,3.2,0.1,19.8,2.6,53
8000,10,35,0.0,0.8,0.2,12.0,0.0,15
8000,5,22,22.5,20.5,0.0,20.3,17.2,5
9000,2,187,40.1,3.3,0.0,19.1,2.7,53
9000,5,14,23.6,15.4,0.0,25.0,15.4,3
10000,2,160,40.7,2.3,0.2,19.3,2.0,49
10000,5,22,23.8,19.6,0.0,20.5,19.6,2
11000,2,164,40.4,1.5,0.0,20.7,1.2,49
11000,5,9,26.9,16.9,0.0,20.2,16.9,3
12000,2,115,40.6,0.1,0.0,22.8,0.0,23
12000,5,25,25.2,18.4,0.6,19.9,18.3,4
13000,2,61,39.7,0.2,0.0,23.2,0.2,22
13000,5,7,24.0,20.0,0.0,20.0,20.0,1
14000,2,57,40.2,0.0,0.0,23.5,0.0,14
14000,5,29,24.8,19.7,0.0,19.6,19.3,3
15000,2,66,42.0,0.0,0.0,21.8,0.0,17
15000,5,34,24.5,19.9,0.0,19.6,19.9,2
16000,16,87,11.3,0.9,0.0,28.2,0.2,37
16000,2,69,41.9,0.0,0.0,21.6,0.0,14
16000,5,48,22.1,22.6,0.0,19.3,18.4,5
17000,16,128,1.5,0.9,0.0,14.8,0.2,55
17000,5,43,22.9,21.3,0.0,19.8,19.1,3
17000,2,33,42.3,0.0,0.0,21.7,0.0,7
18000,17,124,41.2,3.5,0.0,19.1,2.7,33
18000,16,34,19.2,8.2,0.0,26.0,0.9,23
18000,2,30,42.1,0.0,0.0,21.9,0.0,7
18000,5,18,25.2,20.1,0.0,18.7,20.0,3
19000,16,103,14.1,2.0,0.1,15.1,0.7,36
19000,17,92,41.3,3.4,0.1,19.2,2.2,22
19000,2,25,42.5,0.0,0.0,21.2,0.0,7
19000,5,23,25.1,20.9,0.0,18.0,19.3,5
20000,17,99,40.2,3.2,0.0,20.3,2.3,21
20000,16,59,10.5,0.4,0.0,13.2,0.1,32
20000,2,46,43.1,0.0,0.0,20.5,0.0,15
20000,5,18,25.9,19.1,0.0,19.0,19.1,4
21000,16,203,14.7,2.2,0.0,20.0,1.1,87
21000,2,32,42.0,0.0,0.0,22.0,0.0,6
21000,5,25,26.0,20.0,0.0,18.0,20.0,1
21000,17,8,40.0,4.1,0.0,19.9,2.9,2
22000,16,145,13.7,5.4,0.0,18.5,1.7,62
22000,5,65,26.8,19.4,0.0,17.7,18.7,8
23000,16,161,14.8,3.0,0.0,15.8,1.7,82
23000,5,28,26.2,19.7,0.0,18.1,19.1,4
24000,16,182,24.9,3.3,0.1,18.4,2.1,69
24000,5,23,26.5,19.7,0.0,17.7,19.7,4
25000,16,118,19.6,2.2,0.2,17.5,1.8,52
25000,5,57,25.0,20.7,0.0,17.7,18.6,7
26000,16,133,18.4,2.8,0.0,18.1,2.0,50
26000,5,5,24.0,20.0,0.0,20.0,20.0,1
27000,16,113,17.5,3.6,0.0,20.6,1.7,49
27000,5,44,23.9,19.7,0.0,20.4,19.1,6
28000,16,212,20.7,3.1,0.1,17.8,2.4,71
28000,5,36,25.5,18.7,0.0,18.3,16.9,6
29000,16,74,15.7,2.7,0.1,18.8,1.4,30
29000,29,37,37.9,3.3,0.0,14.4,2.5,13
29000,5,30,23.4,19.3,0.0,17.9,18.3,5
29000,31,15,28.0,20.0,0.0,16.0,20.0,1
30000,29,94,33.9,6.8,0.0,14.6,6.1,23
30000,16,70,17.8,3.5,0.1,19.6,2.1,39
30000,5,32,21.5,15.8,0.0,17.5,15.8,2
31000,29,160,34.5,4.1,0.0,16.1,3.7,64
31000,31,7,28.0,20.0,0.0,16.0,20.0,1
32000,29,198,35.3,2.4,0.2,16.9,2.1,74
32000,31,6,26.0,20.0,0.0,18.0,19.3,2
33000,29,186,32.7,4.9,0.1,18.0,4.6,64
33000,38,23,43.0,0.0,0.0,16.9,0.0,6
33000,31,11,26.0,20.0,0.0,18.0,20.0,1
34000,29,220,33.2,3.8,0.1,16.6,2.9,82
34000,38,22,43.9,0.0,0.0,17.2,0.0,7
34000,41,9,31.9,0.0,0.0,19.0,0.0,4
35000,29,230,32.9,3.9,0.1,16.3,2.9,78
35000,41,5,32.0,0.0,0.0,15.2,0.0,2
36000,29,146,31.9,2.0,0.0,15.8,1.8,59
36000,41,12,32.1,0.0,0.0,14.4,0.0,2
37000,29,216,26.9,2.2,0.0,15.3,2.2,76
38000,29,243,28.4,2.8,0.0,15.0,2.6,84
39000,29,226,30.2,3.1,0.0,14.8,2.9,67
40000,29,128,35.9,8.2,0.0,18.5,7.9,33
40000,44,60,42.8,0.0,0.0,19.8,0.0,19
41000,29,105,36.2,5.0,0.0,20.8,4.8,33
41000,44,99,37.9,0.7,0.5,19.5,0.6,39
42000,29,76,31.8,12.3,0.0,19.2,11.7,13
42000,44,70,41.8,0.8,0.0,19.9,0.8,27
43000,29,105,36.2,8.7,0.0,18.9,8.4,14
43000,44,82,41.5,0.1,0.0,19.4,0.1,27
44000,44,99,41.7,0.3,0.0,19.3,0.3,32
44000,29,79,33.9,10.5,0.0,19.1,10.1,13
45000,29,113,26.6,17.8,0.0,19.5,17.0,10
45000,44,91,44.5,0.0,0.0,17.0,0.0,17
46000,44,134,42.7,0.1,0.1,17.4,0.1,35
46000,29,62,27.6,16.7,0.0,19.7,16.0,8
46000,52,5,44.2,0.0,0.0,19.8,0.0,3
47000,44,99,43.2,0.1,0.0,18.2,0.0,25
47000,29,74,29.5,15.4,0.0,18.8,14.5,14
47000,52,7,45.0,0.0,0.0,19.0,0.0,1
48000,44,134,43.0,0.5,0.0,17.5,0.2,32
48000,29,70,28.1,16.7,0.0,19.0,16.1,7
48000,52,8,44.9,0.0,0.0,19.1,0.0,2
49000,44,110,43.5,0.1,0.0,17.8,0.1,26
49000,29,41,24.8,20.1,0.0,19.1,19.1,7
49000,52,7,46.6,0.0,0.0,17.4,0.0,2
50000,44,115,43.3,0.2,0.0,17.7,0.1,24
50000,29,47,23.6,20.4,0.0,19.9,19.6,5
51000,44,131,43.4,0.1,0.0,17.8,0.0,26
51000,29,55,23.0,21.0,0.0,20.0,20.0,1
51000,52,5,44.0,0.0,0.0,20.0,0.0,1
