step,event,lineage,other,size
5000,birth,1,0,282
28000,split,9,1,12
51000,extinct,9,0,68
55000,extinct,1,0,15
58000,split,17,15,40
59000,split,23,17,190
62000,split,25,17,331
66000,split,33,23,148
67000,extinct,25,0,68
68000,extinct,23,0,30
76000,split,44,33,71
78000,extinct,44,0,5
87000,extinct,17,0,16
91000,split,53,33,10
95000,split,57,33,37
97000,split,60,33,17
101000,extinct,60,0,13
104000,extinct,53,0,14
114000,split,71,33,96
114000,extinct,57,0,11
119000,split,77,33,74
121000,extinct,71,0,153
121000,extinct,77,0,24
124000,split,85,33,36
126000,split,91,85,106
127000,extinct,85,0,38
128000,split,98,91,7
128000,extinct,33,0,22
129000,split,100,98,6
129000,extinct,91,0,14
131000,split,108,98,192
131000,extinct,100,0,6
135000,split,112,98,213
135000,extinct,98,0,30
139000,extinct,108,0,26
148000,split,121,112,195
149000,split,123,121,54
169000,split,131,123,38
169000,extinct,112,0,26
171000,extinct,121,0,17
180000,extinct,131,0,9
188000,split,144,123,20
205000,split,150,123,23
207000,split,154,123,115
209000,extinct,144,0,12
214000,extinct,150,0,6
219000,split,166,154,18
220000,extinct,123,0,22
220000,extinct,166,0,18
223000,split,170,154,10
226000,split,174,154,7
226000,extinct,170,0,18
227000,extinct,174,0,7
228000,extinct,154,0,121
231000,split,185,154,103
231000,split,184,154,43
234000,split,192,184,15
234000,split,191,185,23
238000,extinct,184,0,5
277000,extinct,185,0,6
286000,split,212,192,68
297000,extinct,212,0,76
299000,extinct,192,0,41
315000,split,226,191,5
316000,split,227,191,5
316000,extinct,226,0,5
320000,extinct,191,0,135
327000,split,232,227,22
330000,extinct,232,0,43
333000,split,235,227,46
359000,split,244,227,76
359000,extinct,235,0,7
362000,extinct,244,0,17
399000,split,270,227,137
401000,split,275,270,16
402000,extinct,275,0,16
408000,extinct,270,0,13
409000,split,285,270,32
413000,extinct,285,0,9
430000,split,309,227,6
432000,split,310,227,19
432000,extinct,309,0,6
435000,extinct,310,0,5
443000,split,326,227,19
443000,split,327,227,34
445000,extinct,326,0,19
445000,extinct,327,0,6
446000,split,332,227,29
448000,split,337,227,13
448000,split,336,227,5
449000,extinct,336,0,5
450000,extinct,337,0,13
451000,extinct,332,0,5
467000,split,352,227,168
468000,split,353,227,10
470000,extinct,227,0,5
470000,extinct,353,0,20
474000,split,351,227,36
475000,split,356,352,62
480000,extinct,356,0,6
502000,split,364,352,59
505000,extinct,364,0,5
562000,extinct,351,0,11
578000,split,381,352,32
589000,split,385,352,41
609000,extinct,381,0,39
610000,extinct,385,0,17
614000,split,393,352,231
637000,split,402,393,63
642000,split,405,393,59
650000,extinct,405,0,56
662000,split,412,402,13
663000,extinct,412,0,13
686000,extinct,352,0,16
694000,extinct,393,0,6
698000,split,428,402,5
700000,extinct,428,0,7
706000,split,437,402,17
710000,extinct,437,0,10
720000,split,443,402,209
720000,split,444,402,6
721000,extinct,402,0,19
723000,extinct,444,0,26
768000,split,455,443,224
790000,extinct,443,0,23
794000,split,472,455,33
796000,extinct,472,0,8
800000,split,479,455,72
801000,extinct,455,0,12
803000,split,484,455,100
803000,split,483,455,21
806000,split,485,479,14
806000,extinct,483,0,17
813000,split,488,484,24
817000,extinct,485,0,17
817000,extinct,488,0,33
823000,split,495,479,32
823000,extinct,479,0,25
826000,split,497,495,67
831000,split,498,497,60
831000,extinct,495,0,10
832000,extinct,498,0,60
843000,split,505,497,14
843000,split,506,497,9
847000,extinct,506,0,8
850000,extinct,484,0,5
857000,split,510,506,47
877000,split,515,497,87
878000,split,516,515,15
907000,merge,497,516,24
907000,extinct,510,0,78
908000,split,527,515,11
910000,split,528,510,86
912000,split,533,516,15
912000,extinct,527,0,13
915000,extinct,533,0,8
918000,extinct,516,0,17
933000,split,543,528,5
934000,extinct,543,0,5
946000,split,550,528,40
951000,extinct,550,0,106
954000,extinct,505,0,8
981000,split,564,515,47
982000,merge,564,515,47
987000,split,567,515,15
989000,extinct,567,0,21
994000,split,570,515,13
