step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
650000,4157,3.793,0.153,14.18,251332,72723,1947,174611,1846,8858,6159146.0,351569.3,0.003,0.123,0.392,0.349,0.134,488,50.26,21.04,31.54,19.36,3.46,7.48,0.14,0.75,15.13,4.86,2.74,5.88,0.063,0.138,730,0.266,0.823,0.153,0.000,0.024,73658,36625,5,0.462,0.136,0.064,1801514,0.098,0.127,0.016,655.35
660000,4135,3.767,0.148,13.55,284858,75062,1844,205086,2888,10449,6163107.5,423905.9,0.005,0.116,0.420,0.330,0.129,494,50.33,20.80,31.24,19.50,3.91,7.68,0.11,1.07,15.07,4.40,3.61,7.20,0.080,0.137,548,0.300,0.796,0.177,0.000,0.027,83773,42120,7,0.401,0.330,0.036,2044501,0.102,0.122,0.012,655.35
670000,3774,4.087,0.160,14.67,230924,70605,2060,156671,1949,7585,6160042.5,346691.9,0.004,0.107,0.418,0.347,0.124,517,55.63,18.87,34.35,17.59,5.78,9.44,0.11,0.72,15.38,3.91,5.64,9.21,0.092,0.150,550,0.266,0.760,0.225,0.000,0.015,60956,25915,5,0.380,0.154,0.059,2251602,0.101,0.129,0.018,655.35
680000,3763,4.194,0.156,15.73,287240,72371,1781,207316,5783,9438,6118175.5,405813.3,0.003,0.098,0.425,0.353,0.121,366,54.15,18.03,31.86,18.94,6.39,9.64,0.14,0.69,15.76,4.46,5.28,8.53,0.121,0.179,547,0.245,0.767,0.213,0.000,0.020,90270,48567,4,0.381,0.168,0.087,2906178,0.086,0.127,0.017,655.35
690000,3539,4.349,0.160,15.13,293878,73770,1839,212351,6142,11424,6118188.5,415032.8,0.003,0.100,0.426,0.352,0.119,382,59.46,10.98,36.21,15.86,6.97,10.04,0.19,1.07,16.07,3.20,5.99,8.88,0.123,0.176,288,0.280,0.762,0.229,0.000,0.009,96451,53038,5,0.314,0.183,0.125,3868390,0.083,0.128,0.016,655.35
700000,4248,3.695,0.147,13.67,260906,71724,1960,182879,3634,11180,6079595.0,374505.8,0.002,0.095,0.429,0.361,0.112,469,48.70,22.07,28.13,20.76,5.59,8.95,0.37,1.88,14.62,4.25,4.25,7.91,0.126,0.181,581,0.184,0.799,0.177,0.000,0.023,82022,44006,7,0.160,0.218,0.163,6047478,0.081,0.121,0.012,655.35
710000,3711,4.108,0.161,15.06,354503,75590,1543,273336,4571,20797,6035256.0,522609.2,0.002,0.096,0.433,0.363,0.105,387,55.93,17.76,35.91,17.55,4.80,9.29,0.27,1.11,14.95,3.78,4.33,8.77,0.084,0.159,508,0.229,0.755,0.226,0.000,0.019,118637,66361,7,0.196,0.139,0.165,6292624,0.083,0.128,0.018,655.34
720000,3811,4.008,0.158,15.25,234090,72162,2086,157938,1804,14555,6195207.0,315878.1,0.003,0.106,0.440,0.321,0.130,479,52.92,19.20,33.07,18.92,4.45,7.78,0.33,1.01,15.07,4.10,3.59,6.73,0.096,0.160,709,0.189,0.773,0.208,0.000,0.019,69722,33177,6,0.186,0.183,0.194,7403672,0.077,0.129,0.018,655.35
730000,3700,4.153,0.154,15.17,254344,70454,2002,180030,1969,20348,6177818.5,404366.1,0.003,0.105,0.436,0.321,0.134,478,55.12,15.58,33.87,17.76,5.20,7.85,0.20,1.09,15.85,4.02,4.47,7.11,0.114,0.159,578,0.265,0.766,0.216,0.000,0.017,68314,30080,8,0.335,0.044,0.115,5801637,0.081,0.125,0.015,655.35
740000,3610,4.293,0.159,15.40,285910,70852,1809,211377,1962,18496,6171369.5,467956.6,0.004,0.097,0.458,0.318,0.123,458,57.83,13.61,37.24,15.73,4.30,7.75,0.30,1.00,15.99,3.19,4.12,7.37,0.078,0.139,488,0.270,0.798,0.187,0.000,0.014,80105,38752,8,0.306,0.184,0.193,5385181,0.085,0.127,0.016,655.35
750000,3801,4.025,0.160,14.53,294290,74518,1593,213886,4102,8555,6060962.5,454064.1,0.003,0.082,0.483,0.340,0.092,355,52.37,21.33,28.77,17.66,8.15,9.53,0.42,1.42,15.04,4.15,7.71,9.32,0.141,0.158,488,0.228,0.667,0.309,0.000,0.024,87145,46408,7,0.299,0.088,0.317,11845810,0.080,0.130,0.019,655.35
760000,3724,4.177,0.163,14.91,457992,74874,1030,373344,8821,20812,6025972.5,665795.3,0.006,0.072,0.492,0.350,0.078,283,54.69,18.93,33.14,17.71,6.44,10.05,0.32,1.82,14.79,3.95,6.02,9.69,0.111,0.167,500,0.221,0.680,0.298,0.000,0.022,159465,96380,8,0.227,0.211,0.161,9104456,0.077,0.130,0.019,655.35
770000,3968,3.831,0.153,14.49,338958,75368,1770,259085,2491,9263,6062945.5,466860.6,0.005,0.102,0.455,0.321,0.117,389,50.81,21.60,30.96,19.48,5.10,9.46,0.18,1.02,14.57,3.93,4.79,9.27,0.091,0.156,551,0.244,0.751,0.227,0.000,0.022,109757,60106,6,0.195,0.333,0.098,4326065,0.088,0.124,0.014,655.35
780000,3768,4.043,0.157,14.91,353814,73952,1692,275623,2747,5483,6050499.5,468437.2,0.005,0.095,0.462,0.333,0.104,422,55.33,18.49,35.74,17.46,4.64,9.17,0.29,1.57,14.66,3.38,4.55,9.11,0.076,0.149,443,0.268,0.743,0.238,0.000,0.019,118977,68703,6,0.356,0.114,0.168,4451791,0.081,0.125,0.015,655.35
790000,3974,3.936,0.152,14.45,337523,77411,1678,255720,2508,4689,6059086.5,447170.0,0.005,0.092,0.467,0.333,0.103,429,52.30,20.94,33.45,18.63,4.23,8.95,0.27,1.19,14.35,3.86,4.13,8.84,0.068,0.141,448,0.232,0.782,0.197,0.000,0.021,117649,69423,5,0.192,0.271,0.181,5522032,0.082,0.121,0.012,655.35
800000,3710,4.061,0.159,14.67,345609,75516,1708,266150,2499,5339,6073063.5,466788.0,0.005,0.083,0.471,0.348,0.093,438,55.51,18.05,35.82,16.98,4.81,9.33,0.26,1.25,14.62,3.33,4.71,9.22,0.077,0.149,425,0.268,0.725,0.257,0.000,0.018,117702,69135,7,0.198,0.364,0.154,6031512,0.080,0.126,0.016,655.35
810000,4153,3.725,0.147,13.47,356559,81407,1509,270357,2843,3705,6055473.5,468881.2,0.005,0.078,0.482,0.348,0.087,493,50.04,21.43,30.52,18.95,4.88,9.51,0.14,0.84,14.51,3.53,4.73,9.39,0.080,0.153,476,0.259,0.759,0.213,0.000,0.029,125359,77924,9,0.326,0.110,0.086,4865112,0.078,0.120,0.012,655.35
820000,3922,3.830,0.152,13.47,366877,86399,1425,276634,2650,3915,6034349.5,489364.2,0.005,0.076,0.486,0.355,0.079,536,52.49,20.10,32.94,18.25,4.71,9.38,0.15,0.83,14.69,3.26,4.64,9.26,0.074,0.148,395,0.280,0.747,0.226,0.000,0.027,124446,79334,8,0.252,0.090,0.103,3511871,0.079,0.122,0.013,655.35
830000,3759,3.978,0.156,13.77,358388,86614,1545,268285,2107,3019,6043634.0,469081.5,0.005,0.088,0.473,0.350,0.084,559,54.37,18.61,34.54,17.35,4.92,9.45,0.14,0.59,14.77,2.91,4.89,9.40,0.077,0.148,344,0.239,0.733,0.250,0.000,0.018,119937,76229,8,0.212,0.021,0.111,3799299,0.077,0.124,0.014,655.35
840000,3783,3.959,0.156,14.11,339507,86551,1631,249408,1893,3108,6097328.5,443703.6,0.005,0.097,0.458,0.348,0.092,565,55.36,17.71,35.37,16.87,5.06,9.49,0.12,0.54,14.81,3.09,4.99,9.39,0.080,0.151,361,0.274,0.711,0.264,0.000,0.025,113032,69765,10,0.212,0.057,0.091,3400240,0.078,0.124,0.014,655.35
850000,3819,3.932,0.150,13.68,321947,84239,1690,233875,2107,3116,6100074.0,430965.4,0.004,0.095,0.445,0.361,0.095,549,54.31,18.20,33.96,17.30,5.21,9.68,0.12,0.67,15.03,3.11,5.16,9.61,0.082,0.152,375,0.246,0.735,0.243,0.000,0.022,100824,58785,6,0.244,0.026,0.072,2809602,0.081,0.120,0.013,655.35
860000,3828,3.974,0.149,14.22,325469,84330,1744,236765,2621,2707,6036508.0,429684.4,0.005,0.093,0.446,0.365,0.090,576,54.19,18.91,35.07,17.48,4.26,8.90,0.15,0.99,14.72,3.65,4.18,8.75,0.067,0.139,388,0.245,0.754,0.230,0.000,0.016,102277,60345,10,0.185,0.082,0.083,2705911,0.081,0.118,0.010,655.35
870000,4037,3.786,0.147,13.14,324649,80825,1739,238717,3159,2680,6063275.0,440679.2,0.004,0.094,0.449,0.364,0.089,577,50.73,20.42,31.39,18.76,4.34,9.04,0.11,0.54,14.89,3.52,4.28,8.94,0.069,0.142,483,0.217,0.751,0.224,0.000,0.025,96894,54390,11,0.300,0.009,0.078,3359192,0.077,0.120,0.012,655.35
880000,3804,3.958,0.154,13.70,328161,82932,1506,241311,2645,2933,6048975.0,437750.5,0.005,0.090,0.464,0.350,0.091,585,54.26,18.61,34.15,17.41,5.18,9.68,0.09,0.73,14.83,3.22,5.11,9.55,0.081,0.152,349,0.247,0.730,0.251,0.000,0.019,107340,66526,12,0.216,0.007,0.066,2674695,0.080,0.124,0.014,655.35
890000,3982,3.836,0.156,13.18,340666,85225,1367,250926,2970,3426,6045078.5,463963.7,0.004,0.086,0.480,0.343,0.087,564,51.80,20.28,31.20,18.10,5.93,10.25,0.07,0.46,14.59,3.25,5.83,10.05,0.094,0.162,398,0.230,0.705,0.273,0.000,0.022,113144,71682,11,0.268,0.030,0.052,2702593,0.077,0.127,0.016,655.34
900000,3781,3.929,0.157,13.93,335718,85593,1478,246168,2680,2875,6003423.5,442842.8,0.004,0.091,0.472,0.340,0.093,533,54.63,18.60,34.40,17.26,5.40,9.82,0.12,0.89,14.71,3.60,5.33,9.70,0.084,0.154,303,0.297,0.727,0.255,0.001,0.017,112532,71278,10,0.214,0.071,0.085,2880620,0.079,0.124,0.016,655.35
910000,3828,3.999,0.156,14.14,323156,83548,1608,235423,2530,2678,6062700.0,427652.9,0.005,0.089,0.475,0.340,0.090,577,53.87,19.41,34.99,17.65,4.17,8.94,0.12,0.73,14.59,3.46,4.09,8.82,0.066,0.141,364,0.325,0.773,0.209,0.000,0.018,105839,64847,10,0.211,0.032,0.085,3348876,0.076,0.125,0.015,655.35
920000,3586,4.141,0.158,14.89,321022,82470,1632,234831,2331,3924,6079292.0,426216.2,0.006,0.094,0.475,0.329,0.096,577,57.68,16.08,37.61,15.86,5.00,9.46,0.11,0.91,14.96,2.99,4.96,9.42,0.080,0.150,302,0.364,0.725,0.265,0.000,0.010,102784,62074,8,0.244,0.055,0.061,2361764,0.079,0.124,0.015,655.35
930000,4140,3.662,0.142,13.03,317517,82907,1660,230931,1465,3996,6072563.0,425628.8,0.005,0.096,0.477,0.327,0.095,576,49.48,21.70,30.48,19.14,4.46,9.19,0.08,0.56,14.45,3.29,4.39,9.12,0.072,0.147,413,0.275,0.757,0.218,0.000,0.025,97396,55622,11,0.314,0.022,0.057,2093715,0.082,0.116,0.010,655.35
940000,3907,3.973,0.151,13.91,355121,85536,1398,266629,1791,3849,6104661.5,480471.1,0.005,0.091,0.488,0.330,0.086,550,53.71,19.13,34.54,17.63,4.36,9.01,0.07,0.56,14.75,3.11,4.30,8.91,0.068,0.141,368,0.317,0.744,0.235,0.000,0.021,114157,69836,10,0.284,0.006,0.037,2008354,0.080,0.122,0.013,655.35
950000,4034,3.795,0.149,13.17,313885,84022,1693,226016,2027,2603,6036140.0,408517.8,0.006,0.095,0.464,0.337,0.099,556,50.45,21.24,31.21,18.72,4.75,9.42,0.04,0.43,14.44,3.75,4.65,9.23,0.075,0.149,426,0.279,0.742,0.231,0.000,0.027,101875,60433,12,0.293,0.032,0.025,1287952,0.089,0.120,0.011,655.35
960000,3462,4.309,0.152,15.89,235613,77573,1907,155116,1589,3136,6241724.0,304295.5,0.004,0.089,0.477,0.334,0.096,656,60.61,7.08,38.91,14.29,5.54,9.09,0.09,0.57,16.06,2.11,4.60,7.63,0.102,0.167,268,0.386,0.820,0.170,0.000,0.010,69049,36636,8,0.332,0.004,0.058,1599546,0.084,0.119,0.012,655.35
970000,3618,4.182,0.154,16.09,164104,72533,2318,88598,499,6208,6205600.0,222683.6,0.002,0.089,0.463,0.339,0.106,625,58.05,14.46,38.90,15.77,3.54,7.49,0.15,0.82,15.46,3.29,2.98,6.58,0.070,0.148,450,0.257,0.797,0.188,0.000,0.015,39885,13279,7,0.202,0.087,0.094,3127689,0.085,0.121,0.012,655.36
980000,3674,4.242,0.156,15.28,192781,69213,2443,119479,1590,5128,6187975.0,269160.2,0.004,0.102,0.431,0.337,0.125,602,56.56,16.66,36.42,16.82,4.33,8.18,0.20,0.82,15.62,4.45,4.03,7.65,0.073,0.139,497,0.203,0.756,0.225,0.000,0.018,53549,22817,7,0.225,0.165,0.142,5275560,0.079,0.123,0.013,655.36
990000,3555,4.363,0.154,16.17,174697,68316,2343,103050,1107,6353,6237927.5,245774.1,0.003,0.097,0.440,0.341,0.119,633,59.67,11.24,39.71,14.32,3.92,7.91,0.26,1.10,15.78,3.20,3.47,7.12,0.071,0.141,435,0.262,0.820,0.168,0.000,0.012,44482,16734,9,0.295,0.037,0.193,6209915,0.075,0.119,0.010,655.36
1000000,3601,4.310,0.152,15.30,179983,66435,2460,110433,609,6832,6253051.0,280327.3,0.002,0.099,0.423,0.350,0.125,572,57.79,12.73,34.99,16.35,6.28,8.96,0.21,0.70,16.30,3.62,5.86,8.37,0.114,0.160,327,0.201,0.758,0.230,0.000,0.012,44294,16218,8,0.299,0.073,0.167,6593665,0.076,0.121,0.012,655.36
