step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,64,44,0,0,20,0,0.000,2999,5.03,644.65,0.00,8
100000,64,45,0,0,19,0,0.000,2999,5.99,649.60,0.00,8
100000,64,23,21,0,20,20,0.328,2997,4.42,604.53,156.31,36
100000,64,45,0,0,19,0,0.000,2994,6.22,636.20,0.00,8
100000,64,44,0,0,20,0,0.000,2974,1.98,649.25,0.00,8
100000,64,44,0,0,20,0,0.000,2922,6.00,609.55,0.00,8
100000,64,44,0,0,20,0,0.000,2921,5.52,608.72,0.00,8
100000,64,44,0,0,20,0,0.000,2913,4.94,585.37,0.00,8
100000,64,44,0,0,20,0,0.000,2888,7.96,600.67,0.00,8
100000,64,41,4,0,19,4,0.062,2887,6.83,617.25,40.97,301
100000,64,44,0,0,20,0,0.000,2877,4.07,624.22,0.00,8
100000,64,44,0,0,20,0,0.000,2875,4.26,619.63,0.00,8
100000,64,42,0,0,22,0,0.000,2854,6.79,652.42,0.00,8
100000,64,44,5,0,15,5,0.078,2831,2.72,547.04,84.25,301
100000,64,44,0,0,20,0,0.000,2814,2.46,589.45,0.00,8
100000,64,44,0,0,20,0,0.000,2804,6.91,604.62,0.00,8
100000,64,44,0,0,20,0,0.000,2798,4.17,609.25,0.00,8
100000,64,44,0,0,20,0,0.000,2779,6.08,594.82,0.00,8
100000,64,44,0,0,20,0,0.000,2769,4.28,578.27,0.00,8
100000,64,44,0,0,20,0,0.000,2765,6.03,596.29,0.00,8
100000,64,45,0,0,19,0,0.000,2743,6.57,601.03,0.00,8
100000,64,44,0,0,20,0,0.000,2733,2.53,586.82,0.00,8
100000,64,44,0,0,20,0,0.000,2732,4.55,558.71,0.00,8
100000,64,44,0,0,20,0,0.000,2723,4.70,570.05,0.00,8
100000,64,44,0,0,20,0,0.000,2721,4.68,590.73,0.00,8
100000,64,45,0,0,19,0,0.000,2706,8.01,608.19,0.00,8
100000,64,44,0,0,20,0,0.000,2694,6.91,587.72,0.00,8
100000,64,45,0,0,19,0,0.000,2681,3.64,565.19,0.00,8
100000,64,44,0,0,20,0,0.000,2670,2.51,566.16,0.00,8
100000,64,44,0,0,20,0,0.000,2670,6.22,574.11,0.00,8
100000,64,45,0,0,19,0,0.000,2652,7.20,588.58,0.00,8
100000,64,45,0,0,19,0,0.000,2645,6.42,590.61,0.00,8
100000,64,44,0,0,20,0,0.000,2635,7.67,581.49,0.00,8
100000,64,44,0,0,20,0,0.000,2597,5.61,572.03,0.00,8
100000,64,44,0,0,20,0,0.000,2586,5.80,536.32,0.00,8
100000,64,41,4,0,19,4,0.062,2583,5.48,521.18,53.64,301
