step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,59,35,0,8,16,0,0.000,1957,5.05,411.16,0.00,86
100000,58,33,0,2,23,0,0.000,1724,4.56,359.83,0.00,96
100000,55,27,0,7,21,0,0.000,1371,4.62,276.51,0.00,86
100000,59,35,0,8,16,0,0.000,1328,6.14,285.10,0.00,86
100000,64,38,3,3,20,3,0.047,1315,4.62,296.72,10.74,86
100000,53,29,0,1,23,0,0.000,754,4.10,175.61,0.00,100
100000,56,26,0,7,23,0,0.000,748,2.96,182.73,0.00,99
100000,54,32,0,2,20,0,0.000,729,4.32,182.21,0.00,96
100000,56,35,0,3,18,0,0.000,707,3.20,152.85,0.00,96
100000,52,31,0,1,20,0,0.000,659,3.88,117.08,0.00,96
100000,57,33,0,2,22,0,0.000,658,6.42,153.48,0.00,96
100000,64,28,13,4,19,12,0.203,614,4.45,155.15,39.67,86
100000,64,28,0,8,28,0,0.000,613,2.75,158.62,0.00,99
100000,51,29,0,0,22,0,0.000,528,6.52,104.89,0.00,96
100000,64,28,13,4,19,12,0.203,503,2.17,96.59,11.79,86
100000,53,37,0,0,16,0,0.000,499,3.22,85.97,0.00,86
100000,59,35,0,8,16,0,0.000,494,7.54,106.89,0.00,86
100000,52,31,0,1,20,0,0.000,436,2.51,77.82,0.00,96
100000,53,29,0,1,23,0,0.000,417,5.56,112.68,0.00,100
100000,44,30,0,0,14,0,0.000,414,4.37,77.48,0.00,96
100000,52,31,0,1,20,0,0.000,410,4.44,86.65,0.00,96
100000,64,29,13,5,17,13,0.203,404,5.92,85.70,30.80,86
100000,57,33,0,2,22,0,0.000,398,4.19,91.57,0.00,96
100000,54,32,0,2,20,0,0.000,386,3.78,88.60,0.00,96
100000,64,29,13,5,17,13,0.203,380,6.49,79.88,18.86,86
100000,53,29,0,1,23,0,0.000,368,4.11,103.39,0.00,100
100000,63,30,9,4,20,9,0.143,365,1.97,63.19,3.44,86
100000,44,30,0,0,14,0,0.000,364,3.37,70.21,0.00,96
100000,58,33,0,2,23,0,0.000,353,5.10,66.52,0.00,96
100000,62,38,0,7,17,0,0.000,343,7.29,73.67,0.00,86
100000,44,30,0,0,14,0,0.000,341,5.67,59.18,0.00,96
100000,52,31,0,1,20,0,0.000,338,2.69,62.76,0.00,96
100000,64,29,13,5,17,13,0.203,331,4.97,68.59,6.49,86
100000,51,29,0,0,22,0,0.000,327,3.72,53.47,0.00,96
100000,44,30,0,0,14,0,0.000,325,6.13,63.92,0.00,96
100000,64,28,13,4,19,12,0.203,320,3.25,73.53,18.22,86
100000,59,30,0,3,26,0,0.000,318,4.74,64.98,0.00,91
100000,44,30,0,0,14,0,0.000,318,4.03,64.62,0.00,96
100000,46,28,0,0,18,0,0.000,311,0.20,45.96,0.00,99
100000,64,28,13,4,19,12,0.203,294,3.96,61.37,9.28,86
100000,44,30,0,0,14,0,0.000,275,3.41,41.00,0.00,96
100000,59,30,0,3,26,0,0.000,272,7.73,84.14,0.00,91
100000,58,28,0,9,21,0,0.000,271,5.84,61.02,0.00,99
100000,59,30,0,3,26,0,0.000,270,7.51,63.58,0.00,91
100000,52,31,0,1,20,0,0.000,267,3.42,52.29,0.00,96
100000,58,33,0,2,23,0,0.000,265,6.82,48.98,0.00,96
100000,51,32,0,1,18,0,0.000,262,2.71,57.21,0.00,96
100000,58,33,0,2,23,0,0.000,257,5.77,54.44,0.00,96
100000,49,28,0,0,21,0,0.000,247,4.15,54.32,0.00,100
100000,59,30,0,6,23,0,0.000,244,0.31,55.63,0.00,99
100000,52,31,0,1,20,0,0.000,239,2.58,39.82,0.00,96
100000,58,28,0,9,21,0,0.000,239,7.77,61.27,0.00,99
100000,53,28,0,2,23,0,0.000,237,5.42,58.01,0.00,96
100000,59,30,0,3,26,0,0.000,213,6.14,59.90,0.00,91
100000,64,43,0,1,20,0,0.000,213,5.18,50.68,0.00,91
100000,52,31,0,1,20,0,0.000,204,5.18,44.29,0.00,96
100000,64,28,13,4,19,12,0.203,203,7.99,51.03,12.85,86
100000,59,30,0,3,26,0,0.000,200,5.95,45.35,0.00,91
100000,44,30,0,0,14,0,0.000,198,4.55,33.29,0.00,96
100000,55,33,0,2,20,0,0.000,194,5.42,45.18,0.00,96
100000,51,32,0,1,18,0,0.000,190,2.69,28.14,0.00,96
100000,59,30,0,3,26,0,0.000,187,4.00,49.16,0.00,91
100000,44,30,0,0,14,0,0.000,187,2.99,29.67,0.00,96
100000,52,31,0,1,20,0,0.000,185,4.94,33.76,0.00,96
100000,53,29,0,1,23,0,0.000,185,6.35,35.74,0.00,100
100000,51,29,0,0,22,0,0.000,184,4.05,35.79,0.00,96
100000,64,32,0,10,22,0,0.000,182,4.73,48.15,0.00,99
100000,64,28,0,8,28,0,0.000,181,5.67,53.40,0.00,99
100000,62,43,0,1,18,0,0.000,177,1.11,33.78,0.00,96
100000,64,32,8,4,20,8,0.125,177,6.48,37.74,0.00,86
100000,64,30,10,0,24,10,0.156,176,4.81,47.76,6.11,86
100000,64,28,13,4,19,12,0.203,166,4.45,35.90,2.86,86
100000,64,34,3,0,27,3,0.047,162,4.52,36.06,0.00,86
100000,64,40,3,6,15,3,0.047,162,3.30,30.72,0.00,86
100000,64,30,10,0,24,10,0.156,162,4.92,48.71,6.68,86
100000,53,29,0,1,23,0,0.000,158,3.49,23.91,0.00,100
100000,58,34,0,2,22,0,0.000,158,6.03,33.47,0.00,96
100000,64,28,13,4,19,12,0.203,152,4.27,33.27,1.61,86
100000,62,38,0,7,17,0,0.000,152,5.26,29.43,0.00,86
100000,56,29,0,1,26,0,0.000,151,4.93,38.14,0.00,91
100000,52,31,0,1,20,0,0.000,149,2.00,25.02,0.00,96
100000,64,30,15,1,18,14,0.234,148,5.53,37.72,17.57,86
100000,64,28,0,8,28,0,0.000,148,4.66,50.32,0.00,99
100000,52,32,0,0,20,0,0.000,146,3.22,29.63,0.00,100
100000,53,29,0,1,23,0,0.000,145,5.82,24.88,0.00,100
100000,55,28,0,8,19,0,0.000,145,3.34,23.47,0.00,99
100000,58,33,0,2,23,0,0.000,141,0.11,24.59,0.00,96
100000,64,38,3,3,20,3,0.047,140,7.35,32.18,2.32,86
100000,53,28,0,2,23,0,0.000,139,5.45,34.96,0.00,96
100000,58,28,0,9,21,0,0.000,133,2.68,25.86,0.00,99
100000,56,29,0,1,26,0,0.000,132,7.54,33.51,0.00,91
100000,52,31,0,1,20,0,0.000,130,3.86,24.16,0.00,96
100000,64,28,0,8,28,0,0.000,126,5.35,25.21,0.00,99
100000,54,31,0,1,22,0,0.000,125,5.19,25.45,0.00,100
100000,56,26,0,7,23,0,0.000,124,5.47,30.23,0.00,99
100000,63,37,0,0,26,0,0.000,124,5.18,33.20,0.00,91
100000,59,35,0,8,16,0,0.000,123,6.43,24.25,0.00,86
