step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
730000,3902,3.922,0.142,13.04,234936,82890,842,149294,1836,4749,5984692.5,308187.2,0.002,0.351,0.146,0.124,0.377,528,53.41,12.11,32.00,12.36,4.78,7.82,0.05,0.76,16.57,3.62,4.70,7.72,0.087,0.143,783,0.205,0.730,0.252,0.000,0.018,71490,37805,5,0.584,0.046,0.012,382847,0.104,0.117,0.010,655.34
740000,3888,3.976,0.139,13.53,207187,81967,497,123549,1188,4319,6176563.0,309455.2,0.001,0.390,0.112,0.088,0.410,593,54.47,7.92,34.00,10.11,4.43,7.56,0.04,0.53,16.00,2.76,4.36,7.45,0.082,0.140,723,0.196,0.775,0.217,0.000,0.009,54744,26911,3,0.734,0.016,0.008,309740,0.108,0.111,0.006,655.33
750000,3854,4.025,0.149,12.22,208461,80258,548,126596,1093,4521,6194370.5,328926.7,0.001,0.382,0.129,0.104,0.385,542,54.06,16.41,32.32,16.38,5.24,8.48,0.04,0.48,16.46,4.01,5.10,8.35,0.096,0.153,580,0.274,0.768,0.214,0.000,0.018,54075,26036,3,0.427,0.155,0.009,319326,0.111,0.126,0.017,655.33
760000,3449,4.500,0.170,11.81,220708,76537,532,143081,963,5320,6228792.0,389106.7,0.001,0.420,0.091,0.080,0.409,553,61.00,4.66,37.90,13.15,7.04,9.54,0.01,0.28,16.06,2.27,7.00,9.49,0.124,0.168,231,0.414,0.785,0.208,0.000,0.007,56365,29431,4,0.588,0.013,0.001,385285,0.103,0.139,0.027,655.31
770000,3557,4.391,0.163,11.71,182613,68317,1188,112105,895,3731,6180744.5,295432.8,0.001,0.276,0.239,0.190,0.295,686,59.35,9.63,38.02,14.25,5.15,8.63,0.08,0.76,16.11,2.59,5.11,8.58,0.092,0.153,331,0.446,0.809,0.179,0.000,0.013,46535,23604,6,0.596,0.039,0.018,666074,0.105,0.135,0.023,655.29
780000,3497,4.451,0.159,11.88,189194,70528,1017,116793,916,3958,6175355.0,305907.1,0.001,0.341,0.166,0.142,0.350,659,60.35,5.85,39.11,12.29,4.84,8.23,0.01,0.23,16.39,3.23,4.81,8.18,0.087,0.149,323,0.437,0.828,0.165,0.000,0.007,48142,23616,5,0.592,0.052,0.002,376791,0.107,0.130,0.018,655.30
790000,3522,4.413,0.165,12.66,191181,71710,1094,117527,825,3761,6149589.0,318521.3,0.001,0.347,0.151,0.133,0.369,634,57.97,5.93,33.93,12.26,7.77,9.53,0.04,0.63,16.23,2.44,7.71,9.47,0.139,0.170,394,0.343,0.741,0.250,0.000,0.009,47755,23071,4,0.352,0.063,0.010,363009,0.111,0.139,0.027,655.31
800000,3639,4.247,0.157,12.90,211023,79009,743,130252,902,4280,6148889.5,347585.1,0.001,0.396,0.088,0.084,0.431,539,56.79,7.75,34.11,11.91,6.45,8.92,0.05,0.62,16.18,2.45,6.42,8.88,0.116,0.159,518,0.283,0.772,0.217,0.000,0.010,54300,27666,5,0.297,0.180,0.009,490650,0.100,0.131,0.021,655.32
810000,3751,4.186,0.154,12.99,201503,72142,999,127309,941,4339,6138843.5,334364.7,0.001,0.350,0.137,0.131,0.382,618,55.51,11.45,32.96,12.85,6.29,8.59,0.09,0.93,16.17,3.39,6.25,8.52,0.112,0.153,657,0.251,0.711,0.277,0.000,0.012,52090,25503,6,0.351,0.052,0.049,695743,0.086,0.130,0.019,655.30
820000,3611,4.318,0.160,11.98,213022,66960,1116,143411,1675,4983,6178046.5,353803.2,0.001,0.298,0.196,0.181,0.324,619,56.88,13.92,34.70,15.92,6.24,9.00,0.03,0.44,15.91,3.24,6.14,8.94,0.113,0.162,417,0.410,0.743,0.244,0.000,0.013,59883,31147,7,0.510,0.086,0.007,1003735,0.085,0.132,0.021,655.29
830000,3726,4.201,0.160,11.46,272517,67469,1284,200771,2878,7510,6142245.5,431047.8,0.002,0.251,0.254,0.219,0.274,532,55.94,15.73,34.44,17.13,5.71,8.63,0.03,0.48,15.75,3.64,5.61,8.58,0.105,0.159,378,0.442,0.750,0.234,0.000,0.016,87904,52341,5,0.567,0.073,0.006,449117,0.131,0.133,0.022,655.28
840000,3563,4.318,0.155,11.53,249155,70233,1435,174157,3493,5409,6208885.0,353888.8,0.003,0.199,0.311,0.262,0.226,608,59.42,11.30,37.99,14.22,4.56,8.09,0.00,0.12,16.87,3.12,4.54,8.05,0.083,0.148,337,0.229,0.798,0.193,0.000,0.009,81717,48659,3,0.712,0.025,0.002,230315,0.142,0.126,0.017,655.29
850000,3825,4.085,0.150,11.43,225058,83215,1264,137440,2877,2906,6040358.5,262702.9,0.004,0.170,0.329,0.289,0.208,619,55.06,16.71,33.70,16.75,4.54,8.03,0.06,0.98,16.76,4.04,4.49,7.98,0.082,0.145,501,0.186,0.757,0.225,0.000,0.018,77483,46877,3,0.550,0.177,0.014,339834,0.138,0.125,0.015,655.32
860000,3761,4.108,0.154,11.46,244150,82357,1351,157867,2639,4042,6030969.5,308503.2,0.004,0.176,0.313,0.288,0.218,589,55.82,16.66,35.46,15.89,4.04,7.70,0.02,0.36,16.30,3.79,3.99,7.63,0.072,0.137,442,0.153,0.754,0.227,0.000,0.019,84382,51048,3,0.651,0.034,0.005,539108,0.128,0.126,0.016,655.33
870000,3859,4.019,0.155,11.55,227976,82936,1474,141439,2029,5957,6023159.5,292746.5,0.001,0.171,0.316,0.296,0.217,619,54.35,17.87,33.82,16.69,4.15,7.60,0.07,0.98,16.32,4.86,4.04,7.51,0.076,0.139,650,0.160,0.736,0.241,0.000,0.023,71835,41442,4,0.606,0.123,0.011,318601,0.154,0.130,0.020,655.33
880000,3521,4.287,0.157,11.28,193734,83660,1538,107698,1176,3715,6096167.0,235358.2,0.001,0.153,0.341,0.307,0.198,767,60.32,10.29,39.30,12.17,3.19,6.89,0.01,0.24,17.82,4.34,3.08,6.75,0.059,0.129,464,0.145,0.837,0.150,0.000,0.013,54825,28843,2,0.802,0.047,0.002,415023,0.152,0.127,0.016,655.34
890000,3587,4.199,0.153,11.56,205796,85296,1209,118610,615,4178,6099102.0,253896.9,0.002,0.157,0.333,0.306,0.203,702,59.34,10.91,37.81,12.94,3.82,7.44,0.01,0.18,17.70,3.59,3.73,7.37,0.071,0.139,523,0.172,0.804,0.184,0.000,0.012,62973,33820,3,0.635,0.045,0.003,294510,0.124,0.127,0.016,655.33
900000,3682,4.174,0.145,12.09,183660,85599,1260,96293,413,2827,6021984.0,214538.2,0.004,0.264,0.214,0.215,0.303,744,56.67,11.95,34.34,12.37,4.12,7.65,0.05,0.83,18.16,4.56,4.05,7.56,0.075,0.139,730,0.193,0.774,0.214,0.000,0.012,51090,24628,3,0.552,0.009,0.008,218398,0.140,0.121,0.012,655.34
910000,3785,4.035,0.144,11.56,199258,88703,1031,109047,374,2756,6066442.5,238102.6,0.005,0.267,0.202,0.207,0.319,713,55.83,15.18,34.43,13.33,3.04,6.44,0.03,0.64,18.32,4.86,2.99,6.36,0.054,0.116,677,0.198,0.783,0.202,0.000,0.015,56461,26996,2,0.603,0.185,0.004,363332,0.130,0.121,0.013,655.34
920000,3632,4.229,0.151,12.09,176981,85496,715,90666,257,2902,6236614.5,239682.3,0.002,0.182,0.325,0.283,0.208,820,58.90,8.68,38.07,11.70,3.38,7.12,0.07,0.68,17.38,3.77,3.31,7.03,0.061,0.128,594,0.155,0.847,0.141,0.000,0.012,44753,19105,8,0.418,0.156,0.017,190817,0.137,0.125,0.016,655.29
930000,3664,4.185,0.148,11.99,187692,81590,1096,103623,1351,2750,6051449.0,242512.2,0.004,0.248,0.233,0.218,0.297,694,57.54,11.94,36.10,13.02,4.11,7.72,0.07,0.57,17.27,3.74,4.06,7.65,0.074,0.140,599,0.192,0.777,0.213,0.000,0.009,52174,24839,8,0.447,0.068,0.019,533888,0.127,0.124,0.015,655.32
940000,3798,4.122,0.150,11.99,220242,82276,1114,134803,1915,4012,6068438.0,285763.7,0.006,0.227,0.257,0.250,0.260,588,54.42,17.60,33.58,15.88,3.59,7.13,0.05,0.67,17.20,4.40,3.48,7.04,0.066,0.132,673,0.125,0.731,0.248,0.000,0.021,64025,30845,7,0.601,0.095,0.012,569782,0.129,0.126,0.016,655.34
950000,3625,4.242,0.148,12.27,162219,81077,903,79798,614,2236,6083546.5,217564.7,0.001,0.239,0.259,0.224,0.277,756,58.25,9.39,37.04,11.73,3.54,7.29,0.06,0.67,17.61,3.79,3.49,7.20,0.064,0.132,614,0.167,0.808,0.182,0.000,0.010,38951,14082,5,0.466,0.010,0.020,533866,0.094,0.123,0.015,655.29
960000,3521,4.402,0.158,12.43,178565,84523,976,92543,627,3186,6110058.0,230196.0,0.002,0.255,0.231,0.217,0.295,745,58.64,7.03,35.38,11.09,5.64,8.81,0.04,0.39,17.59,3.26,5.57,8.75,0.100,0.156,548,0.225,0.766,0.221,0.000,0.012,43394,15206,5,0.373,0.054,0.026,588326,0.097,0.131,0.020,655.33
970000,3743,4.152,0.151,12.29,177997,77814,764,98285,912,2933,6063983.0,270868.1,0.001,0.281,0.222,0.188,0.307,740,56.18,14.20,35.01,15.03,4.10,7.73,0.09,0.81,16.98,3.40,3.99,7.63,0.075,0.141,566,0.176,0.801,0.184,0.000,0.015,43698,16133,5,0.466,0.123,0.035,1417822,0.085,0.125,0.016,655.30
980000,3526,4.364,0.155,12.06,172793,77293,1145,93488,1084,2519,6057026.0,235247.0,0.002,0.210,0.286,0.257,0.246,792,59.07,9.33,37.10,12.59,5.00,8.44,0.10,0.64,16.87,3.00,4.96,8.38,0.089,0.151,445,0.208,0.779,0.212,0.000,0.009,44104,15696,6,0.502,0.009,0.071,1864762,0.074,0.128,0.018,655.33
990000,3786,4.057,0.148,12.27,186213,77535,1210,105267,1941,2111,6031972.5,250121.5,0.001,0.236,0.258,0.239,0.266,772,55.76,12.80,34.84,13.80,4.04,7.75,0.07,0.53,16.80,3.60,3.97,7.64,0.074,0.140,556,0.186,0.801,0.186,0.000,0.013,52036,23923,5,0.385,0.014,0.052,1837126,0.073,0.124,0.016,655.33
1000000,3587,4.322,0.150,12.16,179626,77607,1209,99955,1054,2528,6070752.0,243724.4,0.001,0.222,0.268,0.253,0.255,725,59.29,7.61,37.82,11.92,3.92,7.66,0.04,0.56,17.52,3.17,3.87,7.60,0.070,0.138,479,0.178,0.808,0.179,0.000,0.013,47749,20250,6,0.536,0.031,0.019,987386,0.080,0.124,0.015,655.33
