step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,1585,36.5,9.5,0.0,17.5,9.0,122
5000,2,1085,44.5,0.5,0.1,18.9,0.5,112
5000,26,754,8.0,0.2,0.6,15.0,0.1,260
5000,12,47,44.3,2.7,0.1,16.9,2.7,11
5000,4,38,44.6,0.0,0.0,19.4,0.0,4
5000,3,13,44.5,1.1,0.2,17.8,1.1,7
6000,2,1511,44.2,0.3,0.2,19.2,0.3,157
6000,1,1478,39.2,6.1,0.0,18.1,5.8,128
6000,26,398,8.7,0.1,0.3,16.0,0.0,148
6000,12,37,44.2,4.0,0.0,15.9,4.0,7
6000,4,26,44.7,0.0,0.0,19.3,0.0,4
7000,1,1457,38.8,7.1,0.0,17.8,6.7,137
7000,2,1371,44.3,0.2,0.1,19.3,0.2,142
7000,26,972,6.8,0.1,0.5,14.1,0.0,292
7000,47,35,42.2,3.0,0.4,18.4,2.6,9
7000,12,28,43.2,4.8,0.0,16.0,4.8,6
7000,4,27,44.6,0.0,0.0,19.4,0.0,4
8000,1,1598,38.1,7.6,0.0,18.1,7.2,104
8000,2,1234,44.2,0.2,0.1,19.3,0.2,122
8000,26,441,6.6,0.1,0.2,14.3,0.0,169
8000,47,46,43.5,1.5,0.0,19.0,1.5,7
8000,12,26,44.0,4.5,0.0,15.5,4.5,5
8000,4,16,44.3,0.0,0.0,19.7,0.0,2
8000,53,9,44.0,0.0,3.0,17.0,0.0,1
9000,1,1802,40.4,4.9,0.1,18.3,4.7,169
9000,2,1065,44.1,0.2,0.2,19.4,0.2,147
9000,26,978,5.8,0.1,0.5,14.6,0.0,274
9000,12,25,44.1,4.7,0.0,15.2,4.7,7
9000,47,21,44.5,1.2,0.0,18.3,1.2,4
9000,53,15,41.9,0.7,3.5,17.9,0.1,3
9000,4,6,44.8,0.0,0.0,19.2,0.0,2
10000,1,2022,39.7,5.5,0.1,18.5,5.2,152
10000,2,736,44.3,0.2,0.1,19.3,0.2,76
10000,26,560,7.1,0.1,0.4,15.9,0.0,213
10000,12,33,44.5,5.2,0.0,14.3,5.2,10
10000,47,12,44.2,2.7,0.0,17.1,2.7,3
10000,53,7,27.0,1.7,3.4,20.3,1.3,3
11000,1,2417,41.8,3.2,0.0,18.8,3.0,191
11000,26,798,5.5,0.1,0.4,14.4,0.0,251
11000,2,663,44.2,0.3,0.1,19.3,0.3,86
11000,12,15,44.2,4.4,0.0,15.4,4.4,6
12000,1,2272,40.4,4.7,0.0,18.7,4.5,162
12000,26,453,5.4,0.3,0.4,14.8,0.0,178
12000,2,357,44.2,0.5,0.1,19.2,0.5,55
12000,12,26,44.8,4.0,0.0,15.2,4.0,6
13000,1,2406,40.8,4.3,0.0,18.8,4.1,167
13000,26,1002,6.5,0.1,0.6,14.2,0.0,329
13000,2,331,44.1,0.6,0.1,19.2,0.6,50
13000,12,12,44.2,3.8,0.0,16.1,3.8,2
14000,1,2682,41.2,4.0,0.0,18.7,3.8,203
14000,26,329,5.6,0.1,0.4,15.7,0.0,118
14000,2,244,44.1,0.7,0.2,18.9,0.7,28
14000,12,46,44.2,3.9,0.0,15.9,3.9,8
15000,1,2560,41.3,3.8,0.1,18.7,3.6,247
15000,26,1010,6.7,0.1,0.3,14.2,0.0,297
15000,2,119,44.1,1.2,0.1,18.5,1.2,25
15000,12,58,44.3,3.9,0.0,15.8,3.9,8
16000,1,3013,41.9,3.6,0.0,18.5,3.4,260
16000,26,300,9.0,0.0,0.2,15.5,0.0,98
16000,2,67,44.4,0.8,0.0,18.7,0.8,15
16000,61,48,43.7,4.4,0.0,15.8,4.4,11
16000,12,10,44.2,3.7,0.0,16.1,3.7,2
17000,1,2801,42.2,3.7,0.0,18.1,3.5,280
17000,26,1032,8.4,0.1,0.2,15.6,0.0,268
17000,2,28,44.0,0.7,0.0,19.3,0.7,3
17000,61,13,43.5,3.7,0.0,14.2,3.7,5
18000,1,3138,42.7,3.4,0.0,17.9,3.3,305
18000,26,341,9.5,0.2,0.2,14.9,0.0,96
18000,2,7,44.9,0.0,0.0,19.1,0.0,2
19000,1,2951,42.7,3.2,0.0,18.0,3.1,278
19000,26,795,10.3,0.1,0.6,15.9,0.0,182
20000,1,3071,41.6,4.7,0.0,17.6,4.6,289
20000,26,472,12.0,0.0,0.8,17.1,0.0,145
21000,1,3059,43.4,2.5,0.0,18.0,2.4,307
21000,26,482,13.1,0.0,0.8,16.0,0.0,127
22000,1,2779,41.1,5.3,0.0,17.5,5.1,253
22000,26,1004,10.6,0.1,0.8,14.3,0.0,334
23000,1,3026,41.0,5.3,0.0,17.6,5.1,319
23000,26,334,8.5,0.2,0.4,15.6,0.0,126
24000,1,2941,43.6,3.1,0.0,17.3,3.0,402
24000,26,788,9.6,0.1,0.5,16.7,0.0,229
25000,1,3022,42.2,5.0,0.0,16.8,4.9,310
25000,26,612,7.7,0.3,0.4,16.2,0.3,191
26000,1,3131,44.6,2.3,0.0,17.1,2.2,349
26000,26,522,9.4,0.1,0.2,14.8,0.1,148
27000,1,2636,42.7,4.4,0.0,16.9,4.2,299
27000,26,1290,8.5,0.1,0.5,15.6,0.1,388
28000,1,2856,41.7,5.4,0.0,16.7,5.2,284
28000,26,751,11.2,0.1,0.5,15.2,0.1,254
29000,1,3044,42.9,4.1,0.0,16.9,3.9,384
29000,26,344,11.2,0.0,0.5,13.0,0.0,112
30000,1,2899,42.3,4.6,0.0,17.1,4.4,315
30000,26,392,8.4,0.1,0.8,13.5,0.0,118
31000,1,2786,45.8,0.9,0.0,17.3,0.8,335
31000,26,718,8.9,0.0,0.6,13.9,0.0,223
32000,1,2796,43.8,2.9,0.0,17.2,2.8,319
32000,26,1246,10.2,0.1,0.5,13.5,0.0,347
33000,1,2138,45.6,1.2,0.0,17.1,1.2,295
33000,26,1546,9.7,0.0,0.5,13.0,0.0,397
34000,1,2753,40.7,6.3,0.0,16.9,6.1,288
34000,26,1019,10.5,0.2,0.3,15.7,0.0,346
35000,1,2553,45.8,0.9,0.0,17.2,0.9,321
35000,26,530,8.9,0.1,0.4,15.3,0.1,176
36000,1,3139,43.3,3.4,0.0,17.2,3.3,347
36000,26,431,9.8,0.3,0.6,15.3,0.1,150
37000,1,2750,45.7,0.9,0.0,17.4,0.9,308
37000,26,712,9.7,0.2,0.6,14.7,0.1,219
38000,1,2747,45.5,0.9,0.0,17.5,0.9,313
38000,26,520,11.2,0.4,0.4,14.7,0.1,172
39000,1,2828,42.9,3.5,0.0,17.5,3.3,316
39000,26,987,11.5,0.7,0.4,13.7,0.4,268
40000,1,2478,45.4,0.9,0.0,17.7,0.9,291
40000,26,761,10.7,0.4,0.3,14.1,0.3,228
41000,1,2590,45.1,0.8,0.0,18.2,0.7,311
41000,26,732,12.3,0.7,0.2,14.6,0.2,204
42000,1,2191,44.9,0.5,0.0,18.6,0.5,226
42000,26,699,11.2,0.6,0.4,15.1,0.2,209
42000,90,10,44.3,4.4,0.0,15.3,4.4,4
43000,1,1850,44.5,0.8,0.0,18.5,0.8,217
43000,26,1071,10.2,0.9,0.3,14.7,0.3,299
43000,90,18,44.2,3.8,0.0,15.9,3.8,4
44000,1,2623,44.4,0.9,0.0,18.7,0.8,277
44000,26,855,10.4,0.6,0.2,14.0,0.2,208
44000,92,301,24.9,22.8,0.0,16.2,21.8,4
44000,90,35,43.5,3.7,0.0,16.8,3.7,9
45000,1,1871,44.5,0.9,0.0,18.6,0.9,209
45000,26,767,11.0,1.0,0.5,13.8,0.3,233
45000,92,417,24.5,22.8,0.0,16.2,21.5,12
45000,90,32,44.9,3.9,0.0,15.2,3.9,9
