step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
710000,200,4.915,0.104,10.48,13175,9857,6,3326,0,127,397625.9,11710.3,0.037,0.294,0.156,0.230,0.284,7479,63.88,1.55,42.47,9.29,4.32,9.22,0.00,0.00,17.09,3.09,4.14,8.83,0.068,0.144,27,0.395,0.845,0.125,0.000,0.030,8217,4063,4,0.470,0.000,0.000,1130,0.218,0.179,0.048,39.64
720000,213,4.589,0.092,10.43,13293,9878,4,3398,0,111,397623.1,11962.8,0.036,0.283,0.150,0.235,0.296,7843,63.95,0.50,40.24,10.12,6.43,10.62,0.00,0.07,17.28,2.64,6.16,10.18,0.100,0.166,25,0.268,0.859,0.136,0.000,0.005,8130,4115,4,0.366,0.000,0.005,2177,0.184,0.158,0.035,39.64
730000,210,4.702,0.099,10.45,13238,9730,3,3508,0,110,397369.2,12390.8,0.038,0.276,0.145,0.239,0.303,7577,63.92,0.56,41.94,9.12,4.58,9.42,0.00,0.00,17.40,3.01,4.39,9.03,0.072,0.147,22,0.371,0.905,0.090,0.000,0.005,8187,4096,4,0.467,0.000,0.000,1624,0.213,0.176,0.044,39.61
740000,195,4.926,0.102,10.45,13541,10094,1,3461,0,94,397899.3,12244.5,0.034,0.285,0.142,0.238,0.302,6889,63.98,0.23,41.63,9.10,4.89,9.62,0.04,0.50,17.42,2.07,4.69,9.22,0.076,0.150,28,0.231,0.851,0.133,0.000,0.015,8398,4249,4,0.400,0.000,0.005,1588,0.230,0.179,0.048,39.67
750000,199,5.002,0.099,10.36,13313,9983,4,3322,0,100,398170.8,11749.8,0.036,0.283,0.144,0.237,0.299,8199,64.00,0.00,41.51,9.41,5.15,9.80,0.00,0.00,17.34,2.06,4.93,9.40,0.080,0.153,23,0.352,0.864,0.126,0.000,0.010,8294,4120,4,0.327,0.000,0.000,1587,0.278,0.171,0.045,39.68
760000,204,4.897,0.095,10.43,13543,10021,2,3515,0,107,397872.3,12365.6,0.036,0.283,0.141,0.238,0.302,8088,64.00,0.07,42.06,9.06,4.73,9.52,0.00,0.00,17.21,1.75,4.53,9.12,0.074,0.149,24,0.382,0.868,0.127,0.000,0.005,8375,4089,4,0.363,0.000,0.000,1188,0.205,0.163,0.039,39.65
770000,201,4.751,0.095,10.57,13434,9847,3,3586,1,113,397958.4,12663.0,0.035,0.283,0.147,0.236,0.298,8080,63.99,0.14,43.36,7.88,3.29,8.23,0.00,0.00,17.34,2.38,3.06,7.73,0.051,0.129,23,0.483,0.886,0.100,0.000,0.015,8449,4047,4,0.373,0.000,0.000,1064,0.220,0.179,0.046,39.66
780000,201,4.807,0.093,10.51,13170,9905,7,3258,0,102,398515.6,11492.7,0.034,0.284,0.147,0.240,0.295,8082,64.00,0.00,43.11,8.39,3.33,8.41,0.00,0.00,17.56,2.65,3.01,7.72,0.052,0.131,27,0.373,0.910,0.080,0.000,0.010,8260,4130,4,0.373,0.000,0.000,1281,0.249,0.156,0.034,39.70
790000,199,4.463,0.094,10.47,13110,9952,4,3155,1,94,397815.0,11095.6,0.034,0.287,0.146,0.239,0.294,8300,64.00,0.00,42.06,8.88,4.60,9.43,0.00,0.00,17.34,1.52,4.41,9.03,0.072,0.147,22,0.317,0.864,0.131,0.000,0.005,8124,4092,4,0.402,0.000,0.000,1227,0.250,0.170,0.043,39.65
800000,206,4.684,0.092,10.56,12933,9835,5,3086,0,86,397765.7,10923.9,0.035,0.284,0.149,0.238,0.293,8572,63.99,0.14,42.88,8.24,3.62,8.58,0.00,0.00,17.49,2.25,3.47,8.22,0.057,0.134,22,0.228,0.903,0.087,0.000,0.010,8097,4043,4,0.403,0.000,0.000,1032,0.226,0.167,0.041,39.65
810000,203,4.466,0.098,10.45,13090,9846,5,3242,0,126,397904.8,11475.2,0.034,0.284,0.148,0.238,0.296,8260,64.00,0.00,42.19,8.93,4.54,9.35,0.00,0.00,17.27,2.22,4.35,8.96,0.071,0.146,23,0.384,0.872,0.123,0.000,0.005,8198,4162,4,0.448,0.000,0.000,1083,0.242,0.171,0.044,39.66
820000,205,4.914,0.085,10.41,13251,9877,3,3369,0,138,398266.1,12024.1,0.034,0.285,0.149,0.238,0.294,8114,64.00,0.00,41.47,9.91,5.38,10.20,0.00,0.00,17.16,2.20,4.93,9.42,0.084,0.159,18,0.263,0.868,0.132,0.000,0.000,8305,4187,4,0.376,0.000,0.000,1241,0.218,0.138,0.024,39.68
830000,204,4.842,0.096,10.51,13305,10017,5,3284,0,125,397800.9,11604.5,0.034,0.282,0.143,0.240,0.300,7869,64.00,0.00,43.04,8.40,3.54,8.50,0.00,0.00,17.41,2.92,3.40,8.14,0.055,0.133,20,0.417,0.882,0.108,0.000,0.010,8382,4126,4,0.490,0.000,0.000,1292,0.181,0.170,0.046,39.65
840000,210,4.623,0.091,10.56,13353,10078,8,3261,0,126,398517.2,11536.3,0.033,0.288,0.149,0.237,0.293,8022,63.92,0.78,42.81,8.51,3.54,8.51,0.00,0.00,17.57,2.16,3.26,7.89,0.055,0.133,26,0.305,0.910,0.081,0.000,0.010,8341,4135,4,0.376,0.000,0.000,1409,0.211,0.161,0.036,39.69
850000,193,4.596,0.104,10.48,13237,10039,5,3210,0,105,397663.6,11367.3,0.035,0.281,0.144,0.241,0.299,7916,64.00,0.00,42.77,8.83,4.12,9.03,0.00,0.00,17.11,2.44,3.95,8.65,0.064,0.141,22,0.301,0.865,0.124,0.000,0.010,8369,4093,4,0.352,0.000,0.000,1176,0.238,0.179,0.055,39.64
860000,209,4.926,0.090,10.60,13208,9882,10,3300,0,106,397784.8,11621.2,0.035,0.286,0.147,0.239,0.293,8007,64.00,0.00,43.57,7.42,2.69,7.54,0.02,0.35,17.71,2.33,2.54,7.12,0.042,0.118,28,0.273,0.890,0.086,0.000,0.024,8229,4149,4,0.411,0.000,0.005,1038,0.205,0.150,0.029,39.65
870000,202,4.821,0.094,10.43,13221,9830,3,3395,0,122,398274.1,11979.7,0.034,0.286,0.149,0.237,0.294,8630,64.00,0.00,42.06,9.76,4.99,9.92,0.00,0.00,16.95,2.26,4.58,9.16,0.078,0.155,26,0.252,0.881,0.104,0.000,0.015,8313,4067,4,0.347,0.000,0.000,1614,0.242,0.176,0.047,39.70
880000,203,4.714,0.097,10.45,13165,9814,1,3349,0,79,398219.0,11815.6,0.036,0.284,0.148,0.237,0.295,8379,64.00,0.00,41.86,9.07,4.54,9.36,0.00,0.00,17.60,2.72,4.30,8.88,0.071,0.146,26,0.212,0.872,0.118,0.000,0.010,8232,4040,4,0.340,0.000,0.000,1262,0.142,0.172,0.049,39.69
890000,206,4.720,0.088,10.45,13166,9683,6,3474,0,119,397703.9,12296.4,0.036,0.282,0.148,0.238,0.296,8448,63.99,0.14,42.15,9.26,4.67,9.43,0.00,0.00,17.17,3.00,4.43,8.94,0.073,0.147,20,0.243,0.859,0.117,0.000,0.024,8306,4079,4,0.340,0.000,0.000,1029,0.246,0.161,0.038,39.62
900000,201,4.608,0.091,10.40,13212,9872,4,3341,0,77,398496.1,11769.0,0.034,0.284,0.148,0.239,0.295,8419,64.00,0.00,42.21,9.47,4.67,9.48,0.00,0.00,17.11,3.18,4.48,9.09,0.073,0.148,22,0.303,0.841,0.134,0.000,0.025,8176,4010,4,0.383,0.000,0.000,1482,0.182,0.154,0.030,39.71
910000,194,4.721,0.100,10.34,13356,9879,6,3478,0,89,398569.3,12263.5,0.033,0.285,0.147,0.239,0.295,8311,63.94,0.79,40.15,10.27,6.23,10.48,0.02,0.29,17.54,3.91,5.97,10.04,0.097,0.164,25,0.258,0.835,0.149,0.000,0.015,8369,3906,4,0.289,0.031,0.005,1577,0.222,0.173,0.043,39.71
920000,204,4.856,0.092,10.50,13208,9833,5,3360,0,136,398901.1,11865.1,0.034,0.288,0.149,0.237,0.292,8711,64.00,0.00,43.32,8.16,3.43,8.38,0.00,0.00,17.25,2.23,3.28,8.03,0.054,0.131,22,0.279,0.907,0.088,0.000,0.005,8223,3598,4,0.343,0.000,0.000,1416,0.240,0.159,0.037,39.73
930000,212,4.710,0.092,10.51,12948,9788,6,3146,0,81,398238.8,11146.9,0.033,0.279,0.145,0.243,0.300,8125,64.00,0.00,42.41,8.95,4.45,9.29,0.00,0.00,17.14,1.98,4.27,8.90,0.070,0.145,28,0.311,0.877,0.108,0.000,0.014,8149,3848,4,0.363,0.000,0.000,1551,0.191,0.162,0.039,39.69
940000,204,4.941,0.089,10.51,12796,9717,3,3084,0,75,398566.0,10934.5,0.033,0.285,0.152,0.238,0.292,8597,64.00,0.00,42.39,8.99,4.24,9.15,0.00,0.00,17.37,2.94,4.06,8.77,0.066,0.143,22,0.260,0.863,0.127,0.000,0.010,7986,3927,4,0.387,0.000,0.000,2463,0.214,0.156,0.034,39.71
950000,197,4.770,0.093,10.49,13075,9834,4,3244,0,99,398442.8,11484.2,0.033,0.283,0.148,0.240,0.296,8187,64.00,0.00,41.45,9.54,5.38,9.99,0.00,0.00,17.18,2.02,5.15,9.57,0.084,0.156,20,0.335,0.848,0.137,0.000,0.015,8192,4004,4,0.371,0.000,0.000,1883,0.191,0.164,0.040,39.69
960000,208,4.684,0.089,10.53,12892,9620,5,3256,0,98,398391.4,11472.7,0.033,0.282,0.148,0.242,0.296,8164,63.98,0.28,42.11,8.75,4.15,9.08,0.00,0.00,17.71,2.96,3.98,8.70,0.065,0.142,23,0.490,0.894,0.101,0.000,0.005,8114,3959,4,0.375,0.000,0.000,1292,0.203,0.156,0.035,39.70
970000,206,4.868,0.091,10.58,13016,9763,7,3248,0,100,398614.1,11504.6,0.033,0.278,0.146,0.244,0.298,8051,64.00,0.00,42.35,8.75,3.98,9.16,0.00,0.00,17.67,3.46,3.68,8.38,0.062,0.143,19,0.388,0.893,0.087,0.000,0.019,8134,3851,4,0.330,0.087,0.000,2086,0.233,0.158,0.031,39.72
980000,207,4.709,0.092,10.48,12819,9591,4,3223,0,90,398565.9,11448.6,0.032,0.287,0.153,0.239,0.289,8783,64.00,0.07,41.39,10.01,5.50,10.08,0.00,0.00,17.10,2.86,5.21,9.56,0.086,0.158,22,0.357,0.836,0.140,0.000,0.024,7975,3943,4,0.430,0.000,0.000,1534,0.265,0.161,0.038,39.73
990000,205,4.967,0.089,10.57,12951,9666,6,3281,0,104,398227.2,11650.2,0.035,0.277,0.145,0.244,0.300,8460,63.98,0.23,42.81,8.63,3.79,8.65,0.00,0.00,17.38,3.21,3.60,8.26,0.059,0.135,21,0.454,0.878,0.102,0.000,0.020,8144,4046,4,0.327,0.000,0.000,1138,0.257,0.152,0.034,39.68
1000000,209,4.737,0.094,10.51,12880,9618,3,3255,0,99,398529.8,11519.3,0.034,0.278,0.149,0.241,0.298,8185,63.98,0.35,42.56,8.64,3.68,8.63,0.00,0.00,17.74,3.80,3.53,8.28,0.057,0.135,26,0.483,0.885,0.096,0.000,0.019,7928,3963,4,0.364,0.000,0.000,2553,0.215,0.156,0.037,39.71
