step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,3,2106,38.2,1.5,0.1,23.8,1.4,454
5000,6,302,23.1,23.0,0.0,17.5,20.1,15
5000,2,249,39.6,1.0,2.6,20.8,1.0,40
5000,12,155,40.6,0.0,2.0,18.3,0.0,36
5000,1,87,24.0,20.3,0.0,19.7,18.9,3
5000,4,15,43.5,1.6,0.0,18.9,1.6,6
5000,11,6,38.0,0.3,0.0,25.7,0.3,2
6000,3,2247,41.0,0.5,0.1,22.1,0.5,461
6000,6,246,23.0,23.6,0.1,17.3,20.7,7
6000,2,91,43.0,0.7,0.8,19.5,0.6,16
6000,12,29,46.4,0.0,1.2,15.8,0.0,12
7000,3,2190,41.0,0.4,0.1,22.2,0.4,478
7000,6,251,22.9,23.9,0.1,17.1,20.7,7
7000,2,104,44.3,0.5,0.9,18.3,0.5,15
8000,3,1460,39.2,1.2,0.2,22.8,1.2,361
8000,6,274,23.2,23.6,0.1,17.1,20.7,15
8000,2,81,42.9,0.0,2.0,19.1,0.0,10
9000,3,691,44.2,0.2,0.0,19.6,0.2,133
9000,6,126,23.0,23.8,0.2,17.0,20.7,6
9000,2,5,48.6,0.0,0.0,15.2,0.0,4
10000,45,970,45.1,0.1,0.0,18.3,0.1,139
10000,3,466,44.5,0.2,0.0,19.2,0.2,84
10000,6,94,23.0,24.2,0.0,16.9,21.0,3
10000,46,48,43.9,0.2,0.0,19.9,0.2,14
11000,45,1144,45.2,0.1,0.0,18.3,0.1,152
11000,3,247,44.7,0.3,0.0,19.1,0.3,54
11000,6,113,24.5,22.3,0.0,17.1,20.8,7
11000,46,24,46.6,0.7,0.0,16.6,0.7,12
12000,45,1158,44.9,0.1,0.0,18.5,0.1,151
12000,3,181,44.4,0.3,0.1,19.2,0.3,45
12000,58,166,44.2,0.0,0.0,19.7,0.0,33
12000,55,117,44.3,0.0,0.1,19.5,0.0,25
12000,57,42,45.8,0.1,0.1,18.0,0.1,7
12000,6,22,24.0,22.9,0.0,17.0,20.0,2
12000,46,8,41.0,0.0,0.0,23.0,0.0,3
13000,45,1025,44.7,0.2,0.0,18.8,0.1,145
13000,62,742,26.3,19.9,0.2,17.3,19.6,38
