step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
280000,3472,4.404,0.054,12.81,229237,161648,352,66454,990,2735,6459499.5,177289.9,0.009,0.198,0.211,0.291,0.291,499,61.48,11.47,39.54,11.05,2.35,6.73,0.23,1.18,19.36,4.44,2.28,6.50,0.037,0.108,461,0.081,0.913,0.072,0.000,0.015,151063,47502,23,0.158,0.102,0.084,3045796,0.180,0.109,0.011,648.51
290000,3519,4.439,0.056,12.96,206545,153556,441,52096,405,2188,6505520.0,154371.1,0.009,0.193,0.213,0.291,0.294,539,61.18,11.89,39.96,11.57,2.12,6.44,0.19,0.77,18.91,3.91,2.10,6.43,0.033,0.101,439,0.115,0.917,0.068,0.000,0.016,140882,43322,18,0.149,0.117,0.082,3340339,0.177,0.113,0.012,649.65
300000,3540,4.368,0.056,12.97,232917,156393,409,73564,2530,2494,6493139.0,182413.3,0.010,0.187,0.218,0.294,0.291,454,59.92,14.57,39.09,13.06,2.32,6.73,0.12,0.56,18.39,4.51,2.29,6.65,0.037,0.106,446,0.100,0.904,0.080,0.000,0.016,153998,47827,22,0.165,0.052,0.057,3113880,0.167,0.112,0.012,649.90
310000,3450,4.501,0.056,13.30,213873,155920,395,56815,833,2234,6535823.5,158653.1,0.010,0.192,0.213,0.292,0.292,504,61.91,10.36,40.56,10.16,1.82,5.82,0.26,0.90,19.27,4.68,1.76,5.75,0.030,0.096,502,0.079,0.924,0.062,0.000,0.014,144109,44793,25,0.125,0.130,0.103,2877045,0.172,0.110,0.011,650.07
320000,3467,4.440,0.057,13.32,205510,157586,416,47239,252,2111,6539413.5,145969.9,0.008,0.191,0.206,0.293,0.302,511,61.78,10.61,40.76,10.44,1.91,6.18,0.15,0.64,18.96,3.89,1.87,6.11,0.030,0.097,423,0.101,0.931,0.055,0.000,0.014,140363,41627,20,0.168,0.145,0.076,3263252,0.164,0.113,0.012,650.41
330000,3446,4.465,0.058,13.24,214474,158235,468,55039,753,2334,6513509.0,156056.2,0.010,0.195,0.204,0.291,0.301,500,62.12,9.58,40.60,10.19,2.29,6.68,0.15,0.83,19.08,3.77,2.21,6.50,0.037,0.107,428,0.094,0.912,0.072,0.000,0.016,145124,41863,29,0.096,0.074,0.074,2979719,0.154,0.112,0.011,650.36
340000,3629,4.315,0.060,13.58,231098,157466,338,70906,2205,3086,6465657.0,171813.8,0.011,0.187,0.202,0.293,0.308,458,58.98,15.26,38.30,13.06,1.79,5.82,0.33,1.00,18.56,5.00,1.72,5.72,0.032,0.102,548,0.082,0.928,0.059,0.000,0.013,147109,44555,25,0.107,0.185,0.134,3786611,0.177,0.112,0.011,650.72
350000,3469,4.448,0.059,13.71,239069,157028,358,79983,1860,3485,6473680.5,194694.9,0.011,0.201,0.218,0.282,0.288,420,61.41,11.54,40.34,11.19,2.07,6.39,0.22,0.70,18.78,4.20,2.02,6.27,0.033,0.101,444,0.088,0.916,0.070,0.000,0.014,152490,50758,27,0.117,0.094,0.114,3614762,0.161,0.116,0.013,648.66
360000,3458,4.500,0.057,13.73,209537,150661,426,57368,1093,1960,6533934.0,160190.2,0.009,0.206,0.225,0.280,0.280,490,62.08,10.42,40.96,10.10,2.02,6.27,0.23,0.72,18.87,4.01,1.99,6.20,0.032,0.098,386,0.144,0.924,0.065,0.000,0.011,141472,43540,30,0.128,0.032,0.117,4053858,0.160,0.111,0.011,650.57
370000,3390,4.570,0.056,13.92,205127,154639,456,49778,322,2153,6561826.5,154754.9,0.010,0.209,0.228,0.277,0.276,494,63.43,4.34,41.83,8.00,2.01,6.19,0.23,0.75,19.36,3.36,1.98,6.15,0.032,0.097,413,0.175,0.924,0.063,0.000,0.013,141229,41903,27,0.166,0.044,0.112,3829245,0.163,0.108,0.010,649.74
380000,3412,4.499,0.054,13.74,193228,148463,504,44171,68,2145,6544111.5,144644.0,0.010,0.207,0.227,0.277,0.280,515,63.70,3.25,42.08,7.48,2.14,6.42,0.20,0.66,19.29,2.90,2.10,6.31,0.034,0.101,381,0.159,0.916,0.071,0.000,0.014,134165,40177,27,0.143,0.038,0.108,4205641,0.155,0.107,0.010,650.23
390000,3409,4.537,0.055,13.68,192088,147501,548,43962,80,1902,6557968.5,144580.5,0.008,0.210,0.230,0.277,0.275,526,63.19,5.70,41.50,8.50,2.02,6.25,0.31,0.83,19.37,3.28,1.98,6.19,0.032,0.098,433,0.195,0.923,0.062,0.000,0.015,132940,36313,21,0.179,0.109,0.151,3945709,0.164,0.109,0.011,650.14
400000,3539,4.389,0.054,13.59,198589,147605,446,50118,290,2036,6550784.5,156813.2,0.009,0.210,0.228,0.280,0.272,490,60.91,12.71,39.88,11.74,2.08,6.47,0.26,0.74,18.69,4.28,2.03,6.32,0.033,0.103,444,0.194,0.918,0.065,0.000,0.017,139885,38119,21,0.096,0.136,0.165,5487215,0.137,0.108,0.010,650.21
410000,3712,4.241,0.055,13.58,216226,150119,472,64210,1252,1966,6495747.5,170810.2,0.009,0.205,0.224,0.288,0.274,486,57.47,18.39,37.50,14.79,2.07,6.43,0.29,0.71,17.61,5.35,2.04,6.35,0.032,0.100,467,0.160,0.908,0.072,0.000,0.020,142948,41048,24,0.103,0.113,0.171,6112792,0.138,0.107,0.010,650.48
420000,3739,4.157,0.052,13.57,232365,148227,530,80466,3115,2126,6459966.0,183688.1,0.011,0.195,0.215,0.302,0.278,452,57.43,18.65,37.67,14.74,1.92,6.24,0.28,0.69,17.57,5.72,1.88,6.11,0.030,0.098,412,0.187,0.923,0.061,0.000,0.016,147531,44272,31,0.115,0.071,0.164,6487713,0.142,0.107,0.010,650.65
430000,3565,4.448,0.060,13.66,232059,152227,546,77412,2048,2566,6494274.0,198797.8,0.010,0.200,0.216,0.295,0.279,456,59.25,15.15,39.09,13.46,2.48,7.12,0.38,1.02,17.31,5.01,2.31,6.60,0.039,0.112,563,0.100,0.908,0.075,0.000,0.017,150904,48502,25,0.157,0.110,0.192,6284479,0.148,0.121,0.016,649.00
440000,3576,4.378,0.054,13.71,230955,154941,444,73939,1620,2187,6451941.5,179598.2,0.011,0.200,0.224,0.289,0.275,445,59.60,15.31,39.29,13.05,2.11,6.44,0.35,0.92,17.85,4.58,2.09,6.37,0.033,0.101,480,0.124,0.912,0.075,0.000,0.013,148877,51402,24,0.122,0.159,0.182,6302970,0.145,0.107,0.010,650.13
450000,3481,4.490,0.059,13.98,220181,153070,437,65823,946,2115,6454721.0,170754.5,0.009,0.213,0.232,0.279,0.267,445,60.93,12.85,40.57,11.26,1.60,5.64,0.48,0.97,18.27,4.40,1.57,5.58,0.025,0.088,489,0.151,0.924,0.062,0.000,0.013,140181,41445,31,0.130,0.144,0.248,8211631,0.151,0.113,0.012,650.81
460000,3505,4.404,0.058,13.72,218899,150518,463,66950,944,2053,6468123.0,171130.8,0.008,0.222,0.242,0.270,0.258,469,60.73,13.29,39.91,11.65,2.08,6.39,0.47,0.87,18.27,4.34,2.05,6.28,0.033,0.100,454,0.086,0.907,0.078,0.000,0.015,137717,38636,28,0.165,0.179,0.267,9147249,0.143,0.114,0.012,650.98
470000,3578,4.381,0.061,13.80,212797,152884,382,58368,1090,1998,6485593.0,161336.2,0.009,0.228,0.246,0.263,0.254,472,59.81,14.89,39.29,12.75,1.94,6.21,0.47,0.87,18.10,4.74,1.90,6.04,0.030,0.097,494,0.115,0.903,0.078,0.000,0.019,137508,40705,31,0.135,0.072,0.249,9542131,0.146,0.112,0.011,650.71
480000,3436,4.507,0.063,14.24,202243,153183,392,48355,455,1663,6457909.0,148077.0,0.008,0.226,0.245,0.263,0.258,495,62.19,6.44,40.74,8.67,1.57,5.47,0.82,1.27,19.06,3.94,1.43,5.18,0.025,0.086,636,0.115,0.933,0.052,0.000,0.015,130492,37706,27,0.164,0.062,0.374,10844105,0.147,0.112,0.010,651.06
490000,3666,4.316,0.063,14.03,222811,161604,318,59765,894,2040,6409590.5,156436.4,0.007,0.222,0.238,0.267,0.266,448,58.05,14.84,37.63,12.96,1.87,5.69,0.51,0.90,18.04,4.96,1.80,5.56,0.031,0.090,640,0.126,0.911,0.074,0.000,0.015,139443,41370,25,0.139,0.075,0.279,12061020,0.149,0.112,0.011,651.14
500000,3479,4.479,0.063,13.78,226356,156692,444,68339,1068,2586,6425579.5,176436.5,0.008,0.223,0.239,0.269,0.261,427,60.90,12.98,39.85,11.67,2.16,6.47,0.53,0.99,18.35,4.26,2.13,6.38,0.034,0.102,424,0.155,0.908,0.078,0.000,0.015,142261,45324,21,0.150,0.022,0.276,10684046,0.141,0.117,0.013,650.19
510000,3626,4.339,0.065,13.70,233349,150498,414,79738,2552,2152,6409885.0,184896.5,0.007,0.225,0.233,0.275,0.260,464,59.01,16.37,38.64,13.46,1.95,6.18,0.59,0.98,17.83,5.23,1.90,6.05,0.031,0.097,442,0.143,0.912,0.074,0.000,0.014,139170,43920,20,0.116,0.101,0.302,9781003,0.147,0.115,0.012,650.78
520000,3460,4.534,0.066,13.84,219988,150841,405,67335,1573,2286,6439803.0,169383.2,0.007,0.231,0.239,0.266,0.257,475,60.84,13.16,40.09,11.60,1.96,6.16,0.55,0.92,18.25,4.55,1.90,5.99,0.031,0.096,422,0.134,0.916,0.071,0.000,0.013,134598,42736,22,0.128,0.121,0.290,10613297,0.147,0.117,0.013,650.77
530000,3424,4.537,0.072,13.88,222964,152428,333,69564,675,2692,6583805.5,205117.3,0.006,0.233,0.241,0.267,0.252,466,61.74,11.09,42.28,11.28,2.49,7.20,0.28,0.67,16.69,3.85,2.33,6.80,0.040,0.114,448,0.124,0.906,0.079,0.000,0.015,137650,50267,16,0.223,0.160,0.180,9381768,0.139,0.130,0.019,647.94
540000,3391,4.532,0.066,14.32,198331,148641,425,49101,197,1908,6292570.5,157251.3,0.004,0.234,0.249,0.257,0.256,490,63.48,3.72,43.74,7.97,1.67,6.00,0.48,1.16,17.60,3.62,1.51,5.53,0.026,0.094,499,0.073,0.944,0.044,0.000,0.012,128454,45741,21,0.165,0.055,0.270,8537274,0.114,0.121,0.015,649.54
550000,3336,4.691,0.072,14.16,202040,144531,325,57182,57,2327,6490542.5,196222.3,0.003,0.239,0.259,0.250,0.249,470,63.76,3.11,46.05,7.74,1.98,6.59,0.10,0.68,15.64,3.21,1.93,6.43,0.031,0.103,380,0.149,0.935,0.053,0.000,0.011,130316,46359,21,0.161,0.124,0.055,4833274,0.125,0.135,0.021,640.59
560000,3441,4.549,0.068,14.05,186463,139782,611,45820,145,1297,6564882.0,153342.4,0.002,0.245,0.263,0.243,0.246,515,62.23,9.37,44.23,11.03,2.25,6.94,0.12,0.52,15.62,3.26,2.23,6.91,0.035,0.109,403,0.160,0.924,0.062,0.000,0.015,123361,41193,22,0.164,0.177,0.069,2296790,0.128,0.128,0.018,645.94
570000,3828,4.082,0.062,13.70,259524,146571,654,105402,6510,2430,6440736.5,232069.6,0.003,0.235,0.260,0.253,0.249,411,54.48,21.03,36.92,18.33,2.63,7.43,0.08,0.65,14.86,5.34,2.54,7.22,0.042,0.117,589,0.097,0.898,0.080,0.000,0.022,159052,53563,26,0.103,0.101,0.033,1631743,0.139,0.126,0.019,646.72
580000,4226,3.844,0.062,13.59,273812,145866,720,119129,7699,2285,6393947.5,247063.4,0.004,0.233,0.253,0.254,0.256,392,49.46,24.14,33.56,20.34,2.08,6.71,0.09,0.91,13.74,5.49,2.01,6.58,0.034,0.111,651,0.081,0.912,0.068,0.000,0.021,165390,58059,18,0.101,0.180,0.025,910836,0.149,0.124,0.017,646.43
590000,3692,4.231,0.064,13.94,267924,146374,781,114150,7153,2165,6408058.5,240582.4,0.003,0.230,0.250,0.259,0.258,400,56.32,19.53,39.46,17.03,2.33,7.10,0.07,0.46,14.47,4.56,2.29,7.00,0.036,0.111,468,0.129,0.909,0.073,0.000,0.018,162098,56063,22,0.144,0.086,0.032,1103142,0.157,0.131,0.021,646.66
600000,3706,4.272,0.058,13.95,268774,144257,885,115802,7816,2195,6415287.5,241016.6,0.003,0.234,0.254,0.253,0.256,372,56.62,19.13,39.46,16.92,2.49,7.26,0.04,0.46,14.62,4.74,2.44,7.13,0.039,0.115,476,0.097,0.886,0.094,0.000,0.020,168655,61433,17,0.128,0.084,0.022,890334,0.132,0.123,0.017,644.64
610000,3693,4.297,0.060,14.05,245934,141889,961,97283,5814,2175,6420449.5,208230.1,0.004,0.231,0.251,0.256,0.259,405,57.36,17.58,40.13,15.81,2.27,6.89,0.03,0.28,14.94,4.58,2.20,6.72,0.036,0.108,507,0.085,0.890,0.090,0.000,0.019,156949,55103,21,0.162,0.079,0.015,530824,0.121,0.125,0.018,646.99
620000,3695,4.255,0.060,14.04,252652,141245,879,104811,5715,1966,6446242.5,220634.2,0.003,0.236,0.256,0.250,0.256,408,57.59,17.98,40.57,16.06,2.18,6.77,0.03,0.39,14.80,4.41,2.13,6.66,0.035,0.107,480,0.085,0.895,0.088,0.000,0.017,155177,55002,24,0.126,0.146,0.017,543257,0.110,0.125,0.017,647.00
630000,3537,4.357,0.056,14.46,219542,141937,882,74771,2110,2165,6482853.0,199167.4,0.006,0.233,0.259,0.250,0.252,455,60.89,12.14,41.19,12.21,2.21,6.28,0.02,0.20,17.49,5.35,2.16,6.20,0.035,0.098,667,0.063,0.901,0.080,0.000,0.019,140440,46289,19,0.235,0.056,0.011,465142,0.099,0.118,0.014,647.30
640000,3629,4.272,0.050,14.33,224885,147555,843,74038,2357,1586,6514341.0,194921.4,0.009,0.230,0.253,0.253,0.256,429,58.95,16.12,39.84,14.22,2.33,6.87,0.02,0.29,16.76,5.18,2.23,6.56,0.037,0.108,582,0.065,0.885,0.093,0.000,0.021,147788,47065,25,0.107,0.052,0.009,371264,0.103,0.113,0.013,648.92
650000,3602,4.320,0.058,14.30,233640,147185,927,82067,3488,1779,6518220.0,203986.6,0.008,0.226,0.252,0.256,0.258,411,59.61,15.33,40.30,13.60,2.32,6.80,0.01,0.31,16.99,5.13,2.23,6.61,0.037,0.109,502,0.081,0.893,0.093,0.000,0.014,148100,43950,27,0.107,0.072,0.002,224563,0.132,0.116,0.013,650.08
660000,3637,4.215,0.054,14.50,230357,151656,835,74810,3021,1881,6536250.5,189924.0,0.005,0.227,0.257,0.252,0.259,436,58.82,14.46,39.63,13.45,1.91,5.78,0.04,0.66,17.23,5.66,1.83,5.70,0.032,0.096,771,0.070,0.899,0.087,0.000,0.014,148669,47273,23,0.112,0.081,0.010,128862,0.130,0.114,0.013,649.14
670000,3569,4.359,0.055,14.55,227596,154801,894,69646,2323,2686,6453902.5,180468.8,0.003,0.227,0.246,0.262,0.261,432,59.41,13.99,39.79,13.18,2.44,6.80,0.19,0.94,16.99,5.71,2.34,6.62,0.039,0.108,642,0.086,0.893,0.091,0.000,0.017,149214,48472,21,0.099,0.157,0.059,845584,0.192,0.118,0.015,647.72
680000,3545,4.374,0.061,14.39,244159,153156,748,86887,3392,2903,6521533.0,221668.6,0.003,0.224,0.245,0.264,0.264,412,59.07,15.15,40.36,14.45,2.57,7.14,0.06,0.47,16.07,4.42,2.53,7.09,0.041,0.112,519,0.096,0.892,0.092,0.000,0.016,156703,51726,21,0.181,0.083,0.026,1573016,0.196,0.126,0.018,645.03
690000,3541,4.388,0.058,14.76,225248,144876,807,76221,3348,3004,6510365.0,193604.1,0.003,0.231,0.261,0.252,0.253,437,60.06,13.92,41.44,13.49,1.96,6.21,0.11,0.50,16.55,4.81,1.88,6.07,0.032,0.105,539,0.079,0.905,0.076,0.000,0.019,144709,45442,21,0.160,0.045,0.067,1555995,0.148,0.118,0.015,648.29
700000,3568,4.337,0.061,14.69,215378,141892,863,68813,3783,2413,6480243.0,179210.9,0.003,0.230,0.259,0.252,0.256,428,59.99,14.52,41.46,13.35,2.10,6.31,0.14,0.60,16.30,5.18,2.01,6.16,0.033,0.102,586,0.087,0.896,0.087,0.000,0.017,135607,41266,20,0.122,0.141,0.097,3053073,0.122,0.120,0.014,648.62
710000,3542,4.388,0.065,14.46,218630,142671,989,71711,3285,2026,6530533.0,185980.5,0.003,0.234,0.261,0.252,0.251,446,59.79,14.71,41.18,13.63,2.38,6.80,0.17,0.64,16.06,4.79,2.35,6.77,0.038,0.109,489,0.083,0.894,0.092,0.000,0.014,137055,42563,20,0.162,0.066,0.134,3981550,0.102,0.126,0.017,648.77
720000,3692,4.301,0.059,14.36,231243,139026,903,87305,3859,2223,6484833.5,207111.9,0.003,0.230,0.256,0.256,0.255,444,56.34,19.45,38.86,16.61,2.19,6.59,0.17,0.52,15.11,5.33,2.14,6.53,0.035,0.106,537,0.096,0.903,0.081,0.000,0.016,143426,47355,24,0.140,0.024,0.150,5277175,0.101,0.123,0.017,648.50
