step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
730000,3866,3.959,0.147,9.02,332485,97782,1061,232103,1618,8628,6067806.0,462251.3,0.001,0.000,0.362,0.209,0.427,745,53.37,18.38,32.23,15.59,4.46,8.25,0.01,0.30,16.67,4.04,4.29,7.97,0.072,0.135,495,0.203,0.713,0.265,0.000,0.021,105231,60830,8,0.416,0.107,0.002,57083,0.138,0.118,0.012,655.36
740000,3877,4.057,0.151,9.14,330528,99185,1037,228506,1789,7627,6097945.5,456669.1,0.001,0.000,0.358,0.213,0.428,736,54.00,17.61,34.02,14.94,3.46,7.38,0.00,0.19,16.51,4.83,3.20,6.86,0.056,0.121,556,0.178,0.770,0.211,0.000,0.019,105006,60910,8,0.270,0.184,0.001,57674,0.149,0.122,0.013,655.36
750000,3806,4.113,0.150,9.29,319019,97647,1159,218539,1745,6913,6083802.5,428266.4,0.001,0.000,0.361,0.217,0.421,703,55.32,15.59,35.45,13.80,3.66,7.54,0.00,0.06,16.21,4.32,3.51,7.20,0.058,0.121,510,0.119,0.744,0.237,0.000,0.019,100923,57577,8,0.389,0.024,0.001,55950,0.149,0.120,0.012,655.36
760000,3755,4.233,0.155,10.50,281901,94613,961,184874,1504,6475,6250238.5,396810.7,0.001,0.000,0.379,0.221,0.399,786,56.40,16.02,36.61,15.68,2.98,6.98,0.06,0.57,16.75,4.12,2.59,6.43,0.054,0.124,710,0.234,0.831,0.152,0.000,0.017,84617,45641,5,0.400,0.032,0.014,95028,0.141,0.124,0.013,655.32
770000,3871,4.017,0.152,10.24,282590,84801,1740,193838,2095,8299,6067767.0,391448.9,0.002,0.008,0.393,0.181,0.415,568,53.10,18.79,32.78,17.03,4.26,8.47,0.09,0.88,15.99,4.11,3.86,8.00,0.073,0.147,664,0.251,0.748,0.232,0.000,0.020,83752,39231,7,0.375,0.077,0.019,333488,0.148,0.124,0.014,655.36
780000,3693,4.172,0.152,10.20,270837,85912,1659,182560,884,10294,6075308.5,377538.6,0.002,0.008,0.386,0.187,0.418,654,55.92,17.28,35.11,16.15,4.43,8.69,0.01,0.14,16.36,3.47,4.12,8.37,0.075,0.145,493,0.240,0.750,0.232,0.000,0.018,73650,31109,6,0.412,0.001,0.003,283258,0.153,0.122,0.013,655.35
790000,3665,4.208,0.150,10.10,264207,87181,1584,174194,1276,9004,6091887.5,361987.4,0.000,0.008,0.387,0.199,0.407,712,57.89,15.32,37.15,14.87,4.08,8.52,0.01,0.40,16.64,3.27,3.86,8.18,0.067,0.140,429,0.235,0.779,0.206,0.000,0.015,69083,27760,5,0.441,0.047,0.002,123915,0.136,0.118,0.010,655.35
800000,3909,3.981,0.146,9.58,284099,84300,1605,195358,2592,6460,6062518.5,388858.2,0.001,0.012,0.412,0.178,0.398,673,53.14,18.72,32.66,16.63,4.42,8.79,0.03,0.55,16.04,3.59,4.23,8.49,0.071,0.142,493,0.214,0.756,0.226,0.000,0.018,79120,36788,3,0.476,0.014,0.007,248737,0.133,0.118,0.011,655.36
810000,3655,4.224,0.153,9.89,294697,81855,1634,208428,3034,5537,6009343.5,412682.0,0.002,0.013,0.420,0.171,0.394,722,55.84,17.25,34.52,15.80,5.15,9.33,0.03,0.66,16.13,3.30,4.93,8.94,0.082,0.149,401,0.274,0.701,0.283,0.000,0.016,79704,36377,4,0.572,0.005,0.004,122437,0.149,0.121,0.013,655.36
820000,3850,4.026,0.151,9.49,300231,82837,1561,212345,3293,4840,6051403.0,411381.5,0.003,0.008,0.410,0.172,0.408,735,54.05,18.73,33.74,16.39,4.47,8.86,0.02,0.43,15.83,3.57,4.32,8.55,0.070,0.139,390,0.313,0.740,0.245,0.000,0.016,91350,48919,3,0.565,0.003,0.002,203672,0.157,0.122,0.012,655.36
830000,3940,3.889,0.152,9.28,300792,83886,1426,211666,3724,3536,6012780.0,399675.1,0.009,0.007,0.396,0.171,0.417,747,51.79,21.11,31.98,17.33,4.74,9.03,0.04,0.72,15.04,4.11,4.56,8.68,0.074,0.142,405,0.310,0.723,0.257,0.000,0.020,108512,68689,3,0.591,0.022,0.005,224387,0.184,0.123,0.014,655.36
840000,3934,3.917,0.148,9.35,307102,85622,1322,216763,3401,3873,6049480.0,404685.2,0.010,0.007,0.385,0.168,0.430,734,52.85,19.38,31.87,16.94,5.19,9.46,0.05,0.95,15.74,3.48,4.97,9.02,0.081,0.148,450,0.305,0.726,0.256,0.000,0.018,113124,70795,4,0.650,0.000,0.007,185574,0.198,0.118,0.010,655.36
850000,4148,3.809,0.148,9.12,306881,84433,1443,216881,3910,3856,6017954.5,400358.9,0.009,0.008,0.391,0.166,0.427,671,49.57,22.83,30.27,18.25,4.52,8.99,0.05,0.71,14.73,4.69,4.40,8.76,0.071,0.142,445,0.345,0.755,0.220,0.000,0.025,111855,70325,4,0.648,0.020,0.016,204334,0.175,0.119,0.011,655.36
860000,4013,3.870,0.147,9.25,313489,85080,1391,222599,4554,3826,6018180.0,403843.9,0.010,0.006,0.381,0.163,0.439,718,51.31,20.54,31.00,17.27,4.97,9.25,0.06,0.81,15.28,3.65,4.81,8.92,0.078,0.146,416,0.323,0.729,0.254,0.000,0.017,120096,77063,4,0.661,0.002,0.007,171706,0.191,0.119,0.011,655.36
870000,3955,3.926,0.148,9.31,333583,84130,1178,243307,5026,4252,5974547.5,444519.7,0.011,0.008,0.377,0.149,0.454,685,51.62,20.40,30.64,16.90,5.57,9.64,0.01,0.21,15.41,3.43,5.45,9.44,0.087,0.151,346,0.288,0.715,0.265,0.000,0.020,129266,86708,4,0.403,0.271,0.004,169075,0.180,0.118,0.011,655.36
880000,3927,3.996,0.149,9.50,325764,83252,1205,236666,4669,4154,5979579.0,433041.6,0.011,0.008,0.378,0.153,0.451,701,53.31,20.16,32.83,17.03,5.00,9.21,0.01,0.18,15.46,3.64,4.87,8.97,0.078,0.145,337,0.306,0.725,0.257,0.000,0.017,125953,84827,4,0.738,0.000,0.002,172386,0.187,0.120,0.011,655.36
890000,4029,3.822,0.149,9.19,319864,82985,1347,230987,4443,4192,5990178.5,415680.0,0.009,0.010,0.377,0.157,0.446,708,50.40,21.41,30.27,17.58,5.04,9.22,0.04,0.72,15.05,3.92,4.91,8.95,0.079,0.144,420,0.226,0.693,0.284,0.000,0.022,117340,75208,3,0.673,0.002,0.005,142199,0.179,0.119,0.011,655.36
900000,3774,3.946,0.156,9.65,323152,83124,1256,235160,3867,4409,5982614.0,430551.2,0.011,0.008,0.379,0.151,0.451,651,54.40,18.79,32.84,16.11,5.92,9.78,0.03,0.81,15.61,3.45,5.84,9.67,0.093,0.153,355,0.284,0.704,0.280,0.000,0.016,125659,83548,3,0.468,0.309,0.004,195256,0.178,0.125,0.015,655.36
910000,3926,3.892,0.149,9.33,312982,83714,1232,224387,3497,4486,6023806.0,424051.3,0.009,0.009,0.382,0.154,0.445,720,51.28,20.65,30.23,17.25,5.80,9.76,0.02,0.42,15.23,3.36,5.61,9.43,0.091,0.154,390,0.222,0.673,0.307,0.000,0.020,115093,74166,3,0.474,0.232,0.006,166431,0.172,0.118,0.010,655.36
920000,3844,4.030,0.154,9.53,309769,83425,1256,221704,3466,4455,6003358.0,417626.4,0.010,0.007,0.380,0.152,0.451,725,53.24,19.56,31.99,16.77,5.56,9.65,0.03,0.63,15.66,3.58,5.41,9.37,0.087,0.151,391,0.303,0.702,0.275,0.000,0.023,115674,74779,5,0.512,0.020,0.005,158043,0.185,0.125,0.014,655.36
930000,4062,3.824,0.146,9.12,315614,84108,1214,225870,4204,4109,6006189.5,416467.2,0.010,0.008,0.379,0.153,0.450,713,51.15,21.02,31.76,17.66,4.21,8.51,0.04,0.71,15.14,3.71,4.05,8.19,0.066,0.134,389,0.268,0.728,0.251,0.000,0.020,120449,79246,3,0.565,0.156,0.004,176859,0.191,0.118,0.010,655.36
940000,3974,3.860,0.154,9.29,328421,85019,1252,237619,4619,4494,5975551.5,426224.0,0.011,0.008,0.375,0.151,0.455,692,51.49,21.93,31.68,17.98,4.93,9.04,0.02,0.51,14.86,4.56,4.66,8.49,0.077,0.142,373,0.215,0.678,0.297,0.001,0.024,130506,87967,2,0.572,0.181,0.004,142604,0.179,0.125,0.014,655.36
950000,3826,3.978,0.149,9.53,314807,83674,1193,226217,3871,4680,6037714.5,421934.4,0.010,0.007,0.376,0.151,0.456,661,53.71,18.96,32.33,16.24,5.68,9.65,0.02,0.48,15.68,3.24,5.58,9.48,0.089,0.151,356,0.277,0.709,0.276,0.000,0.015,120347,77904,4,0.534,0.000,0.003,124210,0.193,0.120,0.011,655.36
960000,3822,4.025,0.151,9.74,299636,84600,1279,210414,3347,4669,6071313.0,405470.6,0.008,0.006,0.371,0.158,0.457,717,54.24,18.89,33.61,16.37,5.04,9.21,0.00,0.12,15.58,3.70,4.85,8.84,0.079,0.144,436,0.261,0.706,0.277,0.000,0.017,104355,61387,4,0.583,0.009,0.002,126141,0.162,0.120,0.010,655.36
970000,4054,3.859,0.148,9.16,303750,84072,1340,214694,3412,4513,6048085.5,412055.6,0.007,0.005,0.376,0.159,0.452,707,51.12,20.61,31.48,17.54,4.15,8.49,0.04,1.00,15.44,3.98,4.00,8.18,0.065,0.133,441,0.224,0.740,0.240,0.000,0.020,103495,59646,3,0.551,0.003,0.003,132541,0.146,0.119,0.011,655.36
980000,3809,4.046,0.155,9.60,306123,82952,1300,218389,3727,4390,6030244.5,416869.5,0.010,0.008,0.382,0.147,0.453,732,54.27,18.50,32.55,16.47,5.76,9.80,0.04,0.70,15.93,3.38,5.58,9.48,0.090,0.154,367,0.252,0.703,0.278,0.000,0.019,112640,69504,3,0.550,0.000,0.004,136610,0.179,0.124,0.013,655.36
990000,4105,3.745,0.146,8.96,313203,84414,1273,223500,3720,4290,6059873.0,421817.9,0.010,0.009,0.379,0.143,0.459,722,49.88,21.52,30.79,17.80,4.02,8.49,0.04,0.87,15.03,4.14,3.86,8.13,0.063,0.133,470,0.257,0.760,0.220,0.000,0.020,116863,73329,4,0.501,0.014,0.005,167247,0.176,0.119,0.010,655.36
1000000,3838,3.990,0.151,9.53,302660,82873,1376,215427,3251,4539,6017863.5,411565.4,0.008,0.011,0.384,0.148,0.449,682,53.86,18.87,32.71,16.58,5.21,9.49,0.02,0.64,15.92,3.44,5.05,9.17,0.082,0.150,368,0.275,0.731,0.252,0.000,0.017,105388,61819,4,0.551,0.017,0.004,140552,0.165,0.122,0.014,655.36
