step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,364,34.1,0.0,0.7,28.7,0.0,100
5000,5,51,24.0,18.0,0.0,22.0,15.0,1
6000,1,446,35.4,0.0,0.1,27.6,0.0,109
6000,5,54,24.0,18.1,0.0,21.7,15.0,2
7000,1,233,35.1,0.1,0.0,25.8,0.1,60
7000,5,46,24.3,18.0,0.0,21.8,15.0,2
8000,1,374,32.6,0.0,0.0,24.6,0.0,106
8000,5,38,25.5,17.9,0.0,20.5,14.9,4
9000,13,228,33.2,0.0,0.2,26.5,0.0,66
9000,1,185,34.8,0.0,0.0,27.1,0.0,63
9000,16,105,33.5,0.0,0.0,29.8,0.0,36
9000,5,85,28.0,16.4,0.0,19.3,14.6,12
10000,13,198,34.6,0.0,0.1,25.3,0.0,55
10000,1,174,36.3,0.0,0.0,27.0,0.0,38
10000,16,79,36.7,0.0,0.0,27.3,0.0,8
10000,5,51,24.6,18.5,0.0,20.7,16.2,3
10000,19,19,35.7,0.4,0.2,27.7,0.4,5
11000,1,169,35.9,0.0,0.0,27.7,0.0,23
11000,16,155,37.2,0.0,0.0,26.8,0.0,32
11000,13,130,32.2,0.0,0.3,31.1,0.0,36
11000,21,86,38.5,0.0,0.0,25.1,0.0,24
11000,5,52,24.5,18.3,0.0,21.2,15.8,2
11000,22,35,31.3,0.0,0.0,32.7,0.0,7
11000,19,5,34.0,0.0,0.0,30.0,0.0,1
12000,16,155,34.5,0.0,0.0,29.5,0.0,36
12000,1,150,36.6,0.0,0.0,27.1,0.0,24
12000,21,93,38.7,0.0,0.2,24.9,0.0,29
12000,13,79,33.0,0.0,0.1,30.3,0.0,33
12000,5,66,26.3,17.6,0.0,20.0,15.6,6
12000,22,17,27.6,15.2,0.2,21.1,13.1,5
13000,16,202,34.6,0.0,0.0,29.2,0.0,46
13000,1,141,36.0,0.0,0.0,27.3,0.0,30
13000,13,107,31.4,0.0,0.0,32.6,0.0,21
13000,5,77,25.2,17.7,0.5,20.4,15.2,8
13000,21,23,38.7,0.0,0.0,24.9,0.0,6
14000,1,241,35.4,0.0,0.0,28.0,0.0,40
14000,16,209,34.0,0.0,0.0,29.6,0.0,51
14000,13,177,31.2,0.0,0.2,31.9,0.0,54
14000,5,58,26.4,17.4,0.1,19.6,15.4,6
14000,31,33,33.0,0.0,0.3,28.1,0.0,6
14000,21,33,39.4,0.0,0.0,24.5,0.0,6
14000,32,18,29.1,0.0,0.1,31.0,0.0,5
15000,1,281,35.5,0.0,0.0,28.1,0.0,49
15000,16,151,37.4,0.0,0.0,26.3,0.0,32
15000,35,91,36.7,0.0,0.0,22.2,0.0,26
15000,13,86,34.0,0.0,0.2,29.1,0.0,27
15000,21,77,38.8,0.0,0.1,25.0,0.0,13
15000,5,71,25.5,18.8,0.0,19.7,16.8,6
15000,31,69,34.9,0.0,0.4,22.1,0.0,14
15000,32,24,38.5,0.4,1.0,20.3,0.4,6
16000,1,213,36.2,0.0,0.0,27.5,0.0,37
16000,16,159,36.2,0.0,0.0,27.8,0.0,40
16000,35,136,36.1,0.0,0.1,21.8,0.0,34
16000,31,86,34.7,0.0,0.5,27.1,0.0,15
16000,21,85,37.0,0.0,0.0,26.1,0.0,25
16000,13,71,36.6,0.0,0.2,27.0,0.0,22
16000,5,51,24.8,17.8,0.0,19.2,16.2,7
16000,32,35,25.9,0.0,0.6,20.8,0.0,12
17000,16,179,36.3,0.1,0.0,27.5,0.1,43
17000,1,165,34.8,0.0,0.2,25.9,0.0,36
17000,35,157,36.8,0.0,0.1,22.0,0.0,37
17000,21,79,38.4,0.0,0.0,25.5,0.0,23
17000,31,63,35.0,0.0,2.0,25.8,0.0,25
17000,5,59,25.7,18.3,0.0,20.0,16.1,5
17000,13,57,36.7,0.0,0.0,26.6,0.0,14
17000,32,9,34.8,0.0,1.9,16.0,0.0,5
18000,1,270,0.1,0.0,0.1,6.3,0.0,50
18000,16,236,37.1,0.0,0.0,26.9,0.0,46
18000,35,158,36.2,0.0,0.1,22.5,0.0,45
18000,13,154,31.6,0.0,0.1,31.7,0.0,42
18000,21,57,39.3,0.0,0.0,24.0,0.0,18
18000,5,48,23.8,19.5,0.3,18.6,16.1,6
18000,31,48,36.6,0.2,1.6,20.1,0.2,9
19000,1,363,0.9,0.0,0.8,9.9,0.0,142
19000,16,193,36.7,0.0,0.0,27.1,0.0,32
19000,5,154,26.1,18.8,0.2,18.3,17.1,12
19000,35,141,37.2,0.0,0.1,22.0,0.0,36
19000,13,76,37.4,0.0,0.1,26.3,0.0,23
19000,31,67,35.8,0.1,1.0,19.8,0.1,14
19000,21,63,37.8,0.0,0.2,25.8,0.0,19
20000,16,212,37.9,0.0,0.0,26.0,0.0,41
20000,1,204,0.8,0.0,0.8,9.0,0.0,81
20000,5,163,27.9,17.7,0.0,18.3,16.8,10
20000,35,140,37.3,0.0,0.1,20.7,0.0,33
20000,13,94,37.8,0.0,0.2,25.5,0.0,29
20000,21,53,40.2,0.0,0.0,23.4,0.0,13
20000,31,52,36.1,0.0,0.3,18.0,0.0,8
21000,5,180,26.6,18.2,0.1,19.1,16.8,18
21000,16,178,37.1,0.0,0.0,26.9,0.0,30
21000,35,132,37.0,0.0,0.0,20.8,0.0,29
21000,31,88,36.8,0.0,0.9,20.3,0.0,14
21000,21,84,39.8,0.0,0.0,23.0,0.0,22
21000,1,49,1.8,0.0,0.2,7.9,0.0,22
21000,13,22,37.5,0.0,0.0,26.5,0.0,6
22000,16,227,37.1,0.0,0.0,26.8,0.0,44
22000,1,183,1.5,0.0,0.1,8.5,0.0,61
22000,5,175,27.2,18.0,0.1,18.3,17.1,12
22000,31,136,37.2,0.0,1.2,19.6,0.0,25
22000,35,125,36.6,0.0,0.0,21.5,0.0,23
22000,21,66,39.8,0.0,0.1,22.8,0.0,19
22000,44,8,39.8,0.0,0.0,24.2,0.0,3
23000,16,244,37.5,0.7,0.0,25.9,0.7,53
23000,1,161,1.1,0.0,0.5,11.6,0.0,58
23000,35,134,37.4,0.0,0.0,21.7,0.0,28
23000,31,130,35.9,0.1,0.3,19.2,0.1,24
23000,5,127,26.8,18.7,0.0,18.5,17.4,7
