step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
730000,3391,4.655,0.062,13.01,219687,140025,431,78418,770,1610,6490253.0,228329.8,0.003,0.320,0.273,0.190,0.213,523,61.23,12.34,42.68,12.58,3.20,8.14,0.01,0.25,15.34,2.99,3.19,8.11,0.050,0.127,220,0.302,0.898,0.085,0.000,0.018,140778,54784,8,0.364,0.027,0.002,65285,0.152,0.133,0.022,643.02
740000,3383,4.681,0.070,13.20,215140,138492,388,75364,904,1545,6477605.0,219342.3,0.003,0.316,0.271,0.191,0.219,541,61.89,10.51,43.33,11.69,2.96,7.88,0.01,0.15,15.59,2.81,2.93,7.81,0.046,0.124,245,0.338,0.907,0.084,0.000,0.009,137647,49368,8,0.422,0.031,0.002,63106,0.149,0.141,0.025,643.63
750000,3332,4.764,0.070,13.34,198375,131675,528,65831,392,1458,6541066.5,205722.7,0.002,0.318,0.255,0.202,0.222,541,63.87,1.35,45.21,8.20,2.82,7.71,0.00,0.11,15.84,2.19,2.78,7.64,0.044,0.121,214,0.357,0.912,0.076,0.000,0.012,122729,40633,8,0.428,0.037,0.002,45429,0.137,0.138,0.024,646.22
760000,3312,4.819,0.068,13.28,192855,134158,419,58292,6,1538,6545884.0,200119.0,0.001,0.316,0.260,0.196,0.227,558,63.80,2.05,44.96,8.55,2.97,7.91,0.00,0.05,15.88,2.16,2.91,7.79,0.046,0.124,202,0.346,0.913,0.078,0.000,0.009,128591,47935,7,0.405,0.000,0.001,39079,0.146,0.135,0.022,644.30
770000,3292,4.804,0.072,13.32,190505,133433,425,56650,17,1481,6555521.5,195019.0,0.001,0.314,0.253,0.201,0.231,567,63.84,1.62,44.99,8.48,3.00,7.95,0.00,0.16,15.85,2.16,2.96,7.84,0.047,0.124,211,0.347,0.915,0.077,0.000,0.009,125015,46999,6,0.417,0.025,0.001,27548,0.145,0.137,0.023,645.65
780000,3300,4.856,0.072,13.43,198573,140257,297,58001,10,1453,6535415.5,198875.2,0.001,0.323,0.255,0.195,0.225,549,63.48,3.89,44.59,8.94,2.68,7.56,0.01,0.27,16.21,2.62,2.63,7.45,0.042,0.119,256,0.342,0.915,0.072,0.000,0.013,129874,47289,7,0.506,0.002,0.001,43269,0.135,0.138,0.024,644.79
790000,3333,4.802,0.069,13.29,192039,134108,344,57549,5,1440,6549340.5,198688.1,0.001,0.319,0.251,0.202,0.226,572,63.84,1.67,45.06,8.36,2.95,7.88,0.00,0.00,15.84,2.08,2.92,7.82,0.046,0.123,203,0.327,0.907,0.081,0.000,0.012,123735,42038,7,0.445,0.002,0.000,21770,0.149,0.138,0.024,645.64
800000,3295,4.837,0.073,13.33,193102,135871,434,56832,3,1353,6539903.0,196843.9,0.001,0.322,0.248,0.199,0.229,546,63.91,0.96,45.09,8.29,3.03,7.97,0.01,0.17,15.79,1.82,3.01,7.91,0.047,0.125,201,0.339,0.911,0.081,0.000,0.008,126699,42959,7,0.458,0.025,0.002,27149,0.143,0.141,0.024,644.97
810000,3261,4.884,0.069,13.31,193680,135380,445,57887,2,1286,6549647.5,200392.3,0.001,0.316,0.245,0.205,0.233,575,63.82,1.85,44.98,8.51,2.98,7.92,0.00,0.08,15.86,2.32,2.94,7.84,0.047,0.124,209,0.321,0.902,0.085,0.000,0.013,126758,40295,7,0.420,0.032,0.001,29129,0.144,0.138,0.024,645.07
820000,3293,4.816,0.069,13.41,194440,136089,425,57894,0,1316,6520919.0,200050.2,0.001,0.317,0.247,0.202,0.232,571,63.87,1.97,44.83,8.64,3.20,8.15,0.01,0.32,15.84,2.04,3.16,8.08,0.050,0.128,209,0.308,0.904,0.088,0.000,0.009,129465,42405,7,0.446,0.012,0.001,34383,0.149,0.138,0.024,643.75
830000,3290,4.850,0.067,13.46,191332,132870,509,57951,5,1319,6544332.5,199735.2,0.001,0.319,0.246,0.205,0.229,577,63.88,1.24,44.95,8.38,3.10,8.06,0.00,0.06,15.84,1.84,3.06,7.97,0.048,0.126,198,0.344,0.902,0.090,0.000,0.008,125826,40944,8,0.480,0.000,0.001,33653,0.141,0.135,0.022,645.55
840000,3270,4.826,0.070,13.50,188169,130855,521,56806,7,1371,6556460.0,195860.7,0.001,0.320,0.249,0.202,0.228,590,63.88,1.48,44.61,8.88,3.40,8.40,0.01,0.13,15.86,2.18,3.34,8.27,0.053,0.131,220,0.322,0.895,0.092,0.000,0.012,121612,38197,8,0.467,0.010,0.003,46067,0.131,0.140,0.025,646.41
850000,3284,4.773,0.073,13.28,191319,133494,505,57274,32,1286,6552759.0,196994.9,0.001,0.314,0.243,0.206,0.235,555,63.85,1.60,45.41,7.95,2.47,7.28,0.01,0.37,15.95,2.34,2.46,7.25,0.039,0.114,205,0.354,0.921,0.068,0.000,0.012,123102,40169,9,0.451,0.006,0.002,36236,0.132,0.139,0.023,645.86
860000,3318,4.746,0.068,13.31,190364,133961,363,56001,5,1178,6549023.0,192846.1,0.001,0.311,0.242,0.208,0.238,580,63.84,1.64,44.80,8.52,3.22,8.16,0.00,0.19,15.81,2.06,3.21,8.12,0.050,0.127,202,0.347,0.903,0.087,0.000,0.010,123325,44040,8,0.431,0.000,0.001,25715,0.156,0.136,0.023,645.64
870000,3312,4.758,0.069,13.29,189774,132872,527,56373,8,1255,6553520.0,194239.8,0.001,0.308,0.244,0.207,0.241,579,63.83,1.75,44.88,8.58,3.13,8.08,0.00,0.07,15.82,2.16,3.10,8.02,0.049,0.126,208,0.331,0.902,0.085,0.000,0.013,124925,43504,6,0.425,0.007,0.001,30011,0.145,0.137,0.024,645.45
880000,3266,4.854,0.071,13.28,193393,136439,384,56614,2,1181,6544219.0,195220.4,0.001,0.311,0.244,0.207,0.237,578,63.88,1.19,45.36,8.00,2.70,7.59,0.00,0.15,15.81,2.17,2.68,7.53,0.042,0.119,240,0.369,0.913,0.074,0.000,0.013,126731,42816,7,0.449,0.006,0.002,28605,0.143,0.141,0.025,645.42
890000,3297,4.788,0.069,13.38,195481,136554,420,58468,8,1219,6545653.5,201116.8,0.001,0.319,0.246,0.204,0.230,569,63.89,1.31,44.83,8.69,3.21,8.15,0.00,0.00,15.85,2.15,3.18,8.11,0.050,0.127,199,0.377,0.906,0.084,0.000,0.010,127295,43566,7,0.452,0.032,0.000,31594,0.151,0.138,0.024,645.50
900000,3338,4.754,0.064,13.22,192358,133621,510,58185,1,1297,6548585.5,201012.5,0.001,0.312,0.246,0.203,0.238,542,63.90,1.34,44.93,8.43,3.18,8.13,0.00,0.02,15.79,1.69,3.16,8.09,0.050,0.127,198,0.309,0.906,0.081,0.000,0.013,128814,46707,6,0.365,0.005,0.000,27561,0.152,0.133,0.022,645.00
910000,3280,4.864,0.067,13.17,189920,133040,439,56493,6,1302,6539933.5,194940.3,0.001,0.308,0.244,0.203,0.245,585,63.88,1.45,45.01,8.46,3.01,7.94,0.00,0.21,15.86,1.90,2.98,7.89,0.047,0.124,194,0.335,0.907,0.084,0.000,0.009,126766,44447,6,0.391,0.005,0.000,27237,0.151,0.135,0.022,645.16
920000,3336,4.759,0.068,13.26,191746,134157,378,57150,5,1337,6533641.0,197348.4,0.001,0.301,0.241,0.210,0.248,570,63.86,1.59,45.03,8.48,3.06,8.00,0.01,0.40,15.76,2.09,3.03,7.93,0.048,0.125,204,0.374,0.903,0.086,0.000,0.011,129950,48365,6,0.447,0.036,0.002,26576,0.145,0.134,0.021,644.64
930000,3313,4.814,0.068,13.30,187607,131812,395,55420,3,1248,6529015.5,191276.6,0.001,0.302,0.243,0.209,0.245,592,63.86,1.44,45.34,8.10,2.66,7.50,0.01,0.23,15.85,2.24,2.64,7.47,0.042,0.117,210,0.366,0.913,0.075,0.000,0.011,124013,41892,6,0.435,0.000,0.002,29988,0.149,0.135,0.022,645.60
940000,3324,4.746,0.068,13.24,184053,129461,460,54118,3,1165,6533335.5,186549.9,0.001,0.299,0.242,0.211,0.248,603,63.85,1.68,45.28,8.08,2.69,7.55,0.00,0.08,15.88,1.99,2.68,7.53,0.042,0.118,198,0.357,0.913,0.078,0.000,0.008,121344,40753,6,0.425,0.000,0.002,28828,0.139,0.133,0.021,646.44
950000,3313,4.778,0.067,13.30,185467,131020,449,54001,8,1113,6548806.0,185998.2,0.001,0.308,0.243,0.209,0.239,565,63.86,1.59,45.06,8.25,2.95,7.88,0.00,0.10,15.85,1.86,2.93,7.81,0.046,0.123,200,0.393,0.907,0.081,0.000,0.012,118833,41235,5,0.459,0.007,0.000,27473,0.140,0.135,0.022,646.91
960000,3313,4.765,0.064,13.23,186619,131406,516,54693,4,1143,6554665.5,189091.7,0.001,0.315,0.248,0.200,0.236,595,63.94,0.79,45.19,8.14,2.86,7.76,0.00,0.02,15.89,2.01,2.84,7.71,0.045,0.121,182,0.363,0.912,0.078,0.000,0.011,123964,42355,6,0.420,0.008,0.001,25708,0.144,0.133,0.022,646.00
970000,3300,4.727,0.068,13.34,188828,132870,531,55438,2,1262,6545939.5,191538.2,0.001,0.311,0.246,0.203,0.239,590,63.90,1.15,45.24,8.15,2.82,7.75,0.01,0.28,15.84,1.89,2.75,7.61,0.044,0.121,202,0.398,0.911,0.079,0.000,0.009,125293,42961,6,0.465,0.002,0.002,25264,0.149,0.134,0.022,646.54
980000,3299,4.793,0.069,13.32,193276,135242,431,57603,1,1361,6558936.5,199371.6,0.001,0.311,0.242,0.208,0.238,574,63.88,1.37,44.82,8.61,3.13,8.09,0.01,0.27,15.92,2.39,3.09,8.00,0.049,0.126,198,0.375,0.910,0.080,0.000,0.010,125029,44155,6,0.447,0.002,0.002,23174,0.154,0.138,0.024,646.01
990000,3316,4.794,0.065,13.38,195192,136497,408,58267,3,1427,6545438.5,201775.1,0.001,0.308,0.240,0.210,0.241,566,63.88,1.37,44.85,8.64,3.11,8.09,0.01,0.28,15.90,2.42,3.05,7.94,0.049,0.126,211,0.392,0.908,0.082,0.000,0.010,128167,46206,6,0.457,0.000,0.002,23252,0.143,0.134,0.022,645.29
1000000,3318,4.711,0.061,13.23,190038,133264,501,56267,4,1313,6543995.5,195125.1,0.001,0.308,0.244,0.203,0.244,549,63.85,2.15,45.09,8.44,2.90,7.83,0.00,0.13,15.85,1.88,2.85,7.73,0.045,0.122,207,0.349,0.907,0.080,0.000,0.014,131220,46259,6,0.412,0.000,0.001,18836,0.143,0.132,0.021,644.51
