step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,4,287,34.4,0.0,4.4,21.3,0.0,65
5000,7,274,28.9,17.6,0.0,17.5,17.4,15
5000,1,173,37.9,0.0,0.0,26.0,0.0,41
6000,4,447,35.8,0.2,2.8,22.0,0.0,93
6000,7,207,29.1,17.6,0.0,17.3,17.6,14
6000,8,68,41.9,0.0,0.0,18.4,0.0,27
6000,1,60,34.1,0.0,0.1,29.8,0.0,14
7000,4,519,36.7,0.1,2.2,22.0,0.0,106
7000,7,208,29.4,17.0,0.0,17.4,17.0,10
7000,1,48,33.5,0.0,0.2,29.6,0.0,10
7000,8,43,41.9,0.0,0.0,16.9,0.0,19
8000,4,542,37.0,0.0,2.2,22.5,0.0,112
8000,7,208,29.4,17.3,0.0,17.2,17.1,16
8000,1,43,33.9,0.0,0.1,29.0,0.0,12
8000,8,22,39.2,0.7,0.0,18.8,0.4,8
9000,4,527,37.7,0.1,1.9,22.0,0.1,91
9000,7,231,28.8,17.5,0.0,17.6,17.4,8
9000,8,52,38.4,0.0,0.0,19.1,0.0,21
9000,1,40,33.5,0.0,0.0,30.4,0.0,15
10000,4,582,38.0,0.4,1.4,20.7,0.3,115
10000,7,171,29.2,17.4,0.0,17.4,16.8,14
10000,8,66,38.8,0.2,0.0,18.9,0.1,22
10000,1,51,33.6,0.0,0.0,30.3,0.0,10
11000,4,484,37.8,0.0,1.4,20.9,0.0,96
11000,7,143,29.8,17.0,0.0,17.2,17.0,9
11000,8,50,38.0,0.1,0.0,19.7,0.1,15
11000,1,50,32.9,0.0,0.2,30.8,0.0,13
12000,4,374,37.7,0.1,1.3,20.9,0.1,89
12000,7,125,29.7,16.9,0.0,17.3,16.9,7
12000,8,97,37.2,0.4,0.0,21.9,0.4,30
12000,1,16,33.4,0.0,0.0,30.6,0.0,6
13000,4,308,34.8,0.1,1.6,19.9,0.1,66
13000,7,148,29.8,16.8,0.0,17.3,16.8,7
13000,8,107,37.9,0.5,0.0,20.1,0.5,29
14000,4,273,34.5,0.1,1.0,20.9,0.1,68
14000,8,146,37.7,0.9,0.0,20.0,0.7,56
14000,7,122,31.3,15.7,0.0,16.9,15.7,15
15000,13,427,37.2,1.7,0.7,23.9,1.5,31
15000,4,190,36.9,0.0,0.2,20.5,0.0,28
15000,8,177,36.9,0.4,0.0,22.3,0.3,66
15000,7,106,31.0,16.0,0.0,16.9,15.9,14
16000,13,501,38.1,1.7,0.4,22.3,1.7,52
16000,8,141,37.0,1.0,0.0,22.0,0.8,66
16000,4,106,29.8,0.1,0.7,24.0,0.0,26
16000,7,92,30.3,17.0,0.1,16.7,17.0,10
17000,13,463,37.5,2.8,0.4,22.9,2.1,43
