step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,129,34.0,0.1,0.8,28.4,0.1,36
6000,1,159,30.2,2.1,0.9,30.7,1.8,46
6000,3,42,30.1,0.2,0.0,23.9,0.2,11
7000,1,137,23.0,13.8,0.0,27.2,13.3,20
7000,3,53,37.2,0.3,0.0,21.8,0.2,18
8000,1,75,19.0,17.3,0.0,27.7,17.3,3
8000,3,67,37.3,0.1,0.0,20.6,0.1,13
9000,1,84,30.8,10.5,0.0,22.5,9.8,21
9000,3,83,39.8,0.1,0.0,19.6,0.1,32
10000,3,66,38.4,0.3,0.0,21.3,0.2,20
10000,1,64,29.0,12.0,0.0,22.9,11.0,12
11000,1,72,27.1,14.3,0.0,22.6,13.1,9
11000,3,66,37.9,0.1,0.0,20.7,0.1,15
12000,8,89,39.7,0.6,4.0,19.2,0.6,22
12000,3,66,37.9,0.1,0.0,20.9,0.1,19
12000,1,43,22.5,17.8,0.0,23.8,16.9,6
12000,9,18,39.9,0.0,0.0,19.8,0.0,9
13000,8,103,39.3,0.4,4.2,20.1,0.3,23
13000,3,55,38.3,0.3,0.0,20.5,0.3,17
13000,1,40,20.5,19.6,0.0,23.9,18.7,2
13000,9,6,39.7,0.0,0.0,22.5,0.0,3
14000,8,70,39.3,1.1,3.1,20.1,1.1,22
14000,1,56,21.3,18.7,0.0,23.4,17.4,4
14000,3,50,38.0,0.1,0.0,19.6,0.1,11
14000,9,28,39.3,0.1,0.0,21.5,0.1,9
15000,8,70,40.0,1.1,3.3,19.4,1.1,23
15000,9,64,38.9,0.1,0.0,21.5,0.1,16
15000,3,56,37.6,0.2,0.0,19.8,0.1,18
15000,1,28,22.1,18.2,0.0,23.7,17.3,3
16000,9,67,39.3,0.3,0.2,21.0,0.3,19
16000,3,58,35.6,0.0,0.0,19.1,0.0,19
16000,1,50,20.4,19.6,0.0,24.0,18.7,2
16000,8,40,40.7,0.7,3.2,19.4,0.7,12
17000,9,82,38.7,0.1,0.0,22.2,0.1,20
17000,3,62,38.7,0.1,0.1,20.5,0.1,23
17000,8,39,41.1,1.4,2.5,18.8,1.4,13
17000,1,32,20.0,20.0,0.0,24.0,19.0,1
18000,9,97,38.5,0.3,0.0,22.3,0.2,15
18000,3,71,37.6,0.0,0.0,19.5,0.0,23
