step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
110000,212,4.538,0.177,15.01,10272,7854,19,2398,2,29,409842.0,8382.6,0.009,0.004,0.447,0.080,0.460,7331,63.02,2.92,39.86,9.10,1.34,5.03,0.00,0.07,21.81,6.94,1.34,5.03,0.021,0.079,70,0.104,0.943,0.047,0.000,0.009,2531,747,5,0.259,0.222,0.005,11526,0.152,0.145,0.030,40.96
120000,206,4.726,0.206,14.41,16607,7045,30,9224,314,88,410009.4,17793.8,0.012,0.033,0.320,0.151,0.484,4468,63.37,4.84,34.92,10.55,9.33,10.33,0.07,0.62,19.05,3.38,9.33,10.33,0.146,0.161,36,0.437,0.650,0.345,0.000,0.005,5220,2653,3,0.461,0.015,0.015,15559,0.140,0.169,0.064,40.96
130000,243,4.048,0.154,13.97,16435,6318,31,9731,318,67,411016.7,18065.9,0.016,0.109,0.313,0.157,0.404,5296,54.16,18.25,31.48,16.13,4.40,8.51,0.01,0.13,18.28,5.19,4.40,8.51,0.069,0.133,68,0.206,0.794,0.202,0.000,0.004,5341,2856,4,0.572,0.148,0.004,23504,0.145,0.125,0.013,40.96
140000,232,3.963,0.174,12.73,35655,6995,19,27361,1291,1102,410266.1,41976.2,0.020,0.056,0.231,0.092,0.600,3173,57.20,12.23,36.90,11.85,3.76,7.54,0.03,0.28,16.52,4.52,3.61,7.30,0.061,0.127,51,0.366,0.703,0.293,0.000,0.004,13932,9685,3,0.608,0.000,0.009,24329,0.140,0.135,0.020,40.96
150000,291,3.323,0.148,12.75,23557,6463,96,16287,652,493,410053.5,27463.4,0.024,0.083,0.272,0.117,0.504,4442,39.23,23.38,17.37,18.16,6.05,8.73,0.77,2.14,15.03,6.33,4.87,8.31,0.127,0.163,95,0.189,0.729,0.234,0.000,0.038,8388,5304,2,0.282,0.529,0.179,72461,0.169,0.132,0.022,40.96
160000,240,3.870,0.214,13.11,42636,6946,41,34627,1073,517,409881.4,49072.8,0.028,0.084,0.200,0.102,0.587,2179,49.60,23.08,24.87,15.77,9.47,10.20,0.08,0.69,15.18,4.86,9.47,10.20,0.148,0.159,44,0.438,0.471,0.483,0.000,0.046,19469,13929,3,0.583,0.092,0.025,275383,0.160,0.168,0.067,40.96
170000,289,3.643,0.145,13.03,28336,6625,71,20734,857,224,410594.8,32962.7,0.021,0.127,0.288,0.121,0.443,2913,47.75,18.06,29.72,16.12,1.93,6.00,0.01,0.18,16.09,5.52,1.93,6.00,0.030,0.094,83,0.176,0.889,0.080,0.000,0.031,11201,7105,3,0.844,0.045,0.003,61826,0.164,0.122,0.010,40.96
180000,330,3.040,0.145,12.52,29545,6430,105,22177,792,475,410570.0,34595.3,0.022,0.123,0.249,0.105,0.502,2685,36.44,24.84,18.85,18.97,3.89,7.85,0.08,0.59,13.63,6.57,3.47,7.61,0.073,0.147,79,0.155,0.758,0.185,0.000,0.058,11642,7486,3,0.333,0.306,0.021,90410,0.132,0.121,0.010,40.96
190000,365,2.829,0.116,11.64,33251,6392,60,25653,1111,615,410952.2,39953.8,0.019,0.124,0.212,0.080,0.565,2742,32.51,23.27,11.94,16.76,4.74,8.05,0.09,0.84,15.74,9.00,3.78,7.94,0.118,0.179,115,0.170,0.789,0.175,0.000,0.036,12857,8101,3,0.192,0.644,0.011,66296,0.128,0.102,0.005,40.96
200000,437,2.586,0.119,12.20,27804,6622,64,19882,1164,480,410385.4,31972.9,0.025,0.136,0.255,0.111,0.473,3091,28.37,23.55,13.91,18.84,1.41,5.18,0.02,0.31,13.02,6.77,1.21,4.73,0.028,0.102,112,0.176,0.922,0.053,0.000,0.025,10368,6370,2,0.357,0.581,0.007,46501,0.133,0.101,0.003,40.96
210000,206,4.144,0.175,13.35,33249,6362,93,25858,1167,818,410507.2,37462.9,0.028,0.111,0.260,0.110,0.491,2756,59.45,8.04,35.34,10.29,7.46,9.82,0.18,1.33,16.46,2.90,7.40,9.85,0.120,0.154,30,0.340,0.621,0.369,0.000,0.010,13084,8590,3,0.413,0.024,0.049,165102,0.092,0.132,0.018,40.96
220000,327,3.140,0.143,13.02,32831,6291,48,25184,1187,307,410448.8,38293.0,0.024,0.115,0.237,0.104,0.520,2751,37.13,26.65,18.89,18.17,5.41,9.08,0.00,0.00,12.83,6.19,5.32,9.04,0.087,0.144,53,0.239,0.682,0.251,0.000,0.067,12861,8187,2,0.287,0.443,0.000,35803,0.160,0.116,0.010,40.96
230000,337,2.971,0.134,11.36,26260,5960,131,19464,695,227,409580.6,28895.0,0.018,0.152,0.245,0.136,0.449,3402,38.31,24.88,21.68,19.41,3.12,7.47,0.08,0.67,13.44,6.92,3.00,7.34,0.049,0.117,78,0.202,0.855,0.125,0.000,0.021,10072,6667,2,0.424,0.430,0.024,67249,0.116,0.108,0.007,40.96
240000,227,4.257,0.173,13.16,41769,6800,44,34236,799,1340,410944.6,46246.4,0.035,0.080,0.195,0.069,0.621,3228,58.09,6.08,38.54,8.69,3.15,7.49,0.00,0.00,16.41,4.76,3.15,7.49,0.049,0.117,29,0.551,0.868,0.132,0.000,0.000,18115,13676,2,0.846,0.000,0.000,75557,0.114,0.136,0.022,40.96
250000,219,4.064,0.192,13.35,32986,6714,60,24835,1385,843,409667.6,39099.2,0.017,0.116,0.257,0.095,0.514,3055,56.58,17.54,26.01,12.00,14.29,9.73,0.00,0.07,16.28,3.65,14.29,9.73,0.223,0.152,25,0.671,0.388,0.584,0.000,0.027,12572,8524,2,0.708,0.114,0.005,35805,0.167,0.154,0.043,40.96
260000,289,3.169,0.156,12.07,29899,6424,53,22150,1202,398,410277.5,36817.3,0.016,0.124,0.243,0.112,0.505,3444,37.26,25.67,18.21,18.21,5.21,8.98,0.01,0.23,13.83,6.68,5.16,9.00,0.083,0.141,64,0.242,0.740,0.242,0.000,0.017,10544,7000,2,0.308,0.433,0.003,25186,0.125,0.133,0.020,40.96
270000,301,3.396,0.154,13.07,39306,6840,26,31099,1329,625,410105.8,45933.0,0.019,0.089,0.214,0.086,0.592,2297,40.08,25.15,20.90,18.40,6.09,8.77,0.05,0.81,13.03,4.99,5.47,8.87,0.137,0.150,71,0.236,0.674,0.286,0.000,0.040,16724,11889,2,0.299,0.419,0.010,100827,0.169,0.132,0.022,40.96
280000,237,3.535,0.152,13.04,40038,6408,58,32596,1040,1202,410175.0,46066.9,0.017,0.083,0.224,0.091,0.584,2251,56.70,13.12,35.37,12.03,5.35,8.95,0.00,0.06,15.98,3.35,5.35,8.95,0.084,0.140,39,0.278,0.738,0.249,0.000,0.013,16296,11026,2,0.650,0.063,0.004,142425,0.111,0.119,0.012,40.96
290000,250,3.460,0.172,12.58,39418,7423,40,30499,1443,831,410523.9,44556.9,0.017,0.097,0.208,0.106,0.572,2280,46.17,24.78,21.48,16.85,10.06,10.05,0.42,3.61,14.21,6.31,9.13,10.02,0.192,0.168,63,0.388,0.524,0.448,0.000,0.028,16483,11002,2,0.536,0.332,0.044,91276,0.121,0.138,0.024,40.96
300000,330,3.010,0.172,11.88,34066,6848,73,25948,1117,428,410187.8,37969.3,0.023,0.094,0.228,0.131,0.523,2679,35.52,26.40,15.27,17.18,6.50,9.40,0.59,2.27,13.15,7.03,6.04,9.38,0.122,0.157,85,0.276,0.682,0.264,0.000,0.055,14763,10193,2,0.318,0.521,0.109,105500,0.125,0.147,0.033,40.96
310000,311,3.382,0.124,12.39,30222,6703,76,22646,816,1287,409828.3,35520.9,0.027,0.103,0.269,0.117,0.484,3488,41.90,21.22,21.14,19.26,4.49,7.05,0.88,3.33,15.39,5.15,3.12,6.92,0.118,0.170,88,0.215,0.772,0.180,0.000,0.048,11264,7623,3,0.408,0.350,0.122,70772,0.130,0.107,0.005,40.96
320000,361,2.911,0.112,12.17,27042,6840,160,19166,826,487,410003.0,29870.2,0.022,0.133,0.288,0.152,0.404,3535,36.71,16.91,23.68,14.19,0.69,3.11,0.00,0.00,12.33,5.13,0.65,2.90,0.012,0.053,77,0.380,0.917,0.064,0.000,0.019,10982,7179,2,0.681,0.285,0.000,46311,0.148,0.094,0.002,40.96
330000,321,3.271,0.117,12.72,21742,7265,167,13753,597,164,410209.1,21614.9,0.022,0.165,0.293,0.219,0.301,4323,42.47,14.35,28.60,11.99,1.36,4.19,0.03,0.50,12.49,3.41,1.31,4.07,0.023,0.070,85,0.159,0.879,0.100,0.000,0.022,8407,4625,3,0.489,0.125,0.003,25869,0.190,0.093,0.001,40.96
340000,285,3.338,0.148,11.72,33417,7279,69,25035,1070,362,410265.5,40902.3,0.016,0.457,0.172,0.198,0.157,2548,40.51,26.41,21.77,19.34,3.73,7.17,0.12,1.43,14.89,6.22,3.61,7.10,0.064,0.121,75,0.182,0.772,0.186,0.000,0.042,13996,8893,3,0.365,0.147,0.011,117589,0.114,0.119,0.010,40.95
350000,258,3.785,0.142,12.16,26373,5913,40,19833,614,446,410264.8,35859.5,0.017,0.265,0.165,0.394,0.160,3908,50.51,16.47,31.55,15.97,1.62,5.98,0.01,0.12,17.33,4.07,1.29,4.68,0.026,0.096,67,0.105,0.919,0.074,0.000,0.008,9921,6357,2,0.430,0.504,0.004,33632,0.157,0.115,0.008,40.96
360000,225,3.972,0.165,11.95,22185,6110,99,15398,611,286,410601.6,28665.3,0.011,0.256,0.216,0.314,0.202,5375,56.45,10.86,35.17,12.43,4.31,9.64,0.00,0.00,16.97,3.26,3.29,7.41,0.071,0.160,46,0.169,0.831,0.160,0.000,0.009,6943,3580,4,0.293,0.369,0.000,38422,0.137,0.132,0.020,40.96
370000,218,4.255,0.172,12.29,26349,6190,45,19200,921,217,410100.7,34411.4,0.010,0.276,0.187,0.332,0.195,4493,58.39,15.73,34.26,15.54,8.06,10.93,0.01,0.20,16.06,2.46,7.98,10.91,0.127,0.171,30,0.339,0.683,0.307,0.000,0.009,10272,6817,3,0.495,0.142,0.005,66076,0.121,0.135,0.025,40.95
380000,250,4.046,0.161,11.86,20782,5492,125,14433,700,135,410285.6,25525.2,0.017,0.336,0.208,0.251,0.188,5231,54.87,18.83,35.70,17.10,2.90,7.61,0.01,0.13,16.26,4.54,2.90,7.61,0.045,0.119,51,0.248,0.876,0.112,0.000,0.012,7131,4282,3,0.464,0.160,0.004,26474,0.096,0.126,0.016,40.96
390000,244,4.166,0.164,12.00,23660,5253,133,17046,1234,159,410442.3,30528.6,0.014,0.356,0.201,0.276,0.154,4931,54.11,19.85,35.23,17.79,2.91,7.64,0.15,1.13,15.82,4.35,2.71,7.14,0.045,0.120,51,0.246,0.857,0.131,0.000,0.012,8856,5531,3,0.508,0.189,0.033,24727,0.124,0.131,0.017,40.96
400000,228,4.257,0.167,12.15,18366,5564,121,12253,444,138,410207.7,24438.4,0.015,0.333,0.233,0.213,0.205,6405,60.10,11.91,39.76,12.96,3.84,8.57,0.00,0.00,16.49,3.68,3.66,8.26,0.063,0.145,32,0.259,0.842,0.145,0.000,0.013,5789,3093,3,0.500,0.044,0.000,12045,0.130,0.134,0.025,40.96
410000,214,4.011,0.188,12.01,23254,5942,126,16253,947,150,409953.8,28259.1,0.022,0.400,0.166,0.242,0.169,5165,58.05,16.40,34.97,14.95,7.42,10.75,0.00,0.00,15.66,4.07,7.42,10.75,0.116,0.168,22,0.346,0.696,0.290,0.000,0.014,8656,5610,3,0.435,0.145,0.000,18738,0.133,0.149,0.042,40.96
420000,225,4.064,0.158,12.29,23602,5867,84,16944,696,139,410424.7,30135.0,0.016,0.375,0.147,0.301,0.161,5187,58.48,15.23,37.16,15.21,4.71,9.28,0.00,0.00,16.60,2.88,4.70,9.28,0.074,0.145,27,0.307,0.800,0.187,0.000,0.013,9355,6303,4,0.436,0.027,0.000,81432,0.169,0.124,0.017,40.96
430000,211,4.580,0.162,12.27,20505,5686,140,14053,640,128,410100.8,26829.9,0.016,0.359,0.195,0.236,0.193,5479,59.46,13.65,38.05,14.07,4.74,9.22,0.00,0.00,16.67,4.27,4.74,9.22,0.074,0.144,27,0.346,0.758,0.204,0.000,0.038,6610,3699,3,0.374,0.128,0.000,11916,0.182,0.123,0.015,40.96
440000,271,3.488,0.150,11.04,27961,5598,112,21515,676,161,409961.1,35867.2,0.012,0.328,0.177,0.302,0.182,4137,45.49,25.14,25.87,20.14,5.18,9.61,0.00,0.00,14.45,3.96,5.18,9.61,0.081,0.150,33,0.225,0.775,0.199,0.000,0.026,11429,7493,4,0.339,0.125,0.000,2446,0.149,0.124,0.013,40.96
450000,216,4.361,0.153,11.92,23881,5369,130,17681,756,172,410236.1,32165.4,0.011,0.334,0.187,0.259,0.209,5524,62.59,6.70,43.68,8.20,2.13,6.67,0.00,0.00,16.78,2.04,2.13,6.67,0.033,0.104,25,0.477,0.931,0.065,0.000,0.005,7724,4347,3,0.222,0.671,0.000,1613,0.133,0.115,0.007,40.96
460000,207,4.485,0.196,12.11,26020,6353,78,18473,1125,170,410088.4,32822.2,0.012,0.359,0.162,0.265,0.202,5164,58.89,14.95,31.97,14.56,10.53,11.57,0.14,1.94,16.26,3.59,10.40,11.39,0.165,0.181,24,0.444,0.589,0.382,0.000,0.029,9077,6382,2,0.459,0.101,0.005,22813,0.096,0.153,0.043,40.96
470000,244,3.932,0.160,11.80,23422,6079,108,16649,549,138,410600.8,28468.0,0.016,0.326,0.165,0.269,0.224,5074,55.14,19.40,37.24,16.32,2.15,6.58,0.02,0.38,15.72,5.15,2.12,6.51,0.034,0.103,40,0.553,0.881,0.086,0.000,0.033,7988,4992,2,0.910,0.000,0.004,79947,0.142,0.127,0.016,40.96
480000,244,4.065,0.147,11.84,16817,6087,132,10102,496,118,410143.7,18884.3,0.013,0.270,0.220,0.197,0.301,7462,53.43,14.39,34.43,12.17,1.26,5.40,0.12,1.85,17.63,6.46,0.91,3.89,0.021,0.089,62,0.197,0.910,0.057,0.000,0.033,5168,2764,2,0.922,0.029,0.008,6833,0.133,0.119,0.011,40.96
490000,267,3.629,0.146,11.46,18273,6342,75,11350,483,139,410660.7,22487.9,0.012,0.305,0.226,0.194,0.262,5906,49.77,21.88,27.83,17.93,4.44,9.89,0.00,0.00,17.49,7.02,3.01,6.70,0.073,0.165,70,0.165,0.839,0.150,0.000,0.011,6143,3406,4,0.431,0.191,0.000,4205,0.132,0.120,0.012,40.96
500000,235,3.933,0.143,11.18,20209,6277,53,13482,429,175,410626.4,26643.5,0.013,0.319,0.209,0.230,0.228,5610,56.84,3.99,35.48,7.50,3.43,8.57,0.00,0.00,17.93,3.25,2.48,6.17,0.056,0.140,51,0.272,0.826,0.153,0.000,0.021,6646,3772,3,0.549,0.000,0.000,29420,0.098,0.115,0.010,40.96
510000,279,3.625,0.131,11.03,17544,6472,100,10618,310,174,410763.1,22737.8,0.010,0.318,0.236,0.206,0.230,6941,48.02,19.69,30.02,16.62,1.83,6.42,0.07,1.08,16.10,6.48,1.34,4.90,0.030,0.105,70,0.265,0.903,0.065,0.000,0.032,5854,3226,5,0.581,0.000,0.007,31758,0.065,0.105,0.001,40.96
520000,228,4.049,0.159,11.12,17631,5878,93,11266,445,197,409843.8,24304.5,0.014,0.299,0.217,0.229,0.241,6741,59.24,13.22,37.73,13.08,2.83,7.73,0.00,0.00,18.68,4.63,2.29,6.27,0.046,0.125,36,0.469,0.890,0.088,0.000,0.022,5760,3235,3,0.632,0.114,0.000,22879,0.155,0.125,0.012,40.96
530000,199,4.756,0.192,11.40,14260,5018,98,8858,315,181,410690.6,22943.7,0.008,0.291,0.240,0.262,0.199,8184,55.47,5.49,23.23,9.66,16.22,11.25,0.05,0.51,15.97,3.71,10.80,7.52,0.276,0.191,31,0.332,0.573,0.397,0.000,0.030,3952,2287,2,0.759,0.085,0.010,28465,0.098,0.148,0.038,40.96
540000,220,4.621,0.160,11.10,23418,5990,39,16823,545,304,410807.0,30686.0,0.018,0.194,0.125,0.504,0.160,5450,60.58,5.72,38.51,9.44,3.34,7.84,0.16,1.49,18.57,3.65,3.10,7.28,0.052,0.123,53,0.364,0.855,0.118,0.000,0.027,8422,5915,2,0.323,0.509,0.027,60529,0.137,0.131,0.021,40.96
550000,230,4.064,0.158,11.02,30780,7538,46,21746,1440,213,410219.4,33382.6,0.020,0.132,0.192,0.530,0.126,3391,60.16,5.79,41.26,7.31,1.09,4.93,0.04,0.44,17.77,4.21,0.89,4.19,0.017,0.078,46,0.274,0.939,0.043,0.000,0.017,15261,11694,3,0.565,0.000,0.009,17780,0.118,0.126,0.018,40.96
560000,262,3.735,0.138,10.96,25054,7387,81,16715,839,140,410214.8,27754.3,0.019,0.198,0.218,0.349,0.216,4712,49.40,17.20,29.56,15.68,4.00,9.35,0.02,0.31,15.81,4.50,2.63,6.12,0.066,0.153,76,0.172,0.840,0.130,0.000,0.031,9606,6158,3,0.405,0.206,0.004,40602,0.138,0.114,0.009,40.96
570000,223,4.287,0.166,11.80,28135,7128,65,19955,1026,287,410108.0,35823.2,0.025,0.187,0.256,0.296,0.237,4326,54.88,11.84,32.85,13.06,5.08,9.08,0.04,0.53,16.91,6.83,4.99,8.91,0.079,0.142,45,0.377,0.776,0.184,0.000,0.040,10645,6464,2,0.673,0.067,0.004,24857,0.139,0.131,0.021,40.95
580000,252,3.868,0.143,11.42,16357,6246,111,9512,459,101,410319.0,20360.7,0.014,0.291,0.295,0.133,0.267,7212,52.34,17.74,34.07,14.33,2.29,6.18,0.00,0.00,15.98,5.17,2.22,6.01,0.037,0.097,52,0.206,0.813,0.155,0.004,0.028,5188,3126,3,0.710,0.107,0.000,6922,0.188,0.113,0.007,40.96
590000,268,3.687,0.135,11.40,16400,5886,107,10178,213,111,410291.6,22871.6,0.010,0.265,0.320,0.158,0.247,7833,48.72,19.79,30.24,16.62,2.68,6.92,0.05,0.79,15.74,5.17,2.57,6.60,0.042,0.108,85,0.131,0.795,0.179,0.000,0.026,4938,2725,3,0.590,0.198,0.007,8097,0.165,0.115,0.012,40.95
600000,230,4.283,0.156,11.67,17316,5918,66,11049,321,236,410445.2,24725.7,0.010,0.264,0.271,0.173,0.283,6731,60.56,8.00,41.68,8.56,1.46,4.79,0.03,0.18,17.40,4.32,1.44,4.71,0.023,0.075,62,0.296,0.839,0.148,0.000,0.013,5356,2838,4,0.574,0.000,0.022,48560,0.178,0.122,0.011,40.96
610000,292,3.205,0.154,10.84,16255,5316,110,10436,331,166,410091.8,23265.7,0.010,0.208,0.264,0.167,0.350,7504,41.68,22.70,21.56,18.61,4.02,7.95,0.04,0.49,16.07,5.89,3.92,7.84,0.063,0.124,69,0.195,0.736,0.209,0.000,0.055,5266,2944,4,0.589,0.140,0.007,91367,0.125,0.136,0.023,40.96
620000,266,3.644,0.157,11.07,26177,5961,99,19361,782,160,410190.6,31915.6,0.019,0.136,0.347,0.153,0.346,4909,47.77,21.61,28.24,16.62,4.59,8.32,0.08,0.88,14.86,5.54,4.58,8.33,0.073,0.131,63,0.184,0.703,0.263,0.000,0.034,10694,7266,4,0.214,0.320,0.008,17412,0.189,0.131,0.020,40.96
630000,237,4.082,0.155,12.12,21791,5008,88,16533,191,185,409316.5,33336.4,0.013,0.128,0.382,0.155,0.322,6152,54.62,15.24,34.65,13.93,3.39,6.96,0.09,0.99,16.49,3.81,3.32,6.91,0.053,0.109,53,0.190,0.713,0.274,0.000,0.013,7134,3973,5,0.274,0.000,0.013,23448,0.120,0.121,0.009,40.96
640000,269,3.804,0.178,11.80,24680,4627,104,19689,228,211,409333.9,37939.4,0.014,0.109,0.399,0.147,0.331,4969,46.09,21.24,23.77,14.97,7.64,10.40,0.01,0.09,14.68,5.00,7.53,10.30,0.123,0.171,72,0.197,0.714,0.238,0.000,0.048,7747,4224,5,0.368,0.000,0.007,17172,0.148,0.156,0.042,40.96
650000,250,3.816,0.154,11.79,27255,5898,73,20843,460,203,409168.2,37000.0,0.012,0.110,0.328,0.132,0.418,4846,51.42,16.85,32.08,15.45,3.51,7.64,0.00,0.00,15.83,3.21,3.51,7.64,0.055,0.119,49,0.468,0.760,0.200,0.000,0.040,9033,5523,2,0.576,0.196,0.000,28391,0.155,0.125,0.017,40.96
660000,232,3.903,0.162,11.40,24091,5543,129,18091,346,171,410048.8,32421.3,0.022,0.150,0.328,0.123,0.376,5640,53.61,15.61,32.98,14.50,4.54,8.01,0.07,0.86,16.03,5.69,4.53,8.01,0.073,0.126,50,0.211,0.647,0.332,0.000,0.022,8024,4944,3,0.629,0.000,0.017,26217,0.214,0.127,0.017,40.96
670000,290,3.537,0.138,10.58,23938,5176,105,18381,218,419,410232.6,34923.5,0.025,0.149,0.337,0.130,0.359,5856,44.90,21.10,25.98,16.53,5.55,8.99,0.01,0.19,13.36,4.35,5.04,8.82,0.099,0.154,62,0.228,0.700,0.262,0.000,0.038,7963,4663,3,0.403,0.000,0.007,21414,0.187,0.112,0.008,40.92
680000,259,3.772,0.176,11.82,17462,5286,151,11885,171,222,409959.6,23081.6,0.025,0.195,0.341,0.121,0.317,7492,49.73,20.28,29.12,17.01,6.10,10.03,0.00,0.06,14.50,4.37,5.76,9.45,0.095,0.157,40,0.247,0.683,0.286,0.000,0.031,6093,3719,2,0.259,0.533,0.004,25821,0.165,0.157,0.047,40.96
690000,282,3.553,0.150,11.52,30844,6003,124,23802,892,196,409782.6,42332.0,0.013,0.136,0.344,0.088,0.419,3698,45.96,19.84,26.77,16.32,4.72,8.97,0.08,0.76,14.40,4.66,4.53,8.58,0.074,0.140,62,0.191,0.652,0.309,0.000,0.039,12895,9255,4,0.387,0.000,0.014,36847,0.184,0.125,0.016,40.96
700000,274,3.471,0.161,11.00,31812,5096,139,25651,934,232,407961.4,42062.4,0.019,0.137,0.386,0.102,0.356,4260,44.05,23.87,26.08,18.14,5.09,9.10,0.02,0.30,12.85,4.29,4.83,8.67,0.081,0.144,42,0.201,0.620,0.358,0.000,0.022,13680,10051,4,0.350,0.000,0.004,16257,0.182,0.129,0.018,40.96
710000,225,4.269,0.153,11.06,24248,5850,140,17888,419,288,408451.1,33130.1,0.020,0.155,0.407,0.105,0.312,5817,58.32,8.27,39.72,9.42,2.54,6.47,0.01,0.13,16.05,3.13,2.46,6.26,0.041,0.101,30,0.364,0.880,0.111,0.000,0.009,9433,6305,4,0.418,0.000,0.004,25279,0.153,0.120,0.012,40.96
720000,248,4.005,0.151,11.20,24614,6155,140,17853,443,638,408371.2,35628.4,0.020,0.146,0.381,0.097,0.356,6298,53.64,16.71,32.16,14.60,5.90,9.65,0.04,0.39,15.53,3.94,5.65,9.20,0.092,0.151,33,0.226,0.669,0.306,0.000,0.024,8986,5483,4,0.262,0.129,0.012,14795,0.188,0.123,0.018,40.96
730000,293,3.353,0.124,10.29,31722,5967,102,25005,603,793,408295.1,41973.1,0.022,0.117,0.366,0.103,0.391,5276,39.80,23.05,21.04,18.96,3.75,8.32,0.13,1.01,14.87,5.71,2.83,6.63,0.066,0.150,71,0.280,0.676,0.297,0.000,0.027,12490,8655,4,0.474,0.000,0.024,8038,0.197,0.099,0.001,40.96
