step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,63,27.8,15.0,1.0,19.9,14.2,16
6000,1,91,24.7,17.1,0.1,21.6,16.7,6
7000,1,93,23.7,18.4,0.0,21.9,17.8,3
8000,4,84,36.5,0.4,0.0,25.2,0.0,20
8000,1,63,24.9,17.3,0.5,21.3,17.3,5
9000,4,77,37.2,0.0,0.0,20.3,0.0,36
9000,1,70,25.6,16.2,0.1,21.8,16.2,8
10000,1,83,25.3,16.6,0.3,21.5,16.4,10
10000,4,66,37.8,0.0,0.0,22.4,0.0,31
11000,4,79,38.0,0.2,0.0,21.0,0.2,34
11000,1,71,24.6,17.4,0.0,22.0,17.4,3
12000,1,82,24.8,17.4,0.0,21.8,17.4,4
12000,4,58,39.4,0.1,0.0,21.9,0.1,23
13000,1,59,25.7,16.6,0.2,21.5,16.6,6
13000,4,46,38.9,0.1,0.0,21.2,0.1,19
14000,4,45,38.5,0.8,0.0,21.8,0.8,16
14000,1,42,27.1,15.9,0.5,20.5,15.6,8
15000,1,57,25.6,16.7,0.0,21.7,16.6,7
15000,4,26,42.5,0.0,0.0,21.4,0.0,8
16000,1,77,26.0,16.2,0.1,21.6,16.2,7
16000,4,30,41.5,0.0,0.0,22.5,0.0,7
16000,13,6,40.2,0.0,0.0,23.8,0.0,3
17000,1,38,24.0,18.0,0.0,22.0,18.0,1
17000,4,19,42.8,0.0,0.2,21.0,0.0,10
18000,15,169,37.5,0.0,1.3,23.5,0.0,72
18000,1,12,22.8,18.2,0.0,22.9,17.3,2
19000,15,62,41.8,0.0,0.0,20.9,0.0,19
19000,1,44,20.5,23.5,2.0,17.9,19.6,2
20000,15,98,41.3,0.0,0.0,20.0,0.0,42
20000,1,21,20.1,24.3,2.0,17.6,20.0,2
21000,15,56,40.6,0.0,0.0,20.7,0.0,23
21000,1,32,20.8,24.0,1.9,17.3,19.9,3
21000,17,8,42.0,0.0,0.0,22.0,0.0,3
22000,18,32,42.8,0.0,0.3,20.9,0.0,13
22000,1,19,20.0,23.5,2.2,18.4,19.7,2
22000,15,5,40.2,0.0,0.0,23.8,0.0,2
23000,20,52,39.9,0.0,4.8,18.3,0.0,13
23000,18,24,37.5,0.0,1.1,25.5,0.0,7
23000,1,21,18.6,24.1,2.9,18.4,18.6,3
24000,1,33,20.0,24.1,2.1,17.8,20.0,2
24000,20,28,42.8,0.0,4.2,16.5,0.0,13
24000,18,24,41.7,0.0,0.5,21.9,0.0,8
25000,23,162,8.7,0.0,0.3,24.2,0.0,93
25000,20,27,40.6,0.0,4.0,18.2,0.0,7
25000,18,10,41.5,0.0,0.4,21.8,0.0,5
26000,23,81,16.3,0.0,0.2,15.6,0.0,48
27000,23,175,27.7,0.7,0.5,19.8,0.6,99
28000,23,45,28.0,0.1,0.1,20.9,0.1,21
29000,23,34,27.3,0.7,0.3,16.1,0.7,22
30000,23,37,13.7,0.0,0.2,18.2,0.0,16
31000,23,35,31.7,0.0,0.0,17.5,0.0,14
31000,38,28,31.4,0.0,0.5,31.6,0.0,7
32000,38,106,32.1,0.0,0.3,30.6,0.0,31
32000,42,36,29.1,0.0,0.6,25.9,0.0,14
32000,23,5,41.0,0.0,0.0,20.0,0.0,2
33000,38,85,30.0,0.0,0.6,31.8,0.0,33
33000,42,71,23.2,0.0,0.2,25.7,0.0,31
34000,38,29,25.3,0.0,3.3,26.0,0.0,16
35000,38,157,34.7,0.0,0.1,28.6,0.0,37
35000,46,48,35.3,9.6,0.1,19.0,9.6,14
36000,38,112,24.6,0.0,0.5,27.2,0.0,55
36000,46,52,29.7,16.6,0.1,17.6,16.5,9
37000,38,181,38.4,0.0,0.9,22.6,0.0,53
37000,46,16,26.0,20.0,0.0,18.0,20.0,1
38000,38,197,31.8,0.0,0.6,22.2,0.0,61
38000,46,31,27.4,18.7,0.0,17.9,16.5,4
39000,38,351,6.3,0.2,0.5,15.3,0.2,122
39000,55,350,0.1,0.0,0.0,6.4,0.0,79
39000,46,18,22.2,17.8,0.0,19.1,15.1,5
40000,38,192,26.8,0.0,0.7,24.2,0.0,78
40000,55,42,0.4,0.0,0.0,3.0,0.0,9
40000,46,37,32.0,10.4,0.0,21.6,10.2,17
41000,38,244,21.5,0.0,0.2,21.2,0.0,70
41000,46,41,32.6,10.1,0.0,21.2,10.1,13
41000,55,28,0.0,0.0,0.0,2.3,0.0,6
42000,38,201,33.4,0.1,0.8,26.3,0.1,69
42000,55,88,0.0,0.0,0.0,2.1,0.0,10
42000,46,16,25.9,14.9,0.0,23.2,12.3,6
43000,38,175,27.1,0.3,0.4,25.4,0.1,65
43000,46,49,29.7,15.5,0.2,18.7,15.0,14
43000,55,26,0.0,0.0,0.0,2.5,0.0,5
44000,38,78,40.2,0.0,0.5,23.0,0.0,18
44000,46,54,28.5,17.8,0.0,17.7,17.8,6
44000,55,28,0.0,0.0,0.1,1.9,0.0,4
