step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,3,1953,43.9,0.2,0.1,19.8,0.2,121
5000,6,638,44.6,0.0,0.1,19.2,0.0,60
5000,1,404,2.0,1.2,0.1,10.5,0.2,122
5000,8,314,44.7,0.0,0.0,19.3,0.0,29
5000,19,7,44.6,0.0,0.0,19.4,0.0,2
6000,3,1490,44.3,0.6,0.0,19.0,0.6,84
6000,6,609,44.8,0.0,0.0,19.1,0.0,54
6000,1,449,6.6,2.5,0.1,12.1,0.5,211
6000,8,407,44.9,0.0,0.0,19.1,0.0,37
7000,3,1480,44.5,0.8,0.1,18.6,0.7,104
7000,6,638,44.7,0.0,0.0,19.2,0.0,55
7000,8,594,44.6,0.0,0.0,19.3,0.0,48
7000,1,76,6.8,3.7,0.0,14.4,1.0,30
7000,19,11,45.3,0.0,0.0,18.7,0.0,3
7000,29,10,45.7,0.0,0.0,18.3,0.0,4
8000,3,678,45.4,0.5,0.1,18.0,0.5,71
8000,8,447,45.0,0.0,0.1,18.9,0.0,60
8000,6,327,45.0,0.0,0.0,18.8,0.0,46
8000,29,10,45.1,0.0,0.0,18.9,0.0,4
9000,3,1538,46.5,0.1,0.1,17.3,0.1,88
9000,8,888,46.8,0.0,0.0,17.2,0.0,65
9000,6,379,45.9,0.1,0.1,17.6,0.0,54
9000,36,294,25.2,18.7,0.0,20.0,17.7,10
9000,29,42,45.2,0.0,0.1,18.6,0.0,11
10000,3,1953,46.1,0.1,0.1,17.6,0.1,114
10000,8,741,46.1,0.0,0.0,17.9,0.0,68
10000,6,335,45.9,0.0,0.1,17.9,0.0,45
10000,36,213,21.7,17.5,0.1,19.9,16.0,24
10000,29,43,44.7,0.2,0.0,18.5,0.2,10
11000,3,1669,46.6,0.5,0.0,16.8,0.5,87
11000,8,550,46.5,0.0,0.0,17.5,0.0,44
11000,36,547,21.6,18.7,0.1,19.6,17.5,41
11000,6,162,46.3,0.0,0.1,17.4,0.0,25
11000,29,11,45.4,0.0,0.0,18.6,0.0,4
12000,3,1722,46.7,0.3,0.1,16.9,0.3,76
12000,8,758,46.4,0.0,0.0,17.5,0.0,49
12000,36,380,23.5,20.2,0.1,20.0,18.9,24
12000,6,118,46.1,0.3,0.0,17.3,0.0,19
13000,3,1186,46.8,0.0,0.1,17.2,0.0,48
13000,8,1115,46.1,0.0,0.0,17.8,0.0,68
13000,36,529,23.2,20.6,0.0,20.0,19.3,25
13000,45,82,26.9,20.0,0.0,17.0,18.5,11
13000,6,70,46.7,0.0,0.1,17.2,0.0,16
14000,8,1449,46.2,0.0,0.0,17.8,0.0,90
14000,3,1085,46.5,0.5,0.1,17.0,0.5,63
14000,36,580,23.1,20.8,0.0,19.9,19.4,26
14000,6,33,46.2,0.0,0.0,17.8,0.0,5
14000,45,33,32.3,14.5,0.0,17.3,13.9,9
15000,8,1497,46.0,0.0,0.0,17.9,0.0,101
15000,3,878,46.3,0.7,0.1,16.9,0.7,61
15000,36,770,23.7,20.0,0.0,20.0,19.0,32
15000,6,28,45.3,0.1,0.1,18.4,0.1,9
15000,45,27,30.4,16.6,0.0,17.0,16.2,7
16000,8,1661,45.8,0.0,0.0,18.2,0.0,119
16000,36,772,23.4,20.5,0.0,19.9,19.1,41
16000,3,676,45.8,0.9,0.0,17.3,0.9,69
16000,45,32,27.8,19.3,0.4,16.5,19.1,8
16000,6,11,45.3,0.1,1.3,17.4,0.1,5
17000,8,1762,45.9,0.0,0.0,18.0,0.0,122
17000,36,739,24.5,19.5,0.0,19.9,18.5,31
17000,3,572,46.0,1.1,0.0,16.9,1.0,46
17000,62,274,7.8,1.0,0.3,10.0,0.4,86
17000,45,53,25.4,22.7,0.0,15.9,22.5,3
18000,8,1675,45.9,0.0,0.0,18.1,0.0,96
18000,36,889,24.7,19.4,0.0,19.8,18.3,51
18000,62,633,6.9,0.7,0.4,11.4,0.2,168
18000,3,207,45.7,2.1,0.0,16.2,2.1,15
