step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
290000,210,4.585,0.082,12.43,17681,13317,0,4401,4,465,403742.3,14575.1,0.017,0.359,0.278,0.156,0.190,4201,62.28,2.03,34.41,8.87,6.80,8.30,1.28,1.88,19.80,3.50,6.80,8.30,0.110,0.134,42,0.348,0.819,0.167,0.000,0.014,11755,7295,2,0.633,0.000,0.357,790315,0.175,0.131,0.021,40.51
300000,281,3.594,0.060,12.59,20343,16471,0,3763,38,307,404948.8,10214.6,0.014,0.320,0.247,0.186,0.233,3895,48.31,8.21,25.16,9.44,0.90,2.22,2.23,3.39,20.03,6.52,0.17,0.81,0.022,0.075,106,0.139,0.954,0.025,0.000,0.021,13409,7179,1,0.559,0.441,0.359,935878,0.203,0.112,0.012,40.52
310000,218,4.329,0.102,13.94,21490,15197,1,6331,24,511,400205.9,18870.8,0.016,0.285,0.184,0.247,0.268,3527,61.01,4.07,38.17,7.59,3.45,7.40,0.15,0.75,19.24,5.36,3.08,6.46,0.057,0.119,44,0.220,0.899,0.078,0.000,0.023,13601,6351,3,0.665,0.000,0.037,854315,0.202,0.176,0.052,40.22
320000,196,4.504,0.097,13.13,19758,14676,1,5052,51,184,397342.2,16552.6,0.018,0.342,0.232,0.194,0.215,3707,63.94,0.54,37.93,9.38,4.53,9.07,0.04,0.24,21.44,3.35,3.95,7.89,0.071,0.142,40,0.199,0.888,0.102,0.000,0.010,11534,6320,1,0.194,0.806,0.031,55861,0.148,0.172,0.046,39.81
330000,208,4.436,0.091,13.23,17141,13117,0,4012,0,63,399872.5,14215.8,0.015,0.269,0.242,0.234,0.240,4398,63.86,1.51,37.30,9.60,4.91,9.47,0.01,0.14,21.64,3.31,4.18,8.09,0.077,0.149,33,0.236,0.870,0.111,0.000,0.019,10992,6377,2,0.385,0.404,0.005,8724,0.183,0.158,0.033,40.10
340000,211,4.437,0.087,13.55,17115,12930,0,4182,0,101,402040.7,14793.6,0.036,0.297,0.250,0.202,0.215,4698,63.84,1.06,37.38,9.86,4.73,9.38,0.00,0.00,21.73,3.71,4.00,7.98,0.074,0.147,32,0.223,0.863,0.118,0.000,0.019,11129,5484,3,0.299,0.275,0.000,6792,0.201,0.142,0.022,40.28
350000,215,4.574,0.085,13.47,16292,12480,1,3805,2,65,402114.2,13417.9,0.053,0.291,0.254,0.197,0.205,4621,63.65,2.68,38.67,10.25,4.20,8.86,0.05,0.75,20.73,4.59,3.65,7.70,0.066,0.138,52,0.181,0.842,0.116,0.000,0.042,10442,5107,3,0.586,0.037,0.005,10182,0.204,0.141,0.023,40.33
360000,211,4.700,0.077,14.70,15608,11950,2,3651,9,78,403861.8,12785.7,0.041,0.260,0.221,0.219,0.259,4462,63.99,0.14,39.61,8.20,2.58,7.18,0.00,0.00,21.80,4.78,2.26,6.25,0.040,0.112,39,0.308,0.919,0.062,0.000,0.019,10108,4665,2,0.725,0.156,0.000,16700,0.187,0.132,0.020,40.42
370000,216,4.653,0.075,14.43,15412,11668,9,3728,2,50,404327.6,13233.8,0.015,0.247,0.216,0.232,0.290,4332,63.95,0.58,40.54,6.64,1.68,5.74,0.00,0.00,21.73,3.24,1.62,5.55,0.026,0.090,37,0.602,0.921,0.046,0.000,0.032,10200,5784,3,0.560,0.315,0.000,26994,0.171,0.131,0.024,40.50
380000,214,4.452,0.077,14.42,15447,11678,5,3765,1,49,404168.7,13243.9,0.017,0.245,0.223,0.230,0.285,4472,63.69,2.17,40.97,6.69,0.79,3.98,0.16,1.08,21.78,4.99,0.79,3.98,0.012,0.062,46,0.206,0.939,0.033,0.000,0.028,10334,5320,3,0.589,0.000,0.028,20401,0.192,0.135,0.025,40.52
390000,213,4.363,0.082,14.30,15416,11500,4,3913,0,45,404433.0,13707.6,0.016,0.245,0.222,0.232,0.285,4377,63.68,1.76,41.33,7.16,1.77,5.81,0.03,0.41,20.55,4.22,1.76,5.80,0.028,0.091,42,0.207,0.915,0.052,0.000,0.033,10209,5845,3,0.742,0.000,0.005,18998,0.172,0.150,0.032,40.53
400000,225,4.350,0.075,14.38,15436,11573,7,3844,0,55,404296.7,13464.3,0.016,0.248,0.221,0.232,0.284,4723,63.77,1.39,39.77,7.96,2.43,6.71,0.08,0.74,21.49,3.95,2.43,6.71,0.038,0.105,39,0.227,0.911,0.067,0.000,0.022,10251,4846,3,0.667,0.000,0.013,22657,0.182,0.127,0.015,40.53
410000,209,4.707,0.079,14.46,15487,11463,5,4035,0,52,403908.3,14249.4,0.013,0.246,0.227,0.232,0.282,4547,63.95,0.51,40.30,7.18,2.07,6.22,0.14,1.30,21.43,3.22,2.07,6.22,0.032,0.097,41,0.206,0.909,0.057,0.000,0.033,10269,5378,3,0.589,0.000,0.014,21009,0.198,0.138,0.026,40.49
420000,201,4.643,0.091,14.48,16146,11039,4,5111,0,83,400430.6,18495.6,0.012,0.238,0.232,0.233,0.285,4629,63.98,0.29,40.20,11.13,5.80,9.97,0.13,1.50,17.85,3.84,5.55,9.54,0.091,0.156,47,0.244,0.861,0.109,0.000,0.030,10667,5830,2,0.746,0.000,0.015,39413,0.162,0.160,0.037,40.09
430000,206,4.738,0.087,14.83,14403,10558,7,3830,3,42,403094.6,13706.2,0.014,0.259,0.226,0.231,0.271,4562,63.93,0.73,42.98,7.59,2.20,6.73,0.03,0.31,18.72,3.41,2.11,6.45,0.034,0.105,38,0.223,0.908,0.073,0.000,0.019,9767,6570,2,0.903,0.000,0.010,17804,0.163,0.150,0.031,40.31
440000,201,4.495,0.106,13.97,17631,12185,10,5402,39,95,402896.2,17768.5,0.008,0.243,0.209,0.241,0.299,4029,63.42,2.83,36.50,8.23,6.91,9.41,0.56,1.56,19.46,5.57,6.91,9.41,0.108,0.147,41,0.328,0.761,0.184,0.000,0.055,11435,6104,1,0.045,0.955,0.249,318527,0.154,0.193,0.062,40.32
450000,206,4.670,0.091,14.59,15862,10496,15,5341,5,120,401379.2,19337.9,0.013,0.230,0.276,0.219,0.262,4625,63.77,2.21,44.37,7.76,2.80,7.70,0.01,0.16,16.59,2.76,2.68,7.38,0.044,0.120,25,0.617,0.893,0.078,0.000,0.029,10376,6223,2,0.825,0.058,0.010,102770,0.146,0.153,0.034,40.00
460000,208,4.744,0.085,14.86,13700,9707,24,3967,0,84,403502.5,14180.5,0.009,0.207,0.238,0.248,0.298,4796,63.97,0.37,43.11,8.63,2.77,7.67,0.14,1.12,17.95,5.17,2.65,7.35,0.043,0.120,22,0.418,0.913,0.067,0.000,0.019,9238,6237,2,0.885,0.000,0.029,54923,0.180,0.146,0.028,40.17
470000,200,4.655,0.095,14.92,13772,9824,48,3903,5,62,404660.9,13692.8,0.013,0.200,0.224,0.249,0.314,5010,63.94,0.49,44.31,7.08,1.83,6.33,0.04,0.36,17.75,4.17,1.75,6.06,0.029,0.099,25,0.545,0.915,0.065,0.000,0.020,9236,5170,2,0.860,0.060,0.015,33201,0.194,0.163,0.038,40.28
480000,214,4.555,0.069,14.89,15827,12102,22,3665,24,44,403591.8,12635.2,0.022,0.211,0.224,0.228,0.314,4276,63.66,1.77,32.93,11.77,0.01,0.15,2.66,5.68,28.06,8.13,0.01,0.15,0.000,0.002,79,0.341,0.977,0.000,0.000,0.023,10293,5199,2,0.939,0.000,0.290,151279,0.174,0.127,0.018,40.36
490000,206,4.604,0.091,14.34,16333,11503,16,4822,0,88,404120.6,17404.2,0.014,0.219,0.227,0.236,0.304,4483,63.77,2.06,42.29,7.39,2.88,7.42,0.07,0.61,18.53,3.42,2.88,7.42,0.045,0.116,32,0.291,0.888,0.087,0.000,0.024,10705,6193,3,0.553,0.000,0.015,164028,0.187,0.158,0.038,40.36
500000,216,4.579,0.078,14.60,14692,10748,33,3897,4,86,404492.2,13859.3,0.015,0.219,0.232,0.232,0.302,4847,63.87,1.02,41.84,7.10,1.94,6.13,0.43,2.53,19.65,4.32,1.94,6.13,0.030,0.096,40,0.556,0.907,0.065,0.000,0.028,9755,5530,3,0.750,0.000,0.042,70266,0.195,0.130,0.019,40.37
510000,205,4.733,0.081,14.50,14558,10439,35,4094,1,94,405161.9,14481.4,0.014,0.211,0.223,0.243,0.309,5030,63.92,1.12,42.34,7.42,2.19,6.53,0.21,1.37,19.18,3.57,2.19,6.53,0.034,0.102,32,0.376,0.927,0.054,0.000,0.020,9683,5400,3,0.634,0.000,0.044,97365,0.158,0.136,0.021,40.42
520000,208,4.649,0.083,14.48,14309,10420,33,3853,0,83,405907.0,13653.3,0.012,0.210,0.227,0.241,0.309,4953,63.75,2.10,42.03,7.34,2.78,7.47,0.11,0.90,18.83,3.12,2.61,6.98,0.043,0.117,32,0.447,0.913,0.077,0.000,0.010,9547,5092,3,0.663,0.000,0.019,100796,0.183,0.141,0.025,40.43
530000,214,4.675,0.077,14.28,14146,10386,35,3719,0,78,405968.5,13197.1,0.012,0.214,0.227,0.239,0.307,5065,63.99,0.14,41.48,7.05,2.88,7.42,0.25,1.93,19.38,1.99,2.88,7.42,0.045,0.116,22,0.607,0.902,0.084,0.000,0.014,9446,4784,3,0.463,0.014,0.084,96413,0.151,0.129,0.016,40.45
540000,202,4.754,0.086,14.38,14710,10530,15,4177,0,92,405603.2,14880.3,0.012,0.216,0.231,0.238,0.303,5205,64.00,0.00,41.33,7.22,2.67,7.14,0.20,1.32,19.81,3.33,2.67,7.14,0.042,0.112,22,0.708,0.926,0.069,0.000,0.005,9747,4736,3,0.525,0.000,0.030,115785,0.145,0.155,0.037,40.40
550000,210,4.538,0.077,14.33,14598,10672,24,3894,0,70,405114.1,13770.3,0.013,0.222,0.241,0.231,0.294,5490,63.94,0.56,41.80,7.70,2.23,6.71,0.38,2.25,19.53,4.16,2.19,6.57,0.035,0.105,31,0.576,0.933,0.062,0.000,0.005,9742,4550,4,0.462,0.062,0.067,67386,0.193,0.133,0.024,40.39
560000,210,4.672,0.073,14.21,14470,10744,25,3701,0,60,405052.8,13136.5,0.013,0.217,0.233,0.240,0.297,5554,63.98,0.17,42.10,8.23,1.97,6.19,0.38,2.36,19.53,5.32,1.91,6.16,0.031,0.097,33,0.590,0.924,0.067,0.000,0.010,9521,4722,3,0.495,0.000,0.081,89447,0.179,0.126,0.020,40.37
570000,212,4.469,0.078,14.57,15904,12212,15,3673,2,71,404930.6,12746.0,0.015,0.215,0.195,0.250,0.325,5246,63.32,1.92,38.85,7.89,1.28,4.72,1.84,4.32,21.34,5.37,1.28,4.72,0.020,0.074,57,0.184,0.939,0.038,0.000,0.024,10096,4889,2,0.505,0.000,0.387,501174,0.231,0.133,0.021,40.44
580000,226,4.318,0.071,14.49,15170,11691,9,3456,0,75,404670.2,12234.5,0.012,0.224,0.199,0.246,0.318,5275,63.15,5.25,37.28,8.34,0.05,0.80,1.72,3.50,24.10,5.29,0.00,0.00,0.001,0.012,67,0.181,0.973,0.000,0.000,0.027,9393,3966,2,0.836,0.000,0.319,575492,0.197,0.119,0.014,40.49
590000,201,4.611,0.092,13.82,21517,13711,1,7572,258,212,399353.9,19575.3,0.014,0.200,0.187,0.258,0.341,3881,63.65,2.66,41.69,10.10,3.45,8.10,0.42,2.79,18.09,4.52,3.45,8.10,0.054,0.127,33,0.308,0.886,0.104,0.000,0.010,12755,6211,2,0.791,0.060,0.035,409812,0.209,0.161,0.041,39.93
600000,203,4.582,0.102,13.74,16009,10323,5,5660,19,156,401864.1,19081.7,0.012,0.190,0.209,0.258,0.332,5281,63.92,0.84,40.49,10.28,4.97,9.40,0.58,3.17,17.89,3.37,4.97,9.40,0.078,0.147,18,0.453,0.823,0.143,0.000,0.034,9676,5325,3,0.493,0.000,0.039,82823,0.214,0.175,0.050,39.95
610000,210,4.346,0.077,13.52,15369,10752,4,4594,12,104,404474.2,14471.0,0.015,0.188,0.171,0.286,0.339,5573,63.98,0.22,38.23,5.60,2.38,6.31,1.74,2.55,21.64,3.12,2.38,6.31,0.037,0.099,46,0.205,0.914,0.071,0.000,0.014,9481,4724,2,0.652,0.224,0.705,594802,0.183,0.139,0.025,40.39
620000,210,4.647,0.079,13.47,14082,10902,6,3174,0,51,405213.2,11011.9,0.008,0.182,0.166,0.285,0.360,6238,63.93,0.80,37.90,5.59,2.44,6.36,2.21,2.63,21.37,3.04,2.44,6.36,0.038,0.099,32,0.219,0.886,0.100,0.000,0.014,8736,4360,2,0.352,0.519,0.638,1471015,0.157,0.135,0.023,40.55
630000,216,4.390,0.078,14.12,14494,10813,10,3665,0,70,404500.8,12880.1,0.009,0.185,0.175,0.269,0.362,6302,62.12,3.00,38.28,6.75,1.94,5.74,2.10,3.28,19.80,4.41,1.87,5.52,0.031,0.090,55,0.167,0.907,0.069,0.000,0.023,9123,3789,4,0.495,0.000,0.727,1302274,0.173,0.139,0.025,40.51
640000,212,4.497,0.070,14.08,14355,11087,6,3265,1,58,405672.7,11060.3,0.008,0.246,0.205,0.240,0.301,5383,62.73,2.38,38.40,6.43,1.96,5.73,1.94,2.74,20.42,3.90,1.96,5.73,0.031,0.090,53,0.222,0.920,0.066,0.000,0.014,9190,4511,4,0.509,0.000,0.750,1574334,0.166,0.122,0.018,40.63
650000,214,4.373,0.070,14.00,15535,11384,11,4137,1,98,405699.2,14104.4,0.008,0.246,0.207,0.236,0.302,5103,61.11,3.48,37.15,6.27,1.97,5.81,1.73,2.89,20.26,4.67,1.97,5.82,0.031,0.091,49,0.262,0.921,0.075,0.000,0.005,9781,5465,3,0.523,0.000,0.734,1629120,0.122,0.123,0.016,40.61
660000,223,4.410,0.068,14.23,16620,12115,5,4491,0,82,405157.4,15481.3,0.009,0.261,0.220,0.215,0.295,4789,63.35,2.01,38.46,6.82,1.30,4.86,1.99,3.58,21.59,4.23,1.28,4.85,0.020,0.076,44,0.350,0.928,0.049,0.000,0.022,10420,6022,3,0.493,0.000,0.448,1228837,0.135,0.117,0.015,40.56
670000,202,4.955,0.077,14.09,16645,11906,11,4749,0,88,404207.7,16468.1,0.014,0.279,0.241,0.187,0.280,4830,63.90,1.00,40.44,6.27,3.51,7.76,0.86,1.41,19.08,2.28,3.51,7.76,0.055,0.121,28,0.302,0.881,0.119,0.000,0.000,10237,5409,2,0.837,0.000,0.386,921133,0.187,0.126,0.018,40.42
680000,212,4.596,0.082,14.03,16224,12224,4,3982,4,65,405891.2,13772.9,0.021,0.317,0.259,0.155,0.249,5294,63.96,0.46,41.15,5.77,1.31,5.04,2.56,3.86,18.94,3.27,1.31,5.04,0.020,0.079,43,0.410,0.948,0.038,0.000,0.014,10107,4995,2,0.712,0.226,0.599,934166,0.174,0.143,0.027,40.51
690000,219,4.489,0.093,14.21,16618,12072,14,4525,0,87,403861.9,15925.3,0.022,0.303,0.255,0.191,0.229,4944,63.91,1.28,44.24,7.33,1.89,6.26,0.57,3.03,17.22,3.25,1.89,6.26,0.029,0.098,36,0.534,0.913,0.046,0.000,0.041,10224,5967,2,0.922,0.000,0.050,671021,0.208,0.157,0.035,40.36
700000,219,4.307,0.082,14.45,14670,10933,5,3731,1,52,404035.3,13188.4,0.021,0.305,0.263,0.200,0.211,5235,63.67,1.95,43.07,9.06,2.11,6.46,0.46,2.60,18.04,4.44,2.11,6.46,0.033,0.101,40,0.521,0.900,0.073,0.000,0.027,9463,6831,2,0.904,0.000,0.041,55007,0.224,0.139,0.024,40.23
710000,195,4.670,0.088,14.35,13942,10772,10,3184,0,62,404338.5,11243.1,0.022,0.314,0.271,0.194,0.198,5835,63.99,0.10,44.13,5.65,1.22,4.87,0.50,1.97,18.14,3.97,1.22,4.87,0.019,0.076,40,0.231,0.918,0.036,0.000,0.046,8978,5486,2,0.938,0.000,0.287,157472,0.131,0.163,0.040,40.32
720000,209,4.547,0.083,14.31,14249,10659,8,3568,0,59,405511.5,12719.7,0.016,0.294,0.250,0.214,0.226,6069,63.99,0.12,44.24,5.89,1.36,5.30,0.28,0.93,18.10,2.95,1.36,5.30,0.021,0.083,38,0.316,0.943,0.053,0.000,0.005,9162,4430,2,0.488,0.450,0.105,498288,0.103,0.145,0.029,40.38
730000,223,4.313,0.080,14.12,13827,10357,7,3449,0,27,406061.8,12185.9,0.014,0.285,0.244,0.225,0.232,6417,63.84,1.00,43.80,7.85,1.87,6.25,0.34,2.12,17.83,4.55,1.86,6.22,0.029,0.098,36,0.354,0.906,0.072,0.000,0.022,8993,4663,2,0.919,0.000,0.049,77837,0.203,0.137,0.025,40.40
