step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
730000,3895,4.130,0.060,14.11,288294,157256,559,129691,826,3240,6195287.0,304918.0,0.114,0.249,0.230,0.183,0.224,373,55.22,19.52,36.20,17.07,2.59,7.12,0.92,2.29,15.51,4.49,2.54,7.06,0.043,0.116,503,0.100,0.887,0.095,0.000,0.017,196604,82059,10,0.207,0.119,0.436,17172923,0.183,0.120,0.015,648.80
740000,4021,4.046,0.061,14.02,307532,156355,517,149109,1425,2779,6118622.0,321415.3,0.092,0.252,0.237,0.191,0.228,361,53.72,20.49,35.10,17.36,2.57,6.97,0.95,2.50,15.10,4.66,2.43,6.83,0.045,0.118,644,0.098,0.869,0.109,0.000,0.021,202182,84542,9,0.206,0.158,0.407,17243375,0.187,0.120,0.015,649.73
750000,4260,3.901,0.057,14.06,339882,163753,453,173583,1854,3029,6094750.0,347944.3,0.116,0.249,0.233,0.184,0.218,307,50.55,22.62,32.75,18.80,1.93,6.23,1.18,3.80,14.69,5.22,1.83,6.05,0.033,0.104,751,0.120,0.895,0.085,0.000,0.020,230927,102696,9,0.147,0.121,0.382,16150364,0.190,0.117,0.014,649.21
760000,3881,4.218,0.059,14.15,345830,163732,463,180231,1783,2995,6134867.0,364805.0,0.102,0.248,0.236,0.190,0.224,325,55.59,19.08,36.53,16.62,2.26,6.61,1.17,3.09,15.63,5.12,2.16,6.46,0.038,0.108,606,0.110,0.871,0.107,0.000,0.021,233421,102631,10,0.192,0.119,0.447,16724445,0.196,0.117,0.014,649.57
770000,4216,3.926,0.061,13.95,303247,156827,416,144146,1523,3880,6179707.0,319144.5,0.088,0.253,0.238,0.191,0.231,365,50.55,23.27,32.78,19.05,2.22,6.55,0.90,2.67,14.64,5.23,2.16,6.51,0.038,0.110,681,0.106,0.870,0.110,0.000,0.019,201415,86462,8,0.217,0.050,0.378,16421514,0.187,0.120,0.016,649.75
780000,4347,3.866,0.062,14.04,331118,160545,448,167571,2423,3534,6075451.5,337193.3,0.112,0.258,0.241,0.178,0.212,333,49.59,22.59,32.18,18.78,1.97,6.17,0.89,2.36,14.56,4.83,1.87,6.08,0.034,0.105,748,0.103,0.880,0.094,0.000,0.026,222695,97006,9,0.284,0.067,0.397,16801617,0.184,0.120,0.015,650.01
790000,4150,4.026,0.058,13.94,349171,167114,498,179706,2050,4401,6134302.5,367844.0,0.129,0.257,0.239,0.171,0.204,321,52.63,20.50,33.93,17.70,2.28,6.61,0.97,2.67,15.45,4.87,2.16,6.48,0.040,0.110,718,0.120,0.878,0.099,0.000,0.022,236442,104766,9,0.241,0.005,0.386,16348239,0.190,0.113,0.013,649.26
800000,3969,4.114,0.061,14.13,331109,164756,509,164781,1244,4318,6178062.5,356246.5,0.115,0.259,0.240,0.178,0.209,328,55.02,19.01,36.00,16.63,2.07,6.30,1.00,2.35,15.96,4.67,1.98,6.21,0.036,0.107,686,0.132,0.902,0.081,0.000,0.016,223510,97628,10,0.225,0.048,0.429,16458654,0.194,0.119,0.015,649.48
810000,4108,3.983,0.055,14.13,336797,161553,500,172814,1791,3063,6146892.5,361683.2,0.107,0.258,0.244,0.179,0.212,337,53.31,20.60,34.75,17.22,2.37,6.56,1.13,2.96,15.06,5.08,2.24,6.46,0.043,0.110,683,0.092,0.881,0.096,0.000,0.023,229744,100230,9,0.216,0.065,0.422,17146131,0.195,0.114,0.013,649.62
820000,3919,4.163,0.058,14.09,302518,159455,598,141660,994,3414,6176334.0,317596.6,0.121,0.255,0.239,0.176,0.209,367,56.13,17.91,36.60,16.01,2.27,6.58,1.12,2.81,16.13,4.35,2.15,6.41,0.039,0.110,631,0.078,0.890,0.092,0.000,0.018,205333,85443,12,0.222,0.017,0.421,16835732,0.196,0.119,0.015,649.03
830000,3792,4.238,0.057,14.20,298710,159729,577,137522,1009,3338,6223882.5,312163.8,0.122,0.256,0.236,0.177,0.209,377,57.85,16.42,38.25,14.40,2.37,6.72,1.05,2.66,16.19,4.50,2.25,6.58,0.040,0.112,520,0.075,0.892,0.088,0.000,0.020,202810,82993,10,0.243,0.037,0.434,16457253,0.196,0.115,0.013,649.55
840000,4419,3.785,0.052,13.88,320684,160932,646,156886,1593,2848,6118456.5,342796.9,0.126,0.261,0.234,0.174,0.206,347,49.37,23.38,31.78,19.16,2.28,6.68,0.89,2.46,14.42,5.32,2.19,6.59,0.038,0.108,675,0.117,0.881,0.094,0.000,0.024,221481,97586,10,0.148,0.051,0.346,15901113,0.200,0.116,0.014,649.15
850000,4465,3.768,0.051,14.03,344753,163425,735,178349,2198,2893,6107780.0,355270.0,0.136,0.254,0.230,0.176,0.204,310,49.15,23.98,31.46,19.82,2.04,6.33,1.28,3.35,14.37,5.43,1.93,6.21,0.035,0.104,718,0.109,0.898,0.080,0.000,0.022,234838,98309,9,0.169,0.296,0.412,16615387,0.209,0.107,0.010,649.22
860000,4165,3.947,0.056,14.03,359317,161039,767,195155,2656,2568,6114742.0,369610.2,0.095,0.267,0.245,0.178,0.215,323,51.73,22.45,33.74,18.40,2.32,6.75,0.90,2.48,14.77,5.02,2.25,6.68,0.039,0.108,627,0.115,0.876,0.106,0.000,0.018,240295,96370,11,0.171,0.170,0.364,16407866,0.210,0.117,0.015,650.08
870000,4004,4.080,0.054,14.01,335809,158617,775,173825,2753,2845,6141967.0,341214.9,0.095,0.262,0.243,0.181,0.219,342,53.94,20.46,35.62,17.00,2.26,6.68,1.08,3.04,14.99,4.77,2.19,6.58,0.036,0.106,580,0.102,0.880,0.102,0.000,0.018,226020,89490,10,0.189,0.222,0.400,15888495,0.206,0.112,0.012,649.98
880000,4541,3.718,0.052,14.02,354931,164412,737,186917,2328,3140,6096049.0,356755.8,0.130,0.249,0.225,0.184,0.212,322,48.28,24.43,31.52,19.67,1.76,5.85,1.07,2.86,13.94,5.37,1.63,5.71,0.032,0.104,719,0.093,0.889,0.083,0.000,0.027,245307,106338,12,0.262,0.092,0.384,17050394,0.206,0.115,0.013,649.94
890000,4276,3.921,0.054,14.02,343586,163660,745,177345,2101,3333,6119973.5,358923.1,0.158,0.239,0.218,0.179,0.206,329,50.70,22.66,32.72,18.89,2.13,6.40,1.06,2.65,14.78,4.94,2.04,6.29,0.035,0.104,678,0.078,0.877,0.102,0.000,0.020,239716,99305,10,0.164,0.175,0.417,16888338,0.200,0.112,0.012,648.82
900000,4430,3.831,0.054,13.90,369085,165466,657,200637,2171,3309,6087064.5,374119.3,0.136,0.242,0.223,0.189,0.211,293,49.00,23.26,31.31,19.21,2.24,6.54,1.06,3.16,14.39,4.98,2.12,6.41,0.038,0.107,746,0.084,0.853,0.121,0.000,0.025,248867,112693,14,0.245,0.084,0.382,16672547,0.200,0.110,0.012,649.57
910000,4294,3.926,0.055,13.96,364950,162660,716,199806,1904,2783,6109889.5,380939.3,0.125,0.249,0.229,0.186,0.211,312,50.57,22.68,32.88,18.65,2.22,6.51,1.11,3.05,14.36,5.04,2.12,6.34,0.037,0.105,672,0.085,0.851,0.128,0.000,0.020,249981,110580,12,0.207,0.016,0.410,16787092,0.205,0.112,0.012,650.22
920000,4271,3.886,0.055,14.15,329431,158254,761,168929,1510,2416,6172801.5,340979.1,0.106,0.248,0.229,0.194,0.222,346,51.33,22.65,33.99,18.53,1.82,5.90,1.15,2.74,14.38,4.97,1.76,5.79,0.030,0.095,640,0.077,0.878,0.101,0.000,0.021,221039,95664,13,0.177,0.011,0.452,17790489,0.205,0.114,0.013,650.07
930000,3864,4.183,0.060,14.09,317250,154560,765,160804,1528,3535,6187522.0,333086.7,0.083,0.258,0.236,0.197,0.227,367,56.37,17.52,37.52,15.45,2.20,6.24,1.22,2.97,15.44,4.36,2.06,6.12,0.043,0.106,516,0.085,0.880,0.100,0.000,0.019,206469,86160,12,0.259,0.018,0.507,18693847,0.197,0.116,0.013,650.38
940000,3754,4.287,0.056,14.01,278809,148645,684,129012,578,4330,6255583.5,298823.0,0.068,0.265,0.237,0.198,0.232,427,57.09,16.71,37.21,15.25,2.43,6.57,1.20,2.98,16.25,4.54,2.24,6.23,0.043,0.107,523,0.096,0.886,0.101,0.000,0.014,178902,71831,10,0.237,0.078,0.468,18527964,0.199,0.114,0.013,650.73
950000,3689,4.373,0.055,14.30,276229,149409,864,125264,757,4514,6188319.5,289834.2,0.098,0.253,0.226,0.195,0.228,398,60.16,12.94,40.25,12.69,2.10,6.15,1.49,3.33,16.31,3.84,2.04,6.07,0.039,0.102,520,0.092,0.891,0.086,0.000,0.024,183240,74843,10,0.189,0.056,0.520,18539680,0.201,0.115,0.013,650.12
960000,3813,4.336,0.056,14.24,266593,161694,803,103536,436,4229,6241063.5,262830.5,0.155,0.238,0.218,0.179,0.210,401,58.18,15.99,38.64,14.63,2.20,6.54,1.34,3.11,16.00,4.50,2.09,6.37,0.036,0.107,635,0.085,0.899,0.078,0.000,0.023,190435,87223,10,0.192,0.123,0.489,18206086,0.191,0.115,0.013,648.40
970000,3916,4.232,0.055,14.31,295874,156878,660,137130,1103,4077,6148901.0,297859.0,0.107,0.243,0.230,0.191,0.228,381,57.14,17.88,38.14,15.71,2.01,6.00,1.34,3.37,15.65,4.59,1.91,5.90,0.035,0.100,628,0.080,0.888,0.084,0.000,0.028,195708,82664,11,0.196,0.088,0.463,19063600,0.194,0.114,0.013,649.08
980000,3957,4.094,0.056,13.95,282402,155692,776,124364,1529,3191,6194448.5,278667.0,0.122,0.240,0.218,0.187,0.233,402,55.42,19.72,37.22,16.46,1.90,5.73,1.06,2.49,15.24,4.67,1.82,5.59,0.031,0.093,604,0.078,0.863,0.117,0.000,0.020,186281,78749,12,0.197,0.066,0.429,16699075,0.194,0.116,0.014,649.30
990000,4229,3.995,0.053,13.73,296376,152786,808,140690,1820,2471,6153777.5,289310.9,0.087,0.248,0.226,0.196,0.242,407,51.75,22.55,34.18,18.21,1.87,5.75,1.15,2.94,14.55,5.08,1.82,5.66,0.030,0.090,624,0.081,0.865,0.109,0.000,0.025,189195,76673,14,0.230,0.049,0.424,17708453,0.203,0.113,0.013,650.28
1000000,4446,3.835,0.054,13.77,323252,156716,861,162876,2582,2344,6031859.5,310425.2,0.099,0.246,0.227,0.190,0.238,350,49.42,24.79,32.71,19.30,1.60,5.17,1.20,2.66,13.90,6.13,1.58,5.11,0.025,0.081,662,0.076,0.875,0.104,0.000,0.021,209675,91803,14,0.257,0.026,0.475,19374899,0.204,0.112,0.013,649.82
