step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,2082,42.0,0.3,0.5,21.1,0.2,268
5000,5,297,33.5,0.1,0.3,25.9,0.1,97
5000,6,289,45.7,0.6,0.0,17.7,0.4,48
5000,2,159,24.4,22.7,0.2,16.7,21.3,11
5000,4,111,17.0,16.0,0.0,31.0,16.0,1
5000,7,24,36.8,0.2,1.0,21.8,0.2,4
6000,1,1838,42.3,0.3,0.4,20.9,0.2,229
6000,5,320,35.8,0.0,0.3,25.3,0.0,88
6000,6,309,45.5,0.2,0.0,18.2,0.2,48
6000,2,157,24.1,22.8,0.1,17.0,21.5,9
6000,4,128,18.1,15.2,0.0,30.6,15.2,5
7000,1,1846,43.1,0.1,0.6,20.1,0.1,242
7000,6,368,45.2,0.3,0.0,18.4,0.2,67
7000,5,331,35.7,0.2,0.3,24.2,0.0,128
7000,2,148,24.7,22.4,0.1,16.9,21.2,8
7000,4,95,17.5,15.5,0.0,30.9,15.5,3
8000,1,1936,41.2,0.4,0.8,21.2,0.3,260
8000,6,407,43.3,0.2,0.9,19.6,0.1,64
8000,5,343,39.8,0.3,0.1,21.5,0.3,106
8000,2,156,24.6,22.6,0.1,16.6,20.9,17
9000,1,1963,40.7,0.6,1.0,21.3,0.5,268
9000,6,465,44.6,0.3,0.0,19.0,0.2,73
9000,5,328,38.6,0.1,0.2,22.3,0.1,89
9000,2,116,24.0,22.6,0.2,17.0,21.3,10
9000,19,49,19.3,20.1,0.0,23.9,15.9,11
10000,1,1630,43.5,0.1,0.1,20.3,0.1,177
10000,5,458,27.6,1.9,0.3,23.1,1.5,219
10000,6,446,45.2,0.2,0.0,18.5,0.2,64
10000,2,212,24.7,22.6,0.0,16.6,21.6,12
10000,21,201,30.9,0.9,4.7,26.7,0.2,62
11000,1,1617,43.2,0.2,0.2,20.3,0.2,181
11000,6,366,45.1,0.1,0.0,18.7,0.1,50
11000,5,298,31.8,1.3,0.1,23.7,1.2,145
11000,21,215,31.4,0.8,3.5,27.6,0.5,67
11000,2,163,24.5,22.3,0.4,16.7,20.9,19
12000,1,1665,43.2,0.2,0.4,20.2,0.2,189
12000,6,389,45.3,0.0,0.0,18.5,0.0,52
12000,5,339,33.4,0.2,0.5,25.5,0.1,92
12000,21,191,30.1,4.7,2.7,25.9,2.7,45
12000,2,137,24.5,21.9,0.4,17.2,20.7,13
13000,1,1678,43.3,0.3,0.3,20.1,0.2,207
13000,5,394,30.4,0.5,0.4,26.4,0.4,182
13000,6,314,45.6,0.1,0.0,18.2,0.1,46
13000,21,203,31.7,1.4,2.6,27.4,0.7,52
13000,2,147,23.7,22.4,0.3,17.6,21.1,14
14000,1,1398,44.1,0.2,0.3,19.5,0.1,166
14000,5,351,36.5,0.2,0.3,24.3,0.1,90
14000,6,297,45.5,0.1,0.0,18.3,0.0,39
14000,2,182,25.1,22.5,0.0,16.2,21.7,11
14000,21,175,31.6,5.0,1.7,24.9,5.0,43
14000,26,88,27.2,2.7,11.3,22.8,2.6,31
14000,25,62,24.7,0.3,0.5,20.9,0.2,14
15000,1,1455,44.4,0.1,0.1,19.3,0.0,165
15000,5,344,35.6,0.3,0.3,24.8,0.2,119
15000,6,251,45.0,0.1,0.0,18.8,0.1,45
15000,2,167,24.3,22.5,0.3,16.8,21.2,12
15000,21,134,30.3,1.1,4.3,27.6,0.5,46
15000,29,129,46.3,0.0,0.0,17.7,0.0,15
15000,26,110,26.3,2.6,11.2,23.9,2.5,31
15000,25,92,26.0,4.6,1.9,22.9,3.5,22
15000,30,62,33.6,0.0,7.9,22.5,0.0,14
15000,28,42,29.0,19.6,0.0,14.0,15.0,12
16000,1,1426,43.6,0.1,0.5,19.8,0.1,191
16000,5,371,35.2,0.1,0.4,25.2,0.1,115
16000,6,260,44.8,0.1,0.0,18.9,0.0,44
16000,21,145,31.9,2.2,2.3,27.2,1.4,42
16000,2,142,25.4,22.3,0.2,16.2,21.2,11
16000,29,100,44.9,1.1,0.0,18.0,0.6,18
16000,28,84,27.8,19.4,0.0,14.3,15.1,16
16000,30,80,34.9,0.0,7.2,21.9,0.0,13
16000,25,66,27.1,0.5,1.2,17.8,0.4,19
16000,36,36,34.2,0.0,4.4,25.4,0.0,13
16000,26,33,28.2,3.3,9.2,23.3,2.7,16
17000,1,1105,44.0,0.0,0.5,19.4,0.0,135
17000,6,354,44.5,0.0,0.0,19.1,0.0,63
17000,5,315,36.5,0.2,0.2,24.9,0.1,108
17000,30,209,34.6,0.0,6.6,22.8,0.0,34
17000,2,156,24.3,22.7,0.2,16.8,21.5,11
17000,21,154,31.3,3.4,2.7,25.3,2.7,48
17000,29,86,45.5,0.1,0.0,18.4,0.1,8
17000,36,77,30.9,0.1,5.8,27.2,0.1,34
17000,25,42,28.7,0.7,2.2,19.5,0.7,13
17000,28,34,27.5,19.4,0.0,15.6,15.9,7
17000,37,32,45.6,0.0,0.0,18.4,0.0,7
18000,1,953,44.2,0.0,0.6,19.2,0.0,126
18000,21,388,33.6,1.0,3.3,24.3,0.7,103
18000,6,373,44.6,0.1,0.1,19.0,0.1,62
18000,30,336,35.0,0.0,6.0,23.1,0.0,72
18000,2,154,24.9,22.6,0.1,16.5,21.6,6
18000,5,120,35.0,0.4,0.0,23.9,0.3,46
