step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,invaders,invaders_land,invader_grown,invader_lineages
69000,7255,2593,50945,117514,107821,65485,1084,12231,1233,4,211001,2571740,38241.935,13539.819,0.2639,10060.171,0.089,0.782,0.096,0.034,0.553,0.332,1228,0.0889,0.6538,0.069,11.0,44.4,77.2,34.22,2.76,9.96,0.27,21.23,7.39,1.212,0.236,0.267,0.270,10.394,0.367,0.0022,72,365,896,11770,128,8,0.698,4405,23,1185,6047,155,1472,5628,5.25,12.47,17949,21.5439,66380,12593,156516,2684.4,0.0,948032,11.004,2631075.518,2.99e-14,0.00018,23.82,35009,15.785,1.565,14.037,0.183,15.785,3354,1564,2337,0.2579,0.951,1.154,1.545,1.305,0.949,1.254,9731.618,12891.075,19907.946,9686.446,18707.715,1606.833,940.279,932.535,0.655,0.436,0.552,0.663,0.406,0.563,31139,33908,0.6527,0.2170,0.2791,0.9998,0.0216,0.0405,0.6032,0.9839,0.9400,0.1284,0.0227,0.0257,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260,3279,0.9993,0.8406,0.8381,0.9990,0.0216,0.0405,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1492,5.0333,5.0601,0.0548,0.0291,0.0251,0.057,0.037,0.031,0.051,753,0.0609,0.0026,0.0029,0.00237,0.00085,0.00111,26.03,27.15,27.68,1447.5775,0.0537,28.6233,5.0479,5.9566,1162000,1462988,2.5306,0.3900,2790.8,1447.5775,20.51,0,0,0,0
70000,7611,2665,36289,75401,66163,38406,706,10744,1205,2,197462,2291904,28115.381,9348.936,0.2804,5888.384,0.058,0.850,0.057,0.034,0.535,0.348,811,0.0795,0.6384,0.085,15.2,49.1,81.9,37.99,2.68,10.28,0.27,24.76,7.34,1.223,0.217,0.292,0.298,10.569,0.355,0.0023,93,437,857,11551,118,9,0.322,4571,68,1280,6263,201,1719,5691,5.50,12.17,21805,22.3035,66340,13966,157914,1504.1,-0.0,944633,10.479,2631075.518,1.24e-15,0.00028,7.77,26553,14.140,1.545,12.392,0.204,14.164,3759,1754,2098,0.2641,0.909,1.165,1.550,1.354,0.924,1.237,8183.614,9782.143,12454.721,8142.810,13406.234,1651.317,602.324,1206.911,0.626,0.422,0.500,0.496,0.456,0.562,31841,20510,0.6613,0.1565,0.2030,0.9993,0.0308,0.0509,0.6001,0.7737,0.8959,0.1063,0.0338,0.0257,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259,2475,0.9987,0.6552,0.7587,0.9982,0.0308,0.0509,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4509,5.1008,5.2113,0.0494,0.0374,0.0284,0.066,0.036,0.040,0.041,997,0.0822,0.0027,0.0041,0.00207,0.00068,0.00104,23.99,27.50,27.51,1645.0992,0.0596,21.7397,5.7929,4.6862,1162236,1462187,2.5128,0.2879,2653.2,1645.0992,17.44,0,0,0,0
71000,9506,3392,44370,96198,86327,51299,529,12696,1091,1,230903,2709010,37096.345,11851.442,0.2704,7948.949,0.060,0.840,0.069,0.031,0.547,0.340,978,0.0699,0.6185,0.063,18.4,54.1,89.8,41.67,2.55,9.90,0.54,28.67,7.42,1.274,0.202,0.260,0.265,10.964,0.335,0.0023,91,416,1025,9618,149,10,0.223,5455,91,1479,7936,743,2271,6492,5.25,12.24,19696,23.1738,66459,13430,158427,3250.9,-0.0,945172,12.137,2631075.518,1.24e-15,0.00003,33.11,32233,17.015,1.581,15.075,0.359,17.015,4844,1798,2864,0.2079,0.951,1.259,1.584,1.404,0.941,1.262,9242.319,11407.351,20395.756,9203.731,15445.808,2323.934,591.470,987.088,0.622,0.444,0.508,0.577,0.462,0.544,31865,23850,0.6141,0.2451,0.2524,0.9996,0.0283,0.0529,0.5995,0.7338,0.7710,0.0957,0.0170,0.0277,0.0000,0.7810,0.9584,0.1060,0.6708,0.9450,0.00259,4054,0.9986,0.6821,0.7091,0.9986,0.0283,0.0529,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4863,5.1606,5.2002,0.0459,0.0572,0.0338,0.061,0.052,0.040,0.074,783,0.0479,0.0027,0.0038,0.00197,0.00072,0.00095,24.98,27.96,28.02,1631.2213,0.0784,24.8037,6.8500,5.2870,1161637,1460542,2.1116,0.1078,2543.7,1631.2213,20.79,0,0,0,0
72000,9502,3675,48035,102721,92568,54049,637,13226,1001,2,222118,2803157,40609.755,13053.731,0.2665,9354.245,0.055,0.821,0.071,0.053,0.546,0.345,666,0.0697,0.6100,0.057,15.0,52.5,100.0,42.23,2.86,10.90,0.60,27.87,7.43,1.299,0.213,0.279,0.283,11.510,0.365,0.0023,82,427,1170,10606,181,11,0.312,5660,359,1353,7790,1615,1578,6309,4.25,11.24,15614,20.9278,66555,13839,154307,2866.0,-0.0,950623,13.604,2631075.518,1.58e-14,0.00005,16.62,35857,19.150,1.574,17.188,0.388,19.151,5172,1612,2718,0.1991,0.977,1.288,1.658,1.425,0.958,1.262,9749.705,13096.899,22044.786,9708.673,18210.541,2042.901,629.287,1027.297,0.644,0.431,0.494,0.587,0.397,0.557,29285,29429,0.5432,0.2190,0.2648,0.9998,0.0254,0.0447,0.5686,0.8652,0.8202,0.0941,0.0186,0.0352,0.0000,0.0000,0.8708,0.2621,0.6418,0.9529,0.00257,3527,0.9994,0.8048,0.7545,0.9989,0.0254,0.0447,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6291,5.0216,5.2424,0.0466,0.0681,0.0489,0.112,0.069,0.081,0.084,854,0.0585,0.0036,0.0062,0.00192,0.00080,0.00093,25.65,27.59,27.37,1640.6118,0.0705,28.0405,7.8250,5.7789,1161746,1460131,1.9627,0.0216,2444.0,1640.6118,23.31,0,0,0,0
73000,9241,3206,37344,66387,57008,28656,387,12324,1168,2,215971,2588091,28914.290,10147.780,0.3021,6069.371,0.058,0.825,0.078,0.039,0.545,0.343,834,0.0680,0.6186,0.060,11.0,40.8,81.7,31.53,2.30,9.43,0.32,19.47,7.08,1.304,0.226,0.240,0.246,9.519,0.372,0.0023,104,559,1097,11198,210,10,0.205,5329,283,1667,7291,951,744,7546,5.75,12.18,16374,18.4853,66528,16553,155965,1912.1,-0.0,955743,13.050,2631075.518,1.49e-14,0.00005,18.56,23978,16.422,1.595,14.496,0.332,16.423,3296,2352,3593,0.2625,0.965,1.293,1.819,1.482,0.965,1.362,6587.347,10775.371,14440.828,6552.440,13990.393,2281.091,528.268,1269.050,0.635,0.430,0.509,0.499,0.314,0.459,33178,20749,0.6281,0.2232,0.3056,0.9998,0.0221,0.0438,0.5893,1.0972,0.9753,0.1261,0.0191,0.0282,0.0000,0.2810,0.9234,0.0654,0.6275,0.9666,0.00262,2461,0.9991,0.8981,0.7450,0.9989,0.0221,0.0438,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6649,4.9975,5.3659,0.0509,0.0492,0.0312,0.066,0.037,0.035,0.049,901,0.0597,0.0058,0.0071,0.00197,0.00047,0.00076,23.48,26.89,27.49,1499.5243,0.0680,20.6702,7.6983,5.3515,1164756,1459093,2.5711,0.1396,2491.6,1499.5243,21.39,0,0,0,0
74000,6367,2685,45077,89053,79322,43349,627,13031,1789,2,212618,2584034,32674.834,11672.789,0.3101,7552.060,0.070,0.792,0.091,0.047,0.529,0.353,794,0.1076,0.6555,0.043,11.0,45.9,91.7,34.48,3.19,9.43,0.38,21.48,7.10,1.346,0.210,0.307,0.312,11.241,0.402,0.0023,90,417,923,10915,159,8,0.313,3909,103,1265,4999,847,653,4867,6.00,13.22,19731,19.4742,66569,14104,154813,1603.6,-0.0,954227,11.542,2631075.518,1.58e-14,0.00029,35.96,30947,16.664,1.574,14.906,0.185,16.665,2771,1233,2363,0.2108,0.988,1.356,1.925,1.472,0.968,1.395,10584.980,13248.144,10728.918,10560.918,18937.058,1227.907,680.961,2211.860,0.606,0.461,0.521,0.494,0.444,0.518,32438,28586,0.6863,0.2101,0.2535,0.9998,0.0225,0.0387,0.5723,1.1211,0.9140,0.1423,0.0193,0.0400,0.0000,0.7848,0.9663,0.1735,0.6720,0.9909,0.00263,3912,0.9989,0.9132,0.7443,0.9988,0.0225,0.0387,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6793,5.0615,5.4005,0.0539,0.0647,0.0407,0.065,0.036,0.050,0.046,631,0.0534,0.0053,0.0046,0.00207,0.00080,0.00099,27.18,25.93,26.51,1684.3249,0.0536,29.6978,5.1251,6.4171,1165966,1459341,3.1944,0.2883,2374.5,1684.3249,26.50,0,0,0,0
75000,11369,3512,46072,103216,93267,56601,543,12003,1332,2,170621,2761600,39498.336,11894.045,0.3143,8541.974,0.066,0.807,0.090,0.037,0.552,0.344,571,0.0537,0.6511,0.049,16.0,50.5,97.3,46.71,2.09,8.06,1.34,35.22,7.59,1.299,0.177,0.191,0.194,10.704,0.295,0.0021,92,413,859,10685,144,9,0.202,6227,28,1676,9665,856,1771,8742,3.00,9.68,15621,19.9430,66452,15789,155268,4251.5,-0.0,954348,10.832,2631075.518,1.96e-14,0.00087,12.11,38176,19.245,1.581,16.971,0.693,19.245,4177,2099,5093,0.2937,0.802,1.305,1.897,1.282,0.910,1.473,8439.606,15442.660,18888.188,8419.899,20732.223,1013.822,518.411,1819.838,0.633,0.450,0.555,0.722,0.373,0.519,31730,23995,0.6002,0.2223,0.2512,0.9997,0.0209,0.0342,0.4729,0.6690,0.7791,0.0662,0.0160,0.0292,0.0000,0.0000,0.8633,0.1112,0.6515,0.9903,0.00267,3109,0.9993,0.7805,0.6839,0.9988,0.0209,0.0342,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6441,5.4396,5.5773,0.0448,0.0933,0.0672,0.139,0.166,0.120,0.196,629,0.0519,0.0050,0.0036,0.00205,0.00064,0.00103,24.68,27.31,27.69,1495.5566,0.0472,29.3293,4.9188,5.9137,1164417,1455973,3.1722,0.3270,2455.1,1495.5566,23.53,0,0,0,0
76000,6408,2693,45545,91086,80343,45042,499,14911,2031,0,218894,2860925,32163.727,14074.921,0.3297,9564.426,0.079,0.795,0.096,0.030,0.540,0.352,577,0.1034,0.6572,0.055,11.1,45.3,83.5,30.98,2.60,9.46,0.46,18.46,6.75,1.443,0.215,0.284,0.289,10.612,0.412,0.0024,105,434,1014,11093,197,11,0.307,4099,52,1454,4902,187,1357,4864,7.25,13.43,17953,17.1956,66417,14242,153891,999.6,-0.0,956958,12.660,2631075.518,5.84e-15,0.00022,31.62,34372,18.756,1.562,16.958,0.236,18.756,3019,1041,2348,0.1849,0.995,1.442,1.995,1.520,0.968,1.554,10756.463,13288.663,11077.320,10740.045,19910.788,1336.731,528.200,2645.564,0.607,0.483,0.528,0.489,0.445,0.532,30860,25899,0.7261,0.2944,0.2882,0.9994,0.0278,0.0374,0.6183,1.1812,0.9459,0.1214,0.0181,0.0387,0.0000,0.7248,0.9646,0.0661,0.6583,0.9758,0.00270,7015,0.9996,0.9338,0.7978,0.9982,0.0278,0.0374,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7831,4.9658,5.9288,0.0539,0.0768,0.0566,0.095,0.055,0.049,0.106,650,0.0412,0.0033,0.0037,0.00209,0.00066,0.00083,24.87,25.75,27.05,1414.0582,0.0487,30.7955,5.3127,7.3474,1167582,1458047,2.4788,0.2505,2613.9,1414.0582,22.50,0,0,0,0
77000,8345,3470,38405,83767,75197,44903,459,11765,900,0,161606,2462011,32151.576,10672.197,0.3008,7633.557,0.077,0.791,0.097,0.035,0.548,0.347,453,0.0660,0.6221,0.044,15.0,50.5,90.8,38.29,2.82,9.38,0.45,25.64,7.10,1.327,0.198,0.273,0.277,11.043,0.405,0.0022,108,469,1090,8662,317,19,0.681,4980,385,1750,6210,610,2133,5602,4.00,10.60,15685,19.5603,66442,15648,157183,1867.5,-0.0,958734,11.418,2631075.518,3.79e-14,0.00019,20.50,28738,16.559,1.572,14.666,0.321,16.560,4709,1168,2468,0.2071,0.958,1.334,1.838,1.365,0.947,1.435,7504.540,9616.410,19180.717,7467.342,13137.074,1481.463,456.274,1100.904,0.645,0.430,0.503,0.630,0.412,0.512,34967,20997,0.6067,0.1842,0.2213,0.9997,0.0297,0.0548,0.5919,0.9963,0.8042,0.0998,0.0122,0.0305,0.0000,0.2304,0.8852,0.3148,0.6553,0.9568,0.00266,2186,0.9989,0.8487,0.6797,0.9981,0.0297,0.0548,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4478,4.9633,5.4349,0.0499,0.0494,0.0387,0.072,0.067,0.071,0.058,620,0.0471,0.0045,0.0036,0.00209,0.00062,0.00090,26.46,26.31,27.18,1639.6779,0.0592,20.7768,6.3524,5.0654,1166535,1456997,1.2663,0.0928,2526.9,1639.6779,23.39,0,0,0,0
78000,9719,3732,39861,81863,72396,41580,422,11951,1421,5,210217,2712613,31893.123,11321.913,0.3326,6952.525,0.078,0.809,0.075,0.037,0.555,0.343,553,0.0598,0.6193,0.063,15.0,48.1,91.9,35.06,2.95,9.73,0.61,21.76,6.95,1.415,0.207,0.275,0.281,10.490,0.390,0.0021,101,524,1064,9512,206,16,0.631,6090,878,1713,7128,1046,1687,6986,4.50,10.84,15218,19.4810,66330,18151,158951,2192.4,-0.0,961293,12.256,2631075.518,7.79e-15,0.00022,11.73,29867,17.585,1.569,15.541,0.474,17.585,4843,1299,3577,0.1529,0.995,1.404,1.984,1.442,0.953,1.547,6452.270,11794.945,16570.066,6412.135,15863.447,2169.533,352.893,1846.963,0.636,0.422,0.517,0.553,0.449,0.509,38269,21353,0.5882,0.1317,0.2141,0.9996,0.0248,0.0399,0.5907,0.9994,0.8743,0.1247,0.0156,0.0304,0.0000,0.0000,0.9232,0.1237,0.6302,0.9463,0.00266,2825,0.9997,0.8184,0.7445,0.9988,0.0248,0.0399,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4623,5.3216,5.8489,0.0472,0.0724,0.0564,0.134,0.051,0.068,0.099,932,0.0565,0.0073,0.0049,0.00196,0.00050,0.00058,23.22,25.83,26.70,1650.0749,0.0637,22.4699,7.4734,4.7823,1166980,1455685,0.6806,0.0147,2433.1,1650.0749,17.75,0,0,0,0
79000,8575,2962,32980,65213,57238,31895,338,11368,1327,3,173209,2417363,26551.060,9269.020,0.3235,5766.638,0.080,0.821,0.068,0.031,0.548,0.345,668,0.0644,0.6253,0.063,18.5,47.2,81.1,35.27,2.66,9.12,0.48,23.02,7.00,1.363,0.198,0.229,0.235,10.123,0.366,0.0022,111,593,831,7484,132,14,0.307,5022,800,1089,6686,1029,1376,6170,4.00,11.12,16772,19.9651,66313,19016,164326,2114.8,-0.0,962352,11.610,2631075.518,9.56e-15,0.00022,31.48,23618,14.590,1.560,12.655,0.374,14.590,3991,1112,3472,0.1843,0.974,1.352,1.948,1.354,0.955,1.505,4826.511,10017.429,14283.445,4825.173,13209.081,1360.295,441.511,1700.577,0.623,0.446,0.511,0.606,0.357,0.453,44843,18449,0.5515,0.0901,0.1957,0.9994,0.0302,0.0388,0.5769,1.0243,0.8787,0.1157,0.0109,0.0292,0.0000,0.7376,0.9454,0.2239,0.7287,0.9517,0.00263,2067,0.9996,0.8609,0.7129,0.9981,0.0302,0.0388,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2628,5.3309,5.6201,0.0463,0.0599,0.0466,0.088,0.073,0.057,0.094,910,0.0665,0.0047,0.0058,0.00197,0.00032,0.00046,26.23,26.08,27.03,1429.7383,0.0602,18.1471,6.7747,4.8350,1168513,1455295,1.0222,0.1547,2541.9,1429.7383,20.49,0,0,0,0
80000,7884,2767,41365,90267,81599,48320,582,10528,1019,4,172852,2402664,31840.610,11447.851,0.3109,8089.195,0.109,0.781,0.074,0.037,0.552,0.342,469,0.0682,0.6343,0.046,15.6,47.2,77.2,36.06,2.74,8.51,0.37,24.44,7.13,1.316,0.190,0.246,0.257,9.902,0.356,0.0020,85,453,770,9785,145,12,0.372,4558,479,746,6659,1225,1074,5585,4.75,11.43,19060,20.6316,66193,17440,165086,2373.7,0.0,960638,10.924,2631075.518,6.02e-15,0.00044,7.81,30619,14.810,1.551,13.003,0.256,14.840,3809,1354,2721,0.2368,0.946,1.329,1.854,1.370,0.950,1.421,7258.320,13890.728,13172.149,7274.655,19483.002,1377.884,375.600,1605.171,0.609,0.500,0.525,0.550,0.464,0.564,45320,26620,0.6338,0.1753,0.2378,1.0000,0.0266,0.0336,0.5802,0.9106,0.8977,0.1161,0.0075,0.0378,0.0000,0.0000,0.7030,0.1614,0.6810,0.9517,0.00264,3016,0.9998,0.7625,0.7822,0.9991,0.0266,0.0336,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4058,5.4832,5.2031,0.0475,0.0481,0.0329,0.064,0.045,0.066,0.052,869,0.0751,0.0040,0.0050,0.00200,0.00067,0.00080,25.55,27.06,27.40,1508.1170,0.0540,26.8907,5.8243,5.0993,1169300,1455183,1.8733,0.3486,2559.2,1508.1170,18.00,0,0,0,0
81000,6766,2571,46255,105212,97088,58275,682,10713,1047,0,166735,2643392,33088.610,13410.192,0.3104,10175.275,0.081,0.790,0.082,0.046,0.578,0.324,518,0.0776,0.6424,0.041,20.8,45.4,75.7,34.66,2.52,8.98,0.28,22.87,7.15,1.310,0.210,0.258,0.265,10.037,0.387,0.0020,77,408,805,8836,123,13,0.606,4006,37,1125,5604,127,1068,5571,6.00,12.91,21382,21.0215,66120,15780,162219,1790.1,-0.0,958968,11.166,2631075.518,1.43e-14,0.00010,22.95,35146,15.656,1.560,13.903,0.194,15.656,2794,1398,2574,0.2195,0.974,1.319,1.762,1.441,0.954,1.361,7919.665,14654.569,13586.874,7887.434,21789.577,1424.968,409.018,1400.930,0.629,0.499,0.567,0.559,0.456,0.594,41420,31015,0.6881,0.0822,0.1728,0.9999,0.0226,0.0395,0.6197,0.9135,0.9183,0.1382,0.0099,0.0289,0.0000,0.5047,0.9536,0.0308,0.6833,0.9505,0.00264,3635,0.9996,0.7899,0.7742,0.9989,0.0226,0.0395,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3223,5.5865,5.2740,0.0470,0.0421,0.0270,0.054,0.023,0.035,0.054,963,0.0863,0.0031,0.0068,0.00215,0.00086,0.00108,23.22,27.26,27.29,1484.8338,0.0512,29.8643,5.5847,5.5810,1170664,1454833,2.6017,0.3952,2599.6,1484.8338,17.18,0,0,0,0
82000,13427,3498,48577,123254,113843,73918,759,10168,1147,3,193899,2486967,44575.050,11991.932,0.2944,8424.045,0.086,0.776,0.083,0.056,0.563,0.328,573,0.0423,0.6188,0.055,18.6,48.9,93.4,39.92,1.80,8.01,0.58,29.53,7.24,1.330,0.178,0.177,0.183,8.867,0.254,0.0019,79,392,860,8743,119,12,0.487,7081,51,1375,12001,573,3105,9749,3.75,10.84,20239,25.1221,66211,12821,157609,7423.0,-0.0,954109,10.101,2631075.518,6.55e-15,0.00031,22.90,41025,18.581,1.570,16.081,0.930,18.581,5871,2624,4932,0.2076,0.950,1.334,1.870,1.539,0.934,1.293,10296.981,17781.987,19621.996,10286.014,23091.085,1906.441,521.997,1139.450,0.637,0.431,0.541,0.608,0.540,0.629,34597,27272,0.5570,0.0840,0.2276,0.9999,0.0202,0.0460,0.6136,0.7157,0.7918,0.0792,0.0110,0.0237,0.0000,0.4377,0.9119,0.2415,0.7055,0.9460,0.00260,2580,0.9989,0.6263,0.6919,0.9991,0.0202,0.0460,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7933,5.4285,5.3942,0.0388,0.0565,0.0468,0.100,0.072,0.130,0.046,746,0.0585,0.0024,0.0046,0.00223,0.00075,0.00104,26.42,28.10,28.76,1680.0915,0.0596,33.5251,5.1665,4.9343,1168195,1451744,2.4883,0.2781,2441.8,1680.0915,21.37,0,0,0,0
83000,10971,3460,60753,143717,129492,81894,1070,14798,2429,2,319485,3485180,44476.546,21392.341,0.3228,14945.944,0.073,0.791,0.085,0.051,0.561,0.333,611,0.0689,0.6349,0.064,15.2,41.7,77.4,34.23,2.27,7.55,0.28,24.14,7.18,1.288,0.176,0.205,0.211,8.777,0.342,0.0021,83,415,977,14537,151,13,0.652,6286,187,1360,9424,607,1930,8434,5.25,11.59,16357,20.1371,66234,12790,149970,2960.3,-0.0,963049,14.072,2631075.518,4.07e-15,0.00015,9.34,51599,24.649,1.584,22.479,0.586,24.649,4497,2414,4060,0.2371,0.931,1.213,1.839,1.521,0.928,1.243,9834.419,17364.779,22944.551,9781.782,26696.157,3989.092,554.528,1902.777,0.618,0.424,0.546,0.570,0.459,0.618,28312,38579,0.6586,0.1398,0.1916,0.9999,0.0251,0.0369,0.6180,0.8478,0.9162,0.1129,0.0229,0.0288,0.0000,0.0000,0.8820,0.1174,0.6289,0.9434,0.00262,5910,0.9995,0.6416,0.6731,0.9992,0.0251,0.0369,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8378,5.0089,5.1413,0.0432,0.0388,0.0285,0.045,0.042,0.051,0.042,1491,0.0678,0.0036,0.0043,0.00175,0.00083,0.00118,23.02,28.25,28.39,1655.5662,0.0804,36.6848,8.4864,5.5858,1170432,1452371,1.9958,0.0901,2344.5,1655.5662,18.66,0,0,0,0
84000,12970,3360,45592,92022,81314,45612,818,13844,1275,4,226745,2757437,33136.335,12350.625,0.2901,8239.991,0.066,0.800,0.077,0.057,0.537,0.353,532,0.0506,0.6367,0.060,11.0,45.7,86.3,34.87,1.98,8.19,0.38,24.32,7.27,1.334,0.188,0.192,0.198,8.342,0.297,0.0023,100,454,925,12718,146,13,0.260,7484,339,1540,11091,2123,1462,9385,5.50,11.94,16761,21.2393,66359,14033,148085,2909.6,-0.0,962974,12.393,2631075.518,1.27e-14,0.00033,36.11,36020,19.774,1.563,17.167,1.044,19.775,5459,2452,5059,0.2018,0.988,1.294,1.878,1.477,0.960,1.360,7190.522,12430.624,16389.259,7167.076,17819.991,2191.980,626.422,1292.232,0.595,0.421,0.543,0.539,0.353,0.540,27811,24391,0.5273,0.2809,0.2368,0.9998,0.0231,0.0358,0.6040,1.0664,0.9074,0.0931,0.0163,0.0229,0.0000,0.8251,0.9596,0.1561,0.6491,0.9561,0.00261,3168,0.9996,0.9351,0.7837,0.9983,0.0231,0.0358,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6209,4.7557,5.2741,0.0447,0.0532,0.0372,0.067,0.059,0.083,0.048,911,0.0574,0.0048,0.0057,0.00201,0.00079,0.00105,26.23,28.02,28.52,1455.5119,0.0659,25.1313,6.5961,5.7967,1170283,1450915,2.0109,0.0224,2433.5,1455.5119,23.04,0,0,0,0
85000,7595,2954,50716,115709,101915,64060,933,15607,1786,1,288064,2914200,39630.706,17394.367,0.3140,11741.463,0.077,0.766,0.088,0.069,0.528,0.359,590,0.0945,0.6334,0.069,11.0,47.4,86.6,34.39,2.54,9.07,0.58,22.20,7.03,1.373,0.208,0.247,0.253,10.020,0.386,0.0023,96,447,900,15618,140,10,0.273,4713,247,1380,5968,1127,801,5667,6.75,13.32,13686,16.9458,66369,13149,142071,1494.3,-0.0,971719,14.418,2631075.518,2.65e-15,0.00033,16.98,47679,24.878,1.548,22.961,0.369,24.878,3588,1573,2434,0.2170,0.992,1.373,1.991,1.559,0.962,1.365,9410.480,15504.405,19714.121,9399.380,22258.669,3422.484,642.010,1588.410,0.602,0.428,0.509,0.640,0.440,0.555,24623,34947,0.5743,0.2810,0.2725,0.9996,0.0203,0.0456,0.6347,0.9172,0.8368,0.1280,0.0154,0.0229,0.0000,0.0000,0.8909,0.2093,0.6596,0.9726,0.00266,2510,0.9987,0.8108,0.7294,0.9990,0.0203,0.0456,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9116,4.7653,5.4786,0.0485,0.0627,0.0456,0.073,0.056,0.093,0.066,1240,0.0750,0.0053,0.0048,0.00195,0.00078,0.00102,25.43,26.28,26.98,1476.3598,0.0752,31.8023,7.7078,6.7101,1172575,1452195,2.5877,0.1578,2503.7,1476.3598,24.74,0,0,0,0
86000,6627,2316,42238,82071,70208,39127,706,13139,1820,5,231436,2496528,27550.114,10997.303,0.2801,6945.285,0.048,0.835,0.074,0.043,0.510,0.372,718,0.1015,0.6650,0.072,13.0,44.5,75.9,32.37,2.27,9.05,0.33,20.73,6.97,1.386,0.206,0.242,0.247,9.240,0.346,0.0024,95,433,723,15570,151,9,0.271,4331,83,1153,5391,776,602,5249,7.75,14.46,17564,17.4353,66282,13358,142528,1647.2,-0.0,970633,11.029,2631075.518,1.59e-14,0.00000,21.43,34296,18.080,1.556,16.157,0.367,18.080,2600,1515,2512,0.2411,0.950,1.376,1.995,1.560,0.937,1.477,8700.454,11640.564,9020.817,8653.329,16821.253,1542.256,1008.474,1501.287,0.571,0.439,0.519,0.423,0.403,0.546,25827,23470,0.6866,0.2599,0.2756,0.9996,0.0212,0.0452,0.6279,1.0385,0.9179,0.1304,0.0118,0.0266,0.0000,0.5138,0.9324,0.0159,0.6377,0.9901,0.00269,3901,0.9989,0.8754,0.7796,0.9985,0.0212,0.0452,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8430,4.6127,6.0202,0.0478,0.0456,0.0374,0.065,0.038,0.074,0.047,871,0.0680,0.0061,0.0052,0.00208,0.00075,0.00108,21.87,26.20,27.34,1393.6531,0.0632,25.6809,4.9562,6.0733,1174505,1451355,3.2044,0.2952,2648.5,1393.6531,22.35,0,0,0,0
