step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,1.22,13,0,0,0,1,0,1.00,28,0.000,2944,0.00,121.14,2.10,882,1,1,0,1.00,1.00,1.00,1,1,1,31.2,5.543,1,1.218,0.538,8
100000,22.00,16,0,6,0,5,0,1.00,0,0.273,2921,3.63,72.46,286.87,973,2,0,0,1.00,1.00,1.00,2,4,4,53.6,30.303,11,2.000,0.361,4
100000,32.00,16,0,13,0,3,0,1.00,0,0.406,2910,0.00,95.61,89.64,973,0,0,0,1.00,1.00,1.00,1,4,4,18.5,72.552,16,2.000,0.328,4
100000,32.00,16,0,14,0,2,0,1.00,0,0.438,2860,0.00,16.34,76.83,973,2,0,0,1.00,1.00,1.00,2,4,4,44.4,0.000,16,2.000,0.321,4
100000,30.00,16,0,13,0,2,0,1.00,0,0.433,2824,0.00,13.15,1.10,973,0,0,0,1.00,1.00,1.00,2,4,4,19.6,0.003,15,2.000,0.337,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2807,3.73,88.06,149.27,973,1,0,0,1.00,1.00,1.00,4,4,4,23.6,31.564,13,2.000,0.358,4
100000,50.00,25,0,19,0,6,0,1.00,0,0.380,2804,3.50,28.48,37.17,973,0,0,0,1.00,1.00,1.00,4,5,5,18.0,25.834,25,2.000,0.469,5
100000,32.00,16,0,13,0,3,0,1.00,0,0.406,2797,0.00,45.40,109.84,973,0,1,0,1.00,1.00,1.00,2,4,4,17.4,0.015,16,2.000,0.228,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2779,0.00,183.95,64.24,832,0,0,0,1.00,1.00,1.00,2,4,4,8.8,82.514,16,2.000,0.712,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2773,0.00,175.60,57.66,832,0,0,0,1.00,1.00,1.00,2,4,4,10.1,114.846,16,2.000,0.712,4
100000,20.00,16,0,6,0,4,0,1.00,2,0.300,2752,2.62,80.01,159.43,973,0,0,0,1.00,1.00,1.00,1,4,3,22.6,60.150,10,2.000,0.288,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2748,0.00,166.06,48.65,832,0,0,0,1.00,1.00,1.00,4,4,4,9.3,94.363,16,2.000,0.712,4
100000,2.47,12,0,1,0,1,0,1.00,22,0.405,2734,0.00,82.16,6.59,882,2,2,0,1.00,1.00,1.00,2,1,5,37.3,4.409,2,1.236,0.577,7
100000,26.00,16,0,10,0,3,0,1.00,0,0.385,2683,0.00,32.19,137.22,973,2,0,0,1.00,1.00,1.00,2,4,4,49.3,5.342,13,2.000,0.228,4
100000,1.21,14,0,0,0,1,0,1.00,24,0.000,2664,0.00,67.25,4.71,882,1,0,0,1.00,1.00,1.00,1,1,1,27.1,6.066,1,1.213,0.615,7
