step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2445,0.9935,453.9,953,794,844,807,16,25,31,44078,42334,40980
2000,2388,0.9966,64.5,1953,764,827,797,17,24,31,49102,42090,35803
3000,2346,0.9945,243.3,2935,751,809,786,16,23,30,52474,40591,31349
4000,584,0.6164,4578.3,263,277,185,122,26,24,35,58366,40440,28332
5000,346,0.7948,2096.2,865,166,127,53,14,27,20,63763,40754,26941
6000,379,0.8417,1978.0,1181,169,155,55,12,40,21,67305,38911,24132
7000,362,0.7127,3087.2,801,195,111,56,22,34,22,71221,37389,22196
8000,485,0.6948,3122.0,756,222,181,82,28,37,40,75437,34974,20464
9000,668,0.6123,5472.0,786,293,228,147,35,50,56,79099,33494,17908
10000,836,0.5921,9570.8,832,370,274,192,56,82,77,81447,31856,14188
11000,934,0.5921,9632.0,741,441,252,241,58,91,113,84202,30851,12610
12000,757,0.7543,4693.7,795,347,209,201,54,83,108,88458,30762,13320
13000,604,0.7682,3920.3,1088,311,152,141,50,67,82,90963,29690,13009
14000,445,0.7461,2817.9,1222,261,103,81,32,63,58,93233,29100,13125
15000,318,0.4434,2763.6,688,234,59,25,12,47,25,93064,29341,13608
16000,340,0.5382,4282.2,679,229,73,38,3,65,38,90120,30012,14303
17000,549,0.5701,6940.7,751,338,132,79,22,104,69,87198,29660,14588
18000,808,0.5792,7967.5,723,380,249,179,46,108,119,86565,28294,14502
19000,1006,0.6262,7619.1,675,431,324,251,66,104,131,88130,27215,13776
20000,1065,0.5268,8788.1,643,440,333,292,70,88,107,89767,25842,12036
21000,1140,0.6018,8939.8,625,424,366,350,74,70,89,91916,25336,9895
22000,1118,0.6843,8536.7,796,378,382,358,64,70,84,95034,24963,7203
23000,1148,0.6289,9700.2,809,445,364,339,63,76,94,96099,23809,6463
24000,1100,0.6364,8750.1,804,431,355,314,64,84,81,98569,22862,5968
25000,1030,0.6097,8805.2,808,381,359,290,66,81,96,101320,21185,5208
26000,1196,0.5903,11032.6,763,473,382,341,86,69,109,103249,18700,3609
27000,1090,0.6523,7133.7,703,433,378,279,77,75,77,106064,19477,3367
28000,970,0.6670,7031.8,855,438,311,221,53,56,76,107781,18432,3186
29000,913,0.6375,7477.5,974,393,300,220,49,66,94,108743,17442,3150
30000,771,0.6187,8214.5,952,292,286,193,42,74,93,109494,16432,3254
31000,791,0.5487,7969.0,861,344,252,195,54,76,90,110504,15111,3726
32000,729,0.6159,5894.0,803,352,226,151,62,68,80,111497,14886,5144
33000,549,0.7250,4369.7,1013,255,162,132,38,67,83,111991,15036,6604
34000,387,0.7235,3292.0,1288,204,117,66,24,62,50,111814,15277,7576
35000,224,0.7321,2129.4,1233,163,46,15,11,28,13,111352,15970,8750
36000,295,0.5864,2962.2,723,210,64,21,16,46,20,109854,16366,9186
37000,499,0.5050,5567.4,631,264,142,93,30,96,75,107352,16000,9348
38000,735,0.4599,7136.4,601,344,217,174,58,99,117,105710,14987,9692
39000,910,0.5670,7057.8,576,331,329,250,97,92,124,106294,13536,9970
40000,1083,0.6427,6860.4,744,386,357,340,113,73,135,108572,11671,9363
41000,991,0.7074,5903.6,900,379,317,295,104,56,102,110412,11512,8563
42000,875,0.6857,6299.7,1009,349,283,243,81,61,89,110769,11874,7581
43000,847,0.6659,6654.0,979,312,274,261,65,58,83,111420,12094,6556
44000,1056,0.5123,9093.7,667,370,375,311,73,83,104,111478,10878,4888
45000,1013,0.7364,5828.7,759,367,334,312,94,72,105,112557,11560,6077
46000,864,0.7604,5396.9,1165,373,250,241,91,43,88,113799,11564,5384
47000,733,0.7381,5305.7,1435,312,235,186,90,41,80,114579,11463,4615
48000,767,0.6037,6273.3,804,282,269,216,54,44,63,115248,11595,3635
49000,857,0.6231,7972.2,812,336,304,217,54,70,82,115342,11163,2460
50000,861,0.7445,5479.9,884,364,265,232,73,62,68,116496,11510,2866
51000,738,0.7439,4604.0,1144,315,220,203,71,43,66,118573,11593,2327
52000,564,0.6897,4479.6,1338,224,187,153,46,44,62,119622,11664,1932
53000,432,0.6134,4694.3,1050,209,127,96,34,30,54,119698,11678,2307
54000,320,0.6656,2689.9,923,187,95,38,32,43,29,119950,12120,4033
55000,195,0.6821,1936.2,1193,130,55,10,17,37,9,119402,12380,5456
56000,218,0.5413,2267.4,909,140,62,16,14,42,16,118538,12269,5744
57000,349,0.4384,4236.2,682,159,110,80,28,65,61,117421,11264,5482
58000,614,0.5147,4755.1,520,260,214,140,69,73,81,116137,10386,6252
59000,868,0.5472,6322.4,585,335,285,248,98,64,95,116282,8598,5742
60000,940,0.6170,7098.1,801,359,303,278,128,51,84,118937,7075,3871
61000,888,0.6340,6238.9,785,337,246,305,112,22,107,121972,6106,2574
62000,810,0.6481,5844.7,892,327,255,228,91,39,78,124212,5237,1566
63000,780,0.6526,5221.3,870,343,236,201,78,47,72,124797,5315,1283
64000,646,0.6687,5172.7,1004,265,210,171,64,44,62,125841,4765,1314
65000,642,0.5639,5313.2,853,248,200,194,63,44,70,127008,3771,1072
66000,788,0.5863,5433.8,672,340,237,211,78,63,65,127652,3318,573
67000,671,0.6528,4727.1,897,319,183,169,70,35,61,128866,3236,348
68000,752,0.6449,4987.9,908,328,238,186,75,72,62,129088,2844,264
69000,643,0.6579,4552.3,912,285,200,158,74,45,65,129800,2406,530
70000,597,0.6667,3379.1,880,246,181,170,52,40,78,130526,2626,900
71000,512,0.6973,3213.1,997,230,158,124,54,29,57,130638,2693,1025
72000,458,0.6681,3401.5,1013,223,113,122,44,43,57,130705,2631,1258
73000,352,0.6619,3604.4,1093,181,100,71,39,40,26,130338,2746,1856
74000,258,0.6512,3123.5,1286,129,69,60,22,36,44,129506,3296,2870
75000,172,0.7558,1927.4,1290,104,51,17,11,34,12,128584,4478,4333
76000,107,0.5607,1175.4,1192,66,33,8,6,22,8,128148,4862,4635
77000,247,0.3684,3723.1,771,88,88,71,25,34,50,127457,3757,3821
78000,425,0.4894,8266.1,973,159,124,142,49,41,93,126374,2094,2443
79000,501,0.4970,10842.5,1352,179,153,169,72,43,101,125644,1247,1155
80000,1087,0.5271,7605.9,543,404,347,336,92,79,113,126207,2019,1777
81000,998,0.6293,6024.8,539,366,316,316,100,67,99,126619,2394,1902
82000,1095,0.6265,7278.0,693,387,381,327,94,78,112,126576,2232,1312
83000,1097,0.6582,7306.2,715,415,361,321,102,85,116,126801,2235,1161
84000,979,0.7222,7220.1,836,369,337,273,87,81,107,127272,2200,878
85000,913,0.6320,7255.3,850,332,273,308,77,67,123,127212,2207,792
86000,910,0.6253,7928.1,806,343,272,295,71,68,105,126713,1934,753
87000,1031,0.6402,9476.9,766,401,340,290,81,72,120,125698,1453,766
88000,1023,0.6090,8112.3,771,372,339,312,84,79,123,125922,1643,939
89000,1063,0.6040,6997.1,625,388,366,309,87,100,113,126557,1850,1231
90000,884,0.6527,5115.5,609,310,282,292,82,66,122,127672,2182,2044
91000,719,0.5939,5308.7,753,267,232,220,70,54,82,128016,2028,1976
92000,639,0.6275,5231.7,685,261,179,199,55,49,88,127499,2300,2753
93000,490,0.6980,3315.7,786,210,133,147,47,56,87,127327,3135,4323
94000,333,0.8288,1590.1,1125,162,90,81,40,45,42,127399,4177,5456
95000,169,0.8402,987.2,1600,113,38,18,30,18,16,127033,4950,5690
96000,156,0.6346,982.0,1026,95,47,14,18,28,14,126414,5549,5709
97000,245,0.4490,3452.7,644,88,88,69,23,31,46,126071,4579,4611
98000,521,0.5355,7686.0,723,182,200,139,62,62,83,125209,2562,3072
99000,989,0.5885,5623.0,501,348,355,286,89,96,127,125343,2342,3734
100000,971,0.5911,6549.2,597,357,295,319,104,80,115,125613,1853,3091
