step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
77000,30,0.9667,409.7,1036,21,7,2,1,6,2,123052,4904,1924
78000,44,0.6591,650.2,551,27,10,7,0,9,7,123166,4593,1701
79000,49,0.7551,875.4,904,36,6,7,0,4,7,123297,4813,2119
80000,37,0.8649,619.8,1573,33,3,1,2,2,1,123057,4572,1887
81000,79,0.7848,1512.8,934,74,4,1,1,4,1,121872,4436,1905
82000,68,0.7941,724.2,1030,64,1,3,2,1,3,121493,4342,1977
83000,120,0.8250,1035.1,1162,88,22,10,3,8,10,121214,4449,2246
84000,175,0.7943,2148.4,809,132,29,14,7,18,12,120737,4972,2976
85000,129,0.8760,1593.7,1408,104,17,8,9,8,8,120435,4997,3118
86000,109,0.8807,1879.0,1584,83,20,6,6,11,6,119471,4799,2995
87000,119,0.7731,1467.0,814,71,30,18,6,13,9,119548,5005,3304
88000,119,0.9412,1015.7,1215,67,36,16,8,16,11,119804,5418,3612
89000,95,0.9368,721.5,1735,62,21,12,9,10,7,119475,4981,3024
90000,77,0.7273,519.8,1428,51,13,13,4,5,10,119805,4741,2607
91000,73,0.9041,1194.6,937,40,15,18,4,7,14,120398,4936,2762
92000,64,0.8906,296.7,1577,42,13,9,5,7,5,120969,4574,2334
93000,38,0.9737,55.5,2274,22,9,7,2,4,4,121413,4195,1766
94000,60,0.5333,854.1,320,39,14,7,1,12,7,122029,4053,1637
95000,58,0.8621,974.4,1035,36,17,5,2,15,5,122616,4664,2395
96000,53,0.9623,519.0,1804,31,18,4,0,16,4,123130,4589,2234
97000,33,0.9697,180.6,1664,26,5,2,3,5,2,123565,4265,2016
98000,55,0.6182,809.9,453,37,8,10,0,8,9,123760,4161,1836
99000,69,0.6087,1065.0,675,50,6,13,1,5,13,123698,4286,1965
100000,62,0.7419,911.3,1101,52,4,6,1,3,6,123838,4299,2015
