step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry
10000,0,810,28.09,1.86,7.29,0.75,15.18,0.00,1.44,0.001,0.231,343213.2,93695.0,16,91,4.48,1.43,1.41,16.5235,713.20,29240.5,16.8634,2.0368,5462,22.9858,229,53.8443,282239.3,165.42,2.3785
10000,1,721,28.22,1.72,6.71,0.39,16.21,0.02,1.33,0.004,0.207,319265.6,91576.4,17,70,4.47,1.29,1.42,14.9669,495.27,32619.2,18.8469,2.2754,5461,22.9816,219,47.1799,255814.1,81.35,20.2877
10000,2,561,26.89,1.30,8.39,0.48,13.60,0.01,1.32,0.004,0.153,237394.5,64075.7,11,83,4.34,1.26,1.31,10.0846,710.66,41421.6,8.8593,1.8945,5461,22.9816,220,37.8396,178135.6,53.21,37.0393
20000,0,939,23.45,0.53,5.33,0.05,8.42,0.00,1.19,0.001,0.154,191151.4,110989.6,3,147,3.21,1.14,1.25,8.2504,838.77,29443.8,4.5929,3.2902,5462,9.8479,127,27.4680,159264.6,165.42,0.7962
20000,1,749,22.62,0.35,5.39,0.06,8.15,0.00,1.11,0.000,0.120,100125.4,58508.5,3,93,3.11,1.06,1.15,3.4885,655.59,38793.8,1.1086,3.2816,5461,9.8461,105,11.7483,67169.5,81.35,4.1523
20000,2,558,22.18,0.28,5.25,0.07,8.61,0.00,1.07,0.000,0.091,63099.2,32513.0,3,130,3.18,1.04,1.11,1.6086,337.96,44875.0,0.3340,3.0238,5461,9.8461,72,6.4865,32753.9,53.21,7.9809
30000,0,1053,23.40,0.64,4.88,0.06,8.34,0.01,1.22,0.005,0.168,336085.0,335736.9,3,140,3.14,1.21,1.25,20.3171,474.80,32369.7,24.4448,3.3426,5462,21.8300,113,47.0608,305673.4,165.42,2.5415
30000,1,890,23.96,0.78,5.01,0.05,8.78,0.01,1.25,0.004,0.149,306629.5,288115.5,2,134,3.28,1.20,1.30,16.6461,468.44,35513.9,25.2379,3.8972,5461,21.8260,125,41.8785,270466.7,81.35,19.2515
30000,2,593,24.29,0.91,5.10,0.12,8.76,0.01,1.35,0.003,0.100,222450.9,197053.9,2,135,3.27,1.30,1.39,10.4370,447.41,43980.9,13.6567,4.0025,5461,21.8260,134,28.2462,185150.8,53.21,34.7084
40000,0,925,18.58,0.57,3.56,0.11,7.87,0.01,1.21,0.003,0.129,192098.5,110643.9,4,119,2.87,1.17,1.27,5.7452,368.62,28996.2,9.1028,6.2323,5462,11.3347,147,18.0988,131401.2,165.42,0.8612
40000,1,862,19.62,0.51,4.37,0.17,7.20,0.00,1.16,0.002,0.121,111509.0,65784.4,3,158,2.79,1.12,1.19,2.9471,517.32,40206.3,2.2940,4.5803,5461,11.3327,86,9.4395,65869.6,81.35,4.2562
40000,2,694,21.34,0.28,4.62,0.20,8.14,0.00,1.08,0.001,0.104,73984.4,43600.3,3,163,2.83,1.05,1.10,1.6459,312.67,46951.1,0.9145,4.0266,5461,11.3327,92,4.8374,34097.3,53.21,7.9141
50000,0,965,25.59,0.47,7.27,0.06,6.61,0.01,1.19,0.002,0.159,311634.9,288578.0,2,143,2.42,1.17,1.25,15.7055,774.19,29245.6,24.4385,3.7168,5462,21.2720,238,47.0235,276530.2,165.42,2.3349
50000,1,824,23.39,0.64,5.72,0.06,7.72,0.01,1.20,0.002,0.133,296930.7,267310.1,2,134,2.69,1.14,1.26,14.6763,404.59,34136.4,25.7426,4.2188,5461,21.2681,142,42.3448,256454.6,81.35,18.5098
50000,2,665,23.39,0.65,5.73,0.03,8.11,0.00,1.21,0.003,0.110,214616.5,185055.6,2,167,2.68,1.18,1.25,9.1713,224.27,40760.4,14.5830,4.5099,5461,21.2681,149,27.4923,171392.8,53.21,33.1103
60000,0,843,23.41,0.14,5.98,0.04,6.88,0.00,1.05,0.000,0.125,199564.7,100362.2,2,169,2.58,1.04,1.07,5.5539,167.70,25056.1,7.5985,6.7069,5462,11.3567,190,20.2751,133413.1,165.42,0.9116
60000,1,790,23.27,0.10,5.91,0.12,7.10,0.00,1.03,0.000,0.120,109837.5,52075.4,2,169,2.57,1.03,1.04,2.5787,242.90,36630.5,1.8441,5.1647,5461,11.3546,120,8.7615,58593.3,81.35,4.0848
60000,2,590,21.49,0.19,5.28,0.04,7.11,0.00,1.06,0.000,0.086,74962.3,38847.1,2,166,2.57,1.04,1.08,1.5660,223.16,45794.5,0.8071,4.4549,5461,11.3546,87,4.6194,30839.8,53.21,7.7730
70000,0,903,25.47,0.09,6.15,0.01,7.91,0.00,1.04,0.000,0.147,292288.4,144764.1,2,166,2.58,1.03,1.04,11.1934,699.00,27147.9,33.1163,5.4475,5462,21.7238,144,34.3862,239888.6,165.42,2.7188
70000,1,804,24.85,0.20,5.71,0.02,7.96,0.00,1.07,0.000,0.128,297558.5,151143.2,2,138,2.72,1.05,1.08,13.4239,621.55,32465.5,31.0333,5.4482,5461,21.7199,101,37.2829,244689.9,81.35,18.6053
70000,2,584,23.70,0.10,5.65,0.06,8.11,0.00,1.04,0.000,0.092,217280.2,112658.7,2,184,2.74,1.04,1.03,7.2440,203.54,39050.4,16.6331,6.6208,5461,21.7199,72,21.6522,152422.5,53.21,33.4380
80000,0,810,23.67,0.00,5.99,0.00,7.23,0.00,1.00,0.000,0.123,200296.1,98561.2,2,177,2.56,1.00,1.00,5.3856,215.07,23922.6,9.2502,8.8487,5462,11.7777,187,15.4746,113080.4,165.42,0.9596
80000,1,750,22.65,0.02,5.60,0.01,7.16,0.00,1.01,0.000,0.109,117056.4,59488.4,2,167,2.54,1.01,1.02,3.7965,311.76,37371.9,2.2368,5.8957,5461,11.7756,123,8.0337,58254.7,81.35,4.1370
80000,2,596,20.42,0.00,4.73,0.01,7.40,0.00,1.00,0.000,0.083,77373.3,37026.8,2,190,2.51,1.00,1.00,1.5655,149.74,46346.0,0.6416,5.3602,5461,11.7756,63,3.1817,24354.6,53.21,7.5325
90000,0,726,26.89,0.00,6.74,0.00,7.56,0.00,1.00,0.000,0.119,290383.6,143755.0,4,136,2.61,1.00,1.00,13.5856,703.13,28598.8,32.5548,5.3205,5462,20.2641,120,37.1835,238711.4,165.42,3.1668
90000,1,716,25.50,0.01,6.14,0.01,7.77,0.00,1.00,0.000,0.113,285141.1,137645.6,4,167,2.59,1.00,1.00,13.1937,622.37,31644.2,31.0432,5.5694,5461,20.2604,150,36.0635,231408.7,81.35,18.6757
90000,2,540,25.23,0.04,5.46,0.00,8.98,0.00,1.02,0.002,0.090,207013.6,99353.3,4,163,2.92,1.02,1.02,6.3271,235.02,36211.9,17.0209,6.5571,5461,20.2604,70,20.0816,142764.0,53.21,33.3267
100000,0,813,24.73,0.06,6.12,0.00,7.80,0.00,1.02,0.002,0.130,197453.4,91816.7,2,162,2.68,1.02,1.02,6.1524,345.82,25299.2,9.2199,8.8195,5462,11.3442,118,15.5872,110380.0,165.42,0.8789
100000,1,665,23.43,0.00,5.46,0.01,7.94,0.00,1.00,0.000,0.103,114151.8,52718.3,2,125,2.79,1.00,1.00,3.4369,227.48,36346.0,2.5717,5.9315,5461,11.3421,106,7.6608,54778.7,81.35,4.0773
100000,2,570,22.15,0.01,4.73,0.00,8.64,0.00,1.01,0.000,0.087,75593.0,34467.8,2,189,2.82,1.01,1.01,1.8640,101.88,45884.3,0.9417,4.9567,5461,11.3421,54,3.5596,26552.7,53.21,7.6799
