step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2542,0.9937,388.2,952,877,886,779,21,17,21,44019,41593,40747
2000,2496,0.9948,48.7,1951,859,870,767,22,13,20,49901,41025,35251
3000,2442,0.9947,20.9,2951,831,855,756,22,13,21,54578,39534,30336
4000,70,0.7286,353.2,448,27,26,17,0,0,3,58930,38117,25990
5000,327,0.6942,1823.5,397,124,139,64,19,9,18,63211,35923,22551
6000,555,0.8036,2245.7,733,312,150,93,40,27,30,69554,36695,22636
7000,547,0.8080,2781.4,1060,305,166,76,28,33,32,72622,35190,20571
8000,516,0.7461,4352.9,1172,299,149,68,26,51,42,74420,34225,19068
9000,505,0.6515,7183.6,756,266,131,108,34,51,38,76432,33587,17390
10000,645,0.5364,12896.9,774,314,186,145,45,67,55,77446,31356,13968
11000,824,0.5704,18345.8,854,352,269,203,60,74,92,75607,28980,13338
12000,742,0.5768,16621.9,1014,352,219,171,75,71,91,73831,29059,17067
13000,596,0.6359,11717.7,1054,317,163,116,53,68,66,71831,31937,21552
14000,402,0.6617,6995.5,1018,275,79,48,24,47,31,70578,35239,24534
15000,349,0.6562,4973.8,913,274,55,20,19,40,18,67698,38764,26290
16000,324,0.6358,5552.0,932,265,57,2,15,49,2,63998,41179,26585
17000,415,0.6120,8377.4,903,282,90,43,16,60,31,61758,41343,25188
18000,573,0.4974,14750.8,826,340,149,84,55,65,63,58749,39965,23099
19000,805,0.4708,23361.9,933,421,225,159,86,94,100,55967,35952,20887
20000,1034,0.4574,32927.0,1008,439,357,238,89,115,114,52743,30996,19233
21000,1220,0.5492,34058.4,1031,498,408,314,110,94,127,54515,28446,18680
22000,1394,0.5603,28608.8,909,603,457,334,109,99,133,57304,28575,19542
23000,1450,0.5800,26465.3,945,503,548,399,89,109,131,61259,27595,19130
24000,1482,0.6107,25816.9,1026,536,507,439,89,97,143,65434,26979,16352
25000,1478,0.5981,21123.2,941,536,516,426,80,88,128,69572,28484,15509
26000,1458,0.6680,13259.9,818,564,403,491,68,82,100,73930,30909,16478
27000,1149,0.6832,10291.5,995,507,269,373,53,78,66,75770,31883,15843
28000,1175,0.6774,12466.2,1059,478,343,354,54,91,73,75051,31178,15713
29000,1059,0.6903,8096.9,840,479,311,269,55,69,64,76893,31487,17527
30000,882,0.7766,4116.5,981,383,289,210,43,69,61,79771,31535,18581
31000,759,0.7708,3589.1,1256,330,214,215,40,43,46,82533,30879,17365
32000,524,0.7863,2398.7,1084,250,134,140,26,25,37,85316,30238,16360
33000,377,0.7056,2729.6,976,233,90,54,24,36,24,87266,29639,15645
34000,483,0.6418,5330.1,888,305,120,58,21,81,40,85882,29722,16380
35000,525,0.7371,2760.8,663,418,88,19,18,61,17,85220,31712,18325
36000,462,0.7468,2207.5,969,371,69,22,22,51,22,85579,31768,17749
37000,731,0.5677,5054.3,775,468,156,107,44,73,77,85044,30493,16395
38000,1237,0.6677,5202.5,491,591,364,282,95,85,116,85998,29355,15778
39000,1333,0.7479,4888.6,765,593,383,357,95,58,111,89188,27768,13644
40000,1587,0.7076,6800.5,917,627,502,458,103,72,127,90567,26354,11228
41000,1417,0.7502,6412.3,967,572,430,415,96,63,78,92427,26649,9434
42000,1732,0.7032,7046.1,681,702,526,504,65,118,129,91971,25924,9411
43000,1479,0.7323,6097.9,794,633,467,379,71,89,78,92085,26527,9638
44000,1643,0.6129,6796.7,590,735,520,388,73,117,106,90283,26260,10514
45000,1519,0.6043,8010.1,530,688,504,327,84,111,98,88552,26087,11739
46000,1535,0.5674,8542.0,473,704,479,352,83,92,94,87711,25464,12040
47000,1513,0.6074,7496.1,522,838,398,277,100,90,114,87972,25961,13465
48000,1781,0.5649,9031.4,449,804,497,480,131,126,169,88049,24305,13629
49000,1520,0.5257,7934.5,415,675,463,382,116,121,119,89624,24268,13394
50000,1336,0.5404,8194.1,532,557,419,360,79,93,140,91284,24193,12373
51000,1261,0.6075,8267.4,617,564,393,304,88,97,141,92537,23455,12372
52000,1038,0.7042,7959.9,933,461,318,259,77,86,117,94460,22883,12418
53000,878,0.6640,7257.8,1085,461,230,187,69,70,89,95339,22513,12910
54000,657,0.6514,4499.9,965,412,151,94,45,73,57,94693,24132,15076
55000,539,0.5770,4205.6,712,392,111,36,30,86,36,91421,26381,16754
56000,647,0.5641,4299.9,627,460,120,67,21,108,65,87337,28555,18071
57000,772,0.5285,5930.6,622,438,196,138,30,141,111,84260,29318,18247
58000,1179,0.5013,7775.3,529,576,376,227,93,179,143,82639,28407,18009
59000,1356,0.5457,8058.5,541,634,422,300,118,148,165,82887,27341,17983
60000,1311,0.6522,8154.4,770,552,404,355,106,115,173,83865,26420,17039
61000,1482,0.5864,8719.1,737,576,508,398,98,107,135,85268,25908,14961
62000,1551,0.6003,10080.4,714,716,448,387,87,104,131,84935,25935,14276
63000,1572,0.5719,10969.3,720,659,501,412,83,132,119,84502,25911,13461
64000,1687,0.5448,9571.2,618,761,513,413,82,121,110,84005,26586,13613
65000,1600,0.6338,9441.4,662,778,487,335,77,121,108,84019,27271,13787
66000,1688,0.5729,11300.5,720,719,543,426,87,133,109,82979,27510,13079
67000,1625,0.6025,11098.0,727,755,504,366,96,126,111,82084,27952,13542
68000,1465,0.6396,9648.6,794,657,459,349,88,103,109,82811,28424,14607
69000,1497,0.5772,10675.3,814,678,467,352,75,111,144,82633,27340,15328
70000,1346,0.5877,8590.5,672,578,436,332,97,98,162,84311,26504,16795
71000,1172,0.6331,6779.0,640,526,370,276,90,95,124,85322,27075,16778
72000,1106,0.6329,7279.8,741,553,326,227,79,112,123,85472,27686,16801
73000,1026,0.5526,8257.5,744,499,309,218,67,144,142,83935,27980,17517
74000,765,0.6719,5667.0,853,442,165,158,40,102,133,82787,30246,19652
75000,539,0.5603,4515.6,813,389,121,29,30,94,28,81457,32310,20586
76000,673,0.5230,5180.9,699,474,129,70,26,101,69,77793,34252,21164
77000,871,0.4983,8000.1,649,496,229,146,35,157,117,74224,34763,20948
78000,1139,0.4996,11236.7,704,561,301,277,62,175,203,72048,33681,20335
79000,1535,0.5290,10991.9,628,721,425,389,123,162,220,71709,32907,20827
80000,1632,0.5337,11345.6,623,662,555,415,129,158,174,73373,31591,20006
81000,1644,0.5918,10909.9,697,637,576,431,120,147,151,76183,29738,19136
82000,1895,0.5082,13322.5,655,711,644,540,110,172,180,77232,28507,16664
83000,1993,0.5138,10715.7,512,786,640,567,105,151,148,77703,29889,16254
84000,1894,0.5348,10192.5,473,758,584,552,120,138,143,78223,29557,16266
85000,2060,0.4995,12773.1,480,808,644,608,117,149,169,78487,28350,15089
86000,2042,0.5798,10015.9,486,850,642,550,143,126,169,79360,28207,16714
87000,1922,0.5442,10904.6,557,839,564,519,124,130,147,79433,28810,15887
88000,1778,0.5799,11106.2,618,695,552,531,112,116,158,81309,28690,14511
89000,1755,0.5732,11124.1,675,714,564,477,111,123,159,82784,27790,13532
90000,1596,0.5739,10422.7,690,662,513,421,107,116,173,84266,27622,13715
91000,1486,0.6218,9346.9,680,729,452,305,116,132,145,84606,27938,14627
92000,1219,0.7260,6829.4,895,575,354,290,106,115,157,86247,29041,15178
93000,867,0.6436,7073.8,1141,416,265,186,58,110,115,86851,29033,15120
94000,775,0.6529,5879.0,902,478,173,124,48,118,92,84969,30708,16951
95000,592,0.5118,6525.6,859,433,113,46,23,100,44,80871,32875,18769
96000,630,0.6016,5458.9,801,433,144,53,14,130,53,77065,35533,20472
97000,950,0.5189,7343.2,652,500,260,190,28,183,166,72893,36421,21156
98000,1362,0.5661,9810.1,722,623,426,313,76,223,233,70361,35928,21023
99000,1812,0.5607,11963.4,767,735,573,504,100,214,306,68503,35093,20578
100000,1882,0.6897,9852.0,892,760,615,507,117,206,229,69170,35206,20823
