step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,3.24,13,0,0,0,4,0,1.00,20,0.000,2980,1.01,138.81,8.16,123,0,1,0,1.00,1.00,1.00,2,2,2,23.2,16.180,4,0.809,0.386,7
100000,1.61,14,0,0,0,2,0,1.00,22,0.000,2906,0.00,94.75,3.95,123,0,1,0,1.00,1.00,1.00,1,2,1,22.6,8.031,2,0.807,0.382,7
100000,11.32,17,0,0,0,14,0,1.00,8,0.000,2890,1.20,163.04,6.06,123,0,1,0,1.00,1.00,1.00,4,3,7,20.9,56.610,14,0.809,0.382,7
100000,2.41,16,0,0,0,3,0,1.00,20,0.000,2822,0.27,94.48,11.09,123,1,0,0,1.00,1.00,1.00,2,2,2,26.3,12.028,3,0.802,0.392,7
100000,7.26,14,0,0,0,9,0,1.00,14,0.000,2800,0.00,107.57,4.68,123,1,1,0,1.00,1.00,1.00,4,2,5,36.5,27.624,9,0.807,0.382,7
100000,0.81,13,0,0,0,1,0,1.00,24,0.000,2749,0.00,109.43,5.19,123,1,1,0,1.00,1.00,1.00,1,1,1,36.5,3.556,1,0.809,0.386,7
100000,5.66,17,0,0,0,7,0,1.00,14,0.000,2682,0.05,124.47,1.06,123,0,0,0,1.00,1.00,1.00,2,3,4,19.1,22.520,7,0.809,0.382,7
100000,2.42,14,0,0,0,3,0,1.00,20,0.000,2660,0.86,111.90,5.24,123,1,1,0,1.00,1.00,1.00,2,1,3,27.6,12.108,3,0.807,0.382,7
100000,1.60,10,0,0,0,2,0,1.00,22,0.000,2472,0.00,114.62,5.59,123,1,0,0,1.00,1.00,1.00,2,1,2,36.3,0.002,2,0.800,0.392,7
100000,2.39,14,0,0,0,3,0,1.00,18,0.000,2386,0.24,88.76,10.32,123,1,2,0,1.00,1.00,1.00,2,2,3,34.3,11.666,3,0.796,0.376,7
100000,2.43,13,0,0,0,3,0,1.00,18,0.000,2374,1.26,108.84,1.14,123,2,0,0,1.00,1.00,1.00,1,2,3,57.8,12.131,3,0.809,0.382,7
100000,3.20,22,0,0,0,4,0,1.00,18,0.000,2352,0.00,89.49,3.77,123,1,1,0,1.00,1.00,1.00,2,3,2,34.3,3.084,4,0.801,0.356,7
100000,1.62,17,0,0,0,2,0,1.00,22,0.000,2346,0.00,67.06,11.56,123,0,1,0,1.00,1.00,1.00,1,1,2,23.5,8.000,2,0.809,0.382,7
