step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
8000,123,1529,34.4,0.7,7.0,3.4,21.5,0.0,1.09,2.5,1116,546,40.15,22.02,525,513,491,0.1,1.02,1.19,1.08,5.07,6.03,5.99,31.6,1.084,0.470,6.63
9000,123,765,35.9,0.8,11.2,1.8,15.9,0.0,1.20,3.4,619,704,27.68,20.93,316,249,200,0.1,1.14,1.30,1.18,4.99,5.80,5.74,29.6,1.187,0.512,6.55
10000,123,478,36.6,0.6,10.2,2.5,18.1,0.0,1.15,2.7,380,1194,30.22,15.33,217,151,110,0.1,1.11,1.23,1.14,5.05,5.92,5.92,28.1,1.176,0.495,6.55
11000,123,419,38.3,0.6,7.8,3.2,23.2,0.0,1.11,2.3,310,1011,36.19,8.24,177,112,130,0.1,1.03,1.19,1.11,5.51,6.15,6.15,30.4,1.134,0.468,6.69
12000,123,387,37.1,0.4,9.1,2.7,21.6,0.0,1.04,2.5,287,548,33.18,7.19,156,96,135,0.0,1.01,1.10,1.03,5.39,6.17,6.13,30.4,1.124,0.465,6.74
13000,123,227,28.1,0.6,0.6,2.4,25.8,0.0,1.11,5.0,186,688,53.49,2.65,107,70,50,0.0,1.02,1.20,1.11,4.86,5.78,5.80,28.3,0.974,0.363,6.98
14000,123,180,26.2,0.3,0.2,2.5,25.4,0.0,1.05,4.7,140,600,46.32,1.58,118,39,23,0.1,1.00,1.09,1.06,5.14,5.88,5.97,23.7,0.953,0.335,7.00
15000,123,215,26.6,0.5,0.1,2.7,25.6,0.0,1.12,4.3,160,697,49.17,1.74,160,48,7,0.0,1.07,1.16,1.14,5.05,5.86,6.00,20.9,0.952,0.334,6.95
16000,123,225,21.2,0.2,0.2,2.8,20.2,0.0,1.07,6.0,180,899,57.28,2.93,159,43,23,0.0,1.04,1.11,1.06,4.65,5.20,5.68,21.6,0.954,0.328,6.87
16000,125,151,49.7,0.3,21.5,1.1,8.7,0.1,1.06,3.4,99,733,6.32,17.90,93,37,21,0.2,1.07,1.05,1.06,4.97,6.02,6.52,22.8,1.577,0.599,7.10
17000,123,414,18.8,0.1,0.1,2.3,18.5,0.0,1.04,6.5,280,639,41.64,1.79,231,117,66,0.0,1.03,1.05,1.03,4.25,4.87,5.78,25.4,0.939,0.331,6.88
17000,125,147,59.9,1.7,25.1,2.9,7.7,0.8,1.25,3.8,104,661,6.79,22.31,103,24,20,1.5,1.38,1.10,1.26,5.36,6.33,7.15,21.9,1.601,0.577,7.63
18000,123,570,14.4,0.2,0.0,1.5,14.3,0.0,1.06,10.0,403,483,28.59,1.93,236,186,148,0.0,1.04,1.08,1.06,3.66,3.99,5.45,29.2,0.923,0.340,7.14
18000,125,327,57.3,1.8,20.2,3.3,9.8,0.8,1.40,3.9,259,450,6.82,27.89,139,104,84,1.1,1.54,1.19,1.46,5.34,6.55,6.90,29.5,1.621,0.576,7.57
19000,123,700,11.5,0.2,0.0,0.8,11.8,0.0,1.05,11.8,404,597,27.61,1.06,257,251,192,0.0,1.04,1.07,1.06,3.27,3.30,5.76,30.4,0.907,0.347,7.37
19000,125,357,57.5,1.4,19.1,4.9,10.9,0.6,1.27,3.1,289,627,8.13,27.24,153,118,86,0.8,1.36,1.17,1.27,5.54,6.67,6.90,28.4,1.638,0.595,7.46
