step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
41000,1571,0.5264,8772.0,400,593,525,453,104,136,165,54021,44778,27942
42000,1908,0.4450,9866.7,296,751,631,526,132,190,174,53568,43912,27127
43000,1976,0.4742,10229.3,335,741,656,579,135,145,214,55177,43015,26311
44000,2327,0.4504,11038.8,311,798,831,698,149,161,243,55804,41600,25509
45000,2247,0.4633,10892.9,340,867,730,650,149,208,247,56458,41536,25998
46000,2001,0.4388,10028.9,290,801,609,591,124,164,173,56128,42858,25859
47000,2050,0.4249,9559.4,283,721,721,608,118,162,187,57284,42450,25757
48000,2368,0.4062,11093.5,262,908,794,666,117,190,222,56672,41354,25577
49000,2150,0.4312,11322.7,301,819,721,610,120,185,226,56177,41710,26382
50000,1778,0.4393,10693.6,333,716,574,488,119,136,177,56916,41795,26759
51000,1649,0.4991,10116.7,384,660,544,445,123,135,201,57487,41682,27549
52000,1416,0.5494,9900.2,571,566,475,375,88,175,207,56384,41970,29118
53000,1035,0.5681,9446.3,723,469,305,261,72,179,169,54358,43512,31116
54000,724,0.6478,7036.1,1042,372,195,157,27,139,126,51075,46624,34208
55000,434,0.6843,4464.7,1177,288,103,43,18,84,42,48968,49561,36207
56000,511,0.6693,4076.4,937,310,133,68,23,106,66,46672,51224,36704
57000,703,0.5306,7888.8,978,336,223,144,50,150,131,44828,50240,35290
58000,1253,0.5419,13023.3,869,543,417,293,90,205,202,43069,48039,33638
59000,1436,0.7507,8388.8,936,508,499,429,83,158,204,46343,49203,32950
60000,1452,0.7665,7515.1,1157,547,478,427,103,123,147,49334,49492,30079
61000,1415,0.6664,7974.1,1109,546,509,360,101,106,118,52122,47262,28517
62000,1689,0.6442,12954.7,793,633,588,468,120,116,139,52344,43977,26870
63000,1424,0.7633,8039.0,1055,477,520,427,82,110,109,55689,45342,26822
64000,1477,0.7170,8735.8,1089,495,512,470,88,76,128,59549,43800,23800
65000,1448,0.6664,8759.1,977,529,472,447,78,83,114,63000,41949,22057
66000,1742,0.6538,14240.7,830,650,623,469,109,132,156,60901,38146,23055
67000,1643,0.7955,7515.0,1036,577,559,507,114,93,167,65510,37503,25383
68000,1250,0.8216,4790.2,1248,454,429,367,86,86,148,67480,36823,26275
69000,1246,0.6726,7851.4,1115,480,418,348,91,84,140,67210,35001,25983
70000,1441,0.6364,13800.0,867,529,480,432,112,121,181,66859,31990,24398
71000,1312,0.7866,5625.5,1011,484,403,425,118,80,154,72291,33493,25127
72000,1046,0.8365,3843.0,1349,419,317,310,97,63,111,75243,33420,23905
73000,748,0.7941,3919.8,1620,310,206,232,58,49,101,76865,33338,23341
74000,514,0.5195,6978.8,1099,287,114,113,20,65,75,74712,33460,23595
75000,535,0.4953,8687.0,982,350,118,67,16,101,65,68378,36046,26216
76000,634,0.6388,6387.5,866,370,173,91,10,149,89,63403,39522,29421
77000,811,0.6165,5026.1,813,419,226,166,47,138,143,61614,40786,30303
78000,1021,0.6827,5936.5,919,418,325,278,92,117,176,63132,39747,28548
79000,1158,0.6598,5852.6,928,440,377,341,92,99,138,66314,39043,25756
80000,1259,0.7141,6434.5,935,444,433,382,78,108,125,67663,38514,23703
81000,1265,0.7700,5423.5,1039,454,424,387,82,112,93,68840,39185,22782
82000,1220,0.7180,5726.8,1063,497,411,312,73,120,103,68949,39074,21903
83000,1370,0.6555,7818.5,863,567,475,328,58,149,119,66971,39112,21869
84000,1448,0.7065,7221.6,817,550,476,422,85,120,122,68177,39246,21054
85000,1314,0.7382,5321.2,952,510,450,354,83,91,98,71404,38971,20006
86000,1349,0.7265,5863.6,976,539,453,357,70,88,112,72009,38547,19136
87000,1357,0.6463,7428.2,819,519,449,389,88,101,124,71551,37403,19091
88000,1363,0.7373,6292.0,878,542,438,383,98,94,134,72631,36538,20378
89000,1264,0.7215,5319.0,1004,476,429,359,75,80,92,74263,36464,19172
90000,1074,0.7477,4743.5,1131,418,349,307,70,74,87,76665,36465,18207
91000,1112,0.6052,6592.8,882,453,365,294,77,99,100,76550,36373,17643
92000,1095,0.7205,4355.4,809,450,345,300,80,126,124,76276,37723,18540
93000,833,0.8715,2034.0,1234,359,257,217,68,95,91,78933,38379,17564
94000,604,0.9106,854.6,1781,310,174,120,63,64,61,81453,38161,16507
95000,362,0.6713,1546.8,983,254,82,26,27,55,21,82354,38167,16399
96000,558,0.5609,6427.4,640,329,135,94,11,124,90,75782,38929,17842
97000,811,0.5586,8493.5,726,375,233,203,23,173,179,69274,40017,20175
98000,1124,0.7322,4023.8,679,509,380,235,69,153,153,69249,40767,22215
99000,1252,0.7444,4727.8,1014,493,424,335,86,107,138,70740,39656,20822
100000,1317,0.7001,4851.6,1015,474,465,378,92,104,108,73202,39067,18056
