step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2532,0.9953,266.1,953,835,846,851,24,23,27,43306,41875,41917
2000,2463,0.9943,21.4,1953,801,834,828,24,25,27,46180,41323,38885
3000,2415,0.9896,107.5,2936,782,817,816,24,26,29,48248,40279,35682
4000,225,0.5333,1600.9,271,86,93,46,8,23,16,51109,40094,33376
5000,271,0.8007,2355.6,707,87,108,76,21,26,34,55479,41355,33361
6000,319,0.7210,3731.2,853,114,117,88,27,35,46,57491,40731,32248
7000,339,0.6991,5740.9,856,147,101,91,27,29,44,57929,39778,31204
8000,474,0.6329,11557.0,769,204,150,120,31,46,57,57207,37750,28772
9000,713,0.5919,27109.4,885,263,252,198,54,78,100,51434,31071,25818
10000,773,0.6145,37180.3,1185,305,255,213,67,84,101,46346,27278,24779
11000,741,0.6316,31338.5,1320,301,225,215,56,73,89,46620,29242,28287
12000,610,0.6820,15156.1,985,253,193,164,43,68,58,50857,35544,34520
13000,417,0.6715,11928.9,1113,192,133,92,27,55,50,49093,38444,37098
14000,314,0.6433,9521.0,1319,184,71,59,21,46,35,45656,42219,39583
15000,223,0.7130,5917.8,1156,164,51,8,14,39,6,43173,46454,41641
16000,227,0.6079,5480.6,974,165,52,10,19,45,9,40160,49583,42013
17000,362,0.5939,9629.0,842,208,105,49,28,66,29,36513,50238,40753
18000,566,0.5088,20590.6,941,266,174,126,42,87,82,31406,47458,37532
19000,894,0.6074,27444.7,1014,377,319,198,80,111,106,29251,45066,34242
20000,1176,0.6667,23865.9,977,427,409,340,83,109,149,32700,44668,34410
21000,1423,0.6880,16637.3,929,489,491,443,105,114,144,38307,45492,34051
22000,1392,0.7866,8610.6,1010,519,465,408,104,98,115,43415,47948,34676
23000,1364,0.7456,8697.8,1043,526,425,413,101,83,103,45787,47540,33022
24000,1317,0.7282,9876.2,1042,428,481,408,88,117,122,48005,45969,31509
25000,1374,0.7096,11243.7,960,471,501,402,92,136,98,48829,44342,30812
26000,1517,0.6632,12250.4,858,523,541,453,109,123,96,50447,43068,29047
27000,1452,0.6811,9505.3,801,532,480,440,93,110,129,53138,44138,28365
28000,1405,0.6655,8873.2,743,467,477,461,93,107,153,55836,44023,27156
29000,1327,0.6820,7594.2,709,510,467,350,83,126,123,57628,43588,26408
30000,1382,0.6317,9353.9,704,516,468,398,104,115,129,59910,42223,24820
31000,1304,0.5928,9374.5,676,500,436,368,101,120,123,61919,41985,23443
32000,1066,0.6417,7116.2,643,446,347,273,89,115,115,63014,42531,24256
33000,870,0.6506,6509.2,812,400,277,193,61,133,119,62359,43420,25351
34000,645,0.6977,4953.0,955,350,176,119,35,115,95,60944,45416,27047
35000,394,0.6168,3959.3,981,286,85,23,25,67,22,59200,47418,28261
36000,429,0.5828,4917.6,855,274,113,42,18,86,40,55428,48909,28972
37000,661,0.5159,6844.1,633,351,195,115,27,133,89,53357,49001,28823
38000,1075,0.5014,10763.5,633,464,357,254,53,179,157,49932,47986,28626
39000,1367,0.5194,10085.5,499,562,444,361,116,150,184,50489,47177,28981
40000,1507,0.5090,9606.4,424,502,533,472,106,117,194,53420,45846,27180
