step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2837,0.9052,31333.9,896,940,870,1027,22,22,13,26333,29645,30959
2000,2799,0.9021,50008.4,1791,905,871,1023,16,27,12,19285,22692,24003
3000,2816,0.8913,63087.9,2593,923,900,993,20,29,12,15473,17425,18038
4000,2417,0.6674,39259.0,607,791,912,714,36,34,19,30360,26154,24043
5000,2437,0.7099,56055.1,1043,906,840,691,27,37,21,25783,21397,18484
6000,2471,0.7365,64447.5,1366,839,939,693,31,42,26,22116,18984,16074
7000,2746,0.6042,53110.0,820,998,1088,660,55,52,35,25171,22173,19998
8000,2903,0.6287,45331.1,752,961,1098,844,53,61,42,28426,23789,24236
9000,2923,0.5795,38167.0,671,1081,1039,803,82,68,61,29914,26319,27641
10000,2648,0.6171,24609.6,515,949,970,729,62,96,78,34483,31967,33656
11000,1967,0.6045,17885.1,546,816,694,457,86,83,49,37429,35565,37630
12000,1404,0.5926,13246.3,587,719,405,280,72,73,53,37774,38103,41594
13000,1129,0.6696,10611.1,761,639,301,189,57,82,71,36822,40081,45491
14000,882,0.6587,9734.3,800,534,214,134,34,86,55,35332,41710,48343
15000,683,0.6296,7238.5,705,552,97,34,19,45,26,33814,43234,50944
16000,624,0.6587,7809.7,741,493,90,41,33,53,39,32934,42865,51285
17000,938,0.5618,12398.0,642,597,208,133,52,97,88,30177,41351,50709
18000,1416,0.5600,15560.2,550,707,412,297,51,130,84,29425,39245,48847
19000,2134,0.4953,20018.4,462,896,581,657,82,99,115,28974,36507,44933
20000,2248,0.5191,30153.0,575,852,762,634,75,89,71,26823,31912,39736
21000,2778,0.5047,35237.2,548,969,962,847,106,80,63,26203,29140,34841
22000,3300,0.4955,43969.7,594,1202,1107,991,118,109,81,22960,25327,29878
23000,3744,0.4639,49232.0,554,1371,1166,1207,113,120,91,22079,23067,26305
24000,4493,0.4627,49599.7,483,1573,1378,1542,99,120,99,21359,22487,25842
25000,4680,0.4440,44275.2,433,1516,1539,1625,113,149,128,23679,24630,25831
26000,4619,0.4681,44204.8,437,1510,1718,1391,144,132,104,24756,24888,25719
27000,4474,0.4776,40073.1,440,1497,1570,1407,140,134,105,26225,26191,27002
28000,4169,0.4464,33325.4,397,1389,1439,1341,150,96,126,30221,28506,28517
29000,3777,0.4284,30229.7,399,1320,1293,1164,140,118,109,32172,30649,30788
30000,3192,0.4320,21833.4,341,1283,1049,860,103,159,99,35236,34487,34314
31000,2549,0.4170,15684.3,301,1067,883,599,101,121,106,36232,38263,38945
32000,1953,0.4788,12031.4,329,906,514,533,85,106,111,36654,41696,42006
33000,1356,0.5052,8987.9,416,754,335,267,82,111,110,36533,43889,45060
