step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
34000,1025,0.5727,7982.5,455,724,186,115,57,100,86,34292,45644,48236
35000,757,0.5627,8766.1,580,572,150,35,20,100,30,31128,46077,51082
36000,870,0.5517,8838.7,560,622,172,76,43,113,68,29219,45263,52582
37000,1229,0.4890,9318.2,421,776,285,168,67,150,126,29344,44116,52318
38000,1783,0.4195,11118.2,315,873,512,398,88,168,142,28992,42446,51110
39000,2453,0.4464,15884.7,341,1009,783,661,109,129,182,28276,39757,47832
40000,2960,0.4615,22873.2,382,1130,952,878,118,120,142,27776,36316,42515
41000,3910,0.4005,30915.5,364,1303,1411,1196,121,141,159,26617,31597,36726
42000,4407,0.4545,33554.5,380,1406,1571,1430,143,129,135,27893,29777,33050
43000,4984,0.4581,38041.0,429,1670,1596,1718,144,138,139,27751,27261,28883
44000,5356,0.4895,39813.7,463,1929,1827,1600,172,161,133,26819,26247,27576
45000,5523,0.4534,42173.5,424,1885,1852,1786,178,156,146,27924,25358,25757
46000,5337,0.4759,39500.6,428,1806,1811,1720,172,185,148,29201,26440,25685
47000,5428,0.4753,39081.5,445,1848,1852,1728,179,196,142,29882,27810,26585
48000,5220,0.4824,35961.9,443,1703,1847,1670,142,199,181,31148,29055,27713
49000,4651,0.5089,34213.5,465,1626,1724,1301,155,173,134,31482,31117,29844
50000,3913,0.5252,28495.0,464,1495,1327,1091,147,146,144,32174,34845,33163
51000,3327,0.5089,20744.3,425,1444,1033,850,170,154,169,33916,38639,37757
52000,2428,0.5313,14455.7,469,1155,699,574,124,133,158,34795,42139,41908
53000,1663,0.5406,10524.8,537,944,448,271,106,147,131,33804,44447,46228
54000,1139,0.6260,7511.6,633,734,226,179,62,125,129,32573,46040,49974
55000,907,0.5557,7127.4,583,682,173,52,22,125,50,30155,46697,52988
56000,1006,0.5070,8246.0,537,732,189,85,20,145,85,28105,46065,54444
57000,1261,0.5020,10634.9,553,774,285,202,39,195,172,26745,44492,54009
58000,1864,0.5123,11943.3,440,899,519,446,98,193,192,26577,42736,52937
59000,2447,0.5251,15951.1,450,1055,791,601,126,190,170,26167,39985,50029
60000,3027,0.4523,25339.2,455,1182,1039,806,149,131,172,24767,34798,44262
61000,3473,0.4515,32285.9,442,1276,1292,905,154,176,158,23740,31044,39343
62000,3852,0.4442,39175.0,457,1429,1414,1009,141,153,166,22695,27594,34811
63000,4327,0.4520,45417.3,490,1498,1560,1269,153,181,179,21520,24887,30961
64000,4376,0.4484,49877.6,509,1485,1423,1468,183,177,171,20365,23122,27678
65000,4551,0.4522,51026.9,535,1657,1474,1420,188,179,166,20946,22664,25389
66000,4479,0.4773,50196.1,530,1527,1583,1369,170,204,195,22034,22902,25188
67000,4377,0.4718,48266.9,544,1404,1561,1412,174,209,159,23314,23568,26631
68000,3935,0.4684,49623.3,561,1371,1422,1142,157,211,181,24040,23655,26484
69000,3561,0.4940,44910.4,555,1314,1244,1003,145,172,158,24578,26483,29482
70000,3204,0.4894,36842.4,563,1247,1001,956,128,192,181,26568,31444,32952
71000,2657,0.5167,29061.5,561,1107,815,735,132,142,171,29395,35546,36796
72000,2216,0.5307,20933.4,547,1075,659,482,124,165,142,31114,39920,41576
73000,1598,0.5294,13017.8,537,916,409,273,89,149,135,32508,43698,46240
74000,1033,0.5954,8605.4,574,642,209,182,43,150,155,31595,45786,50584
75000,802,0.4751,7806.4,526,602,147,53,19,115,52,30023,46089,53057
76000,1048,0.5048,8435.2,458,752,201,95,33,159,92,28162,45817,54517
77000,1361,0.4908,9167.1,449,855,324,182,40,210,139,27010,45137,54737
78000,1787,0.4829,12058.2,431,867,513,407,81,219,195,26118,43282,53183
79000,2429,0.4693,17127.3,408,1183,666,580,127,149,189,25210,40187,49773
80000,2889,0.4683,23031.5,422,1118,897,874,114,148,181,25520,36762,44562
81000,3178,0.4490,36504.8,521,1121,1028,1029,120,121,167,23049,30432,37279
82000,3701,0.4547,45325.3,539,1291,1243,1167,148,151,148,21836,26385,31055
83000,3863,0.4460,47408.0,530,1420,1317,1126,198,145,135,21722,24072,28982
84000,3898,0.4618,51630.7,575,1302,1383,1213,144,148,156,22065,22178,25177
85000,4220,0.4642,55360.0,575,1443,1522,1255,187,167,132,21162,20674,23030
86000,4123,0.4567,51867.6,565,1325,1512,1286,159,199,146,23270,21581,23292
87000,4058,0.4438,52968.1,553,1363,1426,1269,166,173,156,24738,21846,22625
88000,4039,0.4622,52150.0,558,1358,1379,1302,160,202,181,24917,23478,23228
89000,3578,0.4718,46451.7,573,1348,1007,1223,177,159,176,26409,26657,25627
90000,3153,0.4881,39502.2,575,1177,940,1036,136,157,147,28114,29840,29431
91000,2627,0.4850,29649.5,555,1125,816,686,148,136,139,31180,35234,34155
92000,2076,0.5111,21462.2,555,1010,603,463,122,176,110,32881,39027,39992
93000,1537,0.5153,12859.4,527,903,352,282,107,142,127,34987,42368,45057
94000,1010,0.5554,9248.5,606,627,229,154,47,134,119,33817,44477,49298
95000,840,0.5476,9217.6,627,608,159,73,18,119,71,31341,44921,51973
96000,919,0.5299,9040.2,573,644,178,97,25,149,94,28671,45084,54094
97000,1265,0.5170,10911.2,503,827,269,169,53,177,147,27370,43712,53938
98000,1723,0.4759,13359.6,475,873,484,366,67,169,195,26815,41687,51973
99000,2387,0.4617,18217.5,439,999,755,633,101,191,180,26443,38992,48568
100000,2904,0.4676,24699.1,439,1112,937,855,135,123,155,25762,35564,43552
101000,3226,0.4588,37342.2,527,1098,1164,964,115,151,167,23474,29813,35951
102000,3706,0.4420,46502.3,540,1204,1389,1113,161,148,174,22029,25425,30610
103000,4004,0.4328,48211.5,505,1152,1521,1331,158,141,164,22092,23894,27115
104000,4250,0.4480,54823.6,538,1316,1662,1272,154,185,166,21128,21126,24796
105000,4007,0.4427,55006.7,585,1280,1495,1232,167,163,144,21984,20510,23538
106000,4164,0.4524,60014.4,596,1406,1460,1298,166,181,186,20503,19991,21852
107000,3897,0.4824,57794.0,616,1211,1451,1235,185,140,180,22069,20140,21712
108000,3566,0.4753,52824.1,638,1142,1347,1077,149,170,169,24797,22316,22975
109000,3529,0.4967,49312.6,617,1169,1310,1050,160,185,166,25717,24722,25798
110000,3269,0.4839,40237.7,557,1202,1134,933,175,122,153,28391,29238,29548
111000,2645,0.4866,30887.0,573,1047,887,711,141,155,163,31717,33701,34332
112000,2075,0.5267,23097.5,632,920,682,473,121,169,131,32310,37864,39785
113000,1462,0.5376,15208.2,644,812,396,254,93,145,126,32690,41891,45459
114000,1110,0.5685,10485.7,609,759,214,137,48,137,118,31633,44416,50076
115000,877,0.5371,6989.4,500,631,176,70,25,135,70,30053,46089,54175
116000,915,0.4907,7164.1,493,647,166,102,19,146,101,27951,45828,55972
117000,1289,0.4903,9705.6,499,788,291,210,21,216,189,26074,44689,55961
118000,1985,0.4781,11803.6,414,996,567,422,88,276,225,25691,42723,54528
119000,2403,0.5094,16297.9,427,1027,717,659,87,213,195,25111,40022,51789
120000,2881,0.4734,24991.5,459,1235,870,776,124,144,153,23719,35162,45584
121000,3344,0.4587,34584.8,496,1233,1101,1010,141,155,148,23121,30341,39005
122000,3807,0.4279,44556.1,520,1252,1292,1263,155,168,143,21962,25710,31622
123000,3905,0.4650,52478.6,580,1371,1160,1374,170,147,176,20956,23861,25895
124000,4238,0.4514,55836.7,544,1478,1385,1375,152,178,182,21429,22212,22389
125000,4238,0.4552,60227.4,575,1439,1397,1402,172,178,162,20811,20631,20896
126000,4235,0.4741,60202.3,592,1436,1396,1403,212,180,149,20987,20169,20425
127000,4208,0.4701,56595.0,572,1381,1482,1345,198,175,182,23379,20788,21208
128000,3853,0.4835,55266.4,631,1233,1438,1182,173,188,169,24757,22311,21839
129000,3594,0.4847,49130.6,615,1202,1340,1052,176,165,155,27769,24489,23832
130000,3150,0.4657,42154.8,603,1136,1027,987,152,153,158,29192,28794,27325
131000,2781,0.4800,35362.3,562,1096,890,795,123,172,150,31598,32313,31871
132000,2122,0.5042,22946.2,573,989,637,496,125,171,156,33623,38067,38370
133000,1590,0.5371,16954.4,648,904,404,282,113,153,148,33047,41898,43840
134000,1068,0.5693,11203.1,631,718,214,136,56,145,111,32290,44628,48595
135000,921,0.5060,9469.9,561,689,168,64,30,137,64,30250,45590,52213
136000,1005,0.5204,8522.1,521,672,233,100,26,174,99,27939,45960,54837
137000,1337,0.4645,10384.4,475,842,312,183,40,212,155,26233,44735,54969
138000,1849,0.4700,13640.4,463,973,488,388,90,220,207,25063,42651,53765
139000,2479,0.4728,18373.9,412,1081,751,647,118,171,181,24648,39463,50350
140000,2770,0.4643,27504.4,451,1049,891,830,166,128,154,23490,34978,44219
141000,3142,0.4370,42886.0,534,1067,1040,1035,164,158,146,20568,28222,34914
142000,3462,0.4217,53037.8,559,1228,1178,1056,177,146,160,19880,23526,27705
143000,3770,0.4236,55811.8,547,1148,1400,1222,196,161,133,19997,21903,24164
144000,3794,0.4259,63872.2,607,1259,1288,1247,156,151,138,17330,19008,21282
145000,3952,0.4565,65764.4,622,1297,1357,1298,201,164,146,17696,17861,19819
146000,3991,0.4463,60829.6,587,1274,1404,1313,177,144,145,19080,19568,20288
147000,3616,0.4466,61853.5,646,1312,1138,1166,168,138,159,18390,21025,20120
148000,3400,0.4465,62252.0,697,1195,1135,1070,161,151,151,18902,20872,19799
149000,3380,0.4583,54138.2,630,1252,1085,1043,197,143,173,22193,24175,22883
150000,3003,0.4832,46510.5,644,1234,869,900,147,140,155,24994,28145,27594
151000,2405,0.4973,36851.6,689,949,727,729,123,131,125,26858,32957,32652
152000,1946,0.5113,24928.1,633,913,528,505,124,104,103,30652,38368,38229
153000,1429,0.5423,15239.7,609,757,406,266,93,141,112,33142,42744,44003
154000,1005,0.5463,11072.1,656,672,214,119,46,129,101,31852,45336,48523
155000,814,0.4889,10359.8,647,594,143,77,19,104,75,29377,45816,51841
156000,962,0.4938,9667.8,497,692,166,104,20,138,96,28050,45420,53688
157000,1200,0.4633,11901.2,551,689,309,202,30,208,175,26541,44347,53807
158000,1708,0.4725,13802.9,473,860,450,398,72,240,206,25551,42833,52757
159000,2220,0.4743,18652.0,444,915,711,594,127,171,212,25148,39433,49487
160000,2656,0.4488,30790.1,486,1007,868,781,151,116,141,22945,33096,42855
161000,2999,0.4481,45251.1,572,1073,1055,871,161,134,130,20869,27139,33880
162000,3091,0.4562,56877.5,663,1105,1018,968,143,140,137,18568,22468,25566
163000,3357,0.4450,62112.1,641,1151,1086,1120,132,118,152,17756,20280,21683
164000,3376,0.4482,65494.2,659,1129,1223,1024,136,152,139,17642,17944,19562
165000,3483,0.4209,65553.4,653,1161,1232,1090,136,151,138,18553,17789,18192
166000,3440,0.4576,69564.0,709,1130,1234,1076,157,140,146,17268,17107,17065
167000,3310,0.4508,68152.1,727,1163,1215,932,142,160,164,18259,17286,18052
168000,3193,0.4582,61485.4,693,1174,1078,941,153,124,132,20693,19726,19619
169000,3092,0.4544,56233.3,677,1138,1011,943,155,140,123,23214,22375,22418
170000,2758,0.4674,47950.0,687,999,966,793,136,104,133,24879,25649,28023
171000,2390,0.4795,38615.0,686,935,847,608,144,130,119,27787,30122,33529
172000,1920,0.5021,26340.7,633,855,620,445,124,151,109,31657,35203,38628
173000,1289,0.5043,16339.5,676,706,391,192,108,138,91,33996,39841,44522
174000,1067,0.5248,11407.3,611,715,218,134,57,110,107,32678,43123,49141
175000,812,0.5222,8648.2,578,620,133,59,27,111,58,30502,44933,53018
176000,924,0.5422,8476.8,504,622,204,98,12,149,97,28754,44804,54708
177000,1274,0.4608,12361.7,535,769,308,197,37,207,174,26198,43345,54322
178000,1734,0.4787,15312.6,507,883,457,394,98,191,197,25569,41181,52242
179000,2307,0.4634,20279.2,420,946,729,632,126,147,141,25520,37872,48386
180000,2592,0.4606,31699.6,508,969,893,730,151,127,146,23813,31967,41717
181000,2811,0.4315,45810.2,606,1088,902,821,132,112,142,21087,25574,33424
182000,3028,0.4511,55720.7,621,1127,962,939,143,139,126,18202,21437,27303
183000,3263,0.4496,62569.4,661,1135,1171,957,168,158,138,16139,18586,24083
184000,3380,0.4373,67550.9,688,1119,1237,1024,139,157,167,14951,16564,22121
185000,3504,0.4321,67759.7,686,1126,1190,1188,140,155,141,14724,16327,21092
186000,3391,0.4615,67428.5,700,1105,1202,1084,141,151,139,15297,16586,20435
187000,3225,0.4564,65503.5,707,1032,1086,1107,148,132,141,18216,17345,19393
188000,3111,0.4748,62688.4,725,1047,1039,1025,155,128,135,19617,18922,20174
189000,2889,0.4476,54452.2,696,1002,977,910,137,119,153,22936,23210,22508
190000,2634,0.4727,46564.5,703,981,828,825,112,121,148,26792,26650,26068
191000,2256,0.4756,39038.3,690,966,695,595,116,120,107,28545,30317,31708
192000,1804,0.5416,28107.3,714,793,595,416,126,143,118,30991,35822,37624
193000,1187,0.5586,15416.0,709,646,329,212,97,107,91,34108,40692,43860
194000,992,0.5141,11016.0,588,682,210,100,44,118,79,33578,43414,48029
195000,785,0.4930,9338.2,579,580,160,45,23,105,44,31543,44543,51530
196000,931,0.4758,9120.9,489,665,178,88,14,121,83,29371,44510,53693
197000,1143,0.5066,10575.5,494,680,262,201,30,166,162,27694,43542,53882
198000,1640,0.5122,15661.6,531,829,453,358,86,197,193,25950,41028,51856
199000,2094,0.4546,21942.0,472,823,678,593,124,131,163,25018,37156,47863
200000,2640,0.4576,34497.0,534,901,877,862,116,135,148,23547,31170,40590
201000,2777,0.4321,47330.0,604,943,950,884,139,116,135,22129,25432,31441
202000,2945,0.4431,59283.5,673,982,994,969,123,136,131,20081,21014,22982
203000,3198,0.4556,62815.3,684,1086,1090,1022,136,140,107,18406,19719,20013
204000,3268,0.4471,69093.6,725,1098,1108,1062,160,141,136,16412,17628,18694
205000,3453,0.4431,67933.1,678,1136,1168,1149,165,126,116,16876,18162,16486
206000,3263,0.4527,67908.8,729,1058,1215,990,187,147,134,18310,17680,15994
207000,3090,0.4680,70478.9,771,1099,1083,908,156,137,137,17085,17856,17045
208000,3286,0.4340,65163.3,680,1119,1162,1005,163,156,142,19630,19301,17971
209000,2925,0.4742,60530.9,735,1060,980,885,156,151,119,20834,22438,21105
210000,2710,0.4845,54070.5,728,987,924,799,130,164,118,22996,25565,24264
211000,2232,0.4955,43843.3,753,857,731,644,102,137,112,25646,30717,29346
212000,1729,0.5344,28231.7,747,738,558,433,109,109,117,30844,36931,36617
213000,1312,0.5579,17318.0,728,730,342,240,91,119,145,33170,42200,42580
214000,915,0.5650,12195.0,718,569,212,134,50,115,107,32383,44363,47420
215000,785,0.4803,11019.7,651,565,159,61,36,111,60,31000,44802,50261
216000,834,0.5324,13198.7,695,555,188,91,17,157,90,28333,43842,51777
217000,1201,0.4896,15228.0,646,698,306,197,45,204,173,26492,42656,51865
218000,1726,0.4693,16666.6,534,797,503,426,97,231,225,26924,40746,50501
219000,2147,0.4737,22616.1,492,844,709,594,145,160,189,26299,37210,46845
220000,2652,0.4615,33167.3,507,1017,856,779,154,127,139,24979,31356,40194
221000,2974,0.4553,48753.3,595,1035,996,943,181,151,110,21837,24489,32173
222000,3022,0.4166,60033.4,656,1016,1004,1002,144,147,122,19741,20424,24347
223000,3324,0.4398,63121.5,632,1067,1153,1104,163,134,124,19084,18230,20103
224000,3283,0.4140,69406.6,697,987,1268,1028,139,147,98,18020,15889,17454
225000,3308,0.4129,70780.9,703,1092,1242,974,154,156,105,17081,15126,16360
226000,3291,0.4594,70969.6,721,1031,1211,1049,140,161,122,18386,15358,15781
227000,3338,0.4137,67266.7,694,1078,1212,1048,152,159,128,19777,16271,17269
228000,3007,0.4646,62382.9,706,978,1164,865,163,150,98,20837,18939,20036
229000,2893,0.4369,59847.4,728,1004,965,924,133,113,117,22505,20037,20992
230000,2608,0.4479,56424.7,748,893,906,809,154,128,113,24777,22136,23516
231000,2379,0.4973,44398.6,721,1009,708,662,154,111,144,28751,27999,28928
232000,1862,0.5097,30833.0,718,853,549,460,134,111,120,31872,34291,35055
233000,1396,0.5473,19478.6,709,761,366,269,97,129,135,33782,39043,42324
234000,1074,0.5130,12533.9,620,720,232,122,61,125,92,33896,42482,47326
235000,814,0.5479,9787.3,601,565,179,70,22,126,69,31116,44545,51808
236000,877,0.5245,11627.8,613,592,177,108,21,127,102,27744,43945,53527
237000,1166,0.4828,15826.8,683,641,301,224,30,211,200,25814,41868,52746
238000,1829,0.4669,19003.2,602,844,530,455,89,269,257,25898,39676,50582
239000,2205,0.4735,22229.4,508,922,733,550,106,191,173,25888,36938,47782
240000,2612,0.4307,31360.5,499,1008,854,750,125,125,124,24901,32454,41139
241000,2856,0.4356,48076.6,592,921,1033,902,125,127,119,21725,25323,31746
242000,2955,0.4460,60773.2,670,984,988,983,109,147,128,19241,20075,24068
243000,3225,0.4239,67139.4,663,1062,1134,1029,140,126,123,17943,17213,19385
244000,3418,0.4233,66533.0,648,1074,1199,1145,154,146,109,18489,17727,18100
245000,3214,0.4418,69660.8,714,1062,1163,989,159,165,112,18339,16537,15682
246000,3112,0.4338,68120.6,727,1053,1031,1028,155,151,119,19390,17161,15741
247000,3224,0.4280,68409.8,700,1067,1138,1019,113,146,121,20087,18102,16421
248000,2995,0.4317,65560.7,742,937,1110,948,125,134,129,21687,19148,16589
249000,2907,0.4520,59153.5,712,993,1037,877,123,132,117,23998,21893,20070
250000,2717,0.4387,51612.4,710,976,910,831,135,119,120,27660,25225,22644
251000,2330,0.4708,42436.9,720,899,732,699,148,97,129,29768,30605,27007
252000,1817,0.5371,28907.0,732,847,535,435,136,113,132,33216,36587,33650
253000,1360,0.5199,18568.6,727,783,358,219,105,123,114,34424,41015,40878
254000,1013,0.5558,11742.2,619,652,226,135,46,151,109,34130,44226,46725
255000,799,0.5094,10550.5,641,560,169,70,29,126,69,31273,44840,50199
256000,910,0.4813,12625.5,602,592,207,111,14,173,107,28118,44042,52100
257000,1154,0.5069,15101.1,677,658,293,203,30,216,186,26249,42436,52223
258000,1658,0.4765,17085.3,598,787,466,405,62,262,232,26366,40401,50877
259000,2289,0.4530,22778.2,484,900,724,665,113,178,214,25567,37148,47258
260000,2511,0.4373,33729.3,552,992,769,750,147,146,168,23568,31613,41024
261000,3062,0.4396,51854.5,587,1104,1031,927,167,125,156,20827,24235,30307
262000,3001,0.4395,57725.6,640,1028,1002,971,154,109,120,21473,20623,23921
263000,3091,0.4500,61584.9,663,1131,932,1028,150,119,106,19882,18869,20945
264000,3276,0.4322,69683.1,696,1151,1070,1055,172,134,135,16961,17009,18209
265000,3399,0.4351,72121.4,695,1114,1127,1158,144,126,138,16471,14904,17278
266000,3092,0.4486,68868.2,741,1150,967,975,132,124,134,16941,16532,17145
267000,3126,0.4344,73053.7,764,1085,1023,1018,154,101,143,16698,15132,16906
268000,2940,0.4456,68246.7,762,1012,923,1005,161,117,131,18201,16877,18647
269000,2856,0.4300,59044.5,685,988,959,909,149,142,138,21188,20071,23615
270000,2431,0.4792,54086.6,783,898,783,750,117,121,117,24089,22355,26022
271000,2319,0.4886,45481.5,752,913,719,687,156,99,115,26097,27354,30652
272000,1916,0.5078,29716.0,705,826,628,462,139,120,134,30629,33900,38426
273000,1354,0.5739,20630.6,791,735,343,276,104,100,128,32319,38401,43717
274000,990,0.5505,13250.6,707,597,250,143,49,138,116,32618,42216,48454
275000,745,0.5007,9958.1,622,552,138,55,24,107,54,30967,43995,52120
276000,875,0.5429,10536.4,588,577,175,123,22,155,122,28617,44007,53993
277000,1150,0.4826,12757.6,617,643,322,185,44,215,165,26785,42795,54244
278000,1685,0.4629,17078.8,582,829,450,406,68,238,249,25590,40261,51877
279000,2145,0.4406,22476.2,470,888,656,601,113,165,162,24451,37250,48193
280000,2524,0.4394,34669.4,555,1013,729,782,134,124,133,23658,31428,40127
281000,2903,0.4227,48025.6,594,989,931,983,118,147,133,22103,25010,30730
282000,2931,0.4398,57691.6,657,1033,948,950,130,120,107,21319,22189,23432
283000,3307,0.4179,64182.9,628,1132,1121,1054,129,147,123,17677,19977,20444
284000,3233,0.4293,69248.2,691,1127,1093,1013,140,157,126,17429,17618,17926
285000,3314,0.4333,68749.6,696,1157,1052,1105,142,136,118,19333,17545,15861
286000,3233,0.4238,69820.8,713,1048,1125,1060,165,127,142,17803,17792,16155
287000,3208,0.4501,67871.4,725,1156,1037,1015,143,100,165,19712,18233,16063
288000,2953,0.4484,64631.4,742,1073,1026,854,154,127,131,21178,19674,17106
289000,2870,0.4411,57974.9,707,1044,949,877,148,149,127,23791,23381,19270
290000,2736,0.4624,47899.2,640,1119,831,786,138,135,111,26548,28623,22460
291000,2185,0.4860,41664.7,752,809,756,620,110,117,126,28315,33124,27212
292000,1952,0.5041,29247.3,695,925,592,435,125,155,124,31772,37985,33952
293000,1258,0.5580,17562.7,741,676,345,237,83,110,123,33496,42995,40976
294000,1005,0.5542,11803.1,648,619,231,155,39,143,122,32135,45711,46945
295000,768,0.4896,8777.0,587,546,162,60,22,120,57,30844,46479,50598
296000,863,0.4948,9980.9,539,612,163,88,17,134,87,28507,46075,52422
297000,1257,0.4837,12783.7,539,724,312,221,49,209,170,26979,44363,52414
298000,1616,0.4499,16160.4,547,768,466,382,82,196,219,25773,41906,50837
299000,2241,0.4516,22077.6,477,895,713,633,136,187,183,24780,38476,47516
300000,2519,0.4252,33958.7,548,949,840,730,142,139,150,22520,32642,40437
