step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached
10000,645,0.787,0.216,10.88,10428,8274,2295,114,530,17500,271505.6,70038.1,0.312,0.416,0.131,0.141,106,34.36,6.50,0.85,2.91,0.53,2.36,6.56,5.14,26.83,7.57,0.00,0.06,0.016,0.066,209,0.321,0.140,0.854,0.000,0.006,40359,37687,1,1.000,0.000,0.929,4982638,0.254,0.830,0.013,7.41,13400,151,4.002,0.623,0.036,4669331,1.17,0.22,0.784,0.121,0.003,27.0,35.0,39.1,60.3,22427,0.086,0.00,0.0016,0.174,145,0.898,0.000,0.581,0.750,5.67,6.01,5.98,0.02,0.012,1.17,1.16,1.17,0.899,0.00187,3.61,11.1927,110.18,122770.2,140185.7,133.989,14.9001,47.355,0.000,0.954,0.337,27.2,23.397,231.072,520,1902.5,18.89,20.134,18.611,244.5,8.179,0.134,2.00,19.9951,12896.9,0.6204,0.1819,34.77,1.064,0.077,1.5345,0.0000,0.478,0.044,0.248,0.0000,6.05,0.24,29,36,36,49,22.1959,0.0001,0.5364,0.0000,0.0000,87.7889,100.00,144.9934
20000,1034,0.848,0.165,11.17,8422,7246,578,187,22,32960,316439.2,49718.7,0.016,0.793,0.130,0.060,219,32.02,10.65,0.59,2.69,0.46,2.78,7.36,4.49,21.59,7.88,0.00,0.00,0.011,0.059,360,0.072,0.191,0.806,0.000,0.003,12571,10434,2,0.952,0.031,0.901,5328771,0.301,0.824,0.003,26.12,6180,697,1.508,0.214,0.070,2947310,1.10,0.49,0.447,0.109,0.000,21.8,32.8,41.4,105.0,31015,0.118,0.00,0.0014,0.197,238,0.567,0.000,0.329,0.445,5.62,5.90,5.91,0.01,0.004,1.09,1.08,1.11,0.569,0.00478,7.73,5.4428,447.53,102972.8,140185.7,16.390,3.6028,56.252,0.000,0.966,0.209,44.0,27.428,33.544,119,266.6,39.62,3.247,6.886,200.5,5.495,0.130,2.01,31.8442,32927.0,1.1402,0.5376,30.00,1.195,0.106,0.4655,0.0000,0.388,0.067,0.084,0.0000,6.02,0.28,21,33,36,64,22.4534,0.0334,0.4574,0.0000,0.0000,19.1400,100.00,134.6150
30000,882,0.393,0.319,12.27,18166,15337,1588,999,394,85526,444342.8,127436.3,0.048,0.661,0.223,0.068,166,33.44,19.98,1.91,4.90,6.87,9.76,1.53,3.53,14.20,9.66,0.00,0.08,0.156,0.204,590,0.071,0.104,0.888,0.000,0.008,35668,29110,4,0.668,0.154,0.283,6987196,0.283,1.285,0.027,31.83,15690,847,1.490,0.154,0.227,6475983,1.46,3.20,0.162,0.424,0.003,10.1,32.0,60.8,116.0,21622,0.082,0.00,0.0035,0.127,210,0.684,0.000,0.463,0.532,4.54,5.34,6.02,0.32,0.099,1.31,1.58,1.49,0.687,0.00602,22.01,13.4161,185.36,129887.7,140185.7,98.554,10.9100,87.396,0.000,0.939,0.333,16.2,42.667,177.451,798,3604.7,32.59,6.689,19.051,608.1,13.558,0.131,2.01,4.6673,4116.5,0.3820,0.5571,24.51,1.277,0.176,1.5345,0.0000,0.374,0.064,0.025,0.0000,6.41,0.57,8,25,40,64,37.2263,0.1265,0.7766,0.0000,0.0000,79.9562,100.00,124.8417
40000,1587,0.395,0.235,12.66,12695,9343,559,1495,593,70670,151441.4,45896.3,0.051,0.662,0.250,0.038,225,23.07,17.95,1.32,4.35,4.73,5.65,0.29,1.60,7.48,5.92,0.01,0.15,0.163,0.182,1005,0.022,0.141,0.851,0.000,0.008,11915,9322,3,0.514,0.031,0.051,1116846,0.218,1.026,0.016,11.81,6405,540,0.649,0.167,0.327,3819311,1.42,6.27,0.006,0.599,0.007,5.4,19.6,43.3,156.8,21949,0.084,0.00,0.0013,0.110,458,0.688,0.000,0.496,0.173,3.41,3.95,5.34,0.36,0.117,1.38,1.46,1.44,0.693,0.00134,3.00,1.6364,92.75,128148.6,140185.7,35.314,4.6690,29.913,0.000,0.968,0.299,23.9,14.275,56.839,483,2096.3,21.88,3.224,7.303,672.0,3.333,0.136,1.98,4.2852,6800.5,0.6060,0.5166,13.83,1.477,0.338,0.4655,0.0000,0.288,0.058,0.006,0.0000,6.16,0.47,4,13,24,56,12.0042,0.1409,0.7076,0.0000,0.0000,18.8372,100.00,126.5023
50000,1336,0.608,0.168,14.94,35958,26338,642,7224,2005,317048,329106.5,189037.9,0.071,0.661,0.230,0.038,190,20.51,16.39,0.29,2.10,5.16,7.71,0.06,0.63,7.11,5.82,0.01,0.19,0.144,0.195,743,0.046,0.147,0.841,0.000,0.011,45442,33958,2,0.588,0.095,0.016,651634,0.195,0.812,0.010,22.29,21963,509,0.596,0.149,0.292,7508842,1.11,6.95,0.177,0.582,0.004,3.4,15.2,49.9,97.0,16853,0.064,0.00,0.0035,0.129,360,0.659,0.000,0.595,0.305,3.00,3.41,4.59,0.02,0.007,1.12,1.11,1.12,0.671,0.00391,13.09,6.5053,193.03,127850.2,140185.7,121.056,10.1874,68.373,0.000,0.856,0.306,28.7,30.755,183.975,260,1072.5,17.37,7.414,18.681,510.4,10.966,0.134,1.99,6.1333,8194.1,1.0040,0.4693,12.61,1.460,0.432,1.5345,0.0000,0.239,0.076,0.001,0.0000,5.68,0.87,3,12,25,63,25.0902,0.4371,0.5404,0.0000,0.0000,76.2867,100.00,103.9631
60000,1311,0.430,0.216,14.93,18756,13592,331,4005,853,163746,210616.0,108795.4,0.140,0.622,0.214,0.024,255,21.91,19.97,0.25,1.81,6.74,9.63,0.08,0.97,5.67,5.28,0.01,0.24,0.163,0.209,563,0.076,0.135,0.855,0.000,0.010,20687,14723,3,0.474,0.114,0.012,105817,0.211,1.112,0.016,16.80,11307,644,0.664,0.153,0.298,2766853,1.08,6.92,0.212,0.533,0.003,3.5,11.9,50.0,162.0,16703,0.064,0.00,0.0028,0.169,355,0.417,0.000,0.459,0.252,3.07,3.27,4.69,0.02,0.005,1.07,1.08,1.09,0.428,0.00277,4.90,3.4601,228.91,127323.6,140185.7,27.882,4.8189,42.706,0.000,0.966,0.250,23.0,19.676,44.421,391,1683.8,24.28,1.999,7.751,886.9,4.454,0.133,2.00,6.2200,8154.4,1.1693,0.5488,12.74,1.492,0.416,0.4655,0.0000,0.207,0.068,0.002,0.0000,5.65,0.68,3,9,25,81,15.0810,0.9576,0.6522,0.0000,0.0000,18.9463,100.00,109.2896
70000,1346,0.518,0.163,15.40,30811,22103,655,6527,1491,263929,334342.8,187528.5,0.164,0.564,0.248,0.024,198,22.08,23.66,0.45,2.68,6.17,10.35,0.09,0.88,6.13,5.14,0.01,0.18,0.142,0.201,651,0.077,0.124,0.871,0.000,0.005,45760,35337,6,0.596,0.051,0.018,576095,0.204,0.807,0.012,22.03,22208,627,0.711,0.138,0.284,5435966,1.16,7.14,0.137,0.581,0.004,3.5,11.7,50.0,235.0,17279,0.066,0.00,0.0041,0.145,332,0.560,0.000,0.593,0.396,3.12,3.37,4.78,0.04,0.021,1.11,1.19,1.17,0.571,0.00324,13.16,8.2763,145.72,127609.6,140185.7,117.449,11.7886,67.218,0.000,0.896,0.316,26.2,30.258,186.574,323,1378.0,11.40,5.945,19.992,455.8,11.875,0.135,2.00,6.3822,8590.5,1.1163,0.5351,12.84,1.458,0.416,1.5345,0.0000,0.256,0.105,0.062,0.0000,5.80,0.75,3,9,25,104,24.4425,1.4524,0.5877,0.0000,0.0000,78.7807,100.00,108.0876
80000,1632,0.575,0.139,15.47,20050,14345,377,4178,864,179989,235309.1,127413.9,0.073,0.657,0.242,0.028,250,19.11,21.10,0.40,2.57,4.92,8.55,0.21,1.87,5.94,5.29,0.01,0.11,0.124,0.188,721,0.108,0.135,0.847,0.000,0.018,21886,14942,2,0.666,0.234,0.025,193899,0.195,0.699,0.008,18.76,12035,728,0.708,0.107,0.259,2995438,1.12,7.99,0.123,0.599,0.010,3.1,9.6,50.0,222.0,18720,0.071,0.00,0.0024,0.176,415,0.398,0.000,0.473,0.246,3.00,3.06,4.60,0.05,0.028,1.11,1.13,1.12,0.408,0.00262,6.00,3.8563,248.63,124970.8,140185.7,25.089,4.3114,47.785,0.000,0.973,0.249,33.7,21.621,41.481,198,844.3,16.67,1.944,7.435,330.7,4.833,0.131,2.01,6.9520,11345.6,1.3542,0.5888,11.47,1.432,0.402,0.4655,0.0000,0.326,0.153,0.182,0.0000,5.74,0.78,2,8,25,79,16.1258,1.2193,0.5337,0.0000,0.0000,18.9846,100.00,123.1324
90000,1596,0.529,0.161,16.44,43716,32325,344,9341,1742,348263,400383.2,250096.3,0.117,0.609,0.252,0.022,192,20.26,19.25,0.32,2.10,5.09,7.85,0.21,1.82,6.55,5.74,0.00,0.05,0.136,0.185,654,0.070,0.129,0.853,0.000,0.018,56432,40093,3,0.599,0.035,0.023,433705,0.194,0.831,0.009,28.26,28784,576,0.718,0.137,0.283,6614691,1.10,6.89,0.219,0.518,0.001,3.4,12.0,50.0,194.0,19410,0.074,0.00,0.0038,0.140,421,0.527,0.000,0.562,0.316,2.96,3.25,4.54,0.02,0.010,1.08,1.11,1.11,0.540,0.00393,16.89,8.5366,230.55,125602.7,140185.7,111.319,9.6618,84.387,0.000,0.888,0.310,30.8,37.354,178.067,236,1029.5,51.05,6.695,18.693,359.8,12.384,0.132,2.00,6.5305,10422.7,1.2114,0.5704,12.16,1.467,0.418,1.5345,0.0000,0.346,0.176,0.193,0.0000,5.55,0.89,3,10,25,97,29.7842,1.3054,0.5739,0.0000,0.0000,76.2403,100.00,112.3535
100000,1882,0.388,0.192,17.82,18279,12637,640,3902,814,149673,235301.7,114268.4,0.071,0.694,0.221,0.013,250,32.63,30.83,0.33,2.22,12.21,15.26,0.08,0.95,5.03,5.25,0.00,0.06,0.192,0.223,564,0.220,0.139,0.850,0.000,0.011,18696,12522,4,0.552,0.004,0.014,205342,0.185,0.914,0.013,19.29,10534,784,0.763,0.104,0.362,4120997,1.09,6.52,0.303,0.484,0.002,3.5,12.8,72.0,240.0,33225,0.127,0.00,0.0025,0.172,507,0.472,0.000,0.469,0.215,3.57,3.79,4.99,0.04,0.021,1.07,1.11,1.09,0.480,0.00226,7.33,3.4107,244.95,125198.5,140185.7,24.481,3.4921,47.851,0.000,0.972,0.248,29.3,22.146,40.324,338,1379.9,17.50,1.780,6.386,622.4,4.372,0.133,2.01,5.2349,9852.0,1.0391,0.6364,17.65,1.543,0.412,0.4655,0.0000,0.510,0.314,0.440,0.0000,5.96,0.60,3,10,36,69,16.6139,1.2715,0.6897,0.0000,0.0000,18.7860,100.00,117.2765
