step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2512,0.9948,842.9,948,807,886,819,16,35,27,45648,41654,38844
2000,2443,0.9939,445.5,1945,784,860,799,17,34,26,52693,40482,31615
3000,2380,0.9966,824.9,2941,762,838,780,17,31,25,57491,37231,25940
4000,722,0.5693,8875.6,283,293,261,168,38,42,57,64726,35513,22094
5000,554,0.6552,15351.8,847,232,182,140,39,50,59,71692,31817,15855
6000,667,0.6072,27972.3,1157,275,218,174,68,63,85,74840,23211,9326
7000,908,0.5352,31471.2,902,371,268,269,71,89,122,76953,18944,7300
8000,1063,0.5767,31800.1,947,399,340,324,70,113,143,81965,15025,6225
9000,1163,0.5924,27684.4,943,458,341,364,90,93,145,86891,13723,6932
10000,1223,0.6803,14206.2,878,465,403,355,89,91,118,93403,15631,11105
11000,1056,0.7756,8455.5,1043,447,313,296,81,63,93,97263,17778,11590
12000,846,0.7636,6860.0,1293,378,215,253,66,38,79,99463,18445,10560
13000,596,0.6963,6138.9,1232,305,163,128,35,44,58,101283,18851,9993
14000,481,0.7173,5838.8,1021,296,96,89,37,51,54,101137,19947,10526
15000,349,0.5501,5418.6,975,274,53,22,28,45,19,99487,22003,11519
16000,377,0.6605,4108.9,786,282,66,29,15,54,29,98107,23743,11794
17000,565,0.5522,5965.8,611,343,129,93,42,70,69,97170,23341,10634
18000,926,0.4957,7926.3,471,424,265,237,95,94,125,97450,21626,9098
19000,1398,0.4685,10631.1,398,508,452,438,114,111,156,99213,18445,7140
20000,1489,0.5359,9541.8,409,475,512,502,138,96,111,103361,16761,5307
21000,1406,0.4815,7093.6,291,503,439,464,130,101,97,108466,15611,3074
22000,1209,0.5161,6945.5,366,431,418,360,81,67,97,112591,14397,1058
23000,1055,0.5706,7936.2,482,394,364,297,80,67,106,114459,13024,376
24000,947,0.5090,8068.5,687,394,297,256,65,58,118,116357,11502,159
25000,1330,0.5000,8378.6,477,500,431,399,97,79,155,118144,9175,241
26000,1214,0.5404,7800.3,468,553,367,294,99,75,108,119055,8680,722
27000,1596,0.4091,8017.0,333,623,524,449,135,131,161,118769,7522,720
28000,1198,0.4658,7516.5,370,449,380,369,89,98,150,119591,7541,996
29000,1335,0.4427,8938.0,432,522,434,379,102,135,153,119566,7217,533
