step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry
60000,1,1112,16.29,0.38,3.09,0.43,7.47,0.01,1.14,0.004,0.143,105958.6,43984.5,3,165,3.05,1.13,1.14,2.5307,334.60,34787.8,0.0389,3.2605,5461,11.5376,52,12.7076,72810.2,81.35,4.4562
60000,2,881,16.77,0.28,3.40,0.19,7.30,0.00,1.09,0.000,0.114,64030.9,25401.4,3,242,3.03,1.07,1.12,1.2067,133.20,43391.9,0.0005,2.4477,5461,11.5376,72,7.9274,38867.1,53.21,8.1508
70000,0,1639,18.92,0.44,2.93,0.18,6.66,0.00,1.15,0.000,0.191,460457.7,333875.4,2,161,2.81,1.14,1.15,24.1400,694.25,27790.3,8.0182,1.6086,5462,31.9917,96,66.8589,446438.7,165.42,2.0292
70000,1,1408,18.65,0.44,3.32,0.33,6.61,0.00,1.15,0.001,0.173,421802.1,293659.2,3,172,2.94,1.13,1.15,19.8982,399.79,31427.7,9.1328,2.1927,5461,31.9858,104,59.6164,402449.9,81.35,18.3910
70000,2,979,18.13,0.39,3.64,0.15,6.73,0.00,1.14,0.000,0.122,292112.2,192953.4,2,168,2.91,1.12,1.12,11.7233,241.54,36679.8,4.4734,2.8157,5461,31.9858,119,38.5710,267358.4,53.21,34.2452
80000,0,1426,13.28,0.54,2.25,0.24,6.76,0.05,1.17,0.031,0.158,246394.1,123203.3,3,139,2.78,1.16,1.14,7.4744,349.26,26967.0,0.2543,4.8423,5462,13.7184,47,29.0017,199946.1,165.42,0.9938
80000,1,1237,12.29,0.44,1.85,0.11,7.09,0.03,1.16,0.017,0.137,122371.1,57274.4,3,209,2.84,1.13,1.14,2.8604,291.63,34304.8,0.0135,3.5768,5461,13.7159,54,12.5159,86415.3,81.35,4.0396
80000,2,828,12.17,0.73,2.15,0.10,7.09,0.10,1.19,0.056,0.094,75815.5,31419.0,3,218,2.91,1.18,1.16,1.3397,158.48,43985.5,0.0026,3.2130,5461,13.7159,49,6.4442,43953.1,53.21,8.2030
90000,0,1506,21.41,0.26,4.01,0.66,7.44,0.00,1.10,0.000,0.213,460526.7,350446.1,4,144,3.06,1.07,1.11,23.2264,647.43,26830.4,7.4381,1.7115,5462,32.6063,97,65.3799,443310.7,165.42,2.5957
90000,1,1359,21.22,0.50,4.26,0.59,7.11,0.00,1.19,0.001,0.194,434991.8,311928.4,4,162,3.10,1.18,1.18,19.7465,521.07,30673.1,9.7820,2.1332,5461,32.6004,135,61.1997,414744.5,81.35,18.6399
90000,2,919,21.78,0.52,4.82,0.65,6.92,0.01,1.17,0.003,0.136,297978.7,213124.6,4,201,3.16,1.16,1.16,11.8886,325.68,35183.1,4.2870,3.1507,5461,32.6004,97,38.1276,269926.3,53.21,33.3137
100000,0,1574,16.10,0.37,2.86,0.09,7.77,0.01,1.15,0.002,0.201,244380.1,136818.9,2,142,3.09,1.14,1.13,8.3396,707.78,26926.6,0.1555,3.7929,5462,13.6750,63,30.2156,208290.8,165.42,0.8295
100000,1,1102,17.04,0.33,3.16,0.10,8.42,0.01,1.12,0.005,0.150,127183.3,65673.5,2,184,3.20,1.12,1.11,3.5327,411.58,34949.0,0.0311,3.5419,5461,13.6725,63,13.0705,91697.0,81.35,4.4511
100000,2,904,15.96,0.39,2.89,0.16,8.43,0.02,1.12,0.006,0.122,77410.8,35208.7,2,227,3.17,1.14,1.11,1.6725,168.97,43801.7,0.0051,3.0659,5461,13.6725,74,6.5113,47207.7,53.21,7.8647
