step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2663,0.9140,33473.6,921,878,960,825,27,25,26,26114,28421,32625
2000,2648,0.8935,60100.1,1814,858,961,829,26,29,30,16242,18253,24205
3000,2624,0.9108,77928.5,2678,857,938,829,25,23,25,10357,12565,18413
4000,2265,0.6428,43854.2,624,776,856,633,28,20,30,24825,23334,28264
5000,2692,0.5996,60657.7,804,1035,1025,632,54,42,49,18803,20123,24675
6000,2687,0.6498,70597.9,1095,1065,1002,620,61,64,60,15068,17682,23451
7000,3089,0.5811,58830.3,721,1268,971,850,77,68,99,20040,21552,26611
8000,3080,0.5438,57441.2,696,1222,1016,842,90,84,97,20845,22146,27007
9000,2706,0.5743,56459.7,840,1104,944,658,84,98,96,20328,23081,28941
10000,2696,0.5872,43844.3,752,1168,925,603,104,81,103,24472,27433,33270
11000,2346,0.6078,32048.9,757,1033,737,576,101,66,138,29863,32256,36994
12000,1897,0.6468,22717.5,852,899,617,381,102,87,103,32223,37285,41442
13000,1487,0.7108,14911.4,1053,746,447,294,72,110,130,34977,41196,44776
14000,1081,0.6975,10800.1,1109,630,271,180,37,127,106,35910,43480,47116
15000,626,0.6661,6718.1,886,459,129,38,27,92,35,37177,44964,48857
16000,700,0.6071,7889.3,719,463,159,78,14,135,77,36002,44799,49254
17000,1004,0.5000,10891.3,715,607,224,173,30,179,164,35061,43311,48181
18000,1429,0.4878,13922.1,607,743,365,321,51,169,201,33334,41646,46920
19000,1980,0.5379,19832.9,636,874,615,491,95,135,194,31215,38219,44457
20000,2312,0.5324,26001.2,631,897,808,607,108,80,161,30523,33128,40331
21000,2498,0.5556,34317.5,608,971,856,671,107,88,118,28234,29876,35696
22000,2839,0.5513,49813.5,735,1078,955,806,106,76,121,23005,23911,30230
23000,3070,0.4987,54783.8,714,1036,1083,951,99,92,133,20129,21331,28023
24000,3295,0.5344,52597.5,626,1190,1157,948,117,85,126,21450,21153,27433
25000,3264,0.5417,58645.1,702,1144,1177,943,113,74,144,18669,20592,25808
26000,3248,0.5437,55904.2,715,1237,1065,946,82,97,127,19625,20343,26447
27000,3195,0.5552,53062.3,670,1252,1199,744,122,101,79,21273,21313,27450
28000,2922,0.5739,51559.2,752,1144,1106,672,102,120,97,21008,22858,28920
29000,3073,0.5919,47791.0,764,1175,1174,724,114,114,120,22323,25024,31249
30000,3091,0.5846,39158.9,659,1170,1083,838,122,132,141,25345,28120,35187
