step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
31000,2441,0.6206,31367.7,737,935,838,668,109,105,142,28242,33613,38313
32000,2107,0.6559,22499.2,824,930,672,505,97,110,115,31863,37416,41451
33000,1581,0.7097,14643.5,857,830,453,298,73,122,106,35591,41320,44144
34000,1102,0.6515,8490.8,919,710,247,145,49,107,78,37007,44220,47083
35000,745,0.6698,7416.1,954,560,145,40,22,88,32,36259,45228,48802
36000,696,0.5761,7902.7,702,506,132,58,23,105,56,35126,45006,49328
37000,1030,0.5951,10698.7,668,634,251,145,33,174,127,33873,43731,48877
38000,1977,0.5908,12740.5,518,1027,549,401,97,202,202,32479,42127,47860
39000,2655,0.5736,18559.5,538,1266,790,599,133,158,170,30795,38715,45225
40000,3072,0.5977,27934.8,605,1291,1056,725,170,128,160,27104,33834,41206
41000,3556,0.6164,35269.3,669,1463,1255,838,199,143,165,25172,29077,37284
42000,3572,0.5882,44334.0,688,1416,1313,843,166,113,147,21587,24878,33212
43000,4232,0.5586,49232.4,617,1690,1520,1022,147,158,133,20743,23152,30267
44000,4591,0.5618,51218.9,606,1544,1597,1450,145,150,181,20220,22114,28856
45000,6272,0.4444,46265.9,394,2147,2300,1825,238,250,245,20957,23186,29663
46000,6012,0.4702,43253.5,398,2197,2382,1433,273,280,277,22886,24545,31256
47000,6398,0.4816,39236.9,367,2388,2397,1613,312,342,406,23577,26223,33285
48000,4867,0.5449,34765.8,446,1833,1753,1281,251,250,259,25105,28049,35914
49000,4157,0.6271,32838.7,548,1607,1604,946,167,221,238,26364,29123,36129
50000,3176,0.6659,23779.0,695,1323,1094,759,155,160,188,28530,33389,40230
51000,2354,0.7137,17892.0,831,962,823,569,121,140,155,30719,36248,43117
52000,1762,0.7633,13013.4,969,818,542,402,77,123,132,33695,39083,44794
53000,1414,0.7143,10208.2,953,802,358,254,73,94,106,35540,41932,45889
54000,1027,0.7975,6805.9,1124,614,240,173,45,76,80,37305,43646,47196
55000,724,0.7583,6313.8,1070,513,175,36,30,95,26,37292,44794,48635
56000,813,0.5486,8500.3,734,600,151,62,23,107,60,35745,44457,49083
57000,1187,0.5190,11918.9,623,727,261,199,22,191,179,33545,43216,48762
58000,1897,0.5040,12688.4,470,1036,481,380,67,216,213,32419,41879,48226
59000,2617,0.5281,17920.6,456,1206,808,603,119,186,214,30035,38847,46313
60000,3487,0.5159,25108.4,460,1494,1112,881,174,165,242,27482,34788,43392
61000,4131,0.5386,34027.5,498,1555,1407,1169,166,161,243,25611,30241,38701
62000,4865,0.5122,40683.8,507,1734,1776,1355,189,210,207,23755,26814,34890
63000,5514,0.4893,44099.4,476,2176,1937,1401,199,176,233,22702,25490,32681
64000,5764,0.5196,48383.1,515,2347,2001,1416,234,225,258,20578,24418,31747
65000,5923,0.5178,52221.6,549,2378,2033,1512,210,210,271,19511,23094,30088
66000,5483,0.5313,51401.5,590,1955,1941,1587,231,218,257,20208,22794,29274
67000,5214,0.5489,53315.8,635,1954,1829,1431,194,189,231,19430,22178,28639
68000,5247,0.5401,46885.3,586,2128,1724,1395,206,183,197,21842,24322,30106
69000,4802,0.5589,38538.3,556,1927,1622,1253,184,181,220,25194,28135,33876
70000,4026,0.5837,32864.2,558,1639,1408,979,161,172,168,27790,31428,36680
71000,3483,0.6104,24132.4,583,1442,1263,778,136,196,191,30767,35696,40208
72000,2263,0.6673,16622.3,707,1092,716,455,132,144,152,34645,39375,42549
73000,1694,0.6865,12797.1,798,899,448,347,85,155,168,36396,41949,44266
74000,1155,0.6961,8908.6,850,672,304,179,54,156,113,37317,44296,46624
75000,743,0.5545,6870.3,737,548,132,63,22,91,55,37145,45552,48217
76000,874,0.5789,7508.1,607,604,175,95,16,126,93,35877,45560,49119
77000,1311,0.5095,10817.6,582,870,237,204,29,172,178,33338,44168,48707
78000,2030,0.4966,13444.9,515,1029,591,410,64,255,272,32091,42222,48135
79000,2583,0.5176,17637.4,485,1203,778,602,103,194,231,29905,39434,46757
80000,3491,0.4918,26705.7,453,1426,1237,828,139,209,218,26967,34305,43985
81000,4040,0.4938,35063.6,537,1571,1399,1070,186,181,236,24356,30341,39928
82000,4672,0.5028,41421.6,535,1754,1633,1285,212,169,218,22804,27143,36471
83000,4901,0.5015,46546.0,527,1777,1885,1239,191,219,214,20842,24326,34455
84000,5065,0.4971,49760.1,528,1739,1898,1428,169,184,194,20163,22485,31204
85000,5029,0.5192,52964.8,558,1770,1791,1468,170,183,216,20309,22029,28998
86000,5765,0.5058,51934.6,508,2199,1940,1626,206,205,227,20704,22263,28373
87000,5239,0.5476,47165.2,536,1985,1929,1325,168,186,171,22464,24257,30253
88000,5024,0.5340,45134.4,545,2038,1751,1235,165,182,178,23251,25332,30979
89000,4074,0.5731,40401.9,604,1549,1448,1077,124,186,213,25381,27773,32859
90000,3784,0.5885,35869.3,637,1506,1359,919,144,162,201,26830,30673,35183
91000,3096,0.6085,23754.6,631,1208,1118,770,140,165,194,31758,35645,39825
92000,2211,0.6242,18733.2,738,1110,675,426,116,137,154,33167,38739,42622
93000,1597,0.6869,12747.4,848,861,433,303,56,120,152,35164,41937,45592
94000,1017,0.7060,9843.3,957,606,265,146,34,101,90,35568,43963,47489
95000,775,0.7019,8101.0,1006,586,132,57,28,82,46,35475,44983,48756
96000,825,0.5648,7967.0,753,600,162,63,23,112,60,35238,44946,49344
97000,1140,0.5158,11010.8,617,681,288,171,36,183,152,33734,43632,48980
98000,1933,0.4749,15807.4,543,1010,541,382,87,237,242,30839,41385,47603
99000,2582,0.5232,18318.9,483,1252,752,578,128,202,248,29560,38926,46826
100000,3580,0.4746,25526.7,415,1574,1102,904,142,184,227,26927,34949,43802
