step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
68000,2573,0.5107,36101.8,729,870,990,713,164,141,160,26030,29638,37030
69000,2499,0.4886,36011.3,713,945,910,644,173,153,164,26728,30860,37534
70000,2291,0.5072,32593.6,729,903,804,584,166,138,184,27148,32466,39050
71000,2028,0.5079,27606.2,720,800,734,494,128,151,169,29305,35541,40256
72000,1681,0.5479,22774.9,773,781,539,361,129,139,149,31401,38701,42578
73000,1181,0.5682,15475.5,790,591,348,242,79,143,157,31864,43063,46222
74000,813,0.5806,8250.9,753,476,179,158,55,129,130,31846,47284,50325
75000,608,0.5395,5534.5,601,387,132,89,13,117,85,29840,49911,53420
76000,641,0.4805,5410.9,527,397,140,104,12,126,98,27399,50686,54941
77000,1009,0.4678,8401.9,541,500,307,202,31,239,194,25083,49560,54929
78000,1380,0.5029,11514.7,515,629,420,331,103,220,245,24152,46767,54010
79000,1760,0.4767,16774.1,539,715,568,477,133,141,225,24489,42377,51034
80000,2156,0.4787,24942.8,587,810,750,596,177,167,190,23923,37372,46346
81000,2334,0.4786,31897.9,652,847,828,659,171,136,163,24075,33222,42597
82000,2450,0.4845,36323.3,710,872,837,741,152,162,197,24537,30981,37775
83000,2597,0.4825,39408.0,711,926,956,715,166,177,169,24670,29199,35745
84000,2552,0.5098,41717.9,770,972,899,681,184,125,175,23612,27710,34816
85000,2648,0.4834,42065.7,765,945,921,782,180,133,190,24958,27546,34030
86000,2595,0.4975,42630.7,774,917,989,689,144,172,150,24739,27519,33135
87000,2483,0.5042,43137.6,778,919,859,705,179,158,173,25435,27365,33112
88000,2286,0.4952,40535.9,837,852,770,664,158,143,164,26122,28907,33962
89000,2329,0.4903,37810.7,776,899,817,613,170,151,169,27498,29977,34605
90000,1982,0.5035,34807.7,828,726,716,540,136,167,163,28599,31644,36212
91000,1756,0.5285,29602.9,862,708,605,443,170,129,182,30574,34747,38507
92000,1410,0.5291,21936.3,833,660,430,320,138,116,162,33351,37934,41188
93000,1105,0.5421,15447.4,857,587,307,211,110,138,146,33858,41799,45236
94000,739,0.5859,9203.6,874,468,141,130,56,107,119,32998,46051,49564
95000,558,0.5108,5196.3,614,406,95,57,21,80,56,31710,48819,52717
96000,702,0.5271,5885.5,505,396,176,130,21,153,125,28662,49771,54352
97000,972,0.4784,7870.5,541,509,279,184,34,220,173,26280,48908,54784
98000,1322,0.4773,11330.8,515,616,380,326,99,190,216,24946,46336,53450
99000,1738,0.4684,18613.5,576,732,548,458,143,153,213,24583,41282,49846
100000,2048,0.4829,25603.5,674,813,665,570,162,125,189,25299,36346,45884
