step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2599,0.9492,28787.3,936,854,873,872,21,23,22,27364,31364,35471
2000,2576,0.9468,45196.1,1880,848,855,873,21,24,24,19789,25239,31081
3000,2558,0.9554,53195.8,2756,837,863,858,26,23,28,16297,21721,28095
4000,1490,0.7879,24950.1,696,582,587,321,35,12,26,28691,30579,37200
5000,1595,0.7994,29176.4,1165,654,573,368,33,18,30,24353,27899,36590
6000,1712,0.8131,34145.9,1604,598,699,415,30,20,25,23206,26358,36567
7000,1692,0.7116,27306.8,798,745,567,380,28,23,29,28123,29935,38886
8000,1812,0.7318,31665.4,959,809,592,411,43,36,41,26864,30061,38270
9000,1899,0.7177,31913.2,1067,769,642,488,59,46,51,27091,30542,38780
10000,2092,0.6802,25039.1,787,810,721,561,91,70,83,29240,32619,41422
11000,2107,0.7290,19020.5,807,890,676,541,94,80,80,30760,35750,43747
12000,1895,0.8422,15130.4,1141,874,586,435,95,84,87,31150,39016,45792
13000,1459,0.8136,9872.0,1262,758,384,317,58,67,74,32052,42622,48010
14000,950,0.7747,6713.6,1238,583,206,161,52,54,60,33414,45755,49406
15000,655,0.6992,5552.5,1025,541,92,22,27,49,18,33177,47667,50395
16000,652,0.6472,4812.7,775,515,96,41,17,67,40,32234,48634,51076
17000,990,0.5465,7971.3,567,610,230,150,62,120,116,30447,47597,50586
18000,1482,0.5547,10809.2,506,797,388,297,111,104,123,29626,45519,49143
19000,1836,0.5223,14145.5,488,848,608,380,133,103,116,29829,41941,46855
20000,2246,0.4844,16941.6,399,939,749,558,147,93,130,29444,38794,44875
21000,2679,0.4591,16167.4,306,1051,911,717,145,152,171,30365,37268,43617
22000,2895,0.4991,19781.5,347,979,1073,843,142,126,165,31131,35106,42394
23000,3151,0.5179,21674.8,394,1153,1143,855,108,141,162,30108,34262,42193
24000,3489,0.4577,21423.1,332,1207,1285,997,157,174,177,29747,33138,41737
25000,3386,0.4911,22399.0,365,1202,1291,893,144,162,170,28960,31618,41547
26000,3282,0.5161,22622.8,371,1199,1166,917,121,150,159,29630,32643,41325
27000,3162,0.5123,23485.2,440,1260,1081,821,126,153,161,28751,33076,41220
28000,3128,0.5473,23925.7,477,1166,1093,869,134,164,181,30397,33277,41260
29000,2979,0.5468,21508.8,472,1181,1011,787,129,143,185,30963,34411,42196
30000,2536,0.5615,18869.9,500,1053,890,593,140,134,135,32370,35514,43981
31000,2197,0.5712,16805.6,549,951,734,512,132,128,147,33045,38029,45747
32000,1787,0.5893,13637.3,603,800,590,397,120,121,167,32989,41134,47368
33000,1316,0.5881,10799.8,735,691,411,214,80,135,123,33243,43404,48731
34000,917,0.6260,7040.9,756,564,202,151,48,110,111,32739,46828,50955
35000,547,0.6069,5514.4,805,367,139,41,19,93,39,31377,48941,52469
36000,592,0.5524,6322.3,740,403,124,65,15,96,63,29382,49414,52906
37000,820,0.5549,9938.7,748,457,213,150,26,152,124,27618,47908,51995
38000,1448,0.4993,11801.9,584,674,434,340,98,160,178,27892,45351,50716
39000,1924,0.5088,13780.9,489,798,637,489,117,143,187,29167,43205,48854
40000,2481,0.4595,15620.7,364,925,862,694,119,158,163,28996,40206,46951
41000,2790,0.4581,18220.6,355,1092,945,753,147,157,181,29139,37681,45057
42000,3081,0.4742,20505.2,350,1101,1149,831,125,139,150,29193,35103,43516
43000,3351,0.4315,20088.1,321,1328,1180,843,189,162,190,28473,33807,42366
44000,3377,0.4788,21525.9,310,1235,1227,915,171,154,159,29539,33632,41733
45000,3301,0.4517,20993.4,311,1117,1219,965,172,176,205,30000,32233,40589
46000,3048,0.5256,22721.4,369,1195,1003,850,160,197,205,29997,32486,40827
47000,3070,0.4726,22300.6,340,1188,1077,805,196,176,198,28908,31598,41136
48000,2996,0.6165,27046.0,556,1151,1021,824,179,175,200,28514,32049,40941
49000,2744,0.6465,28905.4,814,1110,892,742,181,174,189,28282,32563,40544
50000,2454,0.5831,25017.6,711,965,824,665,143,134,167,29246,34136,40760
51000,2166,0.6020,21604.1,680,961,674,531,155,141,162,31012,36704,42934
52000,1686,0.6174,17548.5,740,831,473,382,131,113,145,32032,39761,45096
53000,1349,0.6019,12707.0,736,741,319,289,100,107,152,32340,43289,47709
54000,888,0.5890,8290.8,721,562,189,137,42,122,101,32142,46486,50429
55000,594,0.5791,5170.1,631,435,102,57,15,82,55,30511,49245,52950
56000,616,0.5244,5624.5,571,438,117,61,14,96,61,28700,49969,54020
57000,952,0.4821,8921.9,569,505,258,189,38,162,148,26858,48270,53271
58000,1494,0.4739,11754.7,510,732,434,328,104,187,195,25853,45836,52159
59000,1944,0.4769,17136.5,499,796,690,458,133,168,171,25755,41323,49850
60000,2223,0.4944,24654.7,590,843,790,590,169,169,166,25056,36631,45795
61000,2364,0.5254,31007.2,657,901,799,664,166,148,167,24106,33760,42577
62000,2550,0.4890,32467.6,626,892,951,707,162,160,167,25001,31432,40038
63000,2809,0.4959,38150.0,635,1014,976,819,178,135,204,24373,29085,38167
64000,2784,0.4978,39547.9,703,1024,976,784,185,157,195,23736,28366,36775
65000,2881,0.4991,38810.9,692,1059,1015,807,147,167,177,24461,28465,35787
66000,2828,0.5074,40420.0,708,1067,1003,758,189,157,171,24471,28322,36204
67000,2749,0.5366,40639.5,740,1027,941,781,176,163,173,24121,29222,36145
