step,event,lineage,other,size
5000,birth,1,0,9
5000,birth,2,0,27
5000,birth,74,0,28
6000,extinct,1,0,9
7000,extinct,74,0,9
8000,birth,113,0,87
8000,birth,134,0,965
8000,extinct,2,0,6
19000,split,139,113,14
23000,extinct,139,0,14
26000,split,158,113,140
28000,extinct,113,0,15
29000,split,166,158,431
30000,extinct,158,0,123
34000,extinct,166,0,11
36000,split,215,166,17
41000,extinct,215,0,144
44000,split,246,234,555
50000,split,254,246,45
53000,split,261,246,14
54000,split,267,246,16
56000,extinct,267,0,16
59000,extinct,261,0,7
61000,split,277,254,177
62000,split,281,254,16
67000,split,293,277,82
68000,split,294,246,81
69000,split,298,277,5
69000,extinct,281,0,5
70000,split,301,294,29
71000,extinct,298,0,5
72000,split,302,246,9
72000,extinct,294,0,13
73000,extinct,277,0,6
74000,extinct,302,0,9
75000,extinct,254,0,5
75000,extinct,301,0,13
78000,split,325,293,155
78000,split,326,293,5
79000,extinct,246,0,42
80000,extinct,326,0,5
82000,split,327,293,62
88000,split,341,327,55
89000,split,349,325,28
94000,split,363,327,11
94000,split,365,327,22
94000,extinct,349,0,9
96000,extinct,325,0,6
96000,extinct,363,0,11
98000,extinct,293,0,7
98000,extinct,341,0,16
100000,split,364,325,66
