step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
26000,4448,0.3959,21484.1,225,1390,1732,1326,153,124,162,33986,27429,32612
27000,3989,0.4161,18010.8,222,1310,1343,1336,112,143,158,35802,30085,33758
28000,3875,0.4694,23354.6,285,1409,1314,1152,80,123,103,34338,30258,33704
29000,3849,0.4923,25415.4,348,1427,1376,1046,114,151,136,31791,30817,36123
30000,3841,0.4712,18809.4,282,1330,1505,1006,131,163,157,33921,32996,40409
31000,3120,0.5343,17000.1,336,1302,995,823,118,136,141,34542,36551,43040
32000,2424,0.5272,11274.0,341,1160,648,616,131,111,193,35231,40334,46958
33000,1510,0.6126,9912.5,535,762,435,313,56,110,146,34299,42939,49550
34000,1244,0.5876,6930.5,586,843,249,152,50,137,113,31524,46203,52966
35000,713,0.6171,5643.6,623,554,123,36,16,93,35,28530,48585,55554
36000,873,0.5475,6534.6,557,612,157,104,26,128,104,25510,49224,56859
37000,1468,0.5470,9010.1,503,917,326,225,39,197,187,23002,48281,56912
38000,2038,0.4985,11267.1,420,995,596,447,87,174,221,22068,46348,55989
39000,2964,0.5108,14106.1,325,1220,955,789,126,161,210,22599,43127,54200
40000,3851,0.4830,19431.9,308,1450,1347,1054,154,121,182,22456,38473,50214
41000,4063,0.5144,30907.8,428,1348,1505,1210,130,137,163,22483,32280,43440
42000,4838,0.4934,34290.3,404,1565,1779,1494,136,109,162,22842,28923,40026
43000,6159,0.4835,29157.6,313,2172,2056,1931,165,173,214,27033,28062,39030
44000,5876,0.5099,27020.6,317,1943,2114,1819,173,171,261,29513,27262,36968
45000,5445,0.5567,40840.5,447,1685,1999,1761,193,171,194,28449,23582,31796
46000,5609,0.5406,40008.0,464,1951,1920,1738,179,168,211,28915,23365,30913
47000,5557,0.5483,38849.5,467,1809,2102,1646,201,163,172,30385,23934,31375
48000,5669,0.5542,34125.0,426,1961,2074,1634,215,188,207,32237,25423,33477
49000,4354,0.5811,37512.5,597,1501,1494,1359,177,156,184,30250,26357,33882
50000,3781,0.6170,29962.8,572,1410,1325,1046,144,137,161,32342,29065,37203
51000,3159,0.6689,28483.6,746,1219,1084,856,100,128,139,31942,31553,39159
52000,2536,0.7212,27633.6,1165,1032,900,604,93,121,112,29825,34491,41079
53000,1689,0.7117,16351.5,1133,843,507,339,58,102,86,30925,41220,45956
54000,1107,0.7109,8542.7,967,701,295,111,41,91,53,32070,45423,50524
55000,751,0.6498,7205.7,899,561,161,29,26,88,26,29181,47980,53337
56000,733,0.5853,7439.7,795,553,121,59,13,77,58,26320,48801,54934
57000,1065,0.5136,12640.4,698,637,256,172,32,139,125,23990,46883,53739
58000,1677,0.5677,19368.2,744,840,465,372,56,165,212,21835,43358,51704
59000,2439,0.5650,20150.1,626,1038,793,608,106,132,188,22834,40638,50192
60000,3152,0.5768,27938.6,625,1125,1137,890,118,112,173,22260,34351,45897
61000,3589,0.5896,39308.6,724,1242,1270,1077,120,108,159,21797,27998,38324
62000,3969,0.6107,46502.9,746,1274,1439,1256,116,104,134,21978,23185,32967
63000,4484,0.6037,51323.2,772,1388,1726,1370,94,116,138,23049,19576,28333
64000,4730,0.6326,57660.3,806,1461,1845,1424,117,135,125,23394,16599,24645
65000,4700,0.6487,56087.3,842,1625,1659,1416,120,122,113,23633,18250,23632
66000,4830,0.6290,56594.2,825,1653,1621,1556,97,133,121,23185,16991,24027
67000,4640,0.6358,56805.4,866,1635,1633,1372,98,134,138,23529,17505,23678
68000,4321,0.6684,53561.6,890,1553,1503,1265,102,118,106,26022,19163,25002
69000,4230,0.6407,47780.0,846,1539,1532,1159,95,114,121,27854,21788,27749
70000,3673,0.6757,42026.8,909,1389,1319,965,86,113,95,28276,25783,30974
71000,2982,0.6653,29591.6,864,1200,1056,726,94,86,127,31043,32324,37629
72000,2091,0.6891,22399.0,986,921,669,501,72,97,113,31274,37652,42102
73000,1571,0.6525,14959.6,986,846,395,330,70,73,108,32015,41997,46688
74000,1068,0.7088,9765.0,1000,729,190,149,49,76,81,31006,45689,50795
75000,698,0.6819,7295.2,992,563,103,32,24,66,28,29081,47902,53478
76000,726,0.5882,8915.0,884,552,127,47,21,93,46,26138,48018,54252
77000,1126,0.5337,14380.8,790,680,247,199,29,144,139,23213,46183,53391
78000,1863,0.5233,17282.3,689,892,585,386,66,178,171,22187,43942,52492
79000,2466,0.5446,19051.7,587,973,860,633,107,143,161,22417,40600,51071
80000,3173,0.5692,28145.2,630,1123,1048,1002,126,100,166,21745,34620,46067
81000,3784,0.6068,39679.4,712,1323,1292,1169,120,104,144,19965,28696,38590
82000,4272,0.6170,45432.0,755,1405,1565,1302,118,117,146,20407,26017,31955
83000,4642,0.5976,49798.0,755,1567,1672,1403,132,93,129,19264,23149,29393
84000,4959,0.6031,57442.6,771,1688,1761,1510,117,101,131,18658,19319,26935
85000,4958,0.6136,58017.7,816,1680,1748,1530,155,111,133,19876,17839,26067
86000,4959,0.6290,60471.3,853,1713,1697,1549,136,121,130,18893,17592,24535
87000,4626,0.6479,58754.2,886,1470,1627,1529,114,102,132,18416,18346,25364
88000,4606,0.6398,52716.2,876,1538,1578,1490,125,108,121,20926,20962,26959
89000,4295,0.6296,45438.0,850,1482,1517,1296,116,95,108,23860,24366,30041
90000,3642,0.6722,37658.9,845,1380,1288,974,92,106,87,26707,28532,34478
91000,3200,0.6703,26712.3,848,1303,1029,868,97,75,72,29738,34363,38952
92000,2355,0.6760,21044.7,959,1085,710,560,81,70,85,29995,38913,43514
93000,1586,0.6885,14597.7,1061,846,440,300,80,66,85,30452,42949,47774
94000,1047,0.6829,10199.7,1078,657,240,150,51,83,73,29547,46171,51144
95000,814,0.6241,6992.6,837,652,127,35,31,76,29,28115,48868,54039
96000,760,0.5553,7358.0,794,570,137,53,19,104,52,25586,49423,55487
97000,1217,0.4881,11964.7,664,744,296,177,30,173,132,23010,47506,54652
98000,1955,0.5146,15465.7,629,986,565,404,68,211,213,21619,45129,53486
99000,2769,0.5930,18035.6,587,1160,880,729,94,146,206,21612,42272,51801
100000,3169,0.5885,25239.3,652,1132,1137,900,84,137,166,20787,36745,47477
101000,3738,0.5955,36184.8,710,1168,1450,1120,89,133,156,19738,30361,40829
102000,4387,0.6166,45736.5,718,1523,1532,1332,110,103,152,18798,25388,34546
103000,4751,0.6192,52592.4,781,1504,1829,1418,108,117,121,18613,21267,29438
104000,4846,0.6294,55579.5,849,1576,1695,1575,124,126,121,19484,18484,27845
105000,5158,0.6353,57002.8,817,1828,1743,1587,123,113,134,18974,18511,26842
106000,5060,0.6180,55329.2,825,1707,1740,1613,92,111,153,19350,18681,26542
107000,4816,0.6553,57041.5,886,1635,1647,1534,104,92,142,21118,18566,25123
108000,4578,0.6472,52859.0,888,1574,1611,1393,112,91,125,21841,20111,27673
109000,4047,0.6714,45932.6,952,1417,1446,1184,99,99,108,24427,22794,29784
110000,3793,0.6913,39424.0,914,1346,1345,1102,90,114,108,28567,26281,32309
111000,2984,0.6957,29381.2,972,1171,1060,753,75,94,78,30875,31936,37259
112000,2378,0.6833,22218.5,990,1002,780,596,72,94,97,31372,37588,41949
113000,1713,0.6807,14414.6,942,841,492,380,56,97,128,31486,42765,47135
114000,1122,0.6649,10093.7,1041,679,259,184,35,112,107,30563,46196,50875
115000,877,0.6203,6889.8,826,696,134,47,12,80,44,28785,48705,53709
116000,805,0.5677,8025.2,817,592,148,65,14,116,65,26021,49129,54878
117000,1090,0.5394,11407.0,803,602,307,181,31,173,132,23837,47775,54354
118000,1816,0.5336,17373.5,699,868,579,369,69,176,188,22407,44366,52070
119000,2570,0.5669,19609.7,617,1011,918,641,120,168,190,22806,40751,50304
120000,3226,0.6063,26515.9,620,1162,1123,941,140,101,158,22484,35922,45779
121000,3713,0.6009,38666.9,742,1313,1337,1063,119,96,135,21142,29423,38071
122000,4695,0.5802,47337.5,729,1601,1626,1468,147,113,131,19326,25544,32789
123000,4724,0.6056,50015.0,772,1603,1681,1440,140,110,144,19445,23432,29946
124000,5049,0.5977,55393.4,783,1630,1815,1604,126,100,160,19602,19662,27417
125000,5078,0.6069,55348.8,792,1772,1681,1625,131,106,140,19461,18975,26998
126000,4977,0.6219,56967.1,823,1642,1703,1632,128,115,149,20856,18524,25931
127000,5072,0.6236,56516.4,825,1653,1708,1711,131,105,141,22545,18741,25099
128000,4723,0.6445,51796.2,864,1537,1757,1429,114,114,123,25797,19982,25789
129000,4485,0.6332,46554.2,825,1535,1650,1300,120,97,114,28163,22161,27899
130000,3959,0.6135,38537.5,822,1419,1411,1129,98,97,110,30697,26101,31962
131000,3291,0.6858,29131.1,858,1316,1109,866,108,106,117,33053,32357,36641
132000,2528,0.6752,23061.5,954,1166,803,559,71,108,82,33461,36214,41406
133000,1760,0.7000,16019.6,1056,914,520,326,62,105,82,33044,40983,45633
134000,1201,0.6953,9138.9,1048,786,269,146,41,92,76,32776,45327,49833
135000,830,0.6952,7150.5,983,638,148,44,26,82,32,30595,47568,52493
136000,837,0.6165,9220.3,890,637,139,61,19,99,61,27060,47813,53501
137000,1162,0.4974,13408.2,757,691,282,189,32,172,140,25255,45968,52814
138000,1672,0.5072,21333.9,822,768,461,443,56,177,199,22399,42399,50570
139000,2897,0.5699,18997.5,561,1147,993,757,139,135,234,23671,40550,49957
140000,3337,0.6068,27058.1,613,1237,1158,942,154,97,141,22418,35661,45250
141000,3698,0.6441,41785.7,839,1296,1337,1065,122,131,131,19860,27983,38033
142000,4307,0.5805,46969.0,781,1385,1680,1242,119,107,132,20050,24272,32110
143000,4866,0.6102,53662.2,790,1636,1773,1457,113,106,123,20990,20507,27515
144000,4857,0.6446,58487.8,888,1547,1852,1458,127,102,118,20551,18982,25743
145000,5178,0.6248,56230.9,831,1715,1903,1560,138,85,115,20402,19279,24947
146000,5007,0.6279,55905.4,859,1778,1826,1403,119,106,109,20380,18671,25321
147000,5007,0.6469,58479.9,875,1720,1799,1488,119,102,119,19901,18268,26219
148000,4662,0.6454,54308.3,873,1624,1656,1382,102,120,108,21153,20573,26805
149000,4447,0.6607,47494.6,874,1566,1566,1315,104,108,105,24393,22876,30531
150000,3740,0.6583,41471.5,911,1368,1278,1094,98,89,110,27081,25913,33434
151000,3364,0.6593,31611.7,850,1278,1205,881,96,86,104,29228,31805,37675
152000,2578,0.7056,22701.8,963,1091,856,631,111,87,122,31928,36956,42037
153000,1808,0.6969,14224.6,1086,902,531,375,76,89,115,32538,42026,46742
154000,1192,0.6955,8876.9,1051,728,289,175,41,97,87,31777,46000,50800
155000,859,0.5879,7261.3,870,660,156,43,16,106,42,28769,48560,53624
156000,906,0.5530,8224.6,709,656,148,102,8,117,98,25681,49151,55087
157000,1230,0.5341,12788.8,756,732,289,209,27,192,179,23018,47482,54443
158000,1896,0.5232,16729.5,724,888,561,447,65,209,290,22035,44681,53188
159000,2686,0.5555,19091.2,626,1067,923,696,105,158,243,22133,41266,51313
160000,3412,0.5762,27515.9,617,1361,1155,896,146,144,188,20376,35857,47118
161000,3872,0.5979,38417.9,746,1287,1430,1155,129,120,148,19622,28885,40866
162000,4784,0.5796,46345.5,687,1550,1837,1397,145,116,159,19564,24157,35087
163000,4977,0.6056,50472.7,737,1573,1850,1554,124,83,127,19590,21789,31979
164000,5036,0.6126,56574.3,828,1659,1907,1470,116,104,126,19970,17804,28297
165000,5236,0.6175,57872.7,822,1749,1930,1557,115,111,96,20755,16355,25317
166000,5105,0.6264,58786.3,817,1655,1795,1655,115,105,138,20744,17248,25084
167000,4915,0.6122,57888.2,847,1624,1774,1517,112,103,111,21166,17934,24882
168000,4906,0.6355,54953.5,833,1746,1794,1366,113,101,112,22196,19433,26548
169000,4384,0.6407,47209.0,874,1585,1662,1137,84,100,92,24634,22378,30335
170000,3763,0.6846,41466.5,954,1333,1382,1048,88,88,97,25534,26312,33796
171000,3043,0.6750,29520.3,976,1173,1055,815,73,94,90,28204,31767,39469
172000,2403,0.7170,20922.6,978,1013,819,571,58,86,77,30449,37321,44430
173000,1723,0.6674,14368.9,1012,900,484,339,46,97,106,30609,42217,48724
174000,1156,0.7007,10194.0,1062,729,255,172,40,87,96,29220,45787,51996
175000,779,0.6534,8594.4,961,632,107,40,20,71,37,27107,47998,54278
176000,827,0.5647,8418.2,823,627,153,47,19,99,47,24938,48564,55591
177000,1173,0.5379,12715.8,736,721,277,175,33,133,135,22915,47002,54550
178000,1930,0.5632,17527.7,685,902,588,440,76,175,182,21957,43949,52456
179000,2528,0.5692,21902.5,709,1104,782,642,93,140,178,20900,40798,50024
180000,3220,0.5652,28802.3,685,1117,1129,974,126,110,174,20918,35380,45802
181000,3897,0.5766,38419.9,714,1452,1305,1140,94,96,119,20134,29341,39243
182000,4133,0.5880,47048.5,800,1445,1450,1238,108,115,103,18761,24318,34698
183000,4501,0.5932,53660.5,819,1472,1612,1417,89,111,117,18408,20618,30125
184000,4915,0.6161,56550.4,835,1607,1776,1532,90,109,115,17772,19226,29251
185000,5205,0.6050,57336.7,795,1660,1895,1650,103,103,117,18232,17924,28568
186000,5002,0.6222,56288.7,832,1638,1707,1657,99,88,112,18880,18763,27378
187000,4954,0.6191,56912.7,841,1656,1764,1534,88,85,103,19925,18610,27297
188000,4649,0.6214,55589.9,862,1607,1609,1433,98,78,112,20965,18721,27810
189000,4599,0.6269,49023.8,851,1490,1716,1393,88,116,124,23013,22064,30542
190000,3841,0.6696,39747.2,862,1394,1384,1063,109,88,105,25377,26696,35535
191000,3081,0.6524,30142.3,890,1215,1090,776,89,80,101,28865,32107,39001
192000,2455,0.7108,22567.0,967,1099,810,546,85,83,99,30421,37541,42878
193000,1756,0.6987,15239.7,1011,918,482,356,60,99,108,30928,42446,47012
194000,1172,0.7073,9683.4,1031,733,286,153,32,110,70,29787,46507,51021
195000,761,0.5821,7671.9,873,593,131,37,17,70,30,28327,48616,53482
196000,853,0.5580,8541.4,743,632,154,67,15,115,64,25612,49031,54697
197000,1127,0.5306,13386.0,839,633,297,197,29,142,123,22834,47296,53944
198000,1609,0.5668,19736.9,881,761,466,382,66,175,184,21211,44166,51857
199000,2786,0.5897,19175.0,571,1113,971,702,110,126,204,22446,41371,50319
200000,2963,0.6099,28547.5,734,1151,977,835,94,92,183,20751,35834,45509
201000,3660,0.5984,41383.5,815,1249,1298,1113,119,99,160,19614,27795,38359
202000,4150,0.6133,45078.9,767,1453,1491,1206,107,102,125,20902,23652,33871
203000,4801,0.6259,52114.9,778,1653,1635,1513,112,102,126,19973,20600,29606
204000,4858,0.6268,56755.3,884,1753,1562,1543,123,115,111,18788,18510,26852
205000,5126,0.6354,55976.4,855,1734,1842,1550,124,117,99,20002,18212,26571
206000,5044,0.6152,52772.4,827,1687,1789,1568,136,110,103,21280,18244,27535
207000,4766,0.6513,55234.0,920,1676,1669,1421,103,104,86,20514,17990,27101
208000,4713,0.6457,53528.0,929,1565,1769,1379,90,111,77,21228,19222,27553
209000,4198,0.6820,47814.2,986,1335,1613,1250,79,95,86,23256,22157,30275
210000,3617,0.7360,37825.9,1021,1311,1314,992,75,79,71,26936,27598,34092
211000,3169,0.7286,29081.1,1027,1200,1124,845,82,81,88,28304,32870,39032
212000,2275,0.7574,21401.5,1155,958,797,520,82,77,78,30159,37183,43125
213000,1680,0.7417,13697.2,1111,904,443,333,63,59,74,32709,41884,47104
214000,1024,0.6973,9001.8,1131,663,214,147,45,63,77,32023,45370,50124
215000,720,0.6625,6666.0,979,585,104,31,26,58,26,30721,47624,52567
216000,750,0.5773,8295.1,781,536,159,55,16,102,54,28405,47981,53212
217000,988,0.4868,13781.4,862,578,239,171,18,136,135,25403,45914,52332
218000,1995,0.5208,16221.9,620,995,557,443,78,177,244,23703,43812,51416
219000,2509,0.5887,20376.5,666,1083,804,622,94,159,197,22989,40800,49780
220000,3124,0.6197,30226.2,763,1199,1142,783,121,145,162,21679,34288,44398
221000,3785,0.5852,37012.0,747,1326,1360,1099,117,112,136,20928,29311,38392
222000,4395,0.6100,44906.0,749,1414,1621,1360,106,109,99,19950,25826,33990
223000,4637,0.6278,49390.6,821,1564,1710,1363,134,95,123,19962,21740,30112
224000,4942,0.6271,55330.3,853,1690,1776,1476,117,87,113,20611,19164,25829
225000,5230,0.6310,56772.6,840,1794,1924,1512,114,105,98,21607,17866,25420
226000,5057,0.6367,51779.9,848,1616,1927,1514,125,86,114,23433,18404,25524
227000,4655,0.6625,54691.6,945,1605,1640,1410,104,96,81,24762,18057,24332
228000,4345,0.6725,51560.1,968,1483,1472,1390,97,89,104,25684,18981,25467
229000,4380,0.6578,45547.8,881,1548,1525,1307,91,98,108,27869,22096,27390
230000,3758,0.7030,37213.7,972,1349,1285,1124,96,86,90,31327,25840,32360
231000,3027,0.7109,28295.9,1045,1180,1010,837,80,88,86,32659,32284,36064
232000,2327,0.7379,17429.9,992,1018,731,578,65,82,75,34612,38318,42204
233000,1599,0.7411,13023.6,1082,774,514,311,67,92,76,34369,42135,45560
234000,1156,0.7439,9647.3,1160,698,284,174,52,105,82,32811,45593,48998
235000,733,0.6330,7081.4,874,558,132,43,30,91,36,30533,48235,52212
236000,771,0.5863,8290.1,831,541,158,72,14,105,71,27564,48533,53448
237000,1060,0.5500,14106.6,866,605,275,180,18,187,145,24506,46508,52641
238000,1821,0.5596,17698.5,731,881,519,421,51,190,220,23017,43845,51314
239000,2725,0.5857,20192.5,628,1198,865,662,89,162,195,22482,40681,49707
240000,3101,0.6111,27230.4,783,1162,1187,752,113,145,177,22494,34833,45587
241000,3517,0.6045,39069.7,855,1271,1282,964,97,97,148,20661,27453,39339
242000,4514,0.5864,43289.7,723,1496,1583,1435,101,90,132,20426,25126,34202
243000,4732,0.6122,47796.5,815,1643,1661,1428,84,102,125,21039,22338,30948
244000,4622,0.6341,52435.9,935,1588,1591,1443,102,114,106,20173,19993,27178
245000,5028,0.6325,52816.3,849,1744,1768,1516,115,113,93,19982,19907,26185
246000,4778,0.6517,56328.1,957,1631,1709,1438,103,106,104,19634,18595,26179
247000,4991,0.6550,51383.2,935,1649,1709,1633,106,121,121,21595,19606,27622
248000,4518,0.6744,47491.2,929,1561,1670,1287,83,143,99,23720,21743,28317
249000,4135,0.6994,44775.4,1013,1405,1559,1171,80,121,104,24742,24090,30293
250000,3844,0.6920,33315.0,954,1354,1433,1057,77,98,107,27524,29793,34427
251000,2871,0.7541,26307.7,1072,1130,1016,725,92,84,105,30146,34402,38284
252000,2347,0.7137,18938.5,1102,962,829,556,78,72,75,32161,38774,42449
253000,1685,0.7223,12574.2,1100,859,516,310,64,71,77,33123,43067,46449
254000,1230,0.7431,8622.4,1065,716,368,146,48,126,67,31377,46879,49986
255000,803,0.6725,6239.0,958,616,169,18,25,102,14,30120,48892,52341
256000,898,0.6125,7915.8,841,650,176,72,17,119,70,27077,49156,53285
257000,1146,0.5462,11092.4,743,651,293,202,28,170,141,24654,47879,53220
258000,1791,0.5773,17398.3,757,927,476,388,68,167,216,23291,44352,51154
259000,2535,0.6178,20729.8,712,995,851,689,85,141,176,23447,40576,48423
260000,3005,0.6033,31755.1,819,1083,1067,855,92,93,173,22623,33856,42229
261000,3639,0.6197,38622.9,807,1222,1327,1090,99,97,139,22848,28277,37409
262000,4286,0.5982,41783.6,719,1456,1535,1295,103,103,132,22031,26291,34035
263000,4500,0.6458,50143.1,873,1401,1637,1462,98,97,124,21576,21840,28860
264000,4792,0.6175,51784.2,828,1598,1672,1522,87,112,120,21318,21093,26347
265000,5014,0.6209,53651.0,820,1578,1953,1483,112,104,134,20177,20372,26813
266000,4899,0.6454,56452.0,894,1521,1880,1498,94,94,126,20212,18734,26500
267000,4862,0.6497,53230.3,869,1635,1880,1347,96,113,101,22606,18168,26617
268000,4559,0.6668,50789.1,951,1613,1814,1132,90,91,88,23037,20081,28334
269000,4425,0.6870,43341.4,926,1616,1642,1167,113,85,103,26598,23277,31079
270000,3846,0.6953,33992.3,931,1411,1406,1029,93,88,97,30192,27220,34853
271000,3283,0.7262,28967.1,1052,1354,1040,889,76,94,92,31924,30878,37996
272000,2442,0.7342,19012.1,1025,1056,781,605,77,76,84,33790,36726,42870
273000,1807,0.7078,12505.0,1004,955,523,329,75,58,74,34010,41449,46628
274000,1226,0.7732,8600.8,1181,753,291,182,57,61,60,32857,44752,49932
275000,822,0.6740,6889.4,919,657,137,28,29,52,20,30943,47153,52472
276000,802,0.5835,7079.4,759,592,142,68,12,107,67,28366,48046,54024
277000,1123,0.5343,12087.2,721,665,256,202,26,153,150,25276,46306,53508
278000,1831,0.5538,18166.1,725,863,547,421,64,177,214,23039,43006,51363
279000,2380,0.5840,23505.3,756,1043,743,594,89,136,174,22650,39160,48640
280000,3094,0.5734,27283.9,647,1256,1027,811,96,95,155,22168,34876,45004
281000,3811,0.5844,35296.2,699,1479,1302,1030,98,110,146,20733,29967,39415
282000,4295,0.6561,47256.4,873,1458,1574,1263,105,97,144,19211,24397,33827
283000,4615,0.6189,45815.8,831,1623,1644,1348,83,92,121,21298,22320,31281
284000,4667,0.6383,48167.8,845,1552,1746,1369,105,78,103,20326,21621,29065
285000,4766,0.6563,54827.9,943,1636,1686,1444,100,93,98,18969,19110,27274
286000,4880,0.6693,54730.7,943,1500,1779,1601,107,84,121,19568,18674,25385
287000,4849,0.6632,52012.0,897,1660,1670,1519,112,103,117,22125,19394,27023
288000,4687,0.6970,48201.9,918,1670,1597,1420,108,133,101,24296,20871,28691
289000,4355,0.6705,42218.7,959,1595,1485,1275,93,125,94,25821,23707,31033
290000,3974,0.6834,37770.1,920,1473,1414,1087,94,129,102,26215,26733,35525
291000,3229,0.6866,27206.8,940,1234,1142,853,92,89,110,28896,32261,40782
292000,2441,0.7558,21858.3,1155,1026,816,599,100,81,108,29348,37409,43833
293000,1808,0.7511,15255.4,1190,892,531,385,53,91,75,29802,42653,47267
294000,1076,0.7110,8044.8,1083,675,270,131,38,87,51,31375,46167,50490
295000,874,0.6373,6702.9,952,665,173,36,31,94,30,29359,48358,52985
296000,899,0.5584,8285.7,808,680,147,72,24,99,70,26588,48789,54123
297000,1127,0.5510,13042.6,853,640,281,206,24,173,175,24160,46836,53464
298000,1889,0.5463,17364.6,726,876,582,431,57,222,251,23051,43523,51320
299000,2629,0.5740,19802.0,656,1098,855,676,67,165,181,23378,40916,49540
300000,3132,0.6632,26235.1,744,1224,1066,842,122,120,170,22420,36322,45579
