step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,11822,8510,125534,725433,694181,587897,12002,65213,361,1,195030,5557404,167618.689,75160.512,1.0097,62853.135,0.226,0.297,0.262,0.215,0.633,0.336,394,0.0278,0.6955,0.095,15.9,46.4,84.2,44.02,4.19,5.66,2.67,31.50,7.65,1.067,0.117,0.057,0.057,19.799,0.667,0.0025,155,475,1862,6997,48,0,0.000,5860,2830,3026,5966,582,2178,9062,0.00,0.92,9157,27.5201,159217,8992,459148,2086.0,-0.0,425935,62.131,2601587.666,2.79e-14,0.00042,30.00,217850,88.190,2.320,84.925,0.946,88.193,8526,1052,2244,0.3729,0.861,1.052,1.298,1.058,0.935,1.163,37763.112,12331.304,156788.735,38223.705,35459.384,7287.284,2532.859,2487.234,0.688,0.560,0.546,0.876,0.715,0.662,6665,40876,0.7789,0.6576,0.5925,0.9998,0.0496,0.0528,0.5407,0.8312,0.8245,0.1120,0.0430,0.0342,0.0000,0.7594,0.9658,0.0000,0.6065,0.9578,0.00332,17460,1.0000,0.8198,0.6988,0.9988,0.0496,0.0528,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0513,5.1133,4.9698,0.0998,0.2058,0.1806,0.376,0.439,0.402,0.380,9521,0.1663,0.0092,0.0113,0.00249,0.00166,0.00153,23.78,26.40,27.67,167.5950,0.0237,73.1579,39.6221,22.5085,1052333,1533043,0.7195,0.0176,4022.1,167.5950,21.62,0,0,0,0,0,0,4256,12307.377,11283.610,0.9817
2000,12946,2874,65151,125192,113231,58852,1189,29229,153,0,219499,2453919,33693.393,26572.935,1.0806,11748.480,0.146,0.540,0.175,0.140,0.526,0.348,406,0.0566,0.6561,0.089,15.4,35.0,72.5,34.64,2.30,8.62,0.84,22.88,7.30,1.139,0.225,0.130,0.133,7.845,0.314,0.0037,104,899,939,13566,62,0,0.000,6015,1221,2456,9269,417,689,11840,0.00,6.13,9529,10.0956,159993,10676,422432,2994.2,-0.0,475152,21.181,2601587.666,1.20e-14,0.00135,25.34,41177,27.189,2.363,24.200,0.627,27.192,3860,3074,6012,0.2811,0.934,1.098,1.412,1.190,0.949,1.203,13738.698,13434.294,9664.812,13662.899,22114.162,7597.355,2513.774,4713.325,0.522,0.497,0.547,0.473,0.470,0.479,10326,20660,0.7254,0.3296,0.4202,0.9999,0.0412,0.0541,0.5681,0.9156,0.8477,0.1425,0.0330,0.0226,0.0000,0.4691,0.9460,0.0434,0.6221,0.9774,0.00325,6220,0.9989,0.7844,0.7453,0.9994,0.0412,0.0541,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3494,4.8978,5.0003,0.0456,0.0792,0.0724,0.100,0.149,0.118,0.138,1831,0.0809,0.0033,0.0031,0.00264,0.00095,0.00084,27.43,28.70,27.80,1325.5815,0.0549,36.2639,12.6199,8.5609,1063751,1529007,1.2815,0.0751,6188.3,1325.5815,26.00,0,0,0,0,0,0,5934,14824.454,13383.358,0.9633
3000,11536,2589,80742,148989,134020,66747,1500,32602,191,0,301931,3684678,38446.525,34333.721,1.0955,13661.537,0.073,0.725,0.109,0.093,0.543,0.329,434,0.0924,0.6827,0.076,13.1,33.9,73.4,30.89,3.40,10.10,0.53,16.85,6.85,1.208,0.262,0.269,0.273,6.768,0.314,0.0038,88,344,732,22299,48,0,0.000,5843,134,2588,8814,306,752,10478,3.00,9.38,9339,11.1008,160359,12165,394481,1987.4,-0.0,507274,15.743,2601587.666,5.55e-15,0.00281,14.43,49035,27.964,2.278,25.173,0.514,27.968,4180,2565,4791,0.2477,0.958,1.142,1.525,1.224,0.955,1.331,13136.392,14581.426,14697.743,13026.322,24383.998,10997.248,2805.187,6869.749,0.588,0.505,0.523,0.410,0.446,0.480,11801,34171,0.7193,0.4138,0.3145,0.9997,0.0376,0.0584,0.5069,0.9718,0.9574,0.2020,0.0406,0.0370,0.0000,0.0052,0.9175,0.0000,0.6260,0.9906,0.00332,4671,0.9985,0.8424,0.8081,0.9978,0.0376,0.0584,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4668,4.8334,5.2812,0.0416,0.0704,0.0518,0.072,0.072,0.089,0.063,1811,0.0745,0.0049,0.0040,0.00272,0.00098,0.00098,22.94,26.31,26.60,4181.5122,0.0930,37.9657,6.8259,8.9175,1066089,1528593,1.4937,0.1227,5529.4,4181.5122,22.38,0,0,0,0,0,0,8706,20672.184,18514.276,0.9506
4000,10145,2468,76593,141218,125363,63244,1381,30680,208,0,316529,3854485,36740.723,32743.556,1.0855,11268.857,0.044,0.811,0.087,0.057,0.536,0.334,369,0.1124,0.6833,0.060,16.9,35.0,70.8,29.53,3.63,9.89,0.36,15.66,6.62,1.252,0.266,0.338,0.345,6.554,0.296,0.0038,85,349,701,22125,51,0,0.000,5279,99,1764,8282,256,631,9258,5.50,12.17,11137,11.9157,160872,14416,373640,2463.5,-0.0,532394,14.294,2601587.666,2.81e-14,0.00416,37.93,45417,25.581,2.306,22.882,0.393,25.585,3927,1814,4404,0.2012,0.997,1.195,1.583,1.246,0.975,1.371,12407.465,15228.406,12372.097,12322.386,23315.097,9947.957,2945.295,8581.447,0.557,0.528,0.523,0.365,0.469,0.482,15601,32644,0.7507,0.3563,0.2890,0.9990,0.0394,0.0602,0.5271,1.0044,0.9080,0.2305,0.0201,0.0561,0.0000,0.8546,0.9681,0.0124,0.6378,0.9931,0.00334,3584,0.9986,0.9325,0.7951,0.9979,0.0394,0.0602,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6133,4.8798,5.2297,0.0383,0.0411,0.0322,0.060,0.044,0.065,0.053,1408,0.0678,0.0048,0.0030,0.00271,0.00083,0.00101,26.17,26.93,27.62,4100.8245,0.1067,36.1071,6.1196,8.1745,1068410,1527174,1.4183,0.1353,5168.7,4100.8245,25.42,0,0,0,0,0,0,9460,21474.699,19181.150,0.9460
5000,12740,3066,87710,163698,146694,74234,1754,30347,241,0,314750,4287834,41615.651,35356.175,1.1019,13679.426,0.063,0.784,0.094,0.059,0.558,0.325,360,0.0852,0.6907,0.068,14.3,34.6,69.0,28.54,3.05,9.18,0.28,16.03,6.69,1.306,0.240,0.303,0.308,6.317,0.303,0.0034,80,329,656,22328,94,10,0.068,6515,142,2632,9966,327,1095,11318,4.75,11.02,11718,13.5767,161475,14886,356136,2420.7,-0.0,553841,14.184,2601587.666,2.20e-14,0.00036,12.68,54654,28.641,2.304,25.641,0.696,28.644,5485,2233,5022,0.1965,0.985,1.246,1.770,1.350,0.961,1.411,14348.317,16339.954,14763.701,14200.448,26330.928,10391.515,2721.261,8563.972,0.564,0.560,0.551,0.401,0.467,0.483,19617,39078,0.6690,0.3605,0.2711,0.9990,0.0334,0.0543,0.5957,0.8777,0.9309,0.1884,0.0315,0.0451,0.0000,0.0000,0.7890,0.0661,0.6335,0.9668,0.00334,4621,0.9991,0.7853,0.7981,0.9981,0.0334,0.0544,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5316,4.7605,5.3000,0.0387,0.0334,0.0261,0.043,0.035,0.034,0.056,1173,0.0453,0.0044,0.0024,0.00302,0.00085,0.00093,24.85,27.15,26.65,3833.2779,0.1028,41.0707,5.9063,8.2778,1069703,1524603,1.0802,0.1168,5145.7,3833.2779,23.03,0,0,0,0,0,0,9655,21676.749,19211.491,0.9419
6000,13464,2861,89729,172002,154389,80605,1668,34120,281,1,337978,4497428,43066.147,36752.024,1.0898,13732.554,0.048,0.839,0.059,0.055,0.536,0.349,309,0.0859,0.6927,0.057,16.2,37.2,79.1,31.18,3.05,8.48,0.17,19.48,6.63,1.278,0.214,0.298,0.302,6.197,0.296,0.0037,81,338,749,21895,93,12,0.506,6685,536,2173,10755,633,1259,11572,5.75,11.81,8689,12.0578,162361,15894,334876,3319.7,-0.0,582415,15.230,2601587.666,4.65e-15,0.00058,23.20,56492,29.474,2.313,26.413,0.748,29.477,5437,2470,5557,0.1994,0.970,1.205,1.729,1.333,0.956,1.367,12814.521,16326.085,19016.207,12692.954,25089.541,12470.898,2612.837,7935.735,0.526,0.545,0.542,0.421,0.468,0.511,22931,36798,0.6925,0.2093,0.2662,0.9995,0.0326,0.0536,0.5404,0.8566,0.8323,0.1986,0.0208,0.0301,0.0000,0.5828,0.9493,0.0194,0.6290,0.9521,0.00334,4930,0.9990,0.7302,0.7184,0.9985,0.0326,0.0538,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6636,5.0153,5.1265,0.0339,0.0247,0.0198,0.036,0.022,0.030,0.028,1871,0.0601,0.0052,0.0029,0.00276,0.00082,0.00086,23.54,27.36,27.69,3797.0526,0.1211,38.3412,7.2731,7.9568,1071389,1522330,0.8914,0.0741,5085.1,3797.0526,19.40,0,0,0,0,0,0,11004,23019.470,20287.310,0.9488
7000,9302,2431,74786,141797,127514,66151,860,28362,79,0,261732,3626937,38068.005,31827.636,1.1724,12649.027,0.054,0.836,0.055,0.055,0.524,0.360,160,0.1019,0.6591,0.063,19.6,38.3,76.6,30.37,3.38,9.51,0.17,17.30,6.36,1.307,0.228,0.369,0.376,6.816,0.325,0.0037,81,353,602,12731,73,16,0.331,5147,577,1111,7614,591,894,7817,7.00,12.38,8673,10.9263,163388,15962,313258,1770.6,-0.0,607989,13.465,2601587.666,3.65e-14,0.00030,24.47,47852,25.089,2.316,22.354,0.418,25.092,4510,1504,3288,0.1829,0.979,1.303,1.760,1.362,0.955,1.394,11614.830,15880.240,14299.655,11495.108,24922.270,11472.045,1639.043,6067.521,0.531,0.519,0.519,0.350,0.488,0.520,25338,38205,0.6219,0.1404,0.2229,0.9994,0.0364,0.0705,0.5517,0.9596,0.9114,0.1836,0.0221,0.0393,0.0000,0.5535,0.9358,0.0913,0.6619,0.9508,0.00325,3879,0.9991,0.8609,0.8073,0.9979,0.0364,0.0706,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6874,4.8277,5.3423,0.0363,0.0238,0.0172,0.025,0.033,0.027,0.030,1469,0.0509,0.0055,0.0035,0.00291,0.00077,0.00092,27.86,26.71,27.44,3842.3932,0.1209,37.0790,7.1834,6.2816,1073796,1522110,1.0795,0.0903,5011.4,3842.3932,21.78,0,0,0,0,0,0,6954,19178.609,17049.137,0.9432
8000,10707,2197,66520,127567,115496,60217,830,21643,82,0,205228,2834753,35164.758,25811.360,1.1710,10791.476,0.058,0.810,0.071,0.061,0.502,0.378,150,0.0758,0.6585,0.070,19.5,39.2,71.3,31.13,2.56,7.97,0.53,20.07,6.67,1.342,0.197,0.268,0.273,6.442,0.273,0.0033,77,345,535,11237,54,17,0.281,5233,362,986,9359,595,624,9488,6.00,11.83,9850,11.1982,163967,18006,298960,2702.6,-0.0,625914,10.983,2601587.666,8.23e-15,0.00051,7.77,43122,22.408,2.316,19.540,0.552,22.412,3858,1727,5122,0.1732,0.976,1.298,1.835,1.402,0.947,1.429,9955.652,16415.246,11913.608,9885.056,24157.571,8505.560,1250.028,5264.296,0.495,0.477,0.516,0.356,0.471,0.525,29334,32180,0.6511,0.1098,0.2619,0.9997,0.0355,0.0651,0.5867,0.7645,0.8550,0.1799,0.0156,0.0295,0.0000,0.0000,0.8992,0.0073,0.6467,0.9425,0.00329,4646,0.9987,0.5712,0.7428,0.9982,0.0355,0.0651,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6621,5.0617,5.3842,0.0342,0.0641,0.0562,0.135,0.078,0.140,0.095,1233,0.0630,0.0035,0.0036,0.00287,0.00085,0.00098,24.51,28.10,28.12,3353.2947,0.0959,34.6586,5.5212,5.4614,1075594,1519453,1.4809,0.2053,5467.0,3353.2947,16.84,0,0,0,0,0,0,5331,15019.884,13378.142,0.9538
9000,10695,2625,88740,214011,198057,123189,2082,25432,188,0,284366,3885327,52700.920,39485.636,1.1344,19324.245,0.081,0.770,0.058,0.090,0.534,0.355,292,0.0868,0.6645,0.070,19.0,37.5,66.2,27.60,2.57,9.48,0.37,15.18,6.43,1.397,0.235,0.286,0.290,6.209,0.310,0.0030,76,325,627,16871,72,19,0.223,5814,41,2010,8644,282,561,9852,3.75,10.44,10443,12.0503,164448,13394,274991,2508.0,-0.0,641588,13.085,2601587.666,2.63e-14,0.00444,30.68,69765,30.411,2.324,27.519,0.568,30.414,3884,1776,5035,0.1814,0.981,1.403,1.941,1.394,0.952,1.556,15418.392,27138.447,14394.437,15332.521,42298.207,9642.865,1081.984,9436.543,0.504,0.529,0.557,0.393,0.605,0.624,20376,46382,0.6842,0.1636,0.2637,0.9999,0.0317,0.0505,0.6036,0.9135,0.9164,0.1927,0.0289,0.0326,0.0000,0.7841,0.9563,0.0000,0.7113,0.9584,0.00330,6039,0.9988,0.7274,0.7005,0.9981,0.0317,0.0505,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7923,4.9084,5.3982,0.0363,0.0412,0.0333,0.072,0.063,0.042,0.090,1803,0.0873,0.0024,0.0022,0.00273,0.00111,0.00117,25.52,26.31,27.68,3528.3981,0.1016,58.3427,5.4271,7.6582,1077656,1517858,1.7955,0.2695,5791.2,3528.3981,18.95,0,0,0,0,0,0,8908,20161.391,17822.551,0.9377
10000,10319,2324,73430,144058,129052,69627,1001,23595,169,0,271989,3292991,38444.639,32272.742,1.1767,12269.161,0.057,0.815,0.070,0.058,0.518,0.364,177,0.0849,0.6585,0.072,19.8,38.2,68.7,29.30,3.12,9.04,0.27,16.86,6.35,1.379,0.227,0.356,0.361,5.986,0.285,0.0033,82,335,586,13958,66,18,0.259,5758,48,1885,8386,327,789,9203,5.75,11.96,11941,13.6586,164952,13253,264785,2789.8,-0.0,651220,11.718,2601587.666,3.38e-14,0.00029,11.37,52537,26.597,2.321,23.670,0.606,26.601,4530,1471,4318,0.1751,0.990,1.342,1.961,1.323,0.964,1.579,11945.931,15905.622,14071.408,11829.121,24813.271,10308.283,1269.150,8426.149,0.542,0.517,0.498,0.414,0.536,0.499,20886,32632,0.6288,0.0930,0.2325,0.9998,0.0330,0.0514,0.5585,0.9768,0.9134,0.1844,0.0218,0.0368,0.0000,0.1038,0.8037,0.0386,0.6712,0.9510,0.00332,7356,0.9992,0.7934,0.8010,0.9987,0.0330,0.0514,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7227,4.8919,5.7919,0.0318,0.0266,0.0206,0.056,0.026,0.049,0.047,1362,0.0685,0.0026,0.0026,0.00305,0.00085,0.00109,26.19,25.63,27.57,4115.8300,0.0977,37.2150,5.3215,6.3967,1078804,1516968,1.7933,0.2611,5563.1,4115.8300,19.36,0,0,0,0,0,0,8692,20003.581,17707.604,0.9342
