step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,2481,269.6543,162.73,48.41,-0.78,35,2.74,0.237,14.731,0.3411,22.152
1000,-60,1,2566,698.5454,306.85,1002.63,4.47,186,1.46,0.146,15.560,0.6370,29.397
1000,-60,2,2687,893.0013,369.06,5059.66,0.89,222,-1.39,0.055,17.740,0.9709,30.070
1000,-50,0,4557,644.1946,358.49,77.18,16.82,143,12.19,2.309,10.033,0.2899,43.541
1000,-50,1,2277,796.2873,355.94,982.29,13.43,223,10.81,1.925,10.752,0.5433,65.013
1000,-50,2,1864,849.5090,405.47,4342.13,11.98,233,7.11,1.217,12.993,0.8882,69.647
1000,-40,0,4874,739.8351,337.81,77.04,27.13,231,21.30,6.377,6.828,0.2773,97.362
1000,-40,1,1583,483.8866,148.78,581.90,23.98,166,20.18,5.976,7.342,0.4478,137.537
1000,-40,2,1624,653.7906,123.88,4126.64,23.23,213,15.48,4.417,9.655,0.8051,154.321
1000,-30,0,2492,490.2687,211.32,43.63,43.65,150,28.01,10.283,5.097,0.3163,209.951
1000,-30,1,2085,746.7968,288.95,829.88,31.09,259,27.12,9.919,5.483,0.4095,250.865
1000,-30,2,3600,1585.4261,459.76,12366.27,24.50,567,21.89,7.889,7.803,0.7936,284.558
1000,-20,0,1121,125.3193,56.82,16.92,67.28,9,33.67,13.994,3.950,0.2168,253.716
1000,-20,1,1320,418.8146,115.29,617.34,38.94,87,31.54,12.896,4.662,0.3588,360.538
1000,-20,2,5778,2420.2243,634.03,25252.47,30.95,876,25.46,10.146,7.022,0.8444,423.192
1000,-10,0,1599,210.4105,112.39,30.48,68.37,16,37.05,16.331,3.345,0.2223,349.084
1000,-10,1,932,285.9095,102.14,416.67,41.78,22,34.74,15.063,4.009,0.2921,435.841
1000,-10,2,5693,2468.6891,687.06,26780.73,34.03,1038,27.73,11.697,6.612,0.8244,535.148
1000,0,0,1642,153.2866,78.01,26.00,74.67,3,38.93,17.563,2.961,0.1459,287.884
1000,0,1,964,270.2035,92.23,448.24,51.12,17,36.63,16.260,3.582,0.2569,453.171
1000,0,2,5761,2333.1208,670.66,27037.72,37.01,936,28.52,12.271,6.509,0.7887,561.218
1000,10,0,2825,447.3038,197.02,42.18,77.56,21,37.73,16.764,3.216,0.1724,297.553
1000,10,1,1343,449.6275,216.69,606.27,52.20,37,35.72,15.608,3.776,0.2768,425.091
1000,10,2,5277,2155.3708,615.95,20909.13,26.92,791,27.03,11.490,7.022,0.7404,487.905
1000,20,0,3260,338.7846,159.07,43.16,70.20,54,33.10,13.894,4.353,0.1382,148.228
1000,20,1,1565,496.7505,175.25,723.78,42.23,78,30.42,12.543,5.260,0.3365,316.393
1000,20,2,3620,1488.8074,366.11,11972.01,22.84,500,25.05,10.150,7.410,0.7237,382.529
1000,30,0,4678,568.8572,265.31,75.32,47.23,135,26.22,9.807,6.164,0.1840,114.197
1000,30,1,2087,778.8266,256.72,849.50,21.92,249,26.19,9.734,6.067,0.4315,242.985
1000,30,2,2509,1142.4742,300.83,7287.82,39.59,368,23.81,8.681,7.035,0.7520,283.011
1000,40,0,4962,403.1262,209.06,61.47,30.03,69,18.77,5.732,8.336,0.1796,57.087
1000,40,1,1501,503.2305,158.17,633.81,23.14,127,22.24,6.956,6.654,0.5318,165.231
1000,40,2,1707,678.5376,207.03,4321.47,48.76,214,19.35,5.730,7.840,0.8417,171.781
1000,50,0,4770,219.9811,167.50,27.64,18.87,18,10.63,2.149,11.236,0.1496,19.238
1000,50,1,286,104.9771,49.80,110.38,19.96,14,17.53,4.040,7.508,0.7292,115.457
1000,50,2,660,201.6740,76.17,1345.02,52.64,35,14.68,3.101,8.966,0.9297,106.288
1000,60,0,3822,54.0048,46.77,12.23,11.87,7,2.30,0.230,15.093,0.1074,4.769
1000,60,1,29,12.9837,8.39,9.89,17.36,2,6.93,0.448,11.582,0.9295,45.504
1000,60,2,4,1.5059,0.85,6.26,16.64,0,7.16,0.335,11.454,0.9768,50.063
1000,70,0,4651,3.4430,4.39,7.78,8.41,0,-5.44,0.001,20.734,0.0805,0.883
1000,70,1,5,0.2783,0.33,0.92,18.95,0,-1.37,0.000,16.804,0.9078,14.962
1000,80,0,3564,0.0239,0.47,2.94,4.84,0,-11.91,0.000,26.914,0.0684,0.200
2000,-60,0,2499,19.4340,104.52,49.12,-12.33,3,-8.50,0.000,23.572,0.3687,8.635
2000,-60,1,2578,24.3641,164.91,1008.34,-18.67,7,-10.07,0.000,25.107,0.6590,9.925
2000,-60,2,2657,28.2547,192.51,4917.48,-18.96,3,-12.27,0.000,27.281,0.9795,9.203
2000,-50,0,4565,176.8070,320.45,76.74,-7.07,20,1.49,0.141,15.566,0.3185,17.726
2000,-50,1,2280,174.4723,275.82,983.10,-13.06,24,-0.15,0.084,16.795,0.5853,27.214
2000,-50,2,1853,143.4367,234.55,4291.99,-3.09,24,-2.34,0.032,18.522,0.9126,25.834
