step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,2481,264.5696,144.44,48.41,-0.78,28,2.75,0.238,14.719,0.3411,22.152
1000,-60,1,2566,685.5737,248.21,1002.63,4.47,150,1.76,0.160,15.340,0.6370,29.397
1000,-60,2,2687,882.9821,373.71,5059.66,0.89,195,-0.33,0.085,16.905,0.9709,30.070
1000,-50,0,4557,626.8359,331.84,77.18,16.82,129,12.21,2.314,10.022,0.2899,43.541
1000,-50,1,2277,760.4890,248.09,982.29,13.43,238,11.22,2.018,10.516,0.5433,65.013
1000,-50,2,1864,803.4593,254.81,4342.22,11.98,238,8.62,1.498,12.054,0.8882,69.647
1000,-40,0,4874,794.9762,376.37,77.04,27.13,274,21.32,6.385,6.819,0.2773,97.362
1000,-40,1,1583,532.4363,199.62,581.87,23.98,189,20.60,6.134,7.146,0.4478,137.538
1000,-40,2,1624,723.1670,237.33,4126.66,23.23,245,17.42,5.052,8.672,0.8051,154.321
1000,-30,0,2491,491.2740,197.73,43.53,43.67,173,28.04,10.295,5.088,0.3163,209.917
1000,-30,1,2086,746.6621,300.85,829.85,31.07,241,27.64,10.155,5.282,0.4096,250.889
1000,-30,2,3600,1577.0346,473.68,12366.55,24.50,531,24.55,8.974,6.642,0.7936,284.559
1000,-20,0,1121,126.8259,49.80,16.92,67.28,9,33.69,14.006,3.942,0.2168,253.715
1000,-20,1,1320,404.1544,127.59,617.34,38.94,76,32.20,13.230,4.434,0.3588,360.538
1000,-20,2,5778,2501.5182,621.46,25250.94,30.95,1010,28.71,11.608,5.713,0.8444,423.198
1000,-10,0,1599,199.7450,97.39,30.48,68.37,16,37.08,16.348,3.335,0.2223,349.084
1000,-10,1,932,270.0987,91.27,416.67,41.78,4,35.41,15.416,3.795,0.2921,435.841
1000,-10,2,5693,2477.7286,638.35,26781.56,34.03,1168,31.31,13.387,5.244,0.8244,535.145
1000,0,0,1642,160.0261,73.06,26.00,74.67,9,38.96,17.578,2.953,0.1459,287.884
1000,0,1,964,281.4227,107.90,448.24,51.12,3,37.33,16.641,3.370,0.2569,453.171
1000,0,2,5761,2341.7628,624.34,27039.76,37.01,1084,32.18,14.030,5.135,0.7887,561.213
1000,10,0,2825,459.4897,185.85,42.18,77.56,33,37.75,16.778,3.208,0.1724,297.553
1000,10,1,1343,437.7007,172.32,606.24,52.20,43,36.40,15.969,3.568,0.2768,425.092
1000,10,2,5277,2177.2031,685.59,20906.66,26.92,875,30.34,13.026,5.721,0.7404,487.918
1000,20,0,3260,347.7734,161.22,43.16,70.20,58,33.12,13.904,4.346,0.1382,148.229
1000,20,1,1565,519.0684,171.67,723.77,42.23,83,31.08,12.866,5.023,0.3365,316.393
1000,20,2,3620,1537.3191,395.41,11972.00,22.84,529,27.91,11.421,6.231,0.7237,382.531
1000,30,0,4677,568.9555,230.36,75.21,47.24,130,26.25,9.818,6.155,0.1839,114.143
1000,30,1,2088,794.2060,271.15,849.60,21.92,241,26.74,9.977,5.849,0.4316,243.044
1000,30,2,2509,1190.0572,389.10,7287.77,39.59,410,26.25,9.726,6.016,0.7520,283.011
1000,40,0,4962,436.8146,229.53,61.46,30.03,101,18.79,5.738,8.328,0.1796,57.087
1000,40,1,1501,534.8641,177.71,633.79,23.14,119,22.74,7.158,6.440,0.5318,165.231
1000,40,2,1707,700.6280,221.51,4321.47,48.76,204,21.36,6.484,6.926,0.8417,171.781
1000,50,0,4770,222.5492,183.47,27.64,18.87,8,10.64,2.150,11.232,0.1496,19.238
1000,50,1,286,108.3484,54.59,110.38,19.96,10,17.93,4.172,7.312,0.7292,115.457
1000,50,2,660,234.8644,105.04,1345.02,52.64,52,16.23,3.580,8.178,0.9297,106.288
1000,60,0,3822,54.8456,53.40,12.23,11.87,2,2.30,0.230,15.091,0.1074,4.769
1000,60,1,29,13.0308,11.99,9.89,17.36,0,7.20,0.480,11.404,0.9295,45.504
1000,60,2,4,1.8007,1.72,6.26,16.64,0,8.23,0.452,10.775,0.9768,50.063
1000,70,0,4651,3.4673,4.45,7.78,8.41,1,-5.44,0.001,20.733,0.0805,0.883
1000,70,1,5,0.2783,0.33,0.92,18.95,0,-1.25,0.000,16.699,0.9078,14.962
