step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,11130,7792,125919,702175,669788,565459,10797,67330,407,1,249619,5356082,166732.954,76329.513,1.0660,59698.876,0.232,0.301,0.244,0.222,0.619,0.338,702,0.0403,0.6916,0.095,19.0,49.6,90.7,45.63,4.89,7.01,2.44,31.30,7.61,1.101,0.137,0.066,0.068,19.362,0.651,0.0027,154,474,1847,9432,72,0,0.000,5778,2815,2584,5731,674,2284,8172,0.00,1.09,9560,27.5877,159213,9333,459337,2096.6,-0.0,426359,65.015,2601587.666,2.17e-14,0.00042,30.00,207872,85.865,2.339,82.658,0.869,85.869,8351,666,2113,0.3262,0.874,1.076,1.361,1.093,0.935,1.181,37480.844,12273.373,154185.844,37912.999,34332.988,10724.249,3214.303,2692.084,0.675,0.555,0.540,0.874,0.703,0.654,6647,36852,0.8291,0.5940,0.5716,0.9999,0.0522,0.0538,0.5338,0.6980,0.7582,0.1216,0.0935,0.0399,0.0000,0.7594,0.9658,0.0000,0.6065,0.9578,0.00332,16625,0.9998,0.6838,0.7028,0.9990,0.0522,0.0538,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0507,5.0608,4.9521,0.0887,0.1779,0.1558,0.350,0.368,0.347,0.346,11039,0.2188,0.0092,0.0113,0.00197,0.00164,0.00153,22.74,27.77,28.06,177.3816,0.0359,71.6678,42.2999,22.7146,1053418,1533091,0.7143,0.0193,4010.2,177.3816,21.62,0,0,0,0,0,0,6511,16630.637,15165.964,0.9752
2000,11229,2747,60658,133607,122239,71918,1031,28304,140,0,240919,2347606,34806.874,30190.381,1.1089,13492.559,0.157,0.576,0.137,0.131,0.512,0.366,173,0.0610,0.6294,0.083,16.6,44.4,77.1,36.87,3.05,8.81,0.92,24.10,7.19,1.206,0.199,0.118,0.122,8.730,0.350,0.0038,114,867,928,9578,36,0,0.000,5487,1023,2959,7247,384,663,10182,0.00,7.03,9711,10.2203,159991,10380,423292,2549.7,-0.0,474767,19.742,2601587.666,3.56e-14,0.00135,25.34,44580,26.785,2.323,23.917,0.545,26.788,3403,2270,5556,0.2551,0.936,1.129,1.575,1.257,0.942,1.282,14500.945,13783.865,9602.095,14415.484,24281.854,9209.254,1849.254,5639.314,0.470,0.560,0.517,0.446,0.568,0.562,10864,17754,0.7971,0.5369,0.4823,0.9999,0.0408,0.0648,0.5619,0.7908,0.8218,0.1671,0.0555,0.0279,0.0000,0.4691,0.9460,0.0434,0.6221,0.9774,0.00325,6787,0.9988,0.6435,0.6677,0.9990,0.0408,0.0648,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9354,5.1451,5.0364,0.0445,0.0875,0.0708,0.131,0.138,0.107,0.158,2297,0.1208,0.0022,0.0029,0.00184,0.00096,0.00084,26.24,26.69,26.91,1129.1624,0.0817,39.1488,11.8158,7.9259,1063942,1529303,1.2548,0.0744,6356.7,1129.1624,26.00,0,0,0,0,0,0,5277,16697.822,15184.770,0.9630
3000,12160,2711,82441,156515,137913,72790,1284,33532,168,0,381896,3327682,39453.505,38158.412,1.0123,13995.744,0.088,0.756,0.091,0.065,0.499,0.351,416,0.0992,0.6561,0.071,17.2,42.4,72.6,33.46,3.26,9.75,0.53,19.92,6.91,1.258,0.226,0.211,0.218,6.790,0.304,0.0042,82,335,685,18547,58,0,0.000,6244,48,1713,10399,462,977,10721,3.00,10.70,9056,11.0213,160353,12018,395035,2326.8,-0.0,506045,15.416,2601587.666,1.18e-14,0.00281,14.43,52218,28.344,2.319,25.362,0.663,28.347,4756,2412,4992,0.2532,0.960,1.151,1.685,1.290,0.959,1.373,13257.066,15779.057,14284.346,13180.095,25984.808,10395.531,3102.198,10664.939,0.534,0.515,0.463,0.459,0.416,0.503,11921,27374,0.7616,0.3741,0.3325,0.9992,0.0364,0.0632,0.5600,0.9141,0.8662,0.1643,0.0458,0.0365,0.0000,0.0052,0.9175,0.0000,0.6260,0.9906,0.00332,7973,0.9995,0.8218,0.7509,0.9986,0.0364,0.0632,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8678,4.9191,4.9877,0.0379,0.0412,0.0335,0.098,0.055,0.089,0.105,1972,0.0964,0.0052,0.0044,0.00176,0.00090,0.00107,22.75,27.46,27.84,3610.5941,0.1090,39.7173,6.7297,8.6860,1065654,1528336,1.4719,0.1207,6165.1,3610.5941,22.38,0,0,0,0,0,0,10491,24162.668,21710.129,0.9505
4000,14147,2532,82432,162124,144293,78242,1450,29682,167,0,341904,3515934,41179.987,36173.695,1.0253,14265.047,0.058,0.817,0.071,0.055,0.510,0.350,240,0.0828,0.6557,0.071,15.0,40.1,73.0,33.39,3.16,8.50,0.45,21.27,6.98,1.218,0.223,0.186,0.191,6.237,0.265,0.0038,78,330,742,16290,58,0,0.000,6839,65,2229,11853,377,779,12991,4.25,12.09,8599,9.7640,160863,11297,370239,3340.5,0.0,534726,13.700,2601587.666,1.32e-14,0.00381,37.93,56043,28.455,2.321,25.178,0.956,28.458,4084,4130,5933,0.3373,0.931,1.085,1.737,1.334,0.955,1.321,15446.561,16331.432,13467.148,15290.091,26687.794,10344.701,3327.649,8236.297,0.504,0.518,0.509,0.427,0.460,0.531,13163,33692,0.7631,0.3316,0.3064,0.9991,0.0321,0.0682,0.5290,0.8371,0.8227,0.2186,0.0332,0.0343,0.0000,0.8546,0.9681,0.0125,0.6378,0.9931,0.00334,5409,0.9978,0.7979,0.7216,0.9986,0.0321,0.0682,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9478,4.9272,4.8955,0.0376,0.0535,0.0455,0.094,0.068,0.062,0.098,1813,0.0835,0.0045,0.0025,0.00195,0.00094,0.00120,25.21,28.07,27.94,3463.8561,0.1153,42.6268,6.2236,7.4762,1068355,1524782,1.4141,0.1326,6256.5,3463.8561,25.42,0,0,0,0,0,0,9682,21908.647,19646.353,0.9567
5000,13287,2976,82086,152774,135422,69534,1154,30928,227,0,350249,3774912,40664.145,36771.670,1.0510,13764.880,0.050,0.845,0.052,0.052,0.516,0.349,378,0.0907,0.6442,0.056,14.1,44.5,76.5,33.73,4.49,9.53,0.48,19.24,6.74,1.269,0.233,0.292,0.298,6.804,0.282,0.0039,81,324,700,16318,35,18,0.056,7154,224,2861,10202,888,1319,11080,4.00,9.79,8038,10.4710,161461,11883,347285,2524.6,-0.0,559588,14.121,2601587.666,7.88e-15,0.00036,12.68,53400,29.177,2.354,25.940,0.883,29.180,5772,2751,4764,0.3011,0.955,1.104,1.843,1.280,0.970,1.428,13797.078,15359.162,15331.672,13665.394,25431.959,11045.592,3547.746,8413.451,0.526,0.502,0.517,0.422,0.415,0.504,13145,31373,0.7417,0.2907,0.3113,0.9993,0.0350,0.0736,0.4976,0.9519,0.8598,0.2143,0.0421,0.0400,0.0000,0.0000,0.7890,0.0661,0.6335,0.9668,0.00334,8339,0.9993,0.8673,0.7677,0.9985,0.0351,0.0736,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0190,5.0134,4.7004,0.0372,0.0627,0.0557,0.075,0.089,0.065,0.103,1631,0.0673,0.0057,0.0023,0.00172,0.00098,0.00111,25.63,26.40,27.29,4851.7025,0.1197,39.7457,6.5586,7.5623,1069373,1523791,1.0925,0.1148,5092.3,4851.7025,23.03,0,0,0,0,0,0,10448,23006.789,20617.164,0.9473
6000,12305,2909,79314,146084,127857,65411,1359,32415,246,0,343387,3785161,38449.169,36879.253,1.1125,13003.368,0.051,0.837,0.052,0.060,0.506,0.362,255,0.0962,0.6456,0.082,14.6,46.2,76.2,35.08,5.00,9.25,0.45,20.38,6.87,1.245,0.213,0.322,0.328,6.722,0.292,0.0040,84,360,806,17468,62,21,0.055,6527,301,1673,10331,722,1170,10413,5.50,11.15,7021,9.6905,162355,13141,324974,2301.7,-0.0,588572,15.061,2601587.666,4.10e-14,0.00028,23.20,51401,28.894,2.282,25.883,0.729,28.897,5232,2826,4247,0.3364,0.911,1.091,1.881,1.247,0.943,1.443,12752.152,14136.529,15971.930,12630.115,22850.492,12441.761,2833.336,8600.787,0.526,0.480,0.502,0.420,0.408,0.496,16098,31171,0.7673,0.3072,0.3031,0.9997,0.0368,0.0676,0.4729,0.8205,0.8539,0.2481,0.0332,0.0412,0.0000,0.5828,0.9493,0.0194,0.6291,0.9521,0.00334,4774,0.9995,0.7505,0.7865,0.9992,0.0369,0.0677,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0091,4.8956,4.5608,0.0371,0.0504,0.0442,0.074,0.074,0.052,0.087,1551,0.0513,0.0043,0.0030,0.00171,0.00085,0.00110,23.53,28.05,27.96,4474.3442,0.1270,36.1891,7.9298,7.1309,1072083,1521806,0.9197,0.0729,4469.5,4474.3442,19.40,0,0,0,0,0,0,10139,23875.885,21418.805,0.9492
7000,9880,2975,78765,149516,134477,69397,1354,31505,131,0,298622,3473935,39649.824,35826.095,1.1703,13983.573,0.083,0.798,0.060,0.059,0.500,0.374,215,0.1053,0.6389,0.062,19.5,48.4,77.3,35.43,6.14,10.72,0.36,18.20,6.74,1.254,0.231,0.418,0.424,7.452,0.316,0.0039,87,346,701,12712,54,21,0.363,5795,637,1466,7777,594,1134,8152,5.00,10.44,7181,9.8769,163381,11494,300035,1484.7,-0.0,614861,15.168,2601587.666,5.23e-14,0.00044,24.47,50466,27.494,2.270,24.741,0.483,27.497,4956,1669,3255,0.2918,0.916,1.105,1.905,1.228,0.946,1.452,14098.638,14525.328,14797.271,13942.455,24893.672,12675.253,2363.443,6803.825,0.513,0.491,0.491,0.393,0.467,0.505,15557,30967,0.7564,0.2295,0.3154,0.9995,0.0396,0.0747,0.4659,0.8143,0.8397,0.2549,0.0769,0.0476,0.0000,0.5535,0.9358,0.0912,0.6619,0.9508,0.00325,9629,0.9991,0.7492,0.7974,0.9989,0.0396,0.0747,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9792,5.0416,4.7148,0.0394,0.0577,0.0436,0.047,0.082,0.043,0.073,1542,0.0495,0.0031,0.0030,0.00195,0.00109,0.00117,26.99,27.31,27.39,4786.0806,0.1287,39.6683,7.7218,7.4457,1074377,1520638,1.1178,0.0902,3675.4,4786.0806,21.78,0,0,0,0,0,0,7416,21842.522,19758.115,0.9454
8000,9614,2404,69473,129401,115301,59239,689,25645,75,0,286361,2968851,36384.417,32913.631,1.2022,11396.913,0.040,0.841,0.069,0.050,0.476,0.392,198,0.1014,0.6234,0.059,19.0,48.4,78.0,34.90,5.62,10.29,0.34,18.64,6.67,1.287,0.226,0.380,0.388,6.611,0.274,0.0037,86,368,605,9597,49,24,0.445,5438,702,1044,7868,813,845,7956,6.25,11.93,6689,9.4797,163972,12359,283298,2383.9,-0.0,635561,12.717,2601587.666,1.09e-14,0.00006,7.77,43729,23.915,2.280,21.170,0.465,23.918,4724,1508,3382,0.2688,0.931,1.149,1.948,1.276,0.957,1.449,12284.538,13383.320,14288.968,12159.891,21332.471,12462.746,2066.627,6987.345,0.487,0.456,0.474,0.406,0.458,0.494,17472,28550,0.7020,0.1766,0.2557,0.9997,0.0467,0.0745,0.4807,0.7661,0.8167,0.2474,0.0720,0.0458,0.0000,0.0000,0.8992,0.0073,0.6467,0.9425,0.00329,6952,0.9989,0.7549,0.7408,0.9989,0.0467,0.0745,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9450,4.8595,4.7544,0.0350,0.0621,0.0487,0.049,0.086,0.049,0.082,1643,0.0602,0.0033,0.0033,0.00208,0.00104,0.00130,24.25,27.51,27.99,4340.6016,0.1221,34.1923,7.0610,5.6563,1076564,1519001,1.5396,0.2093,3498.2,4340.6016,16.84,0,0,0,0,0,0,6874,21516.718,19465.689,0.9471
9000,9843,2086,65637,115006,102506,48640,729,22987,87,0,242403,2639600,32913.513,27568.179,1.1703,9837.525,0.044,0.845,0.056,0.055,0.465,0.401,154,0.0913,0.6381,0.060,17.0,44.2,71.5,34.40,4.75,8.93,0.49,20.24,6.72,1.246,0.205,0.345,0.352,6.377,0.283,0.0037,79,341,466,8641,35,19,0.373,5217,50,1274,8519,304,717,8822,7.00,13.23,7685,9.1490,164513,13416,270577,2373.1,-0.0,652498,11.447,2601587.666,4.06e-14,0.00522,30.68,38291,20.710,2.265,18.014,0.431,20.713,3785,2383,3675,0.3353,0.891,1.074,1.978,1.236,0.934,1.459,10786.256,13383.864,11488.913,10688.748,20573.377,10095.176,1929.731,5705.747,0.475,0.436,0.472,0.353,0.433,0.456,21083,28531,0.7281,0.1466,0.2226,0.9999,0.0397,0.0636,0.4718,0.8111,0.8609,0.2464,0.0503,0.0529,0.0000,0.7841,0.9563,0.0000,0.7112,0.9583,0.00330,6330,0.9991,0.7186,0.7583,0.9988,0.0397,0.0636,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9352,4.8459,4.7797,0.0364,0.0653,0.0532,0.069,0.100,0.042,0.111,1662,0.0828,0.0030,0.0038,0.00220,0.00101,0.00122,25.68,27.88,27.72,4148.9643,0.1100,31.7350,6.0924,5.3545,1078502,1517123,1.8636,0.2720,3603.2,4148.9643,18.95,0,0,0,0,0,0,5811,17730.654,15985.288,0.9527
10000,9080,2049,65714,114858,101301,48523,621,22801,136,0,250831,2626903,32430.937,27152.864,1.1150,9673.199,0.051,0.855,0.042,0.051,0.464,0.403,267,0.0972,0.6416,0.071,17.0,44.7,69.4,32.65,5.19,9.42,0.30,17.73,6.41,1.286,0.223,0.391,0.397,6.241,0.282,0.0037,77,326,494,7565,23,17,0.300,4989,37,1468,7575,306,1079,7695,7.50,13.90,9340,10.4859,165016,15028,260717,1673.0,-0.0,663411,10.970,2601587.666,9.67e-15,0.00188,11.37,39556,20.773,2.270,18.079,0.424,20.776,4227,1684,3169,0.2974,0.912,1.117,1.992,1.240,0.959,1.520,10389.130,13431.963,11062.882,10266.785,20774.469,9375.249,1571.914,6532.502,0.463,0.473,0.461,0.331,0.423,0.466,23409,29672,0.7014,0.1463,0.2217,0.9998,0.0413,0.0534,0.4850,0.8785,0.8223,0.2450,0.0587,0.0568,0.0000,0.1038,0.8037,0.0386,0.6711,0.9510,0.00332,5675,0.9986,0.7999,0.7641,0.9988,0.0413,0.0534,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8550,4.9153,4.6894,0.0356,0.0460,0.0377,0.040,0.068,0.030,0.089,1342,0.0712,0.0018,0.0030,0.00222,0.00094,0.00109,26.23,27.46,27.57,4029.5777,0.1088,31.5343,5.5750,5.3948,1079724,1516492,1.8692,0.2579,3814.5,4029.5777,19.36,0,0,0,0,0,0,6851,17479.665,15620.612,0.9493
