step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,2481,267.1402,173.02,48.41,-0.78,39,2.77,0.239,14.707,0.3411,22.152
1000,-60,1,2566,687.8965,282.77,1002.63,4.47,145,2.05,0.175,15.122,0.6370,29.397
1000,-60,2,2687,846.3041,301.31,5059.66,0.89,198,0.74,0.125,16.090,0.9709,30.070
1000,-50,0,4557,597.4538,312.62,77.18,16.82,123,12.23,2.318,10.012,0.2899,43.541
1000,-50,1,2277,795.1367,332.20,982.29,13.43,217,11.63,2.113,10.284,0.5433,65.013
1000,-50,2,1864,788.4018,263.31,4342.16,11.98,239,10.13,1.815,11.148,0.8882,69.647
1000,-40,0,4874,754.6512,363.31,77.04,27.13,220,21.34,6.393,6.810,0.2773,97.362
1000,-40,1,1583,514.0490,207.60,581.90,23.98,165,21.03,6.295,6.953,0.4478,137.538
1000,-40,2,1624,711.0178,210.13,4126.55,23.23,282,19.35,5.727,7.739,0.8051,154.321
1000,-30,0,2491,502.9444,199.57,43.54,43.67,156,28.06,10.306,5.078,0.3163,209.916
1000,-30,1,2086,724.3606,243.90,829.97,31.07,229,28.17,10.395,5.085,0.4096,250.888
1000,-30,2,3600,1555.1371,452.00,12366.58,24.50,598,27.20,10.134,5.567,0.7936,284.558
1000,-20,0,1121,140.9547,69.37,16.92,67.28,11,33.72,14.018,3.934,0.2168,253.715
1000,-20,1,1320,401.4615,110.20,617.36,38.94,55,32.87,13.568,4.213,0.3588,360.538
1000,-20,2,5778,2402.9028,622.06,25253.47,30.95,972,31.97,13.175,4.527,0.8444,423.190
1000,-10,0,1599,193.8364,78.07,30.49,68.37,11,37.11,16.365,3.326,0.2223,349.084
1000,-10,1,932,292.1922,113.96,416.67,41.78,4,36.08,15.775,3.586,0.2921,435.841
1000,-10,2,5693,2454.1751,658.94,26780.99,34.03,1052,34.88,15.199,4.023,0.8244,535.148
1000,0,0,1642,181.0703,137.84,26.00,74.67,4,38.99,17.594,2.946,0.1459,287.884
1000,0,1,964,272.0654,64.80,448.23,51.12,3,38.03,17.028,3.166,0.2569,453.171
1000,0,2,5761,2294.5746,538.76,27041.20,37.01,952,35.83,15.914,3.915,0.7887,561.206
1000,10,0,2825,451.4555,224.02,42.17,77.56,15,37.78,16.793,3.201,0.1724,297.553
1000,10,1,1343,448.4220,179.02,606.25,52.20,28,37.08,16.336,3.365,0.2768,425.092
1000,10,2,5277,2163.1395,586.22,20907.80,26.92,807,33.66,14.670,4.539,0.7404,487.916
1000,20,0,3260,346.0085,138.00,43.15,70.20,57,33.14,13.915,4.339,0.1382,148.228
1000,20,1,1565,501.2560,173.72,723.74,42.23,79,31.74,13.194,4.794,0.3365,316.394
1000,20,2,3620,1508.8912,362.74,11972.27,22.84,542,30.78,12.773,5.149,0.7237,382.529
1000,30,0,4678,556.0246,244.40,75.31,47.23,128,26.27,9.829,6.145,0.1840,114.197
1000,30,1,2087,744.2242,221.55,849.51,21.92,244,27.28,10.222,5.639,0.4315,242.985
1000,30,2,2509,1150.0120,304.01,7288.13,39.59,397,28.69,10.834,5.076,0.7520,283.009
1000,40,0,4961,412.3016,210.56,61.37,30.02,85,18.81,5.744,8.321,0.1795,57.048
1000,40,1,1502,528.1181,170.05,633.92,23.16,150,23.25,7.365,6.229,0.5320,165.288
1000,40,2,1707,707.0899,217.87,4321.47,48.76,242,23.36,7.290,6.059,0.8417,171.781
1000,50,0,4770,224.7751,183.23,27.64,18.87,10,10.65,2.152,11.229,0.1496,19.238
1000,50,1,286,93.6712,37.46,110.38,19.96,16,18.34,4.308,7.119,0.7292,115.457
1000,50,2,660,234.4695,96.77,1345.02,52.64,49,17.78,4.090,7.424,0.9297,106.288
1000,60,0,3822,53.8958,52.89,12.23,11.87,2,2.30,0.230,15.089,0.1074,4.769
1000,60,1,29,13.0949,12.22,9.89,17.36,0,7.48,0.515,11.227,0.9295,45.504
