step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2564,0.925,0.560,9.74,63561,47677,3008,784,10958,42916,1405140.4,826569.7,0.287,0.349,0.186,0.177,85,18.41,16.99,1.34,4.43,1.18,5.09,0.93,4.03,13.94,11.47,0.03,0.28,0.043,0.143,1004,0.074,0.100,0.862,0.000,0.038,451003,438661,18,0.362,0.253,0.097,5593112,0.273,2.902,0.039,7.36,133030,280,19.260,0.485,0.298,11763608,1.38,9.45,0.073,0.103,0.014,3.8,12.1,42.2,163.5,44567,0.170,0.00,0.0039,0.039,467,0.917,0.000,0.765,0.860,3.61,4.93,4.77,0.07,0.021,1.41,1.43,1.37,0.918,0.00042,4.67,163.0133,4016.10,113133.4,140185.7,69.166,139.1400,189.925,589.301,0.850,0.375,52.7,66.484,250.645,342,1638.7,58.15,22.675,186.955,3018.3,128.225,0.134,2.00,5.6578,14506.7,0.7235,0.2669,17.38,0.990,0.138,1.6366,0.0000,0.481,0.099,0.431,0.0000,7.13,1.30,4,13,36,121,64.3609,1.0390,0.5257,0.0000,0.0000
20000,2419,0.942,0.596,12.87,26476,21526,576,2174,2345,75898,340381.3,154219.2,0.123,0.604,0.190,0.082,223,21.39,19.26,0.60,2.59,3.80,6.26,0.24,1.79,10.92,10.22,0.01,0.16,0.125,0.193,1223,0.034,0.120,0.848,0.001,0.031,72592,68215,3,0.495,0.048,0.032,718168,0.190,2.810,0.042,12.47,28122,501,2.032,0.169,0.242,6077863,1.14,5.93,0.052,0.337,0.002,3.4,16.3,45.8,160.0,37633,0.144,0.00,0.0013,0.068,391,0.708,0.000,0.740,0.653,3.62,4.34,5.42,0.09,0.041,1.11,1.16,1.15,0.712,0.00077,2.74,20.1158,3185.59,114201.7,140185.7,11.433,19.4940,60.377,164.892,0.935,0.377,41.6,25.972,43.574,560,2276.8,52.55,2.634,32.892,3851.0,21.784,0.135,2.00,5.3194,12867.6,0.7386,0.4885,15.56,1.258,0.274,0.3634,0.0000,0.425,0.069,0.120,0.0000,6.20,0.63,3,14,34,84,23.7627,0.3363,0.5804,0.0000,0.0000
30000,2949,0.970,0.550,12.44,87622,60840,1725,6356,18171,163854,1262632.8,896509.5,0.102,0.522,0.306,0.071,99,19.80,19.64,0.41,2.29,2.32,4.86,0.59,2.77,11.16,11.00,0.01,0.15,0.089,0.160,1523,0.013,0.080,0.880,0.002,0.039,496850,478210,18,0.338,0.193,0.081,2232563,0.234,2.944,0.037,8.33,186038,539,5.471,0.230,0.345,21931404,1.10,8.49,0.046,0.295,0.003,3.3,13.2,46.8,168.4,42746,0.163,0.00,0.0038,0.056,540,0.922,0.000,0.889,0.824,3.29,4.46,4.39,0.05,0.020,1.09,1.12,1.11,0.925,0.00055,3.46,155.4402,4518.01,111574.8,140185.7,74.559,127.6180,183.229,561.930,0.955,0.367,58.5,62.239,255.140,340,1488.5,64.42,5.481,181.792,2605.5,126.564,0.135,2.00,5.2579,15505.4,0.8763,0.5045,14.50,1.332,0.299,1.6366,0.0000,0.445,0.088,0.210,0.0000,6.42,0.91,3,10,35,81,58.4343,2.1897,0.5443,0.0000,0.0000
40000,2795,0.936,0.471,14.00,26025,20574,500,2040,3065,80281,346855.4,163046.4,0.103,0.574,0.269,0.054,221,18.98,16.92,0.48,2.49,2.68,6.00,0.29,1.81,9.91,8.21,0.01,0.11,0.078,0.163,1322,0.052,0.118,0.846,0.000,0.035,71986,66051,1,0.152,0.848,0.047,623739,0.211,2.587,0.031,10.70,29505,530,2.031,0.163,0.278,6155335,1.13,9.45,0.024,0.283,0.004,3.3,12.7,43.3,129.1,37363,0.143,0.00,0.0013,0.085,433,0.760,0.000,0.777,0.654,3.53,4.28,5.59,0.05,0.025,1.11,1.14,1.14,0.765,0.00068,2.10,21.4592,3137.56,113529.6,140185.7,12.680,19.1739,60.893,207.324,0.887,0.375,53.7,25.776,47.207,236,849.5,46.03,2.782,34.054,3165.5,24.126,0.135,2.01,5.4392,15202.6,0.8654,0.5007,13.37,1.344,0.202,0.3634,0.0000,0.363,0.088,0.057,0.0000,6.87,1.06,3,9,29,81,23.7049,0.1690,0.5220,0.0000,0.0000
50000,3027,1.080,0.566,15.02,99184,64076,1483,10595,22798,267661,1280458.6,917682.9,0.069,0.491,0.365,0.075,93,20.04,19.34,0.22,1.70,3.14,6.22,0.41,2.09,9.15,8.03,0.00,0.07,0.084,0.143,1742,0.011,0.082,0.877,0.001,0.040,455719,418061,9,0.189,0.622,0.078,1573471,0.186,3.000,0.037,9.31,185824,568,3.429,0.185,0.389,19820980,1.06,10.98,0.062,0.394,0.000,2.8,13.6,45.8,218.2,39076,0.149,0.00,0.0046,0.060,436,0.865,0.000,0.877,0.783,3.05,3.94,4.40,0.03,0.013,1.05,1.09,1.06,0.870,0.00101,4.28,151.2149,4623.99,110948.1,140185.7,66.767,132.7538,191.544,552.597,0.931,0.364,59.9,64.087,250.326,293,889.9,66.28,3.654,187.787,3257.8,128.267,0.135,2.00,5.0957,15424.7,1.0122,0.5789,12.91,1.454,0.285,1.6366,0.0000,0.336,0.100,0.069,0.0000,6.80,1.31,2,10,27,121,59.2005,1.8369,0.5094,0.0000,0.0000
60000,3044,0.846,0.353,11.83,25933,20310,572,2100,2934,86900,383649.7,183605.0,0.075,0.628,0.259,0.038,227,14.99,12.93,0.38,2.75,0.44,2.69,0.68,3.05,11.02,8.23,0.00,0.02,0.015,0.085,739,0.175,0.096,0.853,0.000,0.051,78817,71098,3,0.621,0.000,0.099,1073077,0.199,2.454,0.023,15.40,31351,651,2.113,0.129,0.306,5004047,1.11,10.97,0.011,0.057,0.000,3.3,11.8,31.1,125.7,38104,0.145,0.00,0.0011,0.069,575,0.555,0.000,0.736,0.679,3.33,3.59,5.96,0.02,0.006,1.05,1.15,1.12,0.559,0.00104,4.22,24.0834,3671.00,112305.2,140185.7,10.872,16.4385,66.336,175.889,0.968,0.370,65.5,28.136,37.867,62,244.5,60.48,1.212,29.036,1602.7,23.010,0.134,2.00,6.0924,18545.2,0.9134,0.5106,12.52,1.192,0.100,0.3634,0.0000,0.270,0.056,0.002,0.0000,7.29,0.66,3,10,26,81,24.6537,0.3147,0.4954,0.0000,0.0000
70000,3396,0.842,0.376,11.58,133290,102247,1520,582,28589,18085,1439363.1,986002.2,0.077,0.498,0.388,0.036,102,13.99,12.42,0.31,2.22,0.54,3.19,0.42,2.51,10.30,8.11,0.00,0.02,0.018,0.096,986,0.028,0.105,0.852,0.001,0.042,635266,618655,3,0.449,0.143,0.043,2506600,0.261,2.604,0.023,14.36,198611,456,54.520,0.316,0.351,22301169,1.08,12.58,0.017,0.048,0.000,3.0,10.6,29.2,121.6,39307,0.150,0.00,0.0041,0.055,647,0.766,0.000,0.877,0.790,3.06,3.49,5.15,0.02,0.006,1.04,1.11,1.09,0.766,0.00076,11.33,170.8737,3733.17,110375.1,140185.7,67.257,106.7970,221.235,670.090,0.949,0.362,74.2,82.570,239.315,104,403.2,65.53,2.332,175.201,1720.0,139.938,0.135,2.00,5.8226,19773.5,1.0047,0.5311,11.57,1.196,0.141,1.6366,0.0000,0.297,0.073,0.021,0.0000,7.27,0.81,3,9,25,81,78.3874,1.5981,0.4971,0.0000,0.0000
80000,3586,0.780,0.350,13.13,30514,24316,582,1977,3449,77576,382590.2,163538.0,0.067,0.620,0.291,0.023,231,13.49,12.67,0.38,2.37,1.95,5.12,0.14,1.40,8.33,7.38,0.00,0.02,0.077,0.194,1002,0.149,0.125,0.827,0.001,0.047,80058,75468,1,0.996,0.004,0.024,603812,0.205,2.240,0.024,16.57,28173,726,2.108,0.114,0.305,5596860,1.10,12.21,0.009,0.183,0.000,2.6,11.4,28.2,134.3,38736,0.148,0.00,0.0013,0.081,774,0.551,0.000,0.721,0.628,3.15,3.48,6.02,0.05,0.018,1.05,1.15,1.11,0.554,0.00080,5.67,20.3569,3050.38,109880.6,140185.7,10.112,13.1033,69.204,197.243,0.973,0.364,77.3,30.603,36.976,70,248.4,69.82,1.317,27.187,2171.6,21.867,0.133,2.01,5.7818,20733.6,1.0279,0.4853,10.80,1.199,0.099,0.3634,0.0000,0.250,0.049,0.001,0.0000,7.43,0.66,2,10,22,81,27.4393,0.2996,0.5078,0.0000,0.0000
90000,3101,0.854,0.571,13.32,128445,92811,1348,10034,24737,213970,1257179.0,820382.9,0.067,0.515,0.367,0.051,100,20.77,19.31,0.76,3.71,4.28,6.98,0.25,1.90,8.92,8.40,0.00,0.00,0.137,0.200,1781,0.022,0.089,0.871,0.001,0.039,489817,468066,5,0.411,0.557,0.031,1532664,0.244,2.801,0.041,7.51,173876,509,3.834,0.246,0.332,27047585,1.21,11.74,0.017,0.403,0.000,3.1,14.6,44.2,164.3,44079,0.168,0.00,0.0045,0.064,495,0.875,0.000,0.924,0.738,3.31,4.16,5.15,0.09,0.030,1.13,1.31,1.22,0.878,0.00067,3.20,131.9728,3599.11,112801.4,140185.7,73.913,112.7346,210.745,721.101,0.970,0.371,58.1,78.587,259.568,386,1721.9,49.54,4.539,183.524,3638.0,129.197,0.134,2.00,4.5256,14033.8,0.7941,0.5047,14.21,1.354,0.258,1.6366,0.0000,0.300,0.098,0.030,0.0000,7.39,1.00,3,11,30,100,73.9095,2.5914,0.5892,0.0000,0.0000
100000,2447,1.019,0.517,14.67,23020,18053,594,3132,1895,132295,334894.5,152096.2,0.109,0.603,0.241,0.047,219,30.92,27.69,0.98,4.09,5.41,7.48,0.71,3.77,11.79,10.25,0.00,0.00,0.126,0.162,1500,0.079,0.115,0.859,0.001,0.026,56291,51293,1,0.432,0.568,0.075,535037,0.244,2.986,0.033,11.16,23605,650,1.150,0.137,0.267,5919847,1.24,8.85,0.021,0.443,0.000,4.7,22.1,69.9,220.4,46234,0.176,0.00,0.0012,0.085,401,0.686,0.000,0.800,0.606,3.80,4.51,6.12,0.15,0.065,1.11,1.34,1.27,0.692,0.00108,2.26,17.7302,3691.11,114460.8,140185.7,12.652,19.7437,59.323,196.722,0.851,0.375,42.8,25.044,46.284,215,798.2,71.42,2.481,33.462,3501.0,22.451,0.136,2.00,5.3970,13206.4,0.6920,0.4704,18.89,1.492,0.303,0.3634,0.0000,0.332,0.095,0.038,0.0000,7.39,0.72,4,14,41,81,22.1950,0.1924,0.5946,0.0000,0.0000
