step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2282,3.615,0.557,6.09,23903,17590,3653,320,1510,43256,927332.8,209812.8,0.292,0.407,0.118,0.183,76,23.35,20.93,2.06,6.22,1.72,5.93,1.44,5.37,15.41,11.84,0.04,0.42,0.040,0.130,766,0.060,0.098,0.885,0.001,0.016,95222,92619,14,0.607,0.040,0.149,4932351,0.288,2.579,0.044,5.83,26132,464,4.850,0.291,0.144,8901367,1.54,11.59,0.066,0.115,0.010,5.3,15.6,51.6,138.3,47074,0.180,0.00,0.0026,0.050,316,0.953,0.000,0.610,0.753,3.79,5.27,4.40,0.06,0.022,1.51,1.59,1.53,0.955,0.00031,2.07,44.6289,1971.28,84606.4,140196.6,73.907,108.9625,145.980,744.794,0.998,0.257,60.2,65.589,234.542,671,2970.8,63.62,22.976,160.263,3797.8,76.647,0.134,2.00,16.2502,37083.0,1.2359,0.5330,20.63,1.067,0.121,1.4775,0.0000,0.502,0.084,0.617,0.0000,7.71,0.80,5,16,46,121,61.7893,3.0976,0.5727,0.3612,0.9870
20000,2153,2.874,0.369,6.50,33961,28211,1147,2981,1751,142694,459394.0,151445.3,0.113,0.528,0.113,0.246,194,24.28,27.57,0.29,1.87,6.10,12.96,0.69,4.33,11.53,8.47,0.00,0.08,0.096,0.182,856,0.109,0.139,0.843,0.001,0.017,53127,49160,2,0.765,0.024,0.044,1142134,0.290,1.762,0.028,14.40,14590,625,1.061,0.155,0.192,6727065,1.08,14.46,0.093,0.381,0.003,4.7,11.1,67.5,164.7,40078,0.153,0.00,0.0019,0.070,434,0.732,0.000,0.741,0.406,3.74,4.81,4.93,0.03,0.008,1.07,1.11,1.08,0.737,0.00112,2.59,12.6871,1026.62,92818.6,140196.6,21.323,22.1285,87.091,442.383,0.927,0.293,50.0,40.392,72.851,491,1966.9,40.14,7.028,47.303,2461.6,31.730,0.134,2.01,15.8162,34052.4,1.3927,0.6164,18.61,1.193,0.180,0.5225,0.0000,0.502,0.117,0.472,0.0000,8.43,0.89,4,9,49,100,36.2837,1.7018,0.5383,0.2802,0.9871
30000,2909,2.969,0.467,6.74,77164,62996,2244,5535,5633,197135,984830.6,439607.1,0.088,0.467,0.116,0.329,141,21.27,28.79,0.73,3.68,4.15,12.95,1.00,5.07,9.86,7.40,0.00,0.10,0.052,0.143,965,0.158,0.119,0.852,0.000,0.029,188406,177494,3,0.878,0.028,0.062,1644108,0.304,3.331,0.030,12.07,45338,636,2.230,0.185,0.193,13293654,1.21,17.00,0.050,0.243,0.001,3.9,11.1,56.7,206.8,45774,0.175,0.00,0.0034,0.055,476,0.833,0.000,0.864,0.598,3.36,5.19,3.94,0.01,0.004,1.17,1.28,1.21,0.836,0.00080,3.95,52.7135,2520.40,79230.0,140196.6,92.746,73.7682,160.694,802.122,0.981,0.216,69.2,70.247,229.681,343,1385.5,156.93,7.897,133.301,3359.3,88.522,0.135,2.00,14.9101,43373.5,1.6821,1.0479,15.74,1.219,0.170,1.4775,0.0000,0.427,0.109,0.229,0.0000,8.75,0.72,4,9,40,100,61.4384,6.4716,0.5486,0.3509,0.9820
40000,2197,2.201,0.409,8.84,34784,28499,1395,4291,1311,228522,461699.7,205626.7,0.086,0.531,0.147,0.236,186,28.53,31.65,0.73,3.41,5.86,13.06,1.10,4.64,11.95,8.95,0.03,0.24,0.081,0.160,1115,0.077,0.136,0.846,0.000,0.018,56566,49712,5,0.569,0.198,0.106,1533960,0.259,2.159,0.031,14.55,16920,658,0.900,0.139,0.234,7252601,1.20,14.03,0.066,0.401,0.013,5.7,15.8,78.6,309.6,43144,0.165,0.00,0.0018,0.065,415,0.730,0.000,0.794,0.426,3.87,5.15,5.13,0.07,0.023,1.18,1.25,1.20,0.736,0.00154,3.02,15.1680,1331.39,101876.5,140196.6,20.461,23.7662,89.061,404.797,0.941,0.322,45.7,40.631,71.265,370,1555.1,58.50,4.900,47.584,3375.6,31.926,0.135,1.99,11.6000,25485.2,1.1825,0.5870,19.64,1.290,0.290,0.5225,0.0000,0.452,0.121,0.337,0.0000,8.55,0.91,5,13,49,111,35.3320,1.9172,0.5808,0.3491,0.9897
50000,3000,2.300,0.439,8.41,80282,64431,1994,7715,5339,327298,1026823.7,520019.3,0.078,0.478,0.164,0.280,126,24.45,31.34,0.92,4.00,4.05,11.11,1.01,5.13,10.46,8.17,0.04,0.33,0.053,0.129,1348,0.077,0.121,0.854,0.000,0.024,214287,195721,8,0.745,0.167,0.098,2611854,0.258,2.648,0.030,13.90,61902,620,1.589,0.183,0.233,14269325,1.26,16.58,0.035,0.354,0.019,4.6,12.4,68.3,230.8,49326,0.188,0.00,0.0033,0.045,531,0.822,0.000,0.878,0.633,3.47,4.96,4.26,0.08,0.028,1.24,1.27,1.28,0.827,0.00121,5.28,56.8654,2391.02,85816.1,140196.6,87.049,74.4591,167.423,781.247,0.945,0.241,67.0,73.678,225.539,279,1159.0,99.74,7.211,135.845,3243.6,91.011,0.135,2.00,12.9176,38752.7,1.5111,0.7665,16.44,1.287,0.283,1.4775,0.0000,0.428,0.108,0.200,0.0000,8.68,0.92,4,10,41,121,63.7277,6.3284,0.5530,0.4315,0.9842
60000,2093,2.119,0.357,12.26,34222,28049,1626,3857,1597,216603,527221.5,227297.0,0.053,0.582,0.160,0.205,180,33.39,60.02,0.24,1.67,4.53,13.52,1.97,7.78,17.65,16.68,0.08,0.66,0.040,0.109,1170,0.042,0.133,0.847,0.000,0.020,61363,54061,7,0.590,0.009,0.168,2069554,0.203,2.451,0.023,23.60,21425,725,1.049,0.145,0.217,5737134,1.06,14.84,0.039,0.371,0.019,5.1,14.8,81.2,329.4,51045,0.195,0.00,0.0014,0.062,496,0.526,0.000,0.748,0.470,4.61,4.52,7.10,0.11,0.022,1.08,1.07,1.06,0.531,0.00253,7.80,17.3799,2284.15,100641.6,140196.6,14.096,19.2204,99.828,327.566,0.931,0.317,62.6,45.975,55.042,182,552.2,83.88,2.731,40.109,2561.3,29.214,0.136,2.00,13.2846,27804.8,1.0715,0.6285,24.39,1.081,0.355,0.5225,0.0000,0.564,0.133,0.645,0.0000,9.40,1.28,5,15,56,169,38.7421,1.9391,0.4931,0.3777,0.9899
70000,2785,2.588,0.439,12.03,76832,59353,1527,8736,6524,371529,1043587.4,545570.8,0.061,0.396,0.136,0.407,100,28.69,51.73,0.40,3.42,4.61,14.46,2.17,6.64,13.83,12.69,0.01,0.20,0.046,0.119,1468,0.018,0.131,0.844,0.000,0.025,216144,196815,15,0.256,0.259,0.173,5008510,0.216,2.984,0.028,13.58,84725,583,1.468,0.187,0.229,10194805,1.10,15.56,0.041,0.297,0.005,3.8,12.0,71.3,417.2,58496,0.223,0.00,0.0027,0.049,493,0.775,0.000,0.868,0.650,4.12,4.63,6.11,0.03,0.009,1.08,1.12,1.11,0.782,0.00150,6.53,57.6823,3077.38,87856.8,140196.6,84.525,74.7025,167.483,771.722,0.956,0.261,72.6,75.032,224.185,276,964.6,103.56,6.700,137.428,2780.8,92.907,0.136,1.99,13.0253,36275.5,1.2144,0.7371,21.00,1.091,0.355,1.4775,0.0000,0.543,0.119,0.630,0.0000,9.11,1.24,4,12,50,196,64.4488,6.4182,0.5214,0.4649,0.9834
80000,1906,1.891,0.492,14.35,30241,25059,1213,3424,1424,205385,479102.3,196899.2,0.048,0.527,0.106,0.319,157,28.23,33.45,0.51,2.57,7.06,12.77,3.18,8.94,11.80,8.89,0.01,0.22,0.146,0.222,1267,0.022,0.115,0.870,0.000,0.014,55915,47551,10,0.438,0.112,0.251,3779063,0.205,2.841,0.035,19.00,24643,816,0.959,0.117,0.224,5397632,1.14,12.56,0.049,0.466,0.005,4.6,16.8,61.0,337.6,42985,0.164,0.00,0.0021,0.057,427,0.575,0.000,0.769,0.486,4.66,4.81,7.23,0.05,0.017,1.08,1.17,1.17,0.581,0.00232,6.10,14.5873,1589.14,101610.5,140196.6,16.806,21.7207,91.076,342.999,0.922,0.323,43.1,42.362,61.499,377,1735.6,131.22,3.059,43.712,4346.4,29.282,0.134,2.00,13.5385,25804.4,1.1800,0.6048,22.55,1.185,0.320,0.5225,0.0000,0.527,0.117,0.742,0.0000,8.91,1.25,5,15,49,169,36.0177,1.9289,0.6411,0.4679,0.9920
90000,3144,1.542,0.415,14.97,81519,64086,2072,7811,6312,315462,979559.9,493362.8,0.054,0.458,0.093,0.395,95,22.66,33.94,0.42,2.00,3.62,9.93,1.86,5.77,10.14,9.41,0.00,0.04,0.056,0.126,1843,0.017,0.095,0.885,0.000,0.020,215705,194437,16,0.363,0.235,0.191,5665113,0.206,2.157,0.033,10.47,95260,593,1.564,0.198,0.241,14506470,1.15,15.20,0.053,0.395,0.001,3.3,10.2,62.0,361.9,50418,0.192,0.00,0.0031,0.050,533,0.836,0.000,0.884,0.626,3.69,4.42,5.60,0.01,0.006,1.08,1.19,1.19,0.842,0.00093,4.25,53.6867,2107.83,93381.3,140196.6,85.794,79.9561,159.982,789.225,0.972,0.267,71.1,71.243,230.444,263,1084.5,63.16,6.390,141.556,3310.3,89.919,0.135,2.00,10.7072,33663.5,1.3593,0.7678,16.04,1.218,0.390,1.4775,0.0000,0.489,0.142,0.535,0.0000,8.40,1.44,3,10,37,193,60.5822,7.7248,0.5627,0.5740,0.9878
100000,2246,1.620,0.374,13.99,33760,28509,1561,3032,1556,168338,495410.0,198673.8,0.052,0.570,0.076,0.302,166,24.04,35.91,0.41,2.32,4.54,10.71,1.08,4.40,11.43,10.64,0.00,0.11,0.099,0.174,1314,0.034,0.122,0.855,0.000,0.023,64656,54824,15,0.346,0.157,0.130,2706691,0.186,2.179,0.029,18.99,29752,725,1.180,0.164,0.210,6720173,1.13,12.33,0.042,0.409,0.002,4.3,12.4,60.0,338.0,39233,0.150,0.00,0.0019,0.067,415,0.594,0.000,0.760,0.498,4.03,4.44,6.59,0.03,0.009,1.07,1.15,1.16,0.599,0.00169,6.00,16.3437,1523.61,101110.6,140196.6,17.825,19.8841,92.434,344.627,0.967,0.317,54.5,42.671,61.987,266,1193.7,63.65,2.800,42.795,3114.2,30.949,0.135,2.00,12.5507,28188.9,1.2621,0.6835,17.47,1.180,0.337,0.5225,0.0000,0.469,0.116,0.386,0.0000,8.27,1.27,4,12,37,169,36.8575,2.0159,0.5530,0.5265,0.9926
