step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,1647,2.629,0.899,9.12,25040,17547,3401,3066,840,319117,880831.9,322217.7,0.276,0.476,0.116,0.132,70,35.25,23.44,1.38,4.34,8.96,10.48,1.33,4.33,12.89,12.14,0.08,0.51,0.215,0.204,1374,0.024,0.055,0.939,0.000,0.007,82551,75935,5,0.489,0.503,0.183,8144388,0.264,2.721,0.078,6.73,25894,524,1.010,0.169,0.403,10605559,1.43,6.28,0.149,0.740,0.039,6.8,31.9,68.8,111.7,40443,0.154,0.00,0.0041,0.118,206,0.942,0.000,0.679,0.703,4.21,5.29,5.53,0.25,0.089,1.43,1.38,1.47,0.951,0.00132,2.02,41.6566,1247.65,104013.0,140234.7,71.938,113.3480,147.234,704.245,0.995,0.335,40.4,65.161,234.755,1274,6055.8,63.58,23.689,161.382,7001.6,71.726,0.134,2.00,9.6943,15966.5,0.7424,0.4732,24.56,1.372,0.286,1.4775,0.0000,0.480,0.096,0.393,0.0000,6.89,1.06,6,23,49,74,60.1498,2.8387,0.6557,0.3959,0.9899
20000,2067,1.733,0.561,9.38,33573,21959,290,9653,1251,456297,327170.0,240073.4,0.127,0.656,0.105,0.113,176,20.77,20.53,0.12,1.45,4.38,7.40,0.46,3.05,8.55,7.25,0.00,0.10,0.113,0.170,963,0.119,0.135,0.845,0.000,0.020,43014,34777,3,0.612,0.240,0.040,669337,0.221,2.259,0.045,13.39,16044,426,0.526,0.162,0.353,5485135,1.05,12.71,0.148,0.538,0.003,2.8,10.0,49.9,119.8,27926,0.107,0.00,0.0019,0.080,275,0.639,0.000,0.642,0.306,2.92,3.71,3.94,0.01,0.004,1.04,1.04,1.07,0.659,0.00287,2.00,8.7018,1467.47,117547.6,140234.7,22.829,32.7547,66.472,291.822,0.975,0.367,44.7,29.379,72.551,769,3072.9,87.98,7.574,47.391,4180.7,19.191,0.136,1.99,4.3567,9005.2,0.7931,0.4303,13.51,1.347,0.511,0.5225,0.0000,0.451,0.076,0.149,0.0000,6.98,1.42,3,10,25,75,22.4730,0.9649,0.4146,0.4046,0.9898
30000,2884,1.961,0.541,13.99,108445,68319,122,33876,5311,1157885,857068.8,908048.6,0.176,0.539,0.138,0.147,110,19.75,18.89,0.34,1.92,4.11,7.08,0.39,2.74,7.71,7.78,0.06,0.46,0.129,0.192,1643,0.049,0.089,0.885,0.001,0.024,206631,171696,4,0.580,0.053,0.048,852853,0.241,2.857,0.041,11.69,79968,344,0.784,0.186,0.388,13444662,1.14,12.91,0.145,0.578,0.021,2.7,11.2,50.0,128.0,36236,0.138,0.00,0.0039,0.083,433,0.761,0.000,0.855,0.498,2.79,3.63,3.86,0.07,0.026,1.14,1.09,1.18,0.788,0.00324,2.34,51.0367,2233.56,107091.6,140234.7,84.301,95.1653,157.201,647.075,0.993,0.335,62.0,59.217,233.538,525,2043.6,183.01,12.937,143.734,4226.4,75.828,0.135,2.00,6.0421,17425.5,1.1359,0.5895,12.56,1.407,0.504,1.4775,0.0000,0.637,0.257,0.424,0.0000,6.91,1.78,2,10,25,69,47.3233,2.5633,0.4671,0.3673,0.9795
40000,2298,1.637,0.433,17.40,51235,38744,168,11369,1540,499454,470062.7,335429.4,0.114,0.628,0.118,0.139,177,23.63,16.51,0.04,0.51,6.40,7.00,0.26,3.01,8.20,7.81,0.01,0.20,0.203,0.192,1117,0.089,0.091,0.890,0.000,0.019,67809,51348,1,0.491,0.509,0.015,486633,0.236,2.017,0.031,21.55,29883,508,0.672,0.153,0.397,6670350,1.02,8.55,0.373,0.466,0.006,3.9,25.6,50.0,128.0,34245,0.131,0.00,0.0025,0.118,455,0.550,0.000,0.673,0.324,3.11,3.82,4.46,0.02,0.007,1.02,1.01,1.02,0.568,0.00333,4.67,11.8916,1536.93,111572.0,140234.7,18.147,21.1392,96.431,308.346,0.874,0.353,51.7,42.109,62.002,419,1421.0,47.59,6.226,41.251,3468.5,25.573,0.135,2.00,7.2538,16669.1,0.9023,0.5411,14.90,1.513,0.499,0.5225,0.0000,0.693,0.278,0.514,0.0000,6.20,1.94,4,16,25,100,32.7076,1.7397,0.4547,0.4625,0.9905
50000,2299,2.191,0.587,20.39,84855,60782,1246,19691,3135,700421,877653.4,638728.1,0.100,0.696,0.080,0.124,106,24.25,15.61,0.07,1.27,5.31,5.72,0.19,1.83,8.38,6.51,0.01,0.13,0.163,0.164,884,0.119,0.102,0.886,0.000,0.012,186107,146938,8,0.351,0.352,0.027,486776,0.244,2.667,0.045,12.50,83718,375,0.912,0.187,0.342,17345697,1.02,7.04,0.493,0.345,0.004,4.3,32.0,45.2,172.0,32090,0.122,0.00,0.0046,0.106,398,0.800,0.000,0.840,0.558,2.92,3.68,4.13,0.01,0.005,1.02,1.02,1.02,0.814,0.00313,3.32,48.6333,2294.91,94249.3,140234.7,89.146,86.6386,152.493,653.310,0.980,0.302,56.4,61.235,229.053,605,2423.0,74.44,10.183,137.106,4552.3,76.953,0.136,2.00,13.1207,30164.6,1.3565,0.6079,13.96,1.631,0.476,1.4775,0.0000,0.750,0.266,0.637,0.0000,5.62,1.84,4,16,25,81,51.2710,2.7582,0.4967,0.4090,0.9830
60000,2323,2.217,0.380,18.10,49724,36926,538,11105,1131,377710,460889.0,282971.7,0.086,0.720,0.086,0.108,174,20.87,16.47,0.04,0.42,4.92,6.19,0.20,2.21,7.13,4.77,0.03,0.26,0.147,0.162,754,0.087,0.133,0.851,0.000,0.015,64917,46615,10,0.458,0.104,0.015,276059,0.217,1.887,0.027,22.07,31228,426,0.749,0.179,0.314,7051944,1.02,9.22,0.402,0.396,0.010,2.8,19.6,32.8,176.0,28546,0.109,0.00,0.0028,0.115,456,0.541,0.000,0.621,0.314,2.79,3.62,3.76,0.03,0.012,1.03,1.01,1.02,0.554,0.00331,4.77,11.4752,952.84,104943.9,140234.7,18.230,21.9218,92.824,311.161,0.845,0.337,48.7,41.759,60.470,374,1386.3,57.20,5.861,40.544,3191.9,23.967,0.135,2.00,9.8569,22897.6,1.3265,0.5810,12.29,1.514,0.529,0.5225,0.0000,0.700,0.256,0.542,0.0000,5.96,1.92,3,12,22,88,32.8077,1.2625,0.4554,0.4864,0.9909
70000,2665,2.342,0.450,20.15,94204,66312,1520,23081,2949,575788,932963.8,638770.0,0.162,0.606,0.106,0.126,105,21.74,14.72,0.04,0.57,4.87,5.25,0.19,1.90,7.19,4.39,0.01,0.14,0.156,0.156,731,0.102,0.126,0.856,0.000,0.018,193504,149854,21,0.376,0.106,0.014,514999,0.266,2.313,0.033,14.93,85991,373,1.109,0.196,0.301,15722524,1.01,8.02,0.484,0.353,0.003,2.8,32.0,32.0,112.0,32724,0.125,0.00,0.0049,0.100,614,0.762,0.000,0.787,0.531,2.78,3.59,3.58,0.01,0.005,1.01,1.02,1.02,0.775,0.00267,4.93,50.4383,1801.42,88395.1,140234.7,88.204,80.5768,163.954,675.266,0.933,0.284,61.2,66.704,224.438,410,1605.4,82.14,9.802,134.007,3469.1,80.547,0.134,2.00,13.8864,37007.3,1.5225,0.7198,12.28,1.598,0.518,1.4775,0.0000,0.742,0.256,0.620,0.0000,5.58,1.89,3,16,16,69,55.6899,3.8973,0.4612,0.4374,0.9849
80000,2220,1.818,0.350,20.60,41724,30932,919,9662,656,286797,472925.2,244307.6,0.141,0.679,0.085,0.095,179,24.09,15.55,0.02,0.66,5.40,5.58,0.36,3.35,8.03,5.16,0.00,0.08,0.166,0.164,655,0.082,0.141,0.847,0.000,0.011,55104,39891,8,0.444,0.108,0.022,260249,0.254,1.877,0.026,23.70,28334,456,0.852,0.161,0.224,5547812,1.01,7.16,0.514,0.328,0.001,3.7,32.0,50.0,128.0,30676,0.117,0.00,0.0027,0.096,467,0.463,0.000,0.532,0.325,3.04,3.84,3.82,0.00,0.001,1.01,1.01,1.01,0.475,0.00356,5.37,12.2098,1473.09,100761.1,140234.7,18.206,20.8143,93.445,283.504,0.803,0.325,53.2,42.458,57.277,263,882.5,56.20,4.908,38.340,2703.5,23.636,0.134,2.00,12.8712,28574.1,1.2885,0.6366,13.82,1.616,0.512,0.5225,0.0000,0.770,0.261,0.644,0.0000,5.61,1.86,3,16,25,100,33.4448,1.1132,0.4505,0.4621,0.9916
90000,2194,2.320,0.434,25.92,59884,46327,2082,10334,1167,347302,894791.9,513054.2,0.283,0.546,0.092,0.079,104,27.55,13.61,0.05,0.71,5.32,5.21,0.04,0.79,8.96,5.38,0.00,0.09,0.163,0.143,670,0.198,0.095,0.896,0.000,0.009,160620,129297,10,0.276,0.306,0.004,324760,0.264,2.250,0.032,15.15,85324,507,1.477,0.186,0.265,10650383,1.01,3.76,0.656,0.292,0.001,5.6,32.0,42.0,128.0,31527,0.120,0.00,0.0045,0.091,479,0.689,0.000,0.661,0.638,3.12,3.82,3.88,0.01,0.002,1.01,1.02,1.02,0.699,0.00288,6.34,54.0154,1883.61,82335.9,140234.7,93.730,79.7366,148.900,590.526,0.888,0.266,55.5,60.417,216.610,372,1491.4,55.78,7.665,126.843,3257.6,76.428,0.136,2.00,20.2534,44436.0,1.8148,0.7763,14.37,1.834,0.387,1.4775,0.0000,0.864,0.205,0.837,0.0000,4.77,1.41,4,16,22,64,51.1340,2.9642,0.5041,0.4030,0.9840
100000,1939,2.221,0.373,22.51,33365,25959,1283,6161,217,243453,477596.7,236336.3,0.190,0.679,0.070,0.062,184,25.15,14.26,0.04,0.51,5.39,5.20,0.12,1.53,8.38,4.88,0.00,0.10,0.169,0.150,649,0.273,0.130,0.860,0.000,0.010,54973,39776,15,0.322,0.058,0.010,117290,0.234,2.164,0.024,22.54,31383,526,0.971,0.157,0.253,5112470,1.02,5.52,0.574,0.336,0.001,4.0,32.0,36.0,100.0,26995,0.103,0.00,0.0029,0.106,422,0.471,0.000,0.486,0.446,3.13,3.72,4.17,0.01,0.003,1.01,1.02,1.02,0.482,0.00387,5.33,16.2898,1551.14,99979.2,140234.7,18.002,22.4798,91.130,273.743,0.767,0.329,48.9,41.567,56.952,266,774.7,79.53,4.534,39.741,2993.0,25.303,0.132,2.00,14.8576,28808.9,1.4240,0.6308,13.92,1.691,0.485,0.5225,0.0000,0.820,0.251,0.714,0.0000,5.30,1.76,4,16,20,49,33.1634,0.8957,0.4507,0.4142,0.9900
110000,2136,2.212,0.485,27.95,47433,35621,2534,8953,128,369611,915543.4,515383.7,0.235,0.673,0.051,0.042,111,29.59,11.63,0.01,0.23,5.51,4.32,0.01,0.25,9.67,5.19,0.00,0.13,0.173,0.128,506,0.371,0.090,0.903,0.000,0.007,151019,118720,10,0.280,0.138,0.001,122746,0.238,3.006,0.028,20.75,90668,453,1.394,0.170,0.240,11419783,1.00,2.23,0.780,0.203,0.000,10.0,32.0,32.0,162.0,32457,0.124,0.00,0.0044,0.087,489,0.667,0.000,0.455,0.697,3.34,3.90,4.03,0.00,0.001,1.00,1.00,1.00,0.677,0.00390,11.62,61.0817,3478.15,75577.5,140234.7,92.231,79.2336,143.180,450.618,0.870,0.255,58.8,56.542,191.766,228,670.2,89.37,5.658,117.462,3046.1,71.915,0.134,2.00,23.7150,50655.3,1.8481,0.6643,15.20,1.899,0.313,1.4775,0.0000,0.922,0.162,0.906,0.0000,4.51,1.22,7,16,16,81,46.3954,1.8265,0.4771,0.3859,0.9823
120000,1857,1.956,0.296,29.75,25452,19631,1994,4053,53,168165,524322.1,212505.1,0.173,0.743,0.057,0.027,191,30.19,9.03,0.01,0.51,5.24,4.14,0.01,0.39,9.98,4.51,0.00,0.00,0.166,0.122,365,0.364,0.110,0.886,0.000,0.004,54205,40458,16,0.300,0.157,0.001,38583,0.273,1.894,0.018,27.56,33687,467,1.264,0.164,0.157,4299692,1.00,1.18,0.812,0.181,0.000,18.0,32.0,32.0,100.0,28299,0.108,0.00,0.0028,0.119,386,0.378,0.000,0.304,0.556,3.42,3.92,3.96,0.00,0.002,1.00,1.01,1.00,0.384,0.00488,7.21,21.5125,1729.63,88809.1,140234.7,16.445,19.9764,94.337,254.701,0.760,0.298,49.5,43.306,49.441,113,264.2,41.67,2.314,34.402,2111.0,24.849,0.134,2.00,22.4920,41767.6,1.7355,0.5898,15.24,1.960,0.202,0.5225,0.0000,0.929,0.122,0.960,0.0000,4.23,0.81,10,16,16,49,33.9015,0.3467,0.4475,0.3456,0.9882
