step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1091,22.84,1.10,2.21,1.32,18.62,0.01,1.27,0.004,0.290,586261.5,176319.1,17,58,4.02,1.41,1.21,38.4635,2069.49,60279.3,3.4379,1.1379,5462,23.1983,94,100.7872,542010.7
10000,1,545,24.14,1.05,1.93,0.98,23.01,0.04,1.26,0.015,0.167,282217.6,64848.4,15,49,4.70,1.28,1.28,12.7692,846.27,7047.0,32.7565,2.7076,5461,23.1941,73,42.9094,216159.9
10000,2,389,22.25,0.21,0.87,0.38,25.71,0.01,1.04,0.008,0.123,175677.1,26747.6,4,87,5.13,1.07,1.03,4.2907,311.67,772.6,57.2154,5.5641,5461,23.1941,30,16.5325,79080.8
20000,0,643,18.15,0.03,7.43,0.09,9.39,0.01,1.01,0.003,0.126,140080.6,82289.2,1,127,3.54,1.01,1.01,7.9222,489.27,88261.6,0.0288,3.4114,5462,10.2711,128,17.1635,106085.3
20000,1,740,16.37,0.01,6.20,0.11,8.97,0.00,1.00,0.001,0.129,124375.5,70156.4,1,98,3.43,1.01,1.00,4.5873,520.78,15198.7,3.1868,4.7335,5461,10.2693,137,12.3863,77136.6
20000,2,313,15.32,0.04,5.80,0.01,8.31,0.01,1.01,0.003,0.051,75970.2,31249.1,1,115,3.32,1.00,1.01,0.9793,82.58,164.0,6.5948,7.0337,5461,10.2693,19,0.7740,6189.2
30000,0,1230,23.37,3.26,4.43,0.03,7.87,0.83,2.09,0.261,0.218,534894.4,372692.6,10,161,3.34,2.29,1.44,31.8847,1102.72,63630.6,5.8829,1.3015,5462,20.3542,72,104.3753,520002.5
30000,1,688,23.43,2.94,4.74,0.07,8.73,0.83,1.95,0.262,0.132,255258.2,220706.0,9,115,3.50,2.19,1.33,12.7957,573.58,7852.1,32.9492,4.4358,5461,20.3505,53,40.6686,213349.8
30000,2,561,24.48,2.73,5.34,0.00,9.52,0.85,1.83,0.257,0.112,135248.2,78417.8,5,154,3.63,2.06,1.28,1.3007,28.03,456.1,52.1909,11.6425,5461,20.3505,74,2.8666,20357.6
37011,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,76553.3,61201.8,0,0,-0.00,-0.00,-0.00,5.2286,0.01,100991.7,0.0474,1.7762,5462,6.1928,3837,10.6894,65483.5
37011,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,51923.1,38628.0,0,0,-0.00,-0.00,-0.00,2.2973,0.12,25669.4,1.2597,2.5792,5461,6.1916,3171,5.1905,32154.5
37011,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,44140.1,23610.6,0,0,-0.00,-0.00,-0.00,0.4225,1.32,108.6,3.4898,4.0559,5461,6.1916,206,0.5844,3984.3
