step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1174,19.74,1.59,1.31,1.24,13.56,0.01,1.41,0.005,0.239,459373.7,120608.3,8,47,3.38,1.36,1.50,27.0558,1308.99,65794.5,1.6940,1.1542,5462,21.8655,159,80.0837,408689.7
10000,1,792,27.65,2.82,2.56,1.78,16.26,0.09,1.75,0.020,0.212,315742.3,66744.3,13,66,4.15,1.77,1.76,13.5439,615.56,16744.0,20.5516,1.8849,5461,21.8615,224,57.2487,258707.1
10000,2,316,26.00,1.89,1.15,1.30,20.14,0.00,1.50,0.000,0.088,166018.9,22540.2,5,36,4.37,1.40,1.52,4.0291,46.74,2067.9,51.6611,2.7883,5461,21.8615,288,22.9308,99070.3
20000,0,1006,22.43,0.11,5.76,0.55,11.19,0.00,1.04,0.001,0.202,205152.3,71082.8,2,72,3.66,1.05,1.06,6.6411,726.28,78974.5,0.0005,4.3189,5462,13.4655,107,22.9533,162781.9
20000,1,713,26.57,0.33,7.08,0.87,11.78,0.01,1.09,0.004,0.164,178813.4,62791.1,2,78,3.81,1.08,1.10,5.3446,286.01,12912.3,4.2571,4.3980,5461,13.4630,180,20.7115,135744.0
20000,2,434,24.81,0.64,5.28,0.72,11.92,0.01,1.17,0.007,0.092,75295.2,17572.6,2,117,3.81,1.13,1.23,0.7014,14.33,931.9,17.0651,5.6792,5461,13.4630,204,3.6378,18777.0
30000,0,1345,17.39,0.59,2.60,1.03,9.33,0.00,1.18,0.001,0.209,544120.7,255089.5,3,75,3.06,1.13,1.25,33.3271,1136.29,62402.8,2.4056,1.4611,5462,23.4185,66,79.5483,531200.6
30000,1,1088,21.47,1.03,3.56,1.02,10.10,0.01,1.29,0.003,0.195,330915.2,152370.2,3,86,3.41,1.26,1.37,17.7461,1315.01,14940.8,30.9394,3.3009,5461,23.4143,74,44.8014,299970.7
30000,2,476,31.76,0.43,9.89,0.86,10.79,0.00,1.09,0.000,0.120,126682.5,32605.5,3,79,4.07,1.05,1.15,1.6403,69.10,1886.3,59.4014,7.3108,5461,23.4143,203,8.9516,54046.6
40000,0,967,26.21,0.77,4.77,1.17,11.47,0.01,1.22,0.009,0.201,196621.5,91826.9,4,71,3.67,1.24,1.27,7.5139,700.97,84060.8,0.0007,3.9891,5462,13.5454,80,23.3894,157984.8
