step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,742,31.28,3.26,2.17,3.53,24.43,0.09,1.75,0.036,0.283,583305.6,216359.7,18,46,4.82,1.88,1.76,52.6956,2064.33,78669.4,1.2374,1.0508,5462,19.7203,268,97.7817,545762.5
10000,1,512,37.20,2.88,3.09,1.88,30.08,0.05,1.65,0.023,0.225,393871.3,143313.6,15,31,5.21,1.76,1.58,32.1697,1108.01,15294.8,28.0612,1.5524,5461,19.7167,206,58.9702,343035.8
10000,2,246,43.39,3.37,1.88,3.41,37.24,0.06,1.78,0.020,0.127,150471.7,45430.3,9,32,6.13,1.84,1.91,8.1884,281.72,1457.1,57.7138,2.3502,5461,19.7167,236,17.7993,89055.8
20000,0,687,26.78,0.82,5.64,4.39,20.19,0.13,1.21,0.049,0.245,122108.9,38203.4,1,68,4.90,1.26,1.18,8.1373,1650.51,92710.6,0.0000,1.4997,5462,7.1769,100,18.6601,106490.4
20000,1,648,26.34,0.86,6.58,5.83,18.23,0.18,1.17,0.060,0.232,121939.7,33489.0,1,52,5.12,1.20,1.15,6.7861,1628.19,20581.0,3.2528,1.9606,5461,7.1756,190,18.1089,102356.1
20000,2,199,27.22,0.79,6.81,7.06,18.70,0.17,1.15,0.045,0.077,38817.8,3606.9,1,89,5.41,1.13,1.12,0.5284,93.74,506.8,10.3074,2.9359,5461,7.1756,243,1.9772,9733.1
30000,0,1098,16.40,1.29,1.57,1.17,12.66,0.09,1.39,0.043,0.210,593823.1,274918.8,1,55,3.40,1.46,1.40,63.7815,2462.48,81761.0,0.2384,0.6401,5462,16.3160,128,93.6961,599873.4
30000,1,842,19.72,0.62,1.65,3.37,16.34,0.03,1.14,0.010,0.212,450643.8,178541.3,1,52,3.99,1.16,1.17,43.0551,1794.20,14983.6,25.2949,1.7713,5461,16.3130,113,72.8392,435497.1
30000,2,320,21.84,0.85,1.26,4.33,18.31,0.02,1.21,0.006,0.090,92639.3,22036.0,1,103,4.69,1.24,1.31,3.8638,54.41,446.9,59.5487,5.6239,5461,16.3130,107,5.9825,36447.3
36405,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,79067.6,33043.0,0,0,-0.00,-0.00,-0.00,5.9541,0.03,105826.7,0.0000,1.3095,5462,5.7926,41,9.1963,67974.4
36405,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,73595.9,26695.1,0,0,-0.00,-0.00,-0.00,4.4461,15.54,29358.7,1.5248,1.8154,5461,5.7916,22,7.5884,57520.4
36405,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,40092.4,6506.8,0,0,-0.00,-0.00,-0.00,0.6059,0.01,10.1,3.7048,3.5200,5461,5.7916,3,0.5559,4589.0
