step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,1413,4.502,0.668,8.51,21387,16490,3129,82,1690,22567,1008242.2,325780.2,0.308,0.379,0.180,0.133,80,40.44,29.53,3.27,8.92,2.99,7.59,6.88,11.44,26.70,19.13,0.02,0.30,0.064,0.151,690,0.036,0.107,0.875,0.000,0.018,134744,132075,12,0.391,0.428,0.471,6679490,0.261,3.523,0.043,7.40,41414,205,14.436,0.622,0.142,7952926,1.49,4.79,0.236,0.166,0.008,6.4,35.0,80.9,168.2,56289,0.215,0.00,0.0027,0.039,182,0.944,0.000,0.592,0.842,5.86,6.86,6.57,0.04,0.013,1.63,1.38,1.48,0.944,0.00086,4.01,76.7175,3622.25,98141.5,139882.8,70.545,121.0892,141.596,584.833,0.869,0.311,49.3,56.241,223.123,533,2375.3,95.47,21.780,160.115,4196.1,83.138,0.136,2.00,16.4472,23239.9,0.7653,0.3474,39.84,0.996,0.186,1.4775,0.0000,0.480,0.114,0.396,0.0000,7.79,1.03,7,41,71,121,53.1807,1.8481,0.6341,0.3663,0.9808
20000,954,8.133,0.488,5.50,8064,7031,1259,63,170,35004,440526.7,103552.9,0.111,0.574,0.242,0.073,181,53.93,20.81,3.88,8.12,6.05,10.39,4.30,8.38,32.00,16.22,0.08,0.47,0.115,0.192,571,0.027,0.126,0.864,0.001,0.009,25851,25258,1,1.000,0.000,0.443,3826932,0.235,3.092,0.030,14.04,8047,910,2.958,0.206,0.112,3860085,1.45,1.16,0.105,0.355,0.043,27.4,56.6,76.9,165.6,44101,0.168,0.00,0.0014,0.083,185,0.760,0.000,0.429,0.704,7.31,7.94,7.83,0.18,0.073,1.65,1.21,1.47,0.762,0.00303,3.34,20.5053,2780.82,101802.4,139882.8,20.445,29.8479,72.194,233.656,0.819,0.322,38.5,32.346,66.449,328,1264.4,121.03,4.191,47.789,3189.0,30.043,0.133,2.00,22.2843,21259.2,0.7211,0.5059,46.23,1.118,0.072,0.5225,0.0000,0.375,0.041,0.009,0.0000,8.12,0.43,24,50,64,94,29.1674,0.2832,0.5765,0.2327,0.9854
30000,1182,10.053,0.570,5.86,12845,10387,1818,189,223,46043,945102.8,308457.2,0.052,0.538,0.325,0.085,147,44.70,24.17,2.12,6.23,6.20,10.20,3.68,9.23,27.01,17.64,0.10,0.47,0.145,0.193,658,0.063,0.064,0.921,0.000,0.014,60084,58630,1,0.996,0.004,0.297,3484536,0.260,3.680,0.035,11.68,15724,612,6.699,0.307,0.180,5936828,1.24,3.18,0.144,0.321,0.047,11.2,47.0,73.5,133.4,46104,0.176,0.00,0.0030,0.053,199,0.822,0.000,0.479,0.790,6.71,7.47,7.52,0.15,0.056,1.32,1.19,1.23,0.824,0.00182,7.57,82.6273,4172.83,92216.1,139882.8,88.515,105.7494,110.194,377.900,0.931,0.281,38.4,39.273,206.854,376,1743.9,108.81,4.431,134.306,3028.6,83.793,0.134,2.00,21.4454,25348.5,0.8507,0.7732,39.01,1.130,0.074,1.4775,0.0000,0.394,0.054,0.041,0.0000,8.04,0.63,10,43,64,100,36.5037,0.6121,0.5795,0.2309,0.9777
40000,1471,3.005,0.577,6.10,11135,9323,1143,262,118,48270,410347.6,138459.8,0.044,0.524,0.315,0.117,190,28.00,20.49,1.21,4.79,5.93,10.99,1.33,4.94,16.14,11.59,0.05,0.30,0.184,0.216,767,0.083,0.097,0.881,0.000,0.022,42936,41982,1,0.985,0.015,0.123,2056260,0.231,3.001,0.043,8.62,10449,755,2.868,0.160,0.195,4243403,1.20,6.11,0.045,0.332,0.028,6.3,24.1,61.4,158.2,36191,0.138,0.00,0.0017,0.051,179,0.789,0.000,0.591,0.748,5.51,6.97,7.28,0.05,0.032,1.20,1.25,1.18,0.792,0.00106,1.88,26.0714,3225.95,107864.2,139882.8,25.266,31.9712,67.406,308.350,0.915,0.326,33.9,28.059,75.891,411,1820.3,103.77,3.934,49.843,4085.1,32.637,0.133,1.99,11.7491,17282.9,0.7360,0.5303,24.60,1.095,0.065,0.5225,0.0000,0.415,0.043,0.043,0.0000,8.13,0.40,6,22,52,95,26.3435,0.1618,0.5765,0.3410,0.9858
50000,2617,2.461,0.556,6.70,55235,48414,1924,1040,2711,58251,1017185.1,413633.5,0.104,0.423,0.298,0.174,124,17.19,17.89,0.87,3.79,3.17,8.47,1.11,5.13,10.17,9.17,0.02,0.19,0.097,0.190,1039,0.079,0.128,0.840,0.000,0.032,223501,220616,1,1.000,0.000,0.097,2565382,0.253,2.956,0.043,7.82,57718,450,7.101,0.302,0.204,12196911,1.21,15.81,0.013,0.198,0.010,3.4,9.6,42.8,148.0,40074,0.153,0.00,0.0038,0.053,371,0.868,0.000,0.838,0.754,3.77,5.13,5.08,0.03,0.018,1.25,1.26,1.19,0.869,0.00046,2.97,84.7587,2849.57,103147.9,139882.8,80.999,100.9301,146.666,620.262,0.998,0.345,59.4,56.697,232.024,490,2209.5,131.10,6.354,150.284,3798.6,96.449,0.135,2.00,7.7291,20227.0,1.0615,0.6282,15.31,1.087,0.075,1.4775,0.0000,0.429,0.058,0.134,0.0000,8.69,0.94,3,9,37,90,53.4358,2.0593,0.5911,0.4181,0.9802
60000,2142,3.126,0.413,6.89,25371,23509,1037,630,670,43083,393548.5,99690.9,0.156,0.535,0.177,0.132,180,18.42,17.22,0.63,3.37,2.99,7.82,1.85,6.14,10.88,7.80,0.00,0.05,0.093,0.181,846,0.078,0.159,0.809,0.001,0.031,49125,46374,1,0.999,0.001,0.183,2280428,0.212,2.414,0.030,8.30,14316,679,2.314,0.162,0.180,6401194,1.15,15.11,0.010,0.196,0.001,5.2,12.8,39.7,119.0,35020,0.134,0.00,0.0017,0.085,304,0.759,0.000,0.758,0.505,3.95,4.97,5.94,0.02,0.010,1.15,1.19,1.14,0.761,0.00058,1.50,15.2543,1531.35,104697.8,139882.8,23.301,29.3514,69.982,383.353,0.939,0.327,44.9,31.615,78.629,381,1481.9,136.50,5.425,52.509,3398.4,31.160,0.134,2.00,9.7504,20885.3,1.0582,0.5924,16.35,1.131,0.084,0.5225,0.0000,0.411,0.047,0.034,0.0000,8.90,0.87,4,12,36,97,29.6042,0.7606,0.5546,0.3594,0.9898
70000,3282,2.273,0.401,7.11,110583,101056,1726,1817,4844,55581,1038257.4,307105.0,0.198,0.523,0.100,0.179,124,12.25,12.23,0.47,2.60,0.94,4.06,1.47,6.58,8.01,6.16,0.00,0.07,0.043,0.135,862,0.075,0.149,0.805,0.000,0.046,205240,195674,2,0.974,0.016,0.137,5128775,0.266,2.320,0.031,9.32,56759,480,5.525,0.262,0.189,17272612,1.12,22.98,0.004,0.116,0.002,3.8,8.6,25.1,108.8,35772,0.136,0.00,0.0039,0.084,519,0.763,0.000,0.881,0.468,2.98,4.46,3.46,0.01,0.003,1.15,1.14,1.11,0.764,0.00053,3.01,53.0768,1275.66,102011.8,139882.8,84.189,75.5238,178.232,886.726,0.998,0.333,74.0,79.079,233.271,455,1911.4,103.97,7.527,145.549,3080.7,96.706,0.136,2.00,6.9960,22960.9,1.3133,0.7909,10.90,1.152,0.107,1.4775,0.0000,0.455,0.072,0.305,0.0000,9.59,0.84,3,8,22,96,73.5114,3.8387,0.5795,0.3552,0.9845
80000,1475,5.886,0.555,7.79,27510,25575,851,2178,713,143309,414324.7,128961.3,0.166,0.580,0.115,0.140,184,28.51,28.11,0.52,3.28,7.11,12.75,1.12,4.51,13.28,10.67,0.01,0.17,0.148,0.216,813,0.040,0.153,0.821,0.001,0.025,34700,30788,3,0.578,0.047,0.128,2311536,0.209,4.285,0.038,13.28,11789,746,0.900,0.106,0.176,5699710,1.13,10.72,0.061,0.409,0.005,5.3,15.6,77.2,115.8,32499,0.124,0.00,0.0021,0.069,284,0.624,0.000,0.751,0.284,4.44,5.10,6.56,0.02,0.009,1.14,1.16,1.13,0.629,0.00213,2.99,10.2881,2375.07,102133.8,139882.8,21.125,25.4443,78.327,321.085,0.846,0.317,36.8,36.069,69.417,471,1877.0,377.81,5.197,48.221,4313.9,28.350,0.138,2.01,12.9467,19096.4,1.0442,0.5876,22.03,1.189,0.208,0.5225,0.0000,0.373,0.066,0.070,0.0000,8.32,0.82,5,15,54,81,31.9812,0.9405,0.5403,0.2878,0.9907
90000,3011,2.540,0.418,7.87,82746,73379,1534,2671,3626,97309,947892.9,316564.7,0.176,0.478,0.150,0.196,126,12.51,12.53,0.19,1.46,1.37,5.22,1.36,5.93,8.35,5.59,0.00,0.17,0.055,0.147,838,0.070,0.147,0.813,0.001,0.039,159491,152663,3,0.976,0.009,0.115,3316640,0.267,3.522,0.029,8.09,47048,543,3.253,0.239,0.168,12372350,1.05,22.22,0.004,0.110,0.001,4.0,9.3,23.6,109.2,33958,0.130,0.00,0.0038,0.107,486,0.754,0.000,0.859,0.489,3.13,4.68,3.77,0.01,0.004,1.06,1.07,1.05,0.757,0.00054,2.42,55.8282,2058.46,101383.6,139882.8,91.447,83.5431,152.497,753.386,0.998,0.312,69.2,64.579,234.505,383,1699.9,290.21,7.049,140.108,2784.1,88.872,0.135,2.00,7.7009,23187.3,1.2338,0.8327,11.28,1.144,0.126,1.4775,0.0000,0.464,0.064,0.342,0.0000,9.58,1.07,4,8,23,96,60.0830,2.8701,0.5656,0.3309,0.9837
100000,1774,3.969,0.515,8.47,29571,26395,688,2951,774,142041,382063.7,130029.1,0.188,0.537,0.127,0.149,184,22.48,24.28,0.75,3.41,4.29,10.26,1.22,4.36,11.13,8.68,0.01,0.23,0.095,0.181,881,0.048,0.146,0.806,0.001,0.047,39898,35388,4,0.439,0.214,0.148,1468360,0.227,2.597,0.039,9.35,13891,546,0.915,0.153,0.202,5100244,1.22,15.16,0.038,0.349,0.005,4.7,14.6,61.9,128.7,30852,0.118,0.00,0.0019,0.080,206,0.646,0.000,0.760,0.314,3.83,5.17,5.31,0.03,0.011,1.28,1.26,1.21,0.652,0.00147,1.74,11.0162,1576.49,105265.6,139882.8,25.187,26.3307,72.167,391.637,0.955,0.330,37.3,32.744,77.757,492,2275.5,75.99,5.388,49.334,4186.0,29.136,0.132,2.00,10.3168,18302.0,0.9966,0.5786,17.39,1.183,0.223,0.5225,0.0000,0.407,0.108,0.186,0.0000,8.86,1.14,4,13,42,81,29.4631,0.6758,0.5186,0.3176,0.9899
