step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
130000,2524,3.950,0.434,22.97,81908,57542,2322,17930,3967,513905,946162.1,533049.1,0.085,0.741,0.114,0.060,129,23.19,13.26,0.48,2.34,4.99,4.83,0.19,1.02,8.01,6.91,0.01,0.15,0.164,0.151,1025,0.101,0.128,0.856,0.000,0.015,136806,104490,20,0.321,0.271,0.062,1291751,0.137,3.316,0.026,24.71,60182,379,1.037,0.179,0.295,14333648,1.20,7.90,0.390,0.427,0.010,4.2,30.0,32.0,96.0,34512,0.132,0.00,0.0047,0.126,503,0.611,0.000,0.685,0.433,2.83,3.65,4.10,0.05,0.031,1.24,1.20,1.19,0.623,0.00418,15.12,44.1587,2544.47,79303.7,139882.8,79.962,78.2826,165.091,490.770,0.813,0.248,64.1,66.599,186.520,178,541.5,160.75,5.677,122.274,3382.8,70.993,0.135,2.00,16.7421,42257.1,1.7241,0.7139,13.67,1.591,0.542,1.4775,0.0000,0.256,0.216,0.315,0.0000,5.82,2.33,4,15,16,81,52.6123,3.4354,0.4497,0.5219,0.9902
140000,2442,3.149,0.304,19.23,41814,29780,1292,9414,1410,316201,509651.1,250982.8,0.052,0.821,0.089,0.038,200,20.44,13.57,0.23,1.57,4.34,4.97,0.19,1.04,8.55,7.76,0.02,0.21,0.143,0.156,986,0.109,0.131,0.851,0.000,0.018,51069,36430,20,0.497,0.057,0.054,745507,0.099,1.763,0.022,29.10,24257,453,0.794,0.135,0.325,5102958,1.08,10.48,0.322,0.459,0.010,2.7,20.0,32.0,96.0,32491,0.124,0.00,0.0024,0.133,492,0.344,0.000,0.486,0.264,2.86,3.37,4.44,0.05,0.023,1.11,1.09,1.08,0.356,0.00404,8.14,12.7906,1104.89,100635.4,139882.8,14.374,19.4018,100.905,240.200,0.804,0.309,60.4,45.825,48.334,150,422.2,53.92,3.442,33.993,2832.2,21.788,0.132,2.00,10.4512,25521.7,1.2237,0.6115,13.31,1.442,0.562,0.5225,0.0000,0.320,0.219,0.446,0.0000,6.46,2.41,3,15,18,81,35.2918,0.6555,0.4373,0.6247,0.9943
150000,2495,3.789,0.452,22.83,73918,52553,2338,15309,3665,486414,929437.6,499023.2,0.078,0.761,0.105,0.055,132,22.66,12.37,0.32,1.54,4.97,4.63,0.19,1.00,7.74,6.14,0.03,0.24,0.167,0.149,1052,0.093,0.114,0.876,0.000,0.010,125717,95787,20,0.346,0.198,0.069,1337707,0.132,3.113,0.029,24.87,55798,398,1.026,0.162,0.302,13878144,1.15,7.59,0.390,0.446,0.024,4.0,28.0,32.0,70.0,32977,0.126,0.00,0.0048,0.130,568,0.609,0.000,0.653,0.444,2.87,3.53,4.18,0.10,0.050,1.20,1.10,1.16,0.620,0.00418,15.42,44.8121,2696.54,78595.7,139882.8,81.626,79.0331,159.076,463.898,0.840,0.239,61.6,63.783,182.771,187,543.4,129.35,5.510,120.147,3550.7,69.138,0.135,2.00,17.3303,43239.0,1.7048,0.6911,13.22,1.610,0.536,1.4775,0.0000,0.255,0.220,0.297,0.0000,5.71,2.30,4,15,16,60,50.2489,3.1049,0.4341,0.5263,0.9905
160000,2053,3.105,0.366,20.79,38047,28123,1373,7782,1211,284062,497857.5,234224.7,0.047,0.821,0.095,0.036,205,20.93,12.31,0.18,1.16,4.49,4.74,0.14,0.72,8.26,6.86,0.02,0.16,0.154,0.154,952,0.077,0.115,0.872,0.000,0.013,46461,32347,15,0.427,0.145,0.061,977060,0.089,2.014,0.026,28.39,22481,481,0.825,0.133,0.301,4920933,1.08,8.85,0.330,0.471,0.015,3.5,24.0,32.0,98.0,26843,0.102,0.00,0.0029,0.159,437,0.344,0.000,0.466,0.270,2.96,3.42,4.46,0.06,0.031,1.10,1.07,1.08,0.355,0.00454,7.91,13.2136,972.52,102029.4,139882.8,15.159,20.4235,98.047,239.514,0.818,0.309,49.9,44.465,49.311,261,727.9,67.48,3.282,34.160,3679.7,21.394,0.135,1.99,11.9671,24568.4,1.3507,0.6244,13.08,1.521,0.556,0.5225,0.0000,0.270,0.232,0.387,0.0000,6.09,2.40,4,15,16,75,34.5079,0.6283,0.4462,0.6198,0.9946
170000,2095,4.517,0.499,25.57,75345,52580,2361,17143,3219,501891,923803.2,514975.4,0.057,0.783,0.107,0.052,132,25.10,11.37,0.25,1.43,5.64,4.24,0.16,1.08,7.85,5.87,0.03,0.21,0.188,0.135,802,0.168,0.120,0.876,0.000,0.004,126420,96109,25,0.295,0.160,0.054,1770113,0.106,2.894,0.034,23.59,57932,357,1.026,0.194,0.264,14230641,1.11,5.30,0.503,0.360,0.020,5.3,32.0,32.0,95.0,29136,0.111,0.00,0.0056,0.149,464,0.612,0.000,0.635,0.434,3.00,3.71,4.00,0.09,0.045,1.13,1.08,1.11,0.624,0.00498,14.60,45.2051,2556.21,77390.3,139882.8,83.518,78.3872,157.330,486.782,0.870,0.240,58.0,63.104,186.377,312,1042.1,91.60,5.700,120.363,4024.6,69.810,0.135,2.00,20.8832,43750.4,1.9646,0.6897,13.91,1.743,0.473,1.4775,0.0000,0.181,0.195,0.199,0.0000,5.16,2.08,5,16,16,64,49.6696,3.0038,0.4764,0.4864,0.9896
180000,2156,3.028,0.353,19.66,39295,28467,1398,8287,1082,301624,487590.2,230671.3,0.038,0.837,0.094,0.031,205,20.34,12.72,0.24,1.34,4.01,4.49,0.17,1.24,8.50,7.36,0.01,0.11,0.138,0.148,1005,0.109,0.132,0.850,0.000,0.018,47288,34069,12,0.452,0.081,0.056,694626,0.090,1.907,0.027,27.08,23083,427,0.765,0.161,0.276,4726824,1.11,9.42,0.320,0.423,0.006,2.8,22.0,32.0,80.0,27872,0.106,0.00,0.0027,0.147,450,0.337,0.000,0.447,0.253,2.96,3.43,4.31,0.04,0.026,1.14,1.09,1.11,0.348,0.00443,7.12,12.8613,943.27,101515.5,139882.8,15.872,21.2839,95.644,253.038,0.890,0.307,53.6,43.750,51.887,298,946.5,48.15,4.033,35.539,3348.3,21.677,0.137,1.99,11.6553,25128.9,1.3387,0.5779,12.93,1.490,0.562,0.5225,0.0000,0.289,0.226,0.405,0.0000,6.19,2.38,3,15,18,72,33.6621,0.5354,0.4494,0.5159,0.9932
190000,2166,4.819,0.449,25.33,69496,50014,2399,14419,2654,452823,908952.5,485002.6,0.053,0.788,0.113,0.046,133,24.51,12.50,0.24,1.39,5.27,4.20,0.18,1.27,7.85,6.37,0.01,0.13,0.183,0.133,871,0.124,0.102,0.885,0.000,0.013,117854,89795,11,0.390,0.239,0.055,1553490,0.117,2.770,0.031,22.11,55881,375,1.071,0.198,0.248,14009748,1.10,4.96,0.445,0.344,0.006,6.0,30.0,32.0,144.0,29329,0.112,0.00,0.0053,0.143,430,0.619,0.000,0.647,0.441,3.01,3.64,4.12,0.06,0.034,1.13,1.08,1.10,0.630,0.00451,13.10,45.6893,2362.14,75908.3,139882.8,85.912,79.8747,151.280,491.950,0.763,0.221,57.1,60.625,190.774,199,683.2,123.32,5.678,120.954,3729.5,69.747,0.135,1.99,20.8007,45054.3,2.0387,0.7052,13.54,1.754,0.466,1.4775,0.0000,0.186,0.196,0.205,0.0000,5.10,1.98,5,16,16,87,48.0125,2.8359,0.4631,0.4208,0.9884
200000,2243,3.387,0.322,20.04,36598,26982,1434,6958,1147,260126,482182.8,216396.2,0.033,0.834,0.101,0.032,202,19.09,11.40,0.18,1.50,3.70,3.95,0.27,1.55,8.20,6.76,0.01,0.09,0.146,0.145,1042,0.070,0.129,0.860,0.000,0.011,46348,33447,17,0.424,0.125,0.086,912766,0.105,2.191,0.021,26.18,22892,465,0.832,0.149,0.304,4832969,1.06,8.99,0.250,0.425,0.005,3.5,18.0,32.0,74.8,27690,0.106,0.00,0.0026,0.128,494,0.348,0.000,0.463,0.287,2.98,3.39,4.46,0.03,0.016,1.08,1.07,1.06,0.358,0.00390,7.05,13.3844,1294.45,98158.8,139882.8,16.196,21.9808,93.218,245.944,0.794,0.300,53.6,42.611,52.124,136,398.2,68.09,3.944,36.189,2997.1,21.998,0.136,2.00,12.4574,27941.9,1.4983,0.6111,12.35,1.523,0.557,0.5225,0.0000,0.283,0.216,0.395,0.0000,6.10,2.43,3,13,17,64,33.2978,0.5595,0.4552,0.5335,0.9935
210000,2236,3.777,0.523,25.17,70274,50539,2567,14110,3065,421542,912562.6,482643.6,0.053,0.790,0.112,0.045,133,24.13,11.11,0.19,1.30,5.27,4.14,0.15,0.78,7.81,6.09,0.00,0.11,0.189,0.136,872,0.152,0.109,0.887,0.000,0.004,121263,93246,19,0.297,0.165,0.060,1788882,0.109,3.081,0.035,21.89,57619,401,1.145,0.193,0.229,14784282,1.08,4.46,0.448,0.295,0.003,6.9,30.0,32.0,82.0,29985,0.114,0.00,0.0052,0.128,488,0.630,0.000,0.673,0.450,3.04,3.65,4.16,0.03,0.015,1.09,1.09,1.08,0.639,0.00415,13.20,46.2519,2970.15,74901.8,139882.8,85.662,79.9206,152.373,485.201,0.906,0.230,58.7,60.963,190.932,300,1100.4,120.81,5.535,121.321,4002.7,70.399,0.135,2.00,20.9426,46827.6,2.0356,0.7491,13.41,1.772,0.439,1.4775,0.0000,0.186,0.191,0.181,0.0000,4.99,1.85,5,16,16,64,48.1427,3.5326,0.4758,0.4393,0.9890
220000,2061,4.035,0.339,19.29,35331,26263,1618,6570,1055,233374,487946.2,207119.9,0.033,0.839,0.098,0.030,205,19.27,11.29,0.16,1.15,3.62,4.19,0.31,1.24,8.61,6.89,0.00,0.09,0.135,0.147,947,0.052,0.141,0.845,0.000,0.015,43458,31229,16,0.463,0.171,0.109,1216494,0.092,2.096,0.024,26.01,21952,477,0.888,0.172,0.235,5032054,1.06,9.14,0.233,0.390,0.003,3.5,18.0,32.0,89.7,26190,0.100,0.00,0.0027,0.131,401,0.357,0.000,0.471,0.268,3.08,3.33,4.69,0.03,0.016,1.07,1.07,1.06,0.366,0.00417,6.92,13.4326,1150.31,97872.0,139882.8,16.204,21.7329,94.124,255.027,0.761,0.307,50.6,43.057,53.002,180,565.2,83.48,3.755,36.479,3157.1,22.692,0.135,2.00,13.2473,27302.7,1.5898,0.6424,12.71,1.487,0.553,0.5225,0.0000,0.294,0.225,0.426,0.0000,6.23,2.39,4,14,18,96,33.9124,0.5416,0.4362,0.4794,0.9933
230000,2253,5.083,0.492,23.50,66013,47306,2579,13039,2897,395278,909823.2,451906.1,0.053,0.798,0.106,0.044,136,21.97,11.30,0.19,1.26,4.72,4.18,0.26,1.20,7.64,6.41,0.01,0.10,0.175,0.142,1029,0.061,0.110,0.878,0.000,0.012,112129,85845,12,0.289,0.104,0.097,2390760,0.107,3.408,0.028,22.73,53639,413,1.143,0.195,0.267,14407662,1.09,6.29,0.330,0.355,0.008,4.8,24.0,32.0,84.0,28850,0.110,0.00,0.0053,0.116,467,0.627,0.000,0.660,0.444,3.04,3.53,4.25,0.04,0.021,1.11,1.08,1.08,0.636,0.00401,14.02,45.4466,3241.45,71094.1,139882.8,84.203,81.6342,149.049,455.926,0.786,0.223,54.8,59.530,187.528,133,438.0,156.60,5.257,121.110,3717.7,68.995,0.136,2.00,21.4042,48223.6,2.2469,0.7552,12.81,1.680,0.502,1.4775,0.0000,0.220,0.210,0.264,0.0000,5.42,2.19,4,15,16,64,46.6225,3.8660,0.4239,0.4211,0.9890
240000,2081,4.626,0.338,20.46,35450,26576,1536,6367,1143,228306,488952.3,211866.8,0.036,0.839,0.094,0.031,205,20.00,10.89,0.22,1.90,3.65,4.03,0.29,1.34,8.59,6.72,0.00,0.02,0.144,0.146,1012,0.044,0.120,0.864,0.000,0.017,44808,31842,17,0.421,0.060,0.096,1355621,0.082,2.191,0.021,26.58,22775,523,0.928,0.149,0.211,5336762,1.09,7.23,0.212,0.387,0.000,5.2,20.0,32.0,147.8,26526,0.101,0.00,0.0027,0.154,440,0.372,0.000,0.481,0.285,3.09,3.45,4.65,0.01,0.006,1.08,1.11,1.09,0.380,0.00402,7.77,14.3995,1531.28,93716.1,139882.8,15.560,22.1175,93.924,227.887,0.776,0.289,50.7,42.431,50.038,136,357.8,94.61,3.247,35.710,2979.3,22.321,0.135,2.00,14.4750,30122.4,1.8190,0.6705,12.75,1.577,0.500,0.5225,0.0000,0.304,0.234,0.408,0.0000,5.81,2.13,4,13,18,64,33.3365,0.7317,0.4229,0.4690,0.9931
