step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,22.00,16,0,6,0,5,0,1.00,0,0.273,3000,0.00,111.72,76.99,515,2,1,0,1.00,1.00,1.00,4,4,4,59.7,32.753,11,2.000,0.139,4
100000,30.00,16,0,9,0,6,0,1.00,0,0.300,2989,0.00,104.24,80.94,515,1,1,0,1.00,1.00,1.00,4,4,4,34.9,68.376,15,2.000,0.042,4
100000,22.00,16,0,8,0,3,0,1.00,0,0.364,2982,0.00,61.81,77.39,472,1,2,0,1.00,1.00,1.00,2,4,4,34.6,20.680,11,2.000,0.226,4
100000,34.00,16,2,9,0,4,2,1.38,0,0.265,2966,0.00,45.86,46.39,515,0,1,2,1.50,1.00,1.50,2,4,4,19.7,21.657,15,2.000,0.024,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2960,8.51,65.33,134.59,515,0,0,0,1.00,1.00,1.00,2,4,4,19.6,88.315,16,2.000,0.051,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2955,0.00,51.24,101.64,566,1,2,0,1.00,1.00,1.00,3,4,4,30.0,0.020,13,2.000,0.121,4
100000,30.78,25,11,0,0,4,0,6.05,12,0.000,2943,3.94,239.14,10.80,368,0,0,0,8.75,8.75,4.25,4,6,4,3.3,98.694,15,1.184,0.539,8
100000,1.91,23,0,0,0,2,0,1.00,34,0.000,2938,17.85,185.18,3.46,368,0,1,0,1.00,1.00,1.00,1,1,2,20.7,9.547,2,0.955,0.450,10
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2917,4.27,62.81,162.74,515,0,2,0,1.00,1.00,1.00,4,4,4,16.4,17.897,13,2.000,0.033,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2916,19.07,75.36,123.74,572,1,2,0,1.00,1.00,1.00,2,4,4,27.6,76.292,16,2.000,0.159,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2913,0.00,62.51,129.36,515,1,0,0,1.00,1.00,1.00,4,4,4,35.8,8.787,16,2.000,0.054,4
100000,33.15,24,14,0,0,0,0,8.40,12,0.000,2907,0.00,175.17,12.97,368,0,0,0,21.00,21.00,5.25,6,8,2,8.8,48.251,14,1.184,0.539,8
100000,30.00,16,0,9,0,6,0,1.00,0,0.300,2890,0.00,96.09,120.10,515,0,1,0,1.00,1.00,1.00,2,4,4,15.9,51.242,15,2.000,0.144,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2880,22.35,87.29,134.28,515,0,1,0,1.00,1.00,1.00,4,4,4,18.5,60.782,14,2.000,0.106,4
100000,30.00,16,0,9,0,6,0,1.00,0,0.300,2876,-0.00,58.87,145.51,515,0,0,0,1.00,1.00,1.00,4,4,4,5.4,89.378,15,2.000,0.111,4
100000,22.00,16,0,8,0,3,0,1.00,0,0.364,2875,4.74,48.16,146.82,515,1,0,0,1.00,1.00,1.00,4,4,4,25.5,77.410,11,2.000,0.078,4
100000,20.00,16,0,6,0,4,0,1.00,2,0.300,2866,1.59,71.86,166.43,515,2,2,0,1.00,1.00,1.00,3,4,3,67.8,45.997,10,2.000,0.111,4
100000,26.00,16,0,10,0,3,0,1.00,0,0.385,2859,0.00,40.82,84.75,515,0,0,0,1.00,1.00,1.00,4,4,4,17.9,0.000,13,2.000,0.041,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2849,-0.00,54.66,129.92,515,0,0,0,1.00,1.00,1.00,2,4,4,7.0,48.595,16,2.000,0.163,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2837,-0.00,55.11,71.59,515,1,0,0,1.00,1.00,1.00,1,4,4,29.8,18.051,15,2.000,0.163,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2835,0.00,86.83,65.67,515,1,0,0,1.00,1.00,1.00,4,4,4,36.4,35.118,15,2.000,0.033,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2825,70.58,144.68,103.85,515,1,1,0,1.00,1.00,1.00,2,4,4,24.7,160.000,16,2.000,0.112,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2824,0.00,48.25,77.90,571,2,0,0,1.00,1.00,1.00,2,4,4,69.2,2.079,16,2.000,0.074,4
100000,30.00,16,0,9,0,6,0,1.00,0,0.300,2824,25.85,48.06,169.76,515,0,1,0,1.00,1.00,1.00,2,4,4,5.7,79.940,15,2.000,0.111,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2813,0.00,99.11,134.15,515,2,1,0,1.00,1.00,1.00,4,4,4,58.8,72.672,15,2.000,0.087,4
100000,28.00,11,3,2,0,6,0,1.88,0,0.071,2810,45.44,132.48,14.78,515,1,1,1,2.75,1.00,1.88,2,4,4,23.4,48.288,11,2.000,0.083,4
100000,38.00,25,0,16,0,3,0,1.00,0,0.421,2807,-0.00,95.36,59.33,577,0,0,0,1.00,1.00,1.00,3,5,5,16.7,66.989,19,2.000,0.028,5
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2806,5.72,70.09,113.01,515,2,1,0,1.00,1.00,1.00,4,4,4,64.5,37.411,14,2.000,0.094,4
100000,27.23,25,11,0,0,1,0,7.17,14,0.000,2789,0.00,142.16,7.85,368,2,0,0,11.33,11.33,5.08,3,6,3,61.4,7.173,12,1.184,0.539,8
100000,29.60,25,11,0,0,3,0,6.30,12,0.000,2786,0.00,158.25,23.88,368,0,0,0,8.75,8.75,4.67,3,6,4,7.9,96.778,14,1.184,0.539,8
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2779,24.34,75.13,83.12,515,0,1,0,1.00,1.00,1.00,2,4,4,8.5,35.000,16,2.000,0.102,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2778,0.00,65.90,52.89,515,0,1,0,1.00,1.00,1.00,4,4,4,17.0,23.541,13,2.000,0.102,4
100000,28.00,16,0,11,0,3,0,1.00,0,0.393,2773,3.30,34.87,75.25,461,0,1,0,1.00,1.00,1.00,2,4,4,17.1,17.615,14,2.000,0.155,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2768,0.00,98.49,133.22,515,2,1,0,1.00,1.00,1.00,4,4,4,59.2,106.613,14,2.000,0.040,4
100000,26.00,16,0,9,0,4,0,1.00,0,0.346,2765,-0.00,92.83,58.31,515,1,2,0,1.00,1.00,1.00,1,4,4,30.4,24.854,13,2.000,0.100,4
100000,28.00,16,0,10,0,4,0,1.00,0,0.357,2758,0.00,102.73,89.60,515,1,2,0,1.00,1.00,1.00,2,4,4,25.4,18.083,14,2.000,0.042,4
100000,32.00,16,0,14,0,2,0,1.00,0,0.438,2757,0.00,82.98,26.01,574,0,1,0,1.00,1.00,1.00,4,4,4,18.6,30.069,16,2.000,0.021,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2752,26.75,87.77,110.38,472,0,0,0,1.00,1.00,1.00,3,4,4,17.7,76.458,13,2.000,0.215,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2731,0.00,78.26,71.69,515,2,0,0,1.00,1.00,1.00,4,4,4,46.8,18.632,14,2.000,0.033,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2730,0.29,66.25,74.06,572,0,2,0,1.00,1.00,1.00,4,4,4,1.7,33.773,16,2.000,0.159,4
100000,48.00,25,1,16,0,6,2,1.20,0,0.333,2729,4.60,90.27,119.83,515,0,1,4,1.40,1.00,1.20,4,5,5,20.8,25.429,23,2.000,0.071,5
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2725,0.00,48.51,95.09,579,1,0,0,1.00,1.00,1.00,4,4,4,30.1,12.765,15,2.000,0.061,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2719,0.00,61.39,94.89,515,1,1,0,1.00,1.00,1.00,4,4,4,28.8,38.610,15,2.000,0.065,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2709,0.00,35.60,107.97,515,0,2,0,1.00,1.00,1.00,2,4,4,22.3,41.111,15,2.000,0.035,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2704,0.00,75.03,72.48,472,2,1,0,1.00,1.00,1.00,4,4,4,53.1,32.289,14,2.000,0.215,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2692,0.00,45.60,71.50,526,1,1,0,1.00,1.00,1.00,4,4,4,25.2,4.571,14,2.000,0.049,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2684,51.66,100.61,62.65,515,0,1,0,1.00,1.00,1.00,2,4,4,9.1,61.770,13,2.000,0.075,4
100000,11.82,52,0,3,0,8,0,1.00,20,0.254,2680,0.00,322.30,9.71,433,0,1,0,1.00,1.00,1.00,4,5,7,19.7,59.104,11,1.075,0.527,9
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2677,32.49,110.54,84.29,526,1,1,0,1.00,1.00,1.00,2,4,4,24.9,82.215,15,2.000,0.058,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2671,8.86,96.76,42.03,566,0,1,0,1.00,1.00,1.00,2,4,4,19.0,43.486,14,2.000,0.121,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2670,7.87,70.68,39.24,570,0,1,0,1.00,1.00,1.00,1,4,4,9.8,46.906,14,2.000,0.040,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2640,0.00,79.73,183.50,515,0,1,0,1.00,1.00,1.00,3,4,4,23.4,69.102,13,2.000,0.087,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2635,7.02,92.65,73.87,570,0,1,0,1.00,1.00,1.00,2,4,4,8.3,42.444,16,2.000,0.036,4
100000,16.00,16,0,1,0,7,0,1.00,4,0.063,2625,115.19,235.68,2.99,566,0,2,0,1.00,1.00,1.00,2,4,2,20.7,80.000,8,2.000,0.088,4
100000,30.00,16,0,11,0,4,0,1.00,0,0.367,2613,1.24,54.84,103.09,515,1,2,0,1.00,1.00,1.00,2,4,4,24.5,32.778,15,2.000,0.134,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2600,27.03,225.75,23.06,515,0,2,0,1.00,1.00,1.00,2,4,4,19.1,140.000,14,2.000,0.033,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2586,0.00,80.20,66.16,515,2,2,0,1.00,1.00,1.00,2,4,4,45.1,21.727,16,2.000,0.080,4
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2578,0.00,61.35,51.02,546,2,2,0,1.00,1.00,1.00,3,4,4,41.4,14.042,14,2.000,0.015,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2565,22.02,50.37,190.18,515,0,0,0,1.00,1.00,1.00,2,4,4,10.4,45.255,15,2.000,0.087,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2558,-0.00,38.66,115.33,515,1,1,0,1.00,1.00,1.00,4,4,4,25.6,12.384,16,2.000,0.074,4
100000,28.00,16,0,11,0,3,0,1.00,0,0.393,2553,3.63,25.32,137.30,515,0,1,0,1.00,1.00,1.00,2,4,4,15.7,53.892,14,2.000,0.090,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2551,6.15,67.92,81.78,580,1,1,0,1.00,1.00,1.00,2,4,4,30.7,22.287,15,2.000,0.128,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2543,1.05,72.08,37.07,515,2,0,0,1.00,1.00,1.00,4,4,4,42.5,1.066,13,2.000,0.084,4
100000,26.00,16,0,9,0,4,0,1.00,0,0.346,2535,0.00,41.44,57.08,570,0,0,0,1.00,1.00,1.00,4,4,4,7.3,0.000,13,2.000,0.076,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2529,0.00,44.00,63.23,282,2,1,0,1.00,1.00,1.00,2,4,4,55.0,0.001,13,2.000,0.039,4
100000,34.00,16,1,6,0,9,0,1.25,0,0.176,2524,0.00,69.36,47.18,564,2,1,3,1.50,1.00,1.25,2,4,4,41.3,6.384,16,2.000,0.038,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2517,0.00,84.28,84.30,515,2,1,0,1.00,1.00,1.00,4,4,4,50.5,54.732,15,2.000,0.106,4
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2493,0.00,52.27,75.66,515,2,1,0,1.00,1.00,1.00,2,4,4,40.6,0.000,14,2.000,0.111,4
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2481,-0.00,30.07,120.93,571,1,1,0,1.00,1.00,1.00,4,4,4,27.8,13.733,13,2.000,0.059,4
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2478,5.05,108.15,51.84,515,1,1,0,1.00,1.00,1.00,4,4,4,25.7,56.110,15,2.000,0.236,4
100000,32.00,16,0,13,0,3,0,1.00,0,0.406,2476,0.00,25.10,103.43,461,1,1,0,1.00,1.00,1.00,2,4,4,27.8,9.047,16,2.000,0.155,4
100000,2.10,18,0,1,0,1,0,1.00,30,0.476,2464,0.00,225.65,55.23,368,0,0,0,1.00,1.00,1.00,1,2,1,12.4,10.500,2,1.050,0.528,9
100000,26.00,16,2,6,2,2,0,1.56,0,0.231,2459,3.93,32.96,55.78,472,2,1,3,2.25,1.00,1.50,2,4,4,41.6,1.190,12,2.000,0.102,4
100000,10.31,31,3,0,0,4,0,2.36,22,0.000,2442,1.79,155.94,20.09,433,1,0,0,3.33,1.00,2.50,3,4,3,23.6,51.570,7,1.031,0.479,9
100000,28.00,16,0,6,0,8,0,1.00,0,0.214,2441,1.31,98.37,95.17,515,0,0,0,1.00,1.00,1.00,4,4,4,6.5,88.127,14,2.000,0.115,4
100000,32.00,16,1,10,0,4,3,1.25,0,0.312,2437,68.78,81.85,135.40,515,1,2,3,1.50,1.00,1.25,4,4,4,24.3,84.763,15,2.000,0.056,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2433,0.00,76.53,79.95,515,1,1,0,1.00,1.00,1.00,4,4,4,32.3,16.540,16,2.000,0.087,4
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2417,5.45,66.01,83.99,575,1,0,0,1.00,1.00,1.00,2,4,4,33.2,68.628,14,2.000,0.117,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2416,1.96,68.20,100.24,515,2,1,0,1.00,1.00,1.00,4,4,4,65.2,55.095,16,2.000,0.084,4
100000,42.00,16,5,6,0,5,2,2.50,0,0.143,2399,0.00,47.02,83.91,515,2,1,3,4.00,1.00,2.50,4,4,4,37.7,35.604,16,2.000,0.092,4
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2390,0.00,59.48,95.18,564,0,1,0,1.00,1.00,1.00,1,4,4,11.9,23.355,15,2.000,0.038,4
100000,30.00,16,0,11,0,4,0,1.00,0,0.367,2368,0.00,70.52,95.86,282,1,0,0,1.00,1.00,1.00,2,4,4,29.1,60.920,15,2.000,0.040,4
100000,30.00,16,0,11,0,4,0,1.00,0,0.367,2367,16.17,82.19,87.48,282,0,0,0,1.00,1.00,1.00,2,4,4,6.0,51.700,15,2.000,0.040,4
100000,30.00,16,0,11,0,4,0,1.00,0,0.367,2365,13.71,77.74,55.81,515,0,0,0,1.00,1.00,1.00,4,4,4,22.2,54.782,15,2.000,0.049,4
100000,32.00,13,7,1,0,1,0,5.29,2,0.031,2365,0.00,5.92,47.81,515,0,1,0,4.75,4.75,6.00,3,3,4,21.3,0.000,9,2.000,0.064,4
