step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,2381,4.575,0.548,7.40,26301,19663,3610,267,1832,35419,1030311.9,322679.7,0.246,0.412,0.140,0.201,79,24.56,20.58,1.92,5.45,1.73,7.06,1.85,6.25,16.77,13.56,0.01,0.18,0.043,0.146,923,0.029,0.111,0.861,0.000,0.027,148502,145004,18,0.412,0.015,0.132,5964544,0.299,3.673,0.031,6.08,42253,400,9.110,0.401,0.217,10003155,1.56,10.79,0.086,0.116,0.005,4.4,18.0,51.8,152.6,53029,0.202,0.00,0.0026,0.024,397,0.950,0.000,0.671,0.825,4.01,4.88,5.04,0.03,0.015,1.58,1.47,1.61,0.951,0.00031,2.13,74.3060,4329.84,92323.8,140196.6,67.973,121.5734,149.539,660.050,0.905,0.295,58.7,59.622,234.606,356,1275.8,156.39,23.334,165.885,2732.3,86.974,0.134,2.00,11.2430,26769.6,1.0149,0.3834,22.27,1.051,0.104,1.4775,0.0000,0.467,0.065,0.292,0.0000,7.63,1.14,4,18,46,121,56.4702,2.4116,0.5439,0.3958,0.9832
20000,2030,5.002,0.504,9.26,23444,19313,1165,2380,937,144904,456062.8,171452.7,0.118,0.545,0.171,0.166,190,26.33,21.92,1.16,4.23,5.65,11.85,0.45,2.28,13.89,9.95,0.10,0.55,0.122,0.216,1253,0.029,0.140,0.831,0.000,0.029,55485,50883,5,0.392,0.023,0.085,1193340,0.261,2.624,0.036,13.55,18012,643,1.183,0.126,0.244,6608914,1.32,10.96,0.031,0.401,0.037,5.7,20.3,57.7,166.4,42932,0.164,0.00,0.0016,0.055,278,0.744,0.000,0.690,0.596,4.32,5.40,5.52,0.13,0.053,1.37,1.25,1.36,0.750,0.00134,2.88,21.3022,2462.96,101983.6,140196.6,19.958,27.8208,81.062,336.438,0.940,0.326,42.5,35.915,71.521,431,1824.9,86.41,5.056,49.220,3460.2,32.372,0.135,1.99,9.2078,18691.7,1.0482,0.4633,21.15,1.149,0.149,0.5225,0.0000,0.418,0.082,0.177,0.0000,8.08,1.50,5,18,43,120,32.1071,1.0853,0.5143,0.3477,0.9886
30000,2664,3.774,0.521,8.47,65908,51313,1575,6641,5745,243462,1080590.8,561965.8,0.119,0.425,0.200,0.256,127,23.75,28.08,1.16,3.93,4.11,11.22,0.73,4.03,12.28,9.74,0.05,0.36,0.068,0.159,1354,0.020,0.129,0.842,0.000,0.029,234621,219394,5,0.662,0.105,0.063,1943616,0.239,3.199,0.034,9.99,70991,537,2.308,0.220,0.254,12543855,1.37,15.42,0.006,0.278,0.024,4.3,12.4,61.7,219.9,48703,0.186,0.00,0.0033,0.045,451,0.829,0.000,0.834,0.722,3.83,4.67,4.78,0.07,0.030,1.40,1.28,1.42,0.834,0.00093,3.34,87.2570,2954.75,95906.7,140196.6,79.099,95.8640,162.401,700.281,0.987,0.314,58.9,63.152,231.243,389,1663.4,178.78,6.706,149.635,3592.8,100.940,0.135,2.00,9.1465,24366.2,1.1842,0.6713,18.28,1.142,0.200,1.4775,0.0000,0.456,0.096,0.344,0.0000,8.52,1.28,4,11,42,134,57.2030,3.4654,0.5882,0.3864,0.9799
40000,1707,4.568,0.516,10.96,24877,20606,1202,3055,971,180674,462549.6,191620.7,0.106,0.503,0.192,0.199,191,32.95,29.69,0.99,3.29,7.26,13.36,0.24,2.00,15.04,9.88,0.06,0.40,0.125,0.186,1139,0.022,0.125,0.852,0.002,0.020,56453,50066,6,0.371,0.086,0.046,1133142,0.227,2.604,0.037,13.70,19462,653,1.061,0.138,0.275,5563946,1.27,9.23,0.015,0.431,0.029,5.7,25.7,78.8,217.4,40164,0.153,0.00,0.0018,0.062,256,0.674,0.000,0.710,0.578,5.16,6.23,6.02,0.10,0.049,1.29,1.28,1.28,0.681,0.00192,2.99,21.3365,2304.74,106750.0,140196.6,19.461,27.8412,82.965,345.672,0.954,0.334,35.7,36.403,71.699,456,1884.2,63.35,4.512,49.461,3810.2,32.842,0.136,2.00,9.3926,16033.1,0.9898,0.4993,23.53,1.254,0.297,0.5225,0.0000,0.444,0.115,0.293,0.0000,8.18,1.88,5,21,47,121,32.2868,0.8336,0.5847,0.3943,0.9899
50000,2568,3.662,0.596,10.83,51475,39556,1662,5925,3471,243943,985499.4,514502.0,0.143,0.416,0.227,0.214,115,26.45,28.79,0.63,2.57,4.68,10.98,0.48,2.87,12.83,10.59,0.02,0.29,0.088,0.162,1531,0.026,0.114,0.858,0.002,0.026,195116,180868,12,0.254,0.275,0.069,1760895,0.265,3.173,0.045,7.74,72013,571,2.109,0.187,0.234,11914755,1.17,15.49,0.005,0.345,0.009,5.0,16.5,59.6,308.7,47814,0.182,0.00,0.0030,0.033,353,0.890,0.000,0.815,0.738,4.27,5.76,5.36,0.05,0.021,1.18,1.16,1.18,0.895,0.00079,2.50,79.1096,2599.10,96365.6,140196.6,81.382,102.2358,144.484,653.148,0.988,0.294,54.4,54.911,234.114,555,2538.9,193.17,6.368,150.445,4274.8,93.211,0.135,2.00,9.0546,23252.3,1.0597,0.7155,18.62,1.350,0.324,1.4775,0.0000,0.517,0.146,0.515,0.0000,9.05,1.62,4,14,41,169,50.1183,2.7749,0.6207,0.4402,0.9836
60000,1940,3.770,0.461,9.72,23248,19555,1254,2150,917,123435,423965.9,153332.3,0.143,0.479,0.173,0.205,182,27.89,25.94,1.16,4.23,4.19,10.07,0.36,2.12,14.76,9.76,0.04,0.37,0.079,0.158,975,0.039,0.146,0.832,0.000,0.022,49974,44860,7,0.445,0.043,0.065,1054662,0.255,2.772,0.031,11.79,18261,662,1.242,0.138,0.207,5718201,1.31,11.82,0.006,0.247,0.017,6.6,21.5,61.9,198.0,39723,0.152,0.00,0.0015,0.055,338,0.738,0.000,0.728,0.556,4.56,5.63,5.91,0.07,0.028,1.36,1.28,1.32,0.744,0.00125,2.62,18.8695,2606.53,106160.3,140196.6,19.786,30.5517,76.212,339.222,0.948,0.347,42.3,33.630,72.570,353,1406.9,86.26,4.669,51.412,3188.5,30.751,0.136,2.00,9.3048,18051.3,0.9529,0.5066,20.48,1.219,0.293,0.5225,0.0000,0.460,0.092,0.343,0.0000,8.56,2.01,6,17,40,106,30.5839,0.6121,0.5820,0.4436,0.9919
70000,3268,1.874,0.489,16.23,109689,83784,1358,13826,9393,450334,1063872.5,638940.7,0.118,0.427,0.180,0.276,92,20.43,21.06,0.61,2.94,3.05,6.12,0.16,2.07,8.44,8.38,0.01,0.21,0.115,0.166,2030,0.024,0.082,0.876,0.004,0.037,274439,249747,4,0.355,0.280,0.015,1361008,0.269,2.225,0.040,9.88,93015,389,1.419,0.233,0.345,15141132,1.20,30.41,0.001,0.459,0.007,4.0,13.8,43.8,197.8,40060,0.153,0.00,0.0039,0.046,427,0.833,0.000,0.864,0.604,3.18,5.07,3.97,0.02,0.008,1.20,1.20,1.22,0.847,0.00083,3.76,81.7020,1322.71,106554.1,140196.6,75.329,94.2863,178.647,733.027,0.999,0.335,63.1,68.733,231.306,497,2208.4,71.43,6.872,153.105,4221.8,100.536,0.136,2.00,5.5396,18103.5,1.0171,0.5475,12.26,1.580,0.451,1.4775,0.0000,0.487,0.129,0.484,0.0000,11.84,2.75,3,9,25,100,63.7977,2.2325,0.5557,0.5367,0.9857
80000,3355,1.637,0.366,13.87,53278,46308,439,3790,2654,260789,465964.2,218199.4,0.056,0.529,0.182,0.233,137,15.54,13.74,0.61,3.03,1.34,3.21,0.40,3.24,8.60,6.48,0.00,0.09,0.069,0.133,1909,0.061,0.104,0.849,0.004,0.043,76572,62677,4,0.656,0.183,0.053,716651,0.180,2.085,0.025,14.33,32155,440,0.837,0.219,0.331,7493249,1.18,26.10,0.000,0.486,0.001,4.1,11.5,31.9,175.8,36690,0.140,0.00,0.0016,0.047,491,0.653,0.000,0.794,0.334,3.34,5.77,5.31,0.01,0.002,1.14,1.24,1.21,0.670,0.00089,2.98,14.3638,2005.92,111134.1,140196.6,21.234,20.8661,94.009,418.990,0.963,0.352,65.9,40.993,72.653,326,1149.3,64.56,5.563,47.074,2414.2,32.399,0.135,2.00,4.9062,16460.2,0.8194,0.5203,10.94,1.382,0.453,0.5225,0.0000,0.576,0.193,0.483,0.0000,10.99,2.94,3,9,20,122,37.6054,0.4098,0.4638,0.6016,0.9929
90000,3783,1.391,0.404,16.60,165231,139188,523,11783,13309,559760,1131286.2,713092.1,0.054,0.511,0.164,0.271,48,17.39,23.40,1.27,5.37,0.92,2.72,0.18,1.99,8.26,6.59,0.15,0.69,0.046,0.114,2350,0.013,0.091,0.856,0.004,0.049,321830,278080,4,0.644,0.107,0.022,1986799,0.180,2.192,0.029,13.28,130688,416,1.274,0.209,0.295,24868193,1.36,27.66,0.000,0.504,0.059,3.5,11.5,35.5,538.0,40214,0.153,0.00,0.0036,0.049,687,0.816,0.000,0.898,0.492,3.21,6.09,4.10,0.16,0.062,1.75,1.36,1.33,0.834,0.00107,4.76,68.0478,1766.21,106647.3,140196.6,69.161,77.7207,224.593,855.121,0.974,0.331,80.2,89.981,229.828,339,1071.6,79.19,8.546,154.873,3345.1,105.586,0.135,2.00,5.3566,20263.9,0.9670,0.5913,10.63,1.422,0.438,1.4775,0.0000,0.434,0.162,0.341,0.0000,11.19,3.30,3,9,20,137,84.0044,1.9133,0.5414,0.5938,0.9886
100000,2343,2.247,0.349,7.23,37933,35538,1057,331,2447,45954,502453.8,131136.0,0.074,0.526,0.122,0.278,189,17.09,13.26,0.86,3.58,0.45,3.48,0.09,1.26,12.84,7.62,0.01,0.34,0.010,0.066,596,0.088,0.128,0.824,0.000,0.048,70433,64703,4,0.976,0.000,0.011,455262,0.233,2.150,0.027,18.39,23538,623,2.854,0.181,0.229,6652502,1.24,17.41,0.002,0.035,0.002,6.3,13.8,30.7,142.0,33354,0.127,0.00,0.0017,0.037,287,0.613,0.000,0.788,0.481,3.99,3.10,8.54,0.02,0.004,1.13,1.29,1.31,0.616,0.00115,5.20,17.9486,2085.57,110240.3,140196.6,19.624,17.8219,93.190,363.082,0.996,0.342,57.8,43.323,64.995,241,1185.1,47.41,3.448,42.396,2200.8,32.088,0.135,2.00,7.7323,18116.8,0.8967,0.5669,14.24,1.138,0.091,0.5225,0.0000,0.488,0.049,0.347,0.0000,9.73,0.74,6,12,26,86,40.0442,0.5820,0.5186,0.4647,0.9910
