step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,972,24.87,2.75,1.42,1.62,15.52,0.01,1.84,0.002,0.236,468138.0,147437.0,15,30,3.89,1.88,1.63,36.8443,2189.62,75683.9,0.4003,0.9180,5462,19.8763,89,80.2063,420476.9
10000,1,1012,23.25,1.45,1.50,2.17,17.17,0.01,1.40,0.006,0.259,404479.9,134704.9,15,26,3.94,1.42,1.39,29.9303,2041.34,15852.1,16.9795,1.6288,5461,19.8727,131,65.4801,351095.1
10000,2,397,27.15,1.09,3.05,1.62,18.83,0.03,1.29,0.013,0.112,171860.4,40509.6,9,53,4.48,1.30,1.28,7.5315,98.89,787.8,50.5927,3.5309,5461,19.8727,136,20.1987,98163.4
20000,0,963,22.98,1.29,3.52,0.34,13.71,0.08,1.39,0.028,0.208,196389.5,75165.7,4,48,3.83,1.44,1.31,10.7517,1286.64,84286.9,0.0000,3.2908,5462,11.9731,70,24.5435,164230.7
20000,1,789,28.03,0.98,7.17,0.59,13.47,0.10,1.27,0.041,0.200,186844.7,76164.8,5,64,4.49,1.31,1.20,9.8984,1160.62,16720.2,3.5510,4.0452,5461,11.9709,113,22.3631,147685.2
20000,2,278,33.10,1.21,8.72,0.43,15.76,0.15,1.23,0.058,0.083,72541.1,20091.1,4,76,5.53,1.32,1.15,0.6521,15.70,976.5,16.4070,6.2140,5461,11.9709,248,2.3130,11803.5
30000,0,1242,19.95,1.29,2.80,0.67,10.94,0.05,1.45,0.018,0.223,563386.9,309647.8,5,51,3.39,1.49,1.36,50.5765,1800.35,74331.3,0.2171,0.9854,5462,21.0534,61,80.6937,560823.4
30000,1,971,25.28,1.12,4.53,0.94,12.77,0.04,1.32,0.022,0.215,418794.5,219434.7,4,68,3.92,1.34,1.23,34.1848,1071.01,19900.7,21.3028,2.3339,5461,21.0495,95,61.5496,398819.6
30000,2,451,30.90,0.89,6.81,0.47,14.95,0.09,1.23,0.047,0.119,116144.5,33153.6,4,97,4.89,1.25,1.21,2.4957,83.39,1674.8,57.5790,6.6695,5461,21.0495,233,7.3922,49753.3
40000,0,721,29.89,1.08,6.17,0.25,14.46,0.07,1.32,0.026,0.183,200687.2,86647.0,6,50,4.80,1.27,1.37,11.0661,1280.66,88180.7,0.0007,3.6572,5462,12.1358,94,24.0273,165523.6
40000,1,730,33.43,0.90,7.34,0.25,15.47,0.05,1.25,0.027,0.197,185840.1,79434.7,6,56,5.15,1.33,1.21,9.2814,1006.66,17727.8,2.9465,3.9621,5461,12.1335,122,22.9629,147557.1
40000,2,256,40.17,0.98,10.12,0.20,15.43,0.07,1.23,0.039,0.080,74897.9,25635.2,5,67,6.20,1.26,1.20,0.9890,17.42,841.4,16.5136,6.0792,5461,12.1335,240,2.4710,15334.3
50000,0,1212,22.67,0.71,3.40,0.53,11.54,0.01,1.21,0.006,0.223,524239.5,279490.3,9,38,3.76,1.23,1.21,45.8660,1612.79,76236.3,0.1579,0.9871,5462,18.3060,111,80.5935,516686.6
50000,1,1003,25.44,0.41,4.57,0.52,12.40,0.01,1.11,0.005,0.208,386187.5,203410.5,9,46,4.18,1.11,1.11,31.1204,912.06,18363.6,22.5798,1.8844,5461,18.3027,195,61.3237,371407.0
50000,2,353,42.31,0.97,9.34,0.18,18.51,0.09,1.18,0.034,0.116,91961.9,30836.5,5,58,6.24,1.20,1.13,2.1232,74.25,1765.6,58.6442,4.8693,5461,18.3027,249,8.5276,44015.4
60000,0,852,28.38,1.87,3.76,0.35,14.85,0.06,1.48,0.027,0.203,186811.3,71413.1,7,63,4.45,1.54,1.45,9.7958,1479.27,86684.8,0.0000,3.1826,5462,11.2115,96,24.5938,155617.9
60000,1,750,24.94,0.64,3.30,0.49,14.64,0.02,1.19,0.007,0.164,168822.9,64191.8,6,43,4.41,1.24,1.14,8.2188,1018.17,18453.1,3.1594,3.1861,5461,11.2094,67,24.1884,137314.8
60000,2,338,33.19,0.55,7.25,0.12,14.79,0.04,1.14,0.015,0.088,68343.0,17641.7,6,101,5.19,1.15,1.15,0.8550,109.09,1022.3,16.6263,5.4218,5461,11.2094,190,2.6298,14582.2
70000,0,1417,21.06,0.57,3.01,0.12,8.09,0.02,1.20,0.008,0.191,555963.5,347481.5,4,71,3.15,1.18,1.21,47.2676,753.26,80361.2,0.1608,1.0630,5462,22.9138,139,82.4001,551914.4
70000,1,1424,19.05,0.60,2.99,0.13,7.82,0.01,1.19,0.007,0.188,417039.0,256522.5,4,78,3.05,1.22,1.20,32.0113,456.04,23388.0,18.9474,2.5268,5461,22.9096,137,61.4173,393779.5
70000,2,427,22.94,0.78,3.35,0.38,11.68,0.01,1.22,0.002,0.079,121743.5,39140.3,3,74,3.75,1.22,1.21,2.4231,113.41,2805.0,56.2213,6.2853,5461,22.9096,221,9.2874,59666.0
80000,0,1524,16.04,0.65,1.50,0.35,8.62,0.01,1.20,0.003,0.195,198531.3,108759.4,2,73,3.38,1.14,1.26,7.2023,1134.43,88241.4,0.0000,4.2184,5462,13.6659,58,22.7993,157459.7
80000,1,1340,15.17,0.68,1.10,0.43,8.64,0.00,1.20,0.000,0.165,198521.9,94103.6,4,86,3.30,1.15,1.25,6.5477,815.43,21493.3,2.6607,5.1063,5461,13.6634,84,21.5517,148447.6
80000,2,491,15.01,0.27,1.48,0.47,8.40,0.00,1.10,0.000,0.060,67738.3,15527.2,2,114,3.35,1.08,1.12,0.6138,56.06,1399.4,18.5731,5.0021,5461,13.6634,184,2.7230,18083.0
90000,0,1529,18.42,1.49,0.92,0.24,7.93,0.15,1.39,0.054,0.184,534570.7,368259.1,4,98,3.22,1.77,1.40,35.0499,767.94,82868.9,0.1266,1.3355,5462,29.9975,92,78.6071,521874.2
90000,1,1567,16.42,1.24,0.84,0.14,8.12,0.18,1.37,0.072,0.185,488593.5,299235.0,3,87,3.10,1.88,1.37,30.7217,881.43,21712.8,17.7761,2.4428,5461,29.9920,90,67.5925,465432.1
90000,2,687,17.30,0.83,1.11,0.14,9.31,0.11,1.24,0.041,0.091,162080.2,53797.0,2,135,3.43,1.44,1.27,2.2762,116.83,2065.5,51.2577,9.4995,5461,29.9920,157,8.6735,68552.8
100000,0,1154,17.08,0.95,0.55,0.01,12.56,0.02,1.28,0.003,0.184,214205.6,65231.6,3,35,3.90,1.17,1.32,9.4136,1437.85,85987.5,0.0000,4.9755,5462,14.4427,24,22.5375,165780.7
100000,1,902,16.77,0.78,0.33,0.14,12.87,0.00,1.20,0.000,0.146,199102.5,53878.7,3,51,4.05,1.08,1.26,7.5289,587.81,22174.6,3.4093,6.2171,5461,14.4400,57,17.6628,138228.8
100000,2,287,18.09,0.77,0.40,0.22,13.86,0.02,1.20,0.003,0.051,88213.8,11937.3,3,74,4.15,1.12,1.24,1.0061,59.91,2078.3,16.2143,7.1965,5461,14.4400,160,2.1959,16870.8
110000,0,1462,11.74,0.57,0.17,0.14,9.38,0.00,1.19,0.004,0.172,615008.1,282491.2,2,52,3.00,1.12,1.22,51.0514,873.57,70237.8,0.3578,1.1996,5462,27.4911,52,82.5888,616881.6
