step,pop,on_fat,fat_stock,age_mean
1000,2669,0.9217,40836.8,900
2000,2587,0.9405,42690.7,1854
3000,2558,0.9511,48050.5,2805
4000,1756,0.7153,32098.5,663
5000,1787,0.7409,42547.1,1223
6000,1773,0.7924,48101.7,1831
7000,1781,0.6395,36652.5,777
8000,1825,0.7299,33345.8,871
9000,1951,0.6299,23068.5,786
10000,1647,0.6557,15966.5,618
11000,1377,0.6652,9725.0,581
12000,1113,0.7475,7889.6,811
13000,1032,0.6405,6443.1,730
14000,789,0.6401,5479.9,692
15000,794,0.6184,5653.2,712
16000,863,0.5006,7309.0,612
17000,1017,0.5329,6858.7,474
18000,1330,0.4541,8236.4,406
19000,1768,0.4559,9027.8,324
20000,2067,0.4146,9005.2,234
21000,2233,0.4639,13132.8,306
22000,2468,0.4024,11341.3,228
23000,2164,0.4348,13962.3,298
24000,2597,0.4667,21912.6,386
25000,3149,0.3985,21627.0,310
26000,3203,0.4608,26177.3,372
27000,3454,0.4589,32371.9,452
28000,3394,0.4685,32101.7,491
29000,3305,0.4330,26688.6,422
30000,2884,0.4671,17425.5,330
31000,2573,0.4948,18077.1,405
32000,2095,0.5403,14744.7,449
33000,1627,0.5267,11939.6,529
34000,1335,0.5303,9782.1,569
35000,1129,0.5385,8427.0,663
36000,1168,0.5137,9626.8,701
37000,1421,0.4750,10410.8,538
38000,1541,0.4698,10289.0,404
39000,1913,0.4961,14184.0,390
40000,2298,0.4547,16669.1,402
41000,2471,0.4868,22388.4,487
42000,2500,0.4912,28938.5,541
43000,2847,0.4693,32645.6,537
44000,2837,0.4484,39676.3,594
45000,2885,0.4620,43548.2,598
46000,2877,0.4463,42701.8,568
47000,2985,0.4570,41500.6,591
48000,3048,0.4731,41117.9,571
49000,2752,0.4873,37590.8,579
50000,2299,0.4967,30164.6,607
51000,2184,0.5096,24079.7,576
52000,1692,0.5532,16061.5,545
53000,1383,0.5365,12150.2,563
54000,1210,0.5165,9763.3,552
55000,984,0.5386,7604.1,589
56000,1199,0.4470,9374.4,574
57000,1456,0.4526,10319.4,467
58000,1689,0.5033,11053.5,440
59000,2324,0.4393,16772.4,394
60000,2323,0.4554,22897.6,495
61000,2576,0.4464,32225.2,548
62000,3153,0.4418,37611.2,523
63000,3245,0.4505,39159.8,524
64000,3300,0.4503,45043.1,570
65000,3460,0.4500,46938.7,551
66000,3417,0.4577,48733.2,586
67000,3211,0.4668,48413.3,623
68000,2785,0.4668,44462.6,652
69000,2830,0.4580,41367.2,612
70000,2665,0.4612,37007.3,603
