step,pop,on_fat,fat_stock,age_mean
71000,2286,0.4956,28950.6,599
72000,2027,0.4677,21632.2,582
73000,1670,0.5371,14703.5,568
74000,1232,0.5609,11013.4,656
75000,896,0.5592,9644.4,782
76000,1063,0.4732,9993.7,647
77000,1270,0.4551,11926.0,596
78000,1440,0.5021,15075.8,613
79000,1738,0.4988,21025.8,633
80000,2220,0.4505,28574.1,586
81000,2267,0.4663,37041.1,678
82000,2568,0.4572,46564.4,729
83000,2736,0.4565,50680.8,700
84000,2718,0.4879,53604.0,740
85000,2782,0.4784,55669.6,776
86000,2611,0.4711,54114.1,787
87000,2449,0.4826,55524.8,818
88000,2495,0.4593,53802.5,796
89000,2583,0.4750,50303.6,744
90000,2194,0.5041,44436.0,838
91000,1937,0.5173,38350.7,801
92000,1725,0.5913,28436.4,790
93000,1434,0.5286,19706.1,777
94000,930,0.5742,12389.9,892
95000,885,0.4565,10556.6,773
96000,997,0.5206,10711.6,703
97000,1189,0.4634,12816.6,644
98000,1511,0.5096,15257.6,618
99000,1811,0.4456,20607.8,569
100000,1939,0.4507,28808.9,635
101000,2151,0.4454,40112.4,719
102000,2277,0.4238,47837.9,744
103000,2345,0.4443,53774.5,787
104000,2218,0.4261,58098.6,880
105000,2491,0.4171,59616.8,791
106000,2591,0.4504,58857.9,788
107000,2374,0.4275,64909.5,913
108000,2389,0.4311,61014.3,865
109000,2290,0.4555,54776.2,835
110000,2136,0.4771,50655.3,873
111000,2010,0.4522,44021.6,876
112000,1787,0.5305,35462.5,866
113000,1412,0.5574,24985.5,967
114000,982,0.6263,17001.3,1117
115000,810,0.5877,13607.2,1070
116000,819,0.5348,13332.5,1014
117000,1166,0.5292,17596.1,839
118000,1472,0.5156,21271.1,764
119000,1645,0.4778,29556.5,871
120000,1857,0.4475,41767.6,916
121000,2014,0.4240,52122.0,940
122000,2080,0.4365,62038.0,997
123000,2199,0.4147,64878.5,1012
124000,2366,0.4332,73555.1,1016
125000,2256,0.4362,76228.6,1108
126000,2206,0.4062,71379.3,1059
127000,2251,0.4149,72153.2,1062
128000,2213,0.4605,73415.1,1108
129000,2210,0.4452,68222.2,1076
130000,2159,0.4484,60264.6,1014
131000,2115,0.4946,52606.6,984
132000,1852,0.5211,41727.8,1018
133000,1402,0.5892,27592.6,1123
134000,979,0.6139,18613.0,1232
135000,849,0.6478,13701.3,1137
136000,806,0.5670,13256.9,1068
137000,980,0.5765,16991.7,1038
138000,1289,0.5283,22863.3,924
139000,1647,0.4912,30762.2,864
140000,1903,0.4666,43739.3,915
141000,1974,0.4169,54955.4,1009
142000,2179,0.4286,65546.8,1029
143000,2226,0.4371,65609.4,999
144000,2221,0.4354,71805.2,1092
145000,2259,0.4630,74280.8,1088
146000,2328,0.4519,70257.5,1023
147000,2356,0.4304,74752.0,1055
148000,2337,0.4339,72512.4,1029
149000,2267,0.4711,69307.5,1076
150000,2123,0.4649,62273.2,1077
151000,1996,0.4484,52372.3,1000
152000,1751,0.5306,42460.4,1054
153000,1380,0.6000,28973.6,1141
154000,1021,0.6425,18158.0,1213
155000,824,0.6468,13414.1,1199
156000,822,0.5925,13235.9,1153
157000,1027,0.5784,16824.2,975
158000,1310,0.5519,23661.7,925
159000,1627,0.4542,33235.0,938
160000,1812,0.4415,44128.5,942
161000,2125,0.4155,57501.8,943
162000,2229,0.4253,68894.2,1049
163000,2396,0.4207,70396.1,1028
164000,2406,0.4248,74602.5,1072
165000,2388,0.4070,75125.8,1077
166000,2382,0.4076,73472.8,1058
167000,2383,0.4322,76468.2,1102
168000,2383,0.4285,74694.7,1073
169000,2274,0.4468,69207.7,1072
170000,2412,0.4867,56034.1,934
171000,2223,0.5137,45577.8,898
172000,1984,0.5494,35397.9,913
173000,1536,0.5957,23628.8,934
174000,1182,0.6777,17843.7,1054
175000,922,0.6171,13368.4,1074
176000,899,0.5907,13158.9,983
177000,1191,0.5231,15805.2,795
178000,1455,0.5182,20576.6,753
179000,1749,0.5140,28634.2,782
180000,1893,0.4612,39641.2,842
181000,2216,0.4499,46250.4,832
182000,2380,0.4811,45966.3,814
183000,2350,0.5085,47636.0,886
184000,2323,0.4856,53751.0,992
185000,2387,0.4424,57427.1,953
186000,2242,0.4313,58475.6,955
187000,2306,0.4523,60103.8,929
188000,2407,0.4794,52430.1,853
189000,2150,0.5191,49853.8,1022
190000,2220,0.5176,46227.9,958
191000,2127,0.5416,38500.8,884
192000,1835,0.5357,31424.9,872
193000,1524,0.6043,24847.7,914
194000,1257,0.6197,15438.5,879
195000,1035,0.6531,12239.7,951
196000,1000,0.5890,12474.5,989
197000,1295,0.5506,14755.3,734
198000,1610,0.5267,17740.8,692
199000,1826,0.5482,24753.9,744
200000,1937,0.5054,33593.3,810
201000,2004,0.4755,43929.5,911
202000,2335,0.4899,46751.1,864
203000,2269,0.4958,46941.6,927
204000,2278,0.5154,54813.2,991
205000,2307,0.4742,53412.3,941
206000,2369,0.4897,53207.0,879
207000,2341,0.4998,56745.2,948
208000,2373,0.5086,52569.8,940
209000,2283,0.5217,49320.3,935
210000,2103,0.5140,44485.5,908
211000,1905,0.5270,39547.3,928
212000,1756,0.5245,32088.3,850
213000,1531,0.6166,21825.4,810
214000,1175,0.6153,14897.3,835
215000,978,0.6155,12652.9,909
216000,971,0.5798,13002.5,883
217000,1298,0.5193,13915.8,682
218000,1580,0.4975,18420.4,660
219000,1908,0.4874,27206.8,707
220000,2036,0.4479,35286.8,719
221000,2281,0.4665,41862.6,737
222000,2412,0.4772,49295.2,831
223000,2435,0.4838,52980.3,887
224000,2470,0.4737,51652.8,874
225000,2454,0.4898,56508.6,931
226000,2582,0.4411,53469.9,850
227000,2507,0.4783,52338.4,844
228000,2488,0.4743,53943.7,855
229000,2481,0.4817,48089.2,841
230000,2462,0.5532,40057.8,847
231000,2043,0.5541,31163.9,851
232000,1808,0.5747,28862.0,929
233000,1542,0.5629,20920.6,774
234000,1132,0.6405,10790.8,747
235000,936,0.6058,9112.0,824
236000,898,0.5880,10002.9,872
237000,1022,0.5871,8918.4,639
238000,1377,0.5272,12414.8,550
239000,1613,0.5722,17889.0,620
240000,1885,0.5252,27651.7,727
241000,1968,0.5020,42596.8,912
242000,2184,0.4432,45282.1,824
243000,2392,0.5004,47108.4,768
244000,2292,0.5122,53939.3,956
245000,2307,0.4621,60157.2,977
246000,2237,0.4671,58021.1,906
247000,2353,0.4454,57642.9,852
248000,2264,0.4713,53574.8,865
249000,2165,0.5035,47610.6,902
250000,2007,0.5441,41056.1,890
251000,1716,0.5484,35948.3,962
252000,1672,0.5586,27823.3,835
253000,1281,0.6409,17854.4,825
254000,1113,0.6703,10575.7,763
255000,827,0.6602,7950.1,904
256000,764,0.6034,6094.2,719
257000,1011,0.5717,9425.2,645
258000,1356,0.5737,12690.8,580
259000,1478,0.5196,18962.8,619
260000,1836,0.5316,26040.5,685
261000,2174,0.5221,29608.3,706
262000,2069,0.5012,42039.9,877
263000,2183,0.4448,50458.0,881
264000,2245,0.4432,54145.4,810
265000,2260,0.4845,57414.9,892
266000,2390,0.4540,53946.3,841
267000,2161,0.4567,53472.4,907
268000,2128,0.4417,55119.4,926
269000,2058,0.4835,49783.6,913
270000,2097,0.4897,43324.4,832
271000,1883,0.5449,34005.7,845
272000,1698,0.5878,22660.5,808
273000,1421,0.6151,13506.5,696
274000,958,0.6983,7049.9,781
275000,805,0.6783,6491.9,738
276000,892,0.5852,7475.1,708
277000,1071,0.5546,8097.5,556
278000,1357,0.5601,10635.7,569
279000,1723,0.5177,16713.3,612
280000,1915,0.5279,21766.0,648
281000,2103,0.5078,30334.9,732
282000,2036,0.5236,38291.5,840
283000,2171,0.5182,39595.3,868
284000,2113,0.5220,46280.6,929
285000,2280,0.4548,44846.5,812
286000,2334,0.4619,46194.2,797
287000,2333,0.4745,48972.7,868
288000,2371,0.4500,47046.2,781
289000,2006,0.5065,47887.2,948
290000,1991,0.5063,38944.1,833
291000,1815,0.5163,35024.9,838
292000,1687,0.6277,24696.8,834
293000,1373,0.6052,17383.3,846
294000,1131,0.6463,10263.7,787
295000,895,0.6492,6788.0,691
296000,873,0.6609,6571.2,755
297000,1105,0.5864,8926.1,672
298000,1503,0.6194,11285.0,589
299000,1764,0.5890,18078.6,626
300000,2064,0.5504,24688.4,703
