step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
110000,2121,4.770,0.498,26.81,61213,46428,1676,11095,2178,392455,905341.5,549498.8,0.120,0.655,0.105,0.120,117,25.51,13.25,0.21,1.97,5.67,5.46,0.07,1.02,8.32,6.24,0.01,0.19,0.183,0.163,787,0.122,0.104,0.882,0.001,0.013,139027,112007,8,0.590,0.169,0.025,703254,0.150,2.524,0.037,10.85,63138,431,1.400,0.210,0.329,15488667,1.07,5.81,0.573,0.317,0.003,5.4,32.0,32.0,121.3,30271,0.115,0.00,0.0051,0.097,310,0.786,0.000,0.787,0.572,3.26,3.74,4.24,0.03,0.009,1.06,1.07,1.10,0.796,0.00248,3.71,65.6021,2379.38,95491.1,140234.7,93.140,89.1327,151.887,591.110,0.925,0.316,50.1,55.026,227.590,396,1764.3,61.87,6.983,134.368,3632.6,81.325,0.135,2.00,11.9445,25334.4,1.3678,0.6595,14.27,1.715,0.485,1.4775,0.0000,0.238,0.196,0.154,0.0000,5.38,2.19,4,16,18,76,48.3710,1.3873,0.4686,0.3693,0.9853
120000,2191,3.853,0.336,24.40,31861,24631,772,5886,502,259529,490274.3,247345.4,0.098,0.749,0.099,0.054,195,24.76,12.50,0.13,1.86,5.21,4.79,0.04,0.69,9.23,6.27,0.01,0.17,0.168,0.151,670,0.112,0.134,0.849,0.001,0.016,45920,32086,7,0.567,0.025,0.018,256642,0.127,2.301,0.021,23.69,23121,472,0.953,0.185,0.267,5875219,1.04,6.45,0.568,0.328,0.004,5.3,32.0,32.0,162.0,32018,0.122,0.00,0.0024,0.096,487,0.471,0.000,0.531,0.374,3.21,3.43,4.72,0.01,0.004,1.05,1.03,1.06,0.481,0.00333,6.61,16.7795,2295.93,102484.1,140234.7,17.530,20.8173,94.717,236.921,0.668,0.333,53.5,41.359,53.621,81,254.1,110.26,3.580,37.788,2265.3,25.249,0.134,2.00,10.3444,22664.7,1.1349,0.6206,14.61,1.648,0.521,0.5225,0.0000,0.251,0.197,0.272,0.0000,5.65,2.35,5,16,18,81,33.7036,0.3555,0.4258,0.3955,0.9914
130000,2261,5.168,0.468,30.03,47630,35292,2250,9044,974,332683,982510.8,592582.8,0.157,0.721,0.075,0.046,114,27.71,12.40,0.04,0.79,6.05,5.01,0.03,0.23,8.28,5.00,0.00,0.09,0.194,0.142,597,0.188,0.141,0.849,0.000,0.010,141911,110676,12,0.693,0.110,0.021,576854,0.123,2.767,0.030,22.23,72417,451,1.781,0.189,0.274,13987346,1.02,3.30,0.716,0.247,0.001,7.7,32.0,32.0,162.0,32554,0.124,0.00,0.0052,0.074,440,0.686,0.000,0.603,0.677,3.27,3.67,4.12,0.00,0.001,1.01,1.02,1.02,0.693,0.00344,17.55,79.1672,3474.24,90692.9,140234.7,79.224,89.0154,154.292,357.296,0.740,0.305,51.0,55.100,171.284,227,766.6,74.06,3.370,123.061,2826.2,77.402,0.136,2.00,12.7755,28885.4,1.4098,0.7185,14.40,1.866,0.365,1.4775,0.0000,0.208,0.168,0.084,0.0000,4.70,1.70,5,16,16,81,46.4394,0.8815,0.4237,0.3792,0.9846
140000,2159,3.678,0.327,25.22,29055,22241,1091,5451,374,225994,511714.6,250959.5,0.128,0.752,0.081,0.039,189,24.73,12.86,0.09,1.23,5.34,5.05,0.07,0.95,8.88,6.03,0.01,0.14,0.170,0.155,747,0.093,0.162,0.827,0.000,0.010,48240,33331,12,0.308,0.258,0.037,343712,0.126,2.106,0.021,25.70,26847,450,1.110,0.181,0.224,6012605,1.03,6.86,0.572,0.322,0.004,4.9,32.0,32.0,128.0,31063,0.118,0.00,0.0027,0.098,466,0.467,0.000,0.440,0.458,3.33,3.42,4.74,0.01,0.005,1.03,1.02,1.05,0.476,0.00344,8.04,19.9340,2092.44,103460.5,140234.7,14.881,21.1298,98.115,203.054,0.697,0.338,51.1,42.841,48.967,79,205.3,64.49,2.941,36.997,2424.6,25.477,0.137,2.00,10.3525,22351.0,1.1570,0.6466,14.39,1.647,0.530,0.5225,0.0000,0.267,0.174,0.102,0.0000,5.74,2.50,5,16,20,75,35.0589,0.3490,0.4423,0.3827,0.9909
150000,2305,4.112,0.475,30.89,40707,30082,2624,7311,544,268173,1019783.3,606775.2,0.182,0.718,0.066,0.033,104,28.42,12.31,0.04,0.61,5.74,5.10,0.07,1.01,8.97,5.08,0.00,0.06,0.179,0.139,616,0.131,0.125,0.869,0.000,0.007,153484,120643,19,0.494,0.176,0.030,636535,0.132,2.782,0.029,23.94,88028,488,2.263,0.154,0.285,13400411,1.01,3.30,0.728,0.234,0.000,8.0,32.0,32.0,200.0,34163,0.130,0.00,0.0049,0.079,507,0.665,0.000,0.520,0.744,3.35,3.71,4.21,0.00,0.000,1.01,1.01,1.03,0.671,0.00342,21.16,87.5946,3973.45,94454.7,140234.7,73.537,91.4512,156.001,300.654,0.753,0.310,54.3,55.024,158.085,166,438.2,65.17,2.039,123.435,2659.0,79.386,0.134,2.00,11.7827,27159.2,1.2196,0.7829,14.82,1.865,0.369,1.4775,0.0000,0.206,0.156,0.053,0.0000,4.76,1.79,6,16,16,100,46.3671,0.7637,0.4174,0.3922,0.9838
160000,2090,3.509,0.353,27.71,24538,19042,1426,4005,280,171832,535302.3,255045.3,0.132,0.752,0.084,0.031,181,26.51,12.68,0.06,0.83,5.21,4.81,0.06,0.71,9.93,6.49,0.00,0.11,0.163,0.140,725,0.167,0.142,0.847,0.001,0.011,53131,38030,13,0.283,0.257,0.037,424185,0.115,2.574,0.022,27.30,31338,531,1.484,0.148,0.214,5610704,1.02,6.07,0.619,0.285,0.003,6.5,32.0,32.0,98.0,31889,0.122,0.00,0.0026,0.098,422,0.440,0.000,0.391,0.570,3.37,3.55,4.77,0.00,0.003,1.02,1.02,1.04,0.446,0.00363,8.97,24.2328,2751.53,103147.8,140234.7,13.745,20.4522,99.496,174.584,0.695,0.334,49.9,43.314,45.496,84,221.7,99.60,1.992,35.596,2157.8,26.255,0.137,1.99,10.9138,22809.9,1.1325,0.7116,15.26,1.694,0.507,0.5225,0.0000,0.239,0.171,0.101,0.0000,5.62,2.52,6,16,24,74,35.3786,0.3526,0.4368,0.3535,0.9894
170000,2084,4.691,0.431,33.86,35173,26618,2785,5494,282,227607,1042863.7,654418.9,0.215,0.692,0.065,0.029,90,29.91,11.02,0.02,0.45,5.98,4.82,0.06,0.27,9.36,4.91,0.01,0.13,0.184,0.133,588,0.178,0.110,0.882,0.000,0.008,178599,143474,32,0.428,0.253,0.047,1193921,0.123,3.070,0.025,23.15,109277,583,2.875,0.142,0.288,12099888,1.01,2.35,0.780,0.208,0.003,12.0,32.0,32.0,128.0,32134,0.123,0.00,0.0053,0.061,399,0.644,0.000,0.443,0.807,3.45,3.86,4.13,0.01,0.003,1.01,1.01,1.02,0.649,0.00365,21.24,100.2515,3865.60,94052.2,140234.7,73.896,93.5457,153.442,288.791,0.692,0.311,48.8,52.475,156.106,61,208.9,145.02,1.308,123.779,2480.0,82.396,0.135,2.00,13.4579,28046.3,1.3232,0.7822,15.42,1.910,0.308,1.4775,0.0000,0.202,0.147,0.046,0.0000,4.57,1.58,8,16,16,64,44.2400,0.6336,0.4213,0.4058,0.9813
180000,2081,3.709,0.368,31.05,22665,17029,1565,3893,181,175863,536397.9,260540.4,0.124,0.770,0.079,0.027,173,27.71,11.83,0.10,1.61,6.10,4.45,0.07,0.78,8.74,5.23,0.01,0.14,0.194,0.134,602,0.280,0.138,0.851,0.000,0.011,54734,39009,25,0.168,0.229,0.045,624427,0.116,2.476,0.022,27.90,33858,544,1.481,0.162,0.230,5327406,1.03,4.18,0.712,0.237,0.001,8.0,32.0,32.0,162.0,31232,0.119,0.00,0.0030,0.117,428,0.416,0.000,0.344,0.609,3.40,3.67,4.37,0.01,0.001,1.03,1.03,1.04,0.423,0.00373,9.04,25.8279,2740.09,101624.0,140234.7,13.932,20.7306,98.493,165.584,0.695,0.328,49.3,42.669,43.793,99,279.3,107.03,1.673,34.745,2323.1,25.836,0.134,2.01,11.3729,23667.0,1.1678,0.6792,15.01,1.808,0.428,0.5225,0.0000,0.234,0.148,0.064,0.0000,5.03,2.14,7,16,16,81,34.5727,0.3310,0.4431,0.3479,0.9888
190000,2312,4.124,0.432,33.53,35099,25470,3038,6043,317,237463,1039851.7,667415.0,0.217,0.706,0.055,0.023,90,28.55,10.80,0.05,0.72,6.06,4.43,0.04,0.46,8.68,4.80,0.00,0.09,0.193,0.131,612,0.249,0.110,0.881,0.000,0.009,174082,133784,29,0.211,0.200,0.026,907066,0.123,2.859,0.025,23.03,107276,556,2.811,0.155,0.320,12554979,1.02,2.67,0.751,0.228,0.001,10.3,32.0,32.0,138.0,34265,0.131,0.00,0.0052,0.086,518,0.645,0.000,0.465,0.802,3.40,3.77,4.09,0.00,0.001,1.01,1.02,1.03,0.650,0.00334,20.85,101.5352,3959.08,94143.6,140234.7,73.848,94.9912,154.268,277.062,0.692,0.311,54.2,51.634,153.347,43,80.3,114.83,1.230,124.339,2301.9,82.246,0.135,2.00,12.1560,28104.8,1.3037,0.7828,14.82,1.898,0.328,1.4775,0.0000,0.201,0.138,0.038,0.0000,4.58,1.66,7,16,16,81,43.2215,0.6874,0.4291,0.4031,0.9819
200000,2163,3.501,0.360,31.69,22256,16673,1691,3905,136,168718,532843.6,261026.8,0.133,0.779,0.063,0.024,173,27.74,10.46,0.01,0.34,5.97,4.25,0.03,0.37,8.84,4.70,0.01,0.20,0.194,0.132,599,0.300,0.126,0.862,0.001,0.011,53649,38144,20,0.467,0.147,0.016,242688,0.137,2.111,0.025,27.06,33590,491,1.547,0.168,0.253,5654458,1.00,3.54,0.727,0.232,0.002,9.3,32.0,32.0,162.0,32135,0.123,0.00,0.0028,0.112,422,0.439,0.000,0.342,0.608,3.43,3.71,4.35,0.01,0.002,1.00,1.00,1.00,0.445,0.00364,8.68,26.6580,2789.70,102450.2,140234.7,14.532,21.2638,97.743,164.649,0.769,0.329,49.9,41.970,44.628,125,398.3,83.74,1.783,35.345,2070.2,26.349,0.137,1.99,10.6591,23055.6,1.0929,0.6872,14.86,1.837,0.401,0.5225,0.0000,0.228,0.145,0.074,0.0000,4.87,2.01,8,16,16,81,33.8569,0.2433,0.4152,0.3260,0.9883
210000,2211,4.531,0.407,33.72,36017,26154,3209,6419,187,245012,1056456.1,725753.1,0.249,0.683,0.046,0.022,88,28.32,9.87,0.02,0.77,5.76,4.15,0.04,0.43,8.71,4.47,0.00,0.04,0.187,0.130,586,0.297,0.101,0.893,0.000,0.006,182301,146482,19,0.511,0.213,0.034,653691,0.123,2.564,0.025,23.11,114377,511,2.962,0.155,0.331,12364208,1.01,2.54,0.764,0.221,0.000,10.0,32.0,32.0,128.0,32147,0.123,0.00,0.0055,0.081,443,0.640,0.000,0.386,0.807,3.38,3.78,4.02,0.00,0.000,1.01,1.01,1.01,0.646,0.00356,21.69,107.5263,3544.06,94863.0,140234.7,74.100,93.0706,159.437,274.943,0.669,0.312,48.8,52.449,153.407,71,191.9,63.32,0.986,123.173,2305.1,84.243,0.134,2.00,12.3862,27385.8,1.3853,0.8063,14.54,1.912,0.303,1.4775,0.0000,0.221,0.162,0.093,0.0000,4.52,1.63,6,16,16,64,44.1088,0.4773,0.4003,0.4065,0.9818
220000,2063,3.573,0.363,31.67,22923,16881,1720,4293,177,163016,539432.7,273113.1,0.137,0.774,0.061,0.029,171,27.43,10.77,0.03,0.66,5.92,4.43,0.06,1.07,8.75,4.77,0.00,0.06,0.190,0.132,592,0.349,0.127,0.864,0.000,0.009,57006,41017,15,0.651,0.069,0.020,385890,0.111,2.283,0.023,27.09,36303,515,1.675,0.168,0.243,5537018,1.01,3.86,0.721,0.232,0.001,8.0,32.0,32.0,108.0,30444,0.116,0.00,0.0030,0.103,417,0.424,0.000,0.298,0.620,3.47,3.71,4.37,0.00,0.001,1.01,1.01,1.01,0.431,0.00386,8.86,27.6855,2955.20,103387.3,140234.7,14.129,20.9328,99.329,171.594,0.714,0.332,47.7,42.548,44.644,55,145.1,55.52,1.601,35.538,2255.4,26.940,0.135,1.99,10.8334,22349.2,1.1383,0.7311,14.76,1.819,0.412,0.5225,0.0000,0.253,0.198,0.174,0.0000,4.96,2.09,7,16,16,100,34.2171,0.3767,0.4372,0.3277,0.9879
230000,2268,4.382,0.418,33.02,33222,23846,3119,5893,159,221804,1029357.6,675057.0,0.249,0.682,0.047,0.022,91,27.98,9.86,0.01,0.28,5.70,4.01,0.04,0.44,8.78,4.24,0.00,0.00,0.184,0.130,520,0.340,0.098,0.892,0.000,0.010,172196,133438,24,0.557,0.143,0.034,605498,0.133,2.816,0.025,22.68,108801,538,3.043,0.155,0.295,11450095,1.00,3.17,0.770,0.195,0.000,8.0,32.0,32.0,72.0,32965,0.126,0.00,0.0052,0.089,440,0.620,0.000,0.389,0.811,3.35,3.73,4.10,0.00,0.001,1.00,1.01,1.00,0.626,0.00344,21.74,103.0119,3914.83,93777.2,140234.7,75.421,93.9132,151.863,277.749,0.657,0.306,51.2,50.031,149.247,50,120.4,108.52,0.948,122.227,2190.7,81.544,0.135,2.00,12.5018,28354.2,1.3201,0.8187,14.53,1.877,0.350,1.4775,0.0000,0.226,0.183,0.140,0.0000,4.68,1.85,6,16,16,47,41.6071,0.6262,0.4145,0.4027,0.9818
240000,2066,3.911,0.386,32.47,21654,15600,1802,4300,154,155079,541506.2,276589.8,0.144,0.771,0.057,0.028,172,27.96,10.72,0.03,0.59,6.15,4.32,0.03,0.16,8.42,4.59,0.00,0.11,0.198,0.134,577,0.294,0.126,0.864,0.000,0.009,55426,39208,21,0.300,0.182,0.026,359687,0.106,2.608,0.024,27.32,35706,536,1.784,0.142,0.212,5492788,1.02,3.38,0.746,0.228,0.001,8.6,32.0,32.0,126.0,30214,0.115,0.00,0.0031,0.102,394,0.420,0.000,0.289,0.633,3.40,3.74,4.17,0.00,0.001,1.02,1.02,1.02,0.426,0.00380,9.02,28.5768,3296.22,100484.5,140234.7,13.928,21.2806,99.316,169.261,0.647,0.325,46.6,42.057,43.843,77,182.7,113.05,1.586,35.343,2260.2,26.925,0.136,2.00,11.6866,24144.5,1.2186,0.7681,14.62,1.859,0.371,0.5225,0.0000,0.223,0.179,0.138,0.0000,4.78,1.93,7,16,16,63,33.8551,0.3582,0.4134,0.3393,0.9886
