step,pop,on_fat,fat_stock,age_mean
1000,2734,0.8866,41262.5,891
2000,2725,0.8727,56318.3,1735
3000,2669,0.8790,65001.0,2587
4000,1963,0.6617,41314.7,703
5000,1912,0.6825,47403.3,1099
6000,2103,0.7023,48406.9,1403
7000,2178,0.6579,45729.4,869
8000,2283,0.6697,49224.8,1001
9000,2153,0.6744,50349.0,1205
10000,2074,0.6528,36469.9,890
11000,1710,0.6696,29200.9,926
12000,1470,0.6796,21088.8,1028
13000,1022,0.6771,10715.8,863
14000,463,0.8121,3927.0,1244
15000,58,0.8103,380.9,1727
16000,8,0.7500,38.2,2017
17000,696,0.5230,4173.5,295
18000,1668,0.5240,11119.1,420
19000,1956,0.5777,13084.1,439
20000,2318,0.5384,20566.5,469
21000,2522,0.6031,35736.8,711
22000,2843,0.6004,46962.3,854
23000,3119,0.5662,49329.1,872
24000,3506,0.5733,53018.5,823
25000,3630,0.5890,55900.9,865
26000,4126,0.5562,56065.1,773
27000,4310,0.5232,53859.5,730
28000,4343,0.5471,49598.4,692
29000,4022,0.5885,42444.3,722
30000,3489,0.6019,32874.1,748
31000,2821,0.6335,23905.2,726
32000,1943,0.7041,13725.0,793
33000,1295,0.7931,6993.5,938
34000,686,0.8542,3308.2,1269
35000,51,0.9608,329.7,1980
36000,9,0.6667,37.5,1959
37000,561,0.5472,4694.5,300
38000,1037,0.4446,16156.3,648
39000,2130,0.5883,18708.6,630
40000,2357,0.6300,28023.9,769
41000,2875,0.5791,40248.1,900
42000,3790,0.5285,44861.2,644
43000,4486,0.5051,45713.3,595
44000,4768,0.5292,44273.6,570
45000,4816,0.5488,51818.8,660
46000,4975,0.5437,51856.8,647
47000,5078,0.5524,51315.2,642
48000,4599,0.5666,47018.6,670
49000,4385,0.5970,38338.3,621
50000,3961,0.5526,27005.2,481
51000,2688,0.6477,16955.3,525
52000,1703,0.7129,10648.7,656
53000,1110,0.7288,7092.7,940
54000,541,0.8669,3538.0,1393
55000,54,0.8889,476.4,2125
56000,9,1.0000,66.0,1906
57000,471,0.5244,4369.1,371
58000,682,0.3299,20302.0,911
59000,1160,0.3966,44406.7,1247
60000,2663,0.5287,43676.8,646
61000,3166,0.4997,44318.5,623
62000,3455,0.5421,55007.2,699
63000,3871,0.5267,60455.3,750
64000,4311,0.5444,61175.8,781
65000,4778,0.5063,56984.8,694
66000,4627,0.5297,54181.6,707
67000,4521,0.5472,52752.5,736
68000,4462,0.5442,46960.6,735
69000,4040,0.5676,41441.3,729
70000,3377,0.6076,33073.6,730
71000,2590,0.6764,24981.4,824
72000,2014,0.6946,15445.5,860
73000,1237,0.7542,7335.2,931
74000,612,0.8758,2648.2,1295
75000,90,0.8889,515.0,1646
76000,22,0.8636,87.3,1846
77000,508,0.4705,4857.1,342
78000,1674,0.5275,8024.7,288
79000,1874,0.5880,14628.1,507
80000,2435,0.5844,26710.2,614
81000,2965,0.5528,34827.7,691
82000,3756,0.5391,45008.7,695
83000,4223,0.5257,52016.3,715
84000,4688,0.5514,58555.2,749
85000,4502,0.5327,57242.4,816
86000,4500,0.4991,57275.7,774
87000,4742,0.5314,56259.7,732
88000,4370,0.5545,51717.4,775
89000,3855,0.5795,50225.7,837
90000,3385,0.5684,40334.6,780
91000,2869,0.6326,27096.9,705
92000,1843,0.7347,16654.8,875
93000,1236,0.7686,9981.8,1099
94000,622,0.8585,3960.5,1436
95000,67,0.8358,497.2,1860
96000,13,0.4615,120.0,1737
97000,453,0.4349,5415.1,569
98000,860,0.3465,21813.9,992
99000,1287,0.3442,43583.9,1465
100000,2877,0.5120,43263.5,807
